Geneid	male_24m_2	male_24m_1	male_3m_5	male_24m_7	male_3m_6	male_3m_3	male_24m_4
ENSMUSG00000125875	1	3	0	0	0	0	1
ENSMUSG00000082985	0	0	0	0	0	2	0
ENSMUSG00000133293	0	0	1	2	0	0	0
ENSMUSG00000027409	6	0	0	6	0	0	1
ENSMUSG00000049692	15	1	3	3	0	2	0
ENSMUSG00000037773	33	135	118	177	119	55	70
ENSMUSG00000027411	180	631	571	1052	730	263	477
ENSMUSG00000027303	485	984	891	1476	1531	210	726
ENSMUSG00000115955	12	21	34	37	40	14	25
ENSMUSG00002074874	0	0	1	2	2	3	1
ENSMUSG00000060029	20	8	12	17	10	10	11
ENSMUSG00000037740	68	242	180	400	208	74	190
ENSMUSG00000027301	3	0	0	4	3	0	0
ENSMUSG00000037727	0	0	3	0	0	0	0
ENSMUSG00000138994	1	1	0	0	10	3	5
ENSMUSG00000027300	78	130	94	208	159	65	128
ENSMUSG00000079043	33	54	65	110	71	31	50
ENSMUSG00000037703	8	11	12	16	16	7	10
ENSMUSG00000140023	1	8	4	12	5	1	11
ENSMUSG00000068290	73	309	187	420	297	62	179
ENSMUSG00000074797	61	155	113	317	253	84	147
ENSMUSG00000074796	15	20	8	3	15	5	26
ENSMUSG00000122731	1	1	0	2	1	1	11
ENSMUSG00002075903	2	0	2	2	2	2	2
ENSMUSG00000027309	123	214	261	350	440	96	238
ENSMUSG00000089662	2	0	2	5	6	0	0
ENSMUSG00000121224	0	5	13	1	7	0	5
ENSMUSG00000140216	0	2	0	0	0	2	2
ENSMUSG00000085566	38	56	59	74	61	23	77
ENSMUSG00000080989	0	0	0	0	0	0	0
ENSMUSG00000027312	303	524	659	895	1018	240	511
ENSMUSG00000123610	6	2	8	3	4	11	1
ENSMUSG00000083953	0	5	10	7	4	4	13
ENSMUSG00000135543	13	22	42	88	61	34	65
ENSMUSG00000027316	20	38	39	125	65	27	39
ENSMUSG00000098686	0	0	0	0	0	0	0
ENSMUSG00000027318	29	82	50	30	152	57	49
ENSMUSG00000027322	196	132	145	508	238	37	102
ENSMUSG00000143653	2	1	17	3	2	3	11
ENSMUSG00000074793	16	64	29	23	31	5	30
ENSMUSG00000027327	139	386	445	644	662	141	314
ENSMUSG00000087405	8	8	11	7	2	5	12
ENSMUSG00000141530	3	0	1	3	0	2	16
ENSMUSG00000027329	21	12	13	21	15	11	19
ENSMUSG00000068267	160	428	134	387	352	61	243
ENSMUSG00000027330	390	1166	1453	2422	2016	427	1025
ENSMUSG00000068264	25	130	87	172	144	36	102
ENSMUSG00000127415	1	0	0	0	0	1	0
ENSMUSG00000037523	287	503	552	1078	857	130	411
ENSMUSG00000132972	6	1	4	6	3	4	6
ENSMUSG00000037514	178	420	322	750	618	133	302
ENSMUSG00000065563	6	5	4	1	6	2	13
ENSMUSG00000048911	68	111	73	126	142	32	89
ENSMUSG00000086329	0	0	0	0	0	0	0
ENSMUSG00000082044	14	49	14	42	37	17	24
ENSMUSG00000120540	12	8	30	4	2	3	9
ENSMUSG00000089113	1	0	0	0	1	0	3
ENSMUSG00000081652	3	0	1	0	0	0	4
ENSMUSG00000129055	12	13	37	4	25	4	55
ENSMUSG00000129099	3	0	2	1	0	0	0
ENSMUSG00000129141	0	0	0	0	0	0	0
ENSMUSG00000083671	1	8	7	1	4	1	1
ENSMUSG00000139334	7	1	3	5	6	4	18
ENSMUSG00000027333	396	1110	1107	1989	1811	370	1104
ENSMUSG00000087524	20	5	7	7	0	10	19
ENSMUSG00000027335	2	17	0	0	5	0	2
ENSMUSG00000086831	6	1	1	0	5	2	1
ENSMUSG00000123068	3	0	4	1	2	2	5
ENSMUSG00000123108	10	3	5	6	2	5	7
ENSMUSG00000134717	1	3	2	0	3	1	5
ENSMUSG00000086822	18	14	53	13	23	41	66
ENSMUSG00000134793	2	0	0	4	0	0	5
ENSMUSG00000134756	1	2	5	0	0	8	4
ENSMUSG00000081422	0	0	0	0	0	0	0
ENSMUSG00000083469	0	0	0	3	0	1	4
ENSMUSG00000037482	6	1	5	3	0	4	6
ENSMUSG00000081229	8	0	4	0	0	1	0
ENSMUSG00000079037	195	696	487	920	945	159	528
ENSMUSG00000098754	1	0	2	0	3	0	0
ENSMUSG00000027338	0	2	0	1	0	4	0
ENSMUSG00000027339	259	615	540	963	933	149	476
ENSMUSG00000138679	9	0	4	1	0	0	7
ENSMUSG00000140571	2	4	3	4	0	0	1
ENSMUSG00000027340	140	201	155	304	305	87	201
ENSMUSG00000082990	4	7	7	1	6	1	8
ENSMUSG00000086756	21	21	31	17	14	22	29
ENSMUSG00000131274	9	0	2	0	5	4	2
ENSMUSG00000131232	0	0	3	0	1	4	3
ENSMUSG00000027341	88	126	148	265	210	62	129
ENSMUSG00000027342	244	630	898	1368	1329	244	555
ENSMUSG00000087377	5	6	14	9	14	1	6
ENSMUSG00000058793	486	873	712	1310	1176	275	636
ENSMUSG00000050558	33	16	79	25	22	39	48
ENSMUSG00000027345	7	1	8	8	3	3	4
ENSMUSG00000141381	3	1	2	3	2	2	9
ENSMUSG00000086250	0	0	4	1	2	0	4
ENSMUSG00000086379	45	21	42	7	14	44	30
ENSMUSG00000123722	0	0	0	0	0	0	0
ENSMUSG00000027346	596	1643	1904	2980	2199	631	1221
ENSMUSG00000129963	3	15	3	12	9	7	3
ENSMUSG00000074783	8	17	21	20	9	13	29
ENSMUSG00000134371	0	0	0	2	2	0	1
ENSMUSG00000081445	1	2	0	0	0	0	1
ENSMUSG00000128590	5	1	0	0	1	2	0
ENSMUSG00000084089	2	0	4	0	0	0	0
ENSMUSG00000081662	1	3	3	0	1	3	3
ENSMUSG00000044991	37	66	56	76	110	20	41
ENSMUSG00000084839	7	6	5	4	16	6	12
ENSMUSG00000064413	0	5	2	5	0	0	2
ENSMUSG00000027350	9	7	16	0	6	15	8
ENSMUSG00000128661	2	0	0	0	0	0	1
ENSMUSG00000037376	71	138	157	243	166	70	139
ENSMUSG00000027353	43	87	94	103	111	46	84
ENSMUSG00000086575	6	14	21	17	7	6	11
ENSMUSG00000027357	53	118	106	136	183	43	99
ENSMUSG00000043110	25	9	16	26	8	19	27
ENSMUSG00000140884	2	1	3	0	0	1	0
ENSMUSG00000086478	2	2	10	6	1	6	4
ENSMUSG00000027356	24	15	40	18	30	29	50
ENSMUSG00000140921	0	0	0	0	5	0	0
ENSMUSG00000084393	4	12	6	3	0	4	26
ENSMUSG00000065050	0	3	0	0	0	0	0
ENSMUSG00000082940	1	1	11	1	1	6	0
ENSMUSG00000141544	1	5	4	2	12	6	11
ENSMUSG00000138753	0	0	13	11	0	5	7
ENSMUSG00000083689	0	0	7	2	0	0	1
ENSMUSG00000098578	0	0	0	0	0	1	2
ENSMUSG00000131898	5	1	9	1	0	5	12
ENSMUSG00000136455	19	3	21	10	10	7	17
ENSMUSG00000086650	7	16	25	3	10	16	34
ENSMUSG00000087585	4	5	2	3	2	0	5
ENSMUSG00000122085	6	6	19	5	1	9	27
ENSMUSG00000027358	76	206	158	170	261	54	133
ENSMUSG00000093338	0	0	0	0	0	0	1
ENSMUSG00000119228	1	2	2	0	0	0	8
ENSMUSG00000123860	7	6	9	2	0	3	7
ENSMUSG00000135623	4	2	22	3	5	18	11
ENSMUSG00000122252	1	2	2	2	0	2	4
ENSMUSG00000142881	2	1	6	2	2	3	5
ENSMUSG00000130648	1	4	2	1	1	2	0
ENSMUSG00000131290	2	14	8	3	3	7	10
ENSMUSG00000027261	7	7	19	1	12	16	17
ENSMUSG00000034723	483	625	536	1082	1495	235	680
ENSMUSG00000133013	0	0	0	1	0	2	1
ENSMUSG00000081243	1	0	1	0	0	4	5
ENSMUSG00000083879	6	7	14	9	4	12	9
ENSMUSG00000051177	87	154	227	196	168	122	165
ENSMUSG00000082399	0	0	0	0	0	0	0
ENSMUSG00000137600	4	6	1	7	4	2	13
ENSMUSG00000137563	3	1	13	0	3	7	8
ENSMUSG00000085247	16	9	40	18	13	20	48
ENSMUSG00000085631	9	7	23	3	4	21	19
ENSMUSG00000134958	1	1	1	0	0	0	10
ENSMUSG00000084762	1	1	10	3	3	2	0
ENSMUSG00000141392	0	0	4	2	2	2	8
ENSMUSG00000039943	114	265	233	232	250	98	210
ENSMUSG00000085908	1	1	0	1	0	2	2
ENSMUSG00000085709	0	3	1	4	2	0	3
ENSMUSG00000124259	0	0	2	0	0	0	0
ENSMUSG00000124345	7	7	3	0	1	5	4
ENSMUSG00000086928	3	1	1	0	0	0	0
ENSMUSG00000124222	1	4	5	0	4	3	9
ENSMUSG00000124304	1	3	6	10	12	10	6
ENSMUSG00000064444	0	3	0	0	0	0	0
ENSMUSG00000027270	15	15	21	19	7	8	32
ENSMUSG00000039913	38	38	59	17	15	73	54
ENSMUSG00000085383	2	5	8	3	11	5	21
ENSMUSG00000127027	2	0	0	0	0	0	0
ENSMUSG00000127073	0	0	2	4	0	0	2
ENSMUSG00000126948	24	16	31	9	12	20	55
ENSMUSG00000082647	2	2	2	7	6	1	11
ENSMUSG00000081310	4	9	1	1	0	0	11
ENSMUSG00000074771	37	55	78	15	16	49	92
ENSMUSG00000136031	0	2	7	0	3	14	8
ENSMUSG00000129129	6	2	8	0	0	7	4
ENSMUSG00000124586	9	1	5	0	4	5	10
ENSMUSG00000103066	1	0	0	0	0	0	0
ENSMUSG00000027273	30	36	49	29	32	36	97
ENSMUSG00000082849	0	0	1	1	0	7	0
ENSMUSG00000139319	7	6	5	1	1	9	5
ENSMUSG00000027274	22	39	34	57	91	31	62
ENSMUSG00000115423	0	0	0	0	0	0	0
ENSMUSG00000116563	0	0	0	0	0	0	0
ENSMUSG00000027281	60	83	139	121	96	41	68
ENSMUSG00000128070	2	0	2	3	5	2	2
ENSMUSG00000128110	5	2	0	5	2	0	5
ENSMUSG00000027276	125	280	128	248	336	50	270
ENSMUSG00000099683	1	7	6	1	0	13	2
ENSMUSG00000131950	0	0	2	0	3	1	1
ENSMUSG00000085504	11	25	18	12	11	16	36
ENSMUSG00000143388	3	0	7	3	0	9	1
ENSMUSG00000085640	30	26	59	17	9	14	38
ENSMUSG00000086214	13	22	42	9	6	24	28
ENSMUSG00000127927	6	0	0	0	1	1	2
ENSMUSG00000062098	60	229	132	165	251	58	121
ENSMUSG00000132161	13	18	25	18	5	13	22
ENSMUSG00000132196	6	5	19	4	3	8	20
ENSMUSG00000085911	11	27	35	17	14	31	27
ENSMUSG00000131704	2	5	5	0	0	14	7
ENSMUSG00000088983	0	0	1	0	0	0	0
ENSMUSG00000135726	2	0	4	3	2	0	2
ENSMUSG00000081009	4	4	1	3	0	1	7
ENSMUSG00000082526	2	2	0	2	0	3	0
ENSMUSG00000082285	2	1	1	0	0	0	1
ENSMUSG00000124953	3	7	10	3	5	15	7
ENSMUSG00000085071	13	2	19	2	4	3	10
ENSMUSG00000141339	1	4	4	3	2	3	11
ENSMUSG00000081799	4	0	1	0	3	3	2
ENSMUSG00000039092	11	6	10	8	4	26	18
ENSMUSG00002075194	2	4	0	0	0	0	0
ENSMUSG00000137637	14	23	18	17	46	6	7
ENSMUSG00000074766	50	83	74	65	136	12	81
ENSMUSG00000039033	63	130	163	281	195	66	132
ENSMUSG00000084207	0	0	1	5	6	1	0
ENSMUSG00000132442	0	2	5	1	6	2	5
ENSMUSG00000080006	3	2	0	2	0	2	3
ENSMUSG00000132555	5	8	5	1	5	9	18
ENSMUSG00000083110	3	1	3	2	3	10	4
ENSMUSG00000045624	75	83	88	115	89	106	126
ENSMUSG00000027384	19	68	54	72	62	28	47
ENSMUSG00000074764	16	8	24	4	2	15	26
ENSMUSG00000068205	71	125	93	102	59	99	144
ENSMUSG00000119045	0	0	0	1	0	0	0
ENSMUSG00000051379	33	65	86	41	92	59	52
ENSMUSG00000138481	3	7	12	1	11	9	14
ENSMUSG00000138514	2	3	8	7	6	10	4
ENSMUSG00000138440	0	4	0	0	0	1	2
ENSMUSG00000138586	3	2	4	3	2	2	4
ENSMUSG00000081731	4	4	6	3	4	3	1
ENSMUSG00000083274	2	9	7	4	9	7	7
ENSMUSG00000138400	2	0	11	4	3	4	4
ENSMUSG00000074763	8	0	10	3	6	5	4
ENSMUSG00000086450	9	3	12	1	3	10	13
ENSMUSG00000124017	3	5	3	1	0	0	1
ENSMUSG00000137851	12	2	7	3	5	5	7
ENSMUSG00000126532	7	0	1	3	0	3	10
ENSMUSG00000119211	0	0	2	0	0	0	2
ENSMUSG00000082412	0	0	0	0	0	0	0
ENSMUSG00000131346	6	0	0	6	5	5	4
ENSMUSG00000132014	0	0	8	1	2	4	7
ENSMUSG00002076022	0	0	0	0	0	0	2
ENSMUSG00000132053	2	13	2	2	0	2	1
ENSMUSG00000081125	0	0	0	0	0	0	2
ENSMUSG00000083215	6	9	8	3	6	10	8
ENSMUSG00000038844	117	303	169	376	295	94	298
ENSMUSG00000088134	0	2	0	0	1	1	2
ENSMUSG00000086504	0	0	6	5	5	5	3
ENSMUSG00000008333	86	128	116	114	144	35	118
ENSMUSG00000027416	8	7	3	7	8	7	2
ENSMUSG00000082903	0	0	3	0	0	1	1
ENSMUSG00000083047	0	1	0	0	3	7	1
ENSMUSG00000142845	4	8	9	5	4	14	9
ENSMUSG00000143386	13	4	5	1	0	6	12
ENSMUSG00000083787	0	0	1	0	4	0	3
ENSMUSG00000080895	4	4	11	0	1	1	15
ENSMUSG00000086171	15	4	13	13	7	18	12
ENSMUSG00000027419	25	21	27	6	15	36	42
ENSMUSG00000087115	17	9	17	8	26	22	26
ENSMUSG00000027420	9	43	36	22	50	17	13
ENSMUSG00000082987	4	0	1	0	0	1	3
ENSMUSG00000081293	0	0	2	0	3	2	1
ENSMUSG00000080711	3	0	3	2	4	6	7
ENSMUSG00000142774	0	0	0	7	0	0	1
ENSMUSG00000015932	655	1720	1497	2985	2462	466	1003
ENSMUSG00000027422	460	1221	950	1601	1486	435	635
ENSMUSG00000136695	0	0	2	0	4	0	4
ENSMUSG00000138785	5	0	9	4	1	10	3
ENSMUSG00000037307	7	0	3	1	1	3	2
ENSMUSG00000138867	4	0	3	0	0	0	4
ENSMUSG00000086384	7	1	8	0	0	3	5
ENSMUSG00000074758	21	8	21	3	7	17	20
ENSMUSG00000082480	2	0	0	0	0	1	2
ENSMUSG00000120315	9	7	3	13	12	14	9
ENSMUSG00000123233	2	1	7	2	0	9	3
ENSMUSG00000138801	1	3	3	4	1	4	2
ENSMUSG00000135467	2	1	6	0	4	6	9
ENSMUSG00000135511	5	5	7	0	4	13	5
ENSMUSG00000135553	6	5	7	0	0	0	4
ENSMUSG00000085127	4	1	1	2	2	3	1
ENSMUSG00000027423	372	897	819	2026	1280	227	784
ENSMUSG00000082436	0	0	1	3	0	7	0
ENSMUSG00000065725	0	3	1	0	0	0	1
ENSMUSG00000077714	4	3	6	11	6	8	9
ENSMUSG00000027424	64	144	160	205	223	48	122
ENSMUSG00000037279	0	0	2	0	0	3	2
ENSMUSG00000084837	0	0	0	0	2	0	0
ENSMUSG00000081450	0	0	0	0	0	0	1
ENSMUSG00000082313	1	4	3	0	10	2	4
ENSMUSG00000027425	108	247	225	356	281	91	136
ENSMUSG00000098387	0	0	0	0	0	0	0
ENSMUSG00000121866	22	13	36	18	21	32	28
ENSMUSG00000083674	0	0	0	0	0	0	0
ENSMUSG00000037259	58	46	48	23	37	41	66
ENSMUSG00000027427	120	237	243	299	367	87	206
ENSMUSG00000027428	86	146	153	173	185	44	121
ENSMUSG00000136402	0	4	4	3	2	7	10
ENSMUSG00000136358	3	3	3	0	11	2	7
ENSMUSG00000027429	228	529	629	1127	865	133	458
ENSMUSG00000074754	11	26	7	30	21	8	23
ENSMUSG00000027430	44	122	85	182	128	50	123
ENSMUSG00002076136	1	3	3	2	1	0	0
ENSMUSG00000128088	5	1	4	1	4	2	0
ENSMUSG00000084306	3	8	11	14	8	16	10
ENSMUSG00000128046	13	5	20	1	2	9	11
ENSMUSG00000134776	7	13	4	5	5	5	26
ENSMUSG00000027431	0	0	1	0	0	0	0
ENSMUSG00000082858	10	6	6	0	4	2	4
ENSMUSG00000143175	0	0	1	0	0	0	0
ENSMUSG00000063873	80	110	95	230	188	43	100
ENSMUSG00000138833	5	7	6	1	1	3	12
ENSMUSG00000134833	2	3	7	6	14	15	10
ENSMUSG00000087158	1	1	7	6	5	7	9
ENSMUSG00002076395	0	0	0	0	0	0	0
ENSMUSG00002076736	1	0	3	2	1	0	2
ENSMUSG00000084178	2	3	3	2	2	2	4
ENSMUSG00000074753	4	1	2	3	5	9	6
ENSMUSG00000001768	272	709	569	746	747	187	440
ENSMUSG00000081722	2	0	3	0	2	1	1
ENSMUSG00000135562	3	3	7	3	10	9	6
ENSMUSG00002074962	0	1	1	0	0	1	0
ENSMUSG00000129131	9	12	11	22	10	19	6
ENSMUSG00000129162	0	2	4	4	1	2	9
ENSMUSG00000083014	0	2	0	0	0	0	0
ENSMUSG00000002728	116	311	195	330	287	78	188
ENSMUSG00000001767	107	242	295	498	414	94	204
ENSMUSG00000037143	40	20	71	27	29	43	53
ENSMUSG00000138560	1	2	0	0	1	0	3
ENSMUSG00000068154	3	0	7	0	0	1	0
ENSMUSG00000037110	208	351	382	527	426	220	404
ENSMUSG00000085958	15	3	21	10	13	7	12
ENSMUSG00000042938	10	19	7	35	33	17	25
ENSMUSG00000132025	8	0	5	3	6	4	4
ENSMUSG00000085796	5	11	4	2	1	6	13
ENSMUSG00000134015	0	5	1	2	2	0	2
ENSMUSG00000122940	7	0	1	0	0	0	0
ENSMUSG00000136565	0	7	8	2	0	3	3
ENSMUSG00000141031	7	1	23	9	2	3	5
ENSMUSG00000080870	2	2	3	3	2	1	10
ENSMUSG00000141177	2	3	11	0	1	11	3
ENSMUSG00000133182	3	0	3	0	2	0	0
ENSMUSG00000087618	8	6	21	5	1	12	28
ENSMUSG00000120393	0	3	0	0	3	6	5
ENSMUSG00000120392	0	0	0	0	0	2	0
ENSMUSG00000074749	56	167	159	208	216	59	139
ENSMUSG00000127403	3	8	9	7	9	1	7
ENSMUSG00000027433	289	609	449	1024	561	164	417
ENSMUSG00000054160	3	0	2	1	0	2	2
ENSMUSG00000130333	10	6	14	2	5	8	25
ENSMUSG00000082158	2	3	0	2	0	0	0
ENSMUSG00000027434	2	1	2	4	4	0	3
ENSMUSG00000086509	14	20	39	6	15	11	45
ENSMUSG00000143277	10	6	20	4	6	13	9
ENSMUSG00002075447	1	0	2	0	0	1	8
ENSMUSG00000081971	5	5	3	5	8	2	6
ENSMUSG00000084371	1	0	3	0	0	1	5
ENSMUSG00002075208	0	0	0	0	0	0	0
ENSMUSG00000084774	7	5	3	0	0	0	2
ENSMUSG00000124430	0	0	6	0	1	3	5
ENSMUSG00000087521	0	0	5	4	0	0	5
ENSMUSG00000037034	9	2	16	3	7	4	11
ENSMUSG00000083126	2	1	1	0	0	1	0
ENSMUSG00000127681	0	0	6	0	0	0	0
ENSMUSG00000127637	11	5	11	3	14	8	15
ENSMUSG00000080844	3	0	2	2	1	0	7
ENSMUSG00000081741	3	0	5	0	0	1	4
ENSMUSG00000142129	1	9	10	5	1	2	10
ENSMUSG00000051986	2	4	10	3	8	6	7
ENSMUSG00000124358	5	3	3	0	2	0	3
ENSMUSG00000119413	1	0	4	0	0	0	2
ENSMUSG00000130238	1	3	11	3	0	0	9
ENSMUSG00000130375	1	13	13	3	3	1	8
ENSMUSG00000086141	56	73	111	26	38	49	137
ENSMUSG00000134536	2	0	1	0	0	5	8
ENSMUSG00000037025	0	0	3	3	2	3	0
ENSMUSG00002076014	0	0	0	0	0	0	0
ENSMUSG00000083750	0	0	1	1	0	7	1
ENSMUSG00000139600	3	0	14	0	1	3	4
ENSMUSG00000134154	4	1	6	7	0	1	4
ENSMUSG00000089458	0	0	3	0	2	0	0
ENSMUSG00000129796	5	2	13	3	7	7	1
ENSMUSG00000037014	1	0	13	4	4	6	0
ENSMUSG00000074743	188	537	524	742	739	118	386
ENSMUSG00000082911	1	0	3	0	8	2	7
ENSMUSG00000027435	161	339	426	513	568	102	295
ENSMUSG00000087678	2	0	5	0	1	5	9
ENSMUSG00000137341	5	9	21	4	20	7	25
ENSMUSG00000088870	1	0	3	0	0	0	0
ENSMUSG00000036992	26	47	66	102	107	13	70
ENSMUSG00000133896	9	2	14	7	9	6	6
ENSMUSG00000134436	0	0	2	0	2	3	0
ENSMUSG00000027439	85	258	186	332	323	106	176
ENSMUSG00000027438	55	100	98	60	71	69	157
ENSMUSG00000055177	4	2	12	2	5	5	9
ENSMUSG00000036958	3	1	1	1	0	1	1
ENSMUSG00000027444	1	2	1	1	2	3	11
ENSMUSG00000027443	10	3	7	1	1	1	1
ENSMUSG00000027442	10	12	18	9	10	12	11
ENSMUSG00000036924	5	0	2	4	2	2	9
ENSMUSG00000027445	1	0	5	0	2	1	3
ENSMUSG00000141383	6	4	6	1	2	3	5
ENSMUSG00000027446	8	2	19	2	3	10	6
ENSMUSG00000027447	1967	6012	2187	5120	5215	876	2883
ENSMUSG00000103559	0	2	0	2	1	1	0
ENSMUSG00000081580	3	8	2	1	4	5	13
ENSMUSG00000063507	1	2	7	0	0	2	2
ENSMUSG00000074739	6	2	15	6	4	9	19
ENSMUSG00000138731	3	12	8	0	16	15	11
ENSMUSG00000086963	2	7	6	4	8	8	9
ENSMUSG00000081314	5	6	26	2	2	15	6
ENSMUSG00000081470	2	4	12	3	4	3	12
ENSMUSG00000033156	4	4	0	0	1	6	4
ENSMUSG00000129431	17	12	12	8	10	15	31
ENSMUSG00000129464	4	2	15	1	0	6	7
ENSMUSG00002076580	0	0	1	0	0	0	2
ENSMUSG00000087029	12	12	12	5	5	10	14
ENSMUSG00000081494	0	0	3	0	0	0	0
ENSMUSG00000074737	4	8	15	0	1	10	9
ENSMUSG00000074736	9	4	18	7	7	13	25
ENSMUSG00000128186	13	4	5	4	4	5	8
ENSMUSG00000131165	0	0	0	0	0	0	4
ENSMUSG00000083055	4	9	5	10	8	3	5
ENSMUSG00000068134	103	142	172	228	224	68	119
ENSMUSG00000137964	6	0	15	0	0	4	21
ENSMUSG00000074837	5	5	3	0	1	6	11
ENSMUSG00000079009	3	11	15	5	11	9	14
ENSMUSG00000060336	7	26	33	34	30	26	59
ENSMUSG00000079008	33	4	33	4	0	44	22
ENSMUSG00000138001	1	0	5	0	0	2	21
ENSMUSG00000121821	3	0	0	0	3	3	2
ENSMUSG00000084320	1	7	1	0	0	0	0
ENSMUSG00000063364	15	24	19	18	20	19	28
ENSMUSG00000095315	19	23	24	37	21	14	34
ENSMUSG00000083077	1	1	4	3	4	1	1
ENSMUSG00000083964	0	3	5	1	2	1	2
ENSMUSG00000068130	32	32	57	30	24	43	28
ENSMUSG00000082740	2	0	3	1	1	1	4
ENSMUSG00000074731	16	4	20	6	5	15	18
ENSMUSG00000083325	43	116	60	127	143	9	100
ENSMUSG00000081092	2	5	2	4	0	3	0
ENSMUSG00000068129	75	180	160	348	215	38	79
ENSMUSG00000033096	162	420	384	739	551	98	275
ENSMUSG00000086407	1	4	7	9	7	4	8
ENSMUSG00000027452	310	828	992	1614	1417	279	740
ENSMUSG00000087406	3	5	5	5	6	1	0
ENSMUSG00000033080	9	0	3	4	6	7	6
ENSMUSG00000086563	4	4	0	0	0	0	2
ENSMUSG00000124981	32	17	31	24	17	18	37
ENSMUSG00000100630	9	0	2	4	1	4	7
ENSMUSG00000033068	69	173	166	323	197	75	139
ENSMUSG00000136281	5	0	3	3	5	3	11
ENSMUSG00000033059	253	448	396	943	713	94	375
ENSMUSG00000032046	396	652	469	1446	759	84	427
ENSMUSG00000141065	0	0	0	0	0	0	1
ENSMUSG00000087887	0	0	0	3	2	3	1
ENSMUSG00000143046	5	9	21	8	3	3	7
ENSMUSG00000027454	38	70	105	115	135	42	77
ENSMUSG00000082341	3	0	0	0	0	0	0
ENSMUSG00000068115	64	75	118	238	167	77	112
ENSMUSG00000084264	0	0	3	0	1	0	0
ENSMUSG00000082375	1	0	9	0	1	1	4
ENSMUSG00000053916	2	6	12	24	16	8	6
ENSMUSG00000122003	7	14	9	13	10	4	8
ENSMUSG00000088444	0	0	0	1	0	0	0
ENSMUSG00000119619	1	0	0	0	0	0	0
ENSMUSG00000131203	1	0	4	0	0	0	2
ENSMUSG00000079006	0	1	0	0	0	0	0
ENSMUSG00000079005	0	0	0	0	0	0	0
ENSMUSG00000085805	0	0	2	0	0	3	1
ENSMUSG00000119215	2	1	2	0	1	1	4
ENSMUSG00000067352	15	4	27	5	15	15	24
ENSMUSG00000132454	0	0	0	0	0	0	0
ENSMUSG00000087337	6	0	8	0	5	2	1
ENSMUSG00000089575	1	0	0	4	1	0	2
ENSMUSG00000087609	3	0	10	2	2	9	16
ENSMUSG00000135034	0	0	0	1	1	0	6
ENSMUSG00000119806	0	0	0	0	0	0	0
ENSMUSG00000119525	1	0	4	0	0	2	0
ENSMUSG00000083391	1	1	7	10	4	3	0
ENSMUSG00000087495	19	3	20	5	12	18	16
ENSMUSG00000119358	2	0	0	0	0	0	2
ENSMUSG00000082809	1	1	3	7	2	0	1
ENSMUSG00000086659	1	4	4	1	0	3	6
ENSMUSG00000061525	8	0	9	0	2	4	5
ENSMUSG00000027455	121	331	271	456	364	110	228
ENSMUSG00000087433	9	19	12	4	4	7	11
ENSMUSG00000032966	293	855	676	1162	1129	348	511
ENSMUSG00000123371	12	15	7	1	7	10	7
ENSMUSG00000027456	13	20	14	20	5	7	13
ENSMUSG00000027457	17	29	16	9	21	9	16
ENSMUSG00000131312	0	1	4	3	4	6	8
ENSMUSG00000074704	11	5	7	0	6	20	7
ENSMUSG00000128562	2	0	3	0	0	0	3
ENSMUSG00000087035	7	5	17	6	6	11	10
ENSMUSG00000081777	4	0	2	1	0	0	6
ENSMUSG00000044364	4	3	0	7	1	3	11
ENSMUSG00000032869	171	451	588	1092	819	158	412
ENSMUSG00000086800	2	1	10	0	5	2	5
ENSMUSG00000083088	0	0	2	2	0	2	0
ENSMUSG00000132854	4	0	2	0	2	1	0
ENSMUSG00000087033	0	0	1	0	1	2	5
ENSMUSG00000129663	7	5	15	2	5	3	5
ENSMUSG00000032852	4	2	8	1	5	1	2
ENSMUSG00000086620	4	2	0	0	4	0	3
ENSMUSG00000027460	146	579	195	460	276	63	321
ENSMUSG00000087004	6	6	11	12	5	4	6
ENSMUSG00000088491	4	0	0	0	0	0	0
ENSMUSG00000027459	38	117	106	232	154	28	62
ENSMUSG00000137288	2	1	3	1	0	0	0
ENSMUSG00000027463	40	95	44	64	44	18	30
ENSMUSG00000137691	6	0	0	2	0	1	0
ENSMUSG00000137727	2	0	2	1	4	0	0
ENSMUSG00000139488	2	0	2	0	1	1	0
ENSMUSG00000085946	6	3	13	3	0	0	6
ENSMUSG00000132796	0	0	0	0	0	2	1
ENSMUSG00000132756	1	0	0	0	0	0	0
ENSMUSG00000060257	2	0	3	1	1	4	3
ENSMUSG00000130495	7	0	1	0	0	0	4
ENSMUSG00000133734	1	4	4	0	0	0	0
ENSMUSG00000032802	170	314	235	598	362	108	221
ENSMUSG00000068079	2	63	17	4	5	3	39
ENSMUSG00000136848	3	0	0	0	2	0	0
ENSMUSG00000081087	1	0	0	0	0	0	6
ENSMUSG00000120026	8	9	17	31	25	4	8
ENSMUSG00000074698	149	355	347	519	514	201	332
ENSMUSG00000027465	379	882	841	1554	1337	222	722
ENSMUSG00000027466	388	1076	843	1772	1420	274	685
ENSMUSG00000032715	19	18	11	50	18	7	10
ENSMUSG00000068062	6	7	4	1	13	4	9
ENSMUSG00000081434	8	3	9	3	1	3	10
ENSMUSG00000059361	1	0	1	0	0	0	2
ENSMUSG00000051817	17	51	29	50	49	17	16
ENSMUSG00000138200	6	10	8	2	3	11	8
ENSMUSG00000074682	14	79	57	76	73	19	62
ENSMUSG00000136911	0	0	0	0	0	0	0
