gene_names	male_24m_1	male_24m_2	male_24m_4	male_24m_7	male_3m_3	male_3m_5	male_3m_6
ENSMUSG00000102693	4933401J01Rik	1.30854273807542	2.37220879381023	2.83299625263766	0.152638709868878	0.929727844318762	1.88411305807931	0.545535697969424
ENSMUSG00000051951	Xkr4	1.13874768656318	1.33107625925638	1.44338642271638	-0.859445551913005	0.693958128251424	1.72089588365005	0.132341388713822
ENSMUSG00000103377	Gm37180	0.220113540749693	0.91700013500035	0.736412159547545	-0.595351225559106	-0.489133344757573	1.68014537996805	-0.0405088077050308
ENSMUSG00000104017	Gm37363	-0.0293157763400416	0.81292091408147	1.99793467661218	-0.445552400945935	1.19226192370995	1.49644460906603	0.590939167833639
ENSMUSG00000103025	Gm37686	1.95525243894539	1.88636159672172	2.366156294813	0.174921149455024	2.17097230761091	1.90086999372871	0.917548422713004
ENSMUSG00000103201	Gm37329	1.36053552189457	1.43059176083626	2.13163096428925	-0.2790015757063	1.18548102622913	2.69190420482128	0.541912665126443
ENSMUSG00000103161	Gm38148	0.194807195347366	0.0656516326163725	0.264396785669561	-0.174429060036942	-0.13687216465274	1.30890364802674	-0.00348488785747847
ENSMUSG00000102331	Gm19938	1.26667549344441	0.575093072425584	2.15902987313924	0.562840061533432	0.703229776419736	1.8136382157268	0.527272848695127
ENSMUSG00000142494	ENSMUSG00000142494	1.19700468223925	2.74768771493543	2.44182502356929	-0.382222172467699	1.79632943210013	1.75406250811366	0.686008246167717
ENSMUSG00000102343	Gm37381	1.05639912360155	2.17225606083581	1.95853857883087	-0.640085786696783	0.52722867758105	0.818786469437132	0.52189305090662
ENSMUSG00000025900	Rp1	0.335665883878775	1.05261263528393	1.33514459521492	-0.317382416070881	0.627348947404936	1.20070711151967	-0.573862212863183
ENSMUSG00000135717	ENSMUSG00000135717	0.209019819231319	0.569743631716538	1.40325592150115	-1.23757814208989	0.313357257924732	1.3005845604211	-0.109216588210185
ENSMUSG00000025902	Sox17	2.3992256604785	1.27940666507044	1.86262747546385	0.693549208358316	0.321851660796902	1.79946064702597	1.92520687201268
ENSMUSG00000104238	Gm37587	1.05677663158538	1.14151031684172	1.54660831979464	-0.42668354523019	-0.268743993468057	0.775184247904459	0.693482466951377
ENSMUSG00000104328	Gm37323	-0.249573099105977	0.483250352916738	0.918115099962208	-0.433597182334712	0.0825062960086775	1.16712558793517	-0.857457857163418
ENSMUSG00000131850	ENSMUSG00000131850	-0.742627117740358	0.790936348544648	0.0103097332581541	-1.03307398615999	-0.455494485604895	0.934154005637385	-0.361907749618791
ENSMUSG00000102175	Gm6119	0.291130370745499	1.12067274874881	2.20022507792602	-1.39080578074375	-0.724679509846737	2.21818706629266	-0.737977495568792
ENSMUSG00000135930	ENSMUSG00000135930	-1.04379388184047	0.55102717731658	2.04010447549376	0.120371606947149	0.894767598669546	2.12953816618739	0.986742143602115
ENSMUSG00000103922	Gm6123	0.850084528816534	1.71767012308972	2.03351336713938	0.0336096614065617	1.19352545453075	1.35314565006659	1.52941078206035
ENSMUSG00000033845	Mrpl15	2.79805971991532	2.01008646044485	2.91658377164217	3.00452903638159	1.35359664732289	3.07762723545355	3.1091743465078
ENSMUSG00000120403	A930006A01Rik	0.708643634405004	1.42415225994175	1.43189716204608	0.213760592480899	0.622366791034299	1.0184495172375	-0.49865708262336
ENSMUSG00000025903	Lypla1	4.5285089664305	4.09217186622168	4.5871853095391	4.94434356237788	2.46511538530945	4.68596661399777	4.75235139938659
ENSMUSG00000033813	Tcea1	5.07117808895256	3.95949886379667	4.45498774998412	5.14284278284259	2.74534486220593	4.87980596216098	5.12153783126416
ENSMUSG00000002459	Rgs20	-0.0536636523247225	0.660109867537845	0.336674331263264	0.247824434682155	-0.729810327060679	0.102405186623379	-0.362438960083427
ENSMUSG00000102653	Gm37079	0.981242663673875	0.483150784521499	2.40321788122579	0.36921764859656	0.566062268528473	1.3187385349792	-0.519872327811246
ENSMUSG00000085623	Gm16041	-0.430596748746584	0.176089481227191	1.42734693571603	-1.40802719732538	0.495261181980251	1.33824712942193	0.46302315083868
ENSMUSG00000091665	Gm17101	-1.14566426958926	-0.891565249893322	1.46111033893948	-0.50969480285762	0.324080302608127	1.58649695362438	1.36159778082104
ENSMUSG00000033793	Atp6v1h	3.92119602700257	3.30372251282039	3.52068832103424	4.07484214461432	1.68191733057317	3.71719655075081	3.92048681226339
ENSMUSG00000143351	ENSMUSG00000143351	-0.163013163810941	-0.0984740035331164	1.53577950944709	-1.64532837126949	0.103044782070686	0.936931238852665	-0.682711670702826
ENSMUSG00000102907	Gm38264	0.230499083054159	0.791216946432357	1.87516582159996	0.477706339068369	-1.15353744509262	1.09802135429341	0.131970983688465
ENSMUSG00000025905	Oprk1	-0.363216371826891	0.523929933323284	0.948586984405079	-0.901753630612824	-0.100602570937905	0.587886278679449	-0.392183756757898
ENSMUSG00000033774	Npbwr1	-1.7878973954111	0.915027046033885	0.286493006009973	-1.86104465167176	-0.81744009362318	0.830698235450484	-1.16850410831244
ENSMUSG00000090031	4732440D04Rik	1.72998070730023	1.7554123356112	2.3831519829907	0.867945826433058	0.497571806356245	2.3924165633694	2.02078263575377
ENSMUSG00000025907	Rb1cc1	3.65015137380679	3.32508477661601	3.9441661649972	3.9503627604662	2.38262439217035	3.98974002767758	4.1009947276343
ENSMUSG00000103845	Gm19026	-0.879507898146823	0.00530395100647851	0.564793736771417	-1.07262058700548	-0.648448766366478	-0.100642309885423	-0.73941689644705
ENSMUSG00000033740	St18	1.08813382177111	1.47575011262352	2.19806270875783	0.422973753895288	1.2511480409985	1.73678182334789	0.553945024773601
ENSMUSG00000120372	Gm57122	0.883125489328872	0.983690617836078	1.18086121429876	0.777048970880514	0.760473501770125	1.19990275306135	0.899004541822553
ENSMUSG00000051285	Pcmtd1	4.19659571393011	3.63678888407232	4.41371782437215	4.20476973536083	2.50908799009759	3.88770736723512	4.33057323012456
ENSMUSG00000103509	Gm38372	0.203893528507376	-0.435297374026742	0.275037193090185	-0.0313894992292418	-0.356889184795982	0.695574024649172	-1.13703393675977
ENSMUSG00000097797	Gm26901	0.456165744535195	0.873429048706434	1.11302917210238	-0.299564781510625	0.626688820682258	1.44923664975879	0.129922185577708
ENSMUSG00000103067	Gm30414	-0.119266661950892	0.406323094861211	1.62848238397373	-1.58383440818575	0.4770324400871	1.07064210662005	-0.0717743666435204
ENSMUSG00000104226	Gm7470	0.459225579068846	2.62351979884462	2.21549531438186	0.57861107899609	2.01109781722587	2.3197392492724	0.231375616112651
ENSMUSG00000103903	Rps2-ps2	1.09720987734601	3.26121039218266	2.34246076753129	1.11413103507244	1.87868419413067	2.19464804960932	-0.714982762464921
ENSMUSG00000103557	Gm38216	-2.15643533887786	1.38736951982913	1.43617996157475	0.561479359863743	1.01848280404924	1.19056277613405	1.25761075971939
ENSMUSG00000132588	ENSMUSG00000132588	1.08924144635185	1.56791784134981	2.04101195103637	-0.0380947831858798	0.25606825432353	1.53563132466801	0.496626158798591
ENSMUSG00000025909	Sntg1	0.833588006118323	1.50551219865149	1.45885327870141	-0.218360843425955	1.23016056964834	1.39683801116854	-0.0482265260123356
ENSMUSG00000102647	Gm38024	-0.246286362323925	1.00565079301218	0.823121659552758	0.069275266167697	0.383017260115764	0.6400308552906	-1.14096866072214
ENSMUSG00000102253	Gm38259	0.237744895359995	0.578075262895652	1.55605817058619	-0.294825709991027	0.699791118047685	1.02665776285667	-0.578232798030161
ENSMUSG00000103884	Gm37005	1.73567234321457	2.15659500709838	2.89151819023601	-0.330827456214319	0.495333192159745	1.01415881062185	0.942761212314316
ENSMUSG00000102871	Gm37143	0.972558867198426	-0.026568843297472	1.17411241075934	-0.309762575126079	0.134483298570114	0.605352503996013	-0.0891882344431352
ENSMUSG00000079671	2610203C22Rik	0.154219660330629	0.84347485435995	1.40953852480333	0.145449843823609	0.214756902778309	1.33207277085204	-0.210951513598385
ENSMUSG00000103411	Gm18300	-0.278741920203263	2.08661959554237	1.99251528438788	0.226128424968845	1.39539454207563	1.61704667873528	0.223723594452
ENSMUSG00000061024	Rrs1	3.55555827133515	2.35947396510019	3.73270847535883	4.12749772157945	2.00784526184636	3.50008497811674	3.94895872281177
ENSMUSG00000025911	Adhfe1	1.9600475334891	1.19166695403407	2.38726410158838	2.3215198143279	-0.0997797033472203	1.27740399515791	1.19131248997434
