gene_names	male_24m_1	male_24m_2	male_24m_4	male_24m_7	male_3m_3	male_3m_5	male_3m_6
ENSMUSG00000102693	4933401J01Rik	1.27815895248585	2.3448948802879	2.79647247361265	0.104389066795168	0.925010684703988	1.84099413505092	0.498533585294332
ENSMUSG00000051951	Xkr4	1.10738846171676	1.3103812848825	1.41987976856107	-0.941785203247104	0.692046243238202	1.67681387938011	0.0754745796604972
ENSMUSG00000102851	Gm18956	1.7743759338835	0.771365083906932	2.36257628954784	-0.765341557998902	2.62648080289886	2.65633658489212	0.999391411614194
ENSMUSG00000103377	Gm37180	0.180908619913431	0.900569596675329	0.726097924235457	-0.666290628888202	-0.46761746194402	1.63580532983397	-0.102443567276076
ENSMUSG00000104017	Gm37363	-0.0716766636392769	0.797766539249999	1.96772436997079	-0.510927602994077	1.18491082677454	1.45084573382638	0.544855187004419
ENSMUSG00000103025	Gm37686	1.92768636691614	1.86155661625916	2.3327130720053	0.127179225095873	2.15710008201471	1.85784388498129	0.877268717173159
ENSMUSG00000103201	Gm37329	1.33042806141536	1.40904026888219	2.10015129461273	-0.338853421278166	1.17819215942413	2.65222726311743	0.494836010782215
ENSMUSG00000103147	Gm7341	0.905573658256401	-1.3102153965083	1.24131462057784	-2.3456500239384	0.970116482760243	-0.287523318055648	-1.18830383328941
ENSMUSG00000103161	Gm38148	0.155306667450233	0.0628810222476233	0.267143646591869	-0.231134498676866	-0.124381186496695	1.26184175344655	-0.064280886428925
ENSMUSG00000102331	Gm19938	1.23606180363875	0.563219489009825	2.12730414870709	0.522767016670684	0.701198808620088	1.77011685441576	0.479893035742936
ENSMUSG00000102348	Gm10568	0.73105859014127	0.261942513974027	-0.0519185405823173	-0.606360179979553	-1.23320115759952	0.960978576431092	-0.900671581950153
ENSMUSG00000102592	Gm38385	-0.709782051470487	0.518348104419509	-0.189841168276995	-0.564002861995505	0.438483109358096	-0.406658790961551	-0.163650058516382
ENSMUSG00000142494	ENSMUSG00000142494	1.16599322153385	2.71893599216087	2.40781290411527	-0.445419158064059	1.78445233034353	1.71018517895672	0.641753877843598
ENSMUSG00000102343	Gm37381	1.02452358286689	2.14587415602636	1.92872507983827	-0.712806526571224	0.52759228615021	0.766858433544947	0.474401042726996
ENSMUSG00000025900	Rp1	0.297746058423634	1.03465011668082	1.31326988168341	-0.378449335613034	0.626315144385732	1.15270973098741	-0.656050015070559
ENSMUSG00000102948	Gm6101	-0.0435614528376824	0.957490667719966	0.31919266643445	-0.738336714988534	-1.36925832828278	-0.570925688827938	0.559678641159643
