Geneid	male_24m_2	male_24m_1	male_3m_5	male_24m_7	male_3m_6	male_3m_3	male_24m_4
ENSMUSG00000109958	15	26	27	19	28	23	23
ENSMUSG00000109592	0	0	1	4	2	0	3
ENSMUSG00000109859	2	0	3	0	0	0	2
ENSMUSG00000110091	2	2	6	0	0	4	2
ENSMUSG00000110061	10	0	10	0	6	2	0
ENSMUSG00000088784	0	0	5	0	0	0	1
ENSMUSG00000109655	2	0	4	5	1	2	0
ENSMUSG00000090471	5	2	1	6	0	0	0
ENSMUSG00000054759	4	0	4	0	3	6	9
ENSMUSG00000066101	0	0	4	0	0	0	4
ENSMUSG00000046248	6	0	4	0	0	1	12
ENSMUSG00000073786	1	1	7	0	0	2	6
ENSMUSG00000109581	12	2	7	6	4	6	4
ENSMUSG00000073785	0	0	6	0	2	3	3
ENSMUSG00000110324	3	2	5	0	0	5	2
ENSMUSG00000138792	4	4	9	3	6	1	8
ENSMUSG00000110254	0	0	0	0	0	0	0
ENSMUSG00000090455	5	6	16	3	7	11	0
ENSMUSG00000056885	6	0	9	0	1	1	2
ENSMUSG00000089731	8	0	14	1	0	6	1
ENSMUSG00000109936	7	4	13	4	4	1	10
ENSMUSG00000066100	3	0	2	0	4	0	0
ENSMUSG00000045236	2	0	12	1	0	3	2
ENSMUSG00000083812	5	2	6	2	3	4	7
ENSMUSG00000124306	3	0	5	1	2	2	3
ENSMUSG00000045777	83	129	94	169	90	41	86
ENSMUSG00000124374	6	8	11	2	5	12	16
ENSMUSG00000110040	0	0	1	0	0	0	0
ENSMUSG00000007891	4041	8310	8258	21854	12466	1422	7182
ENSMUSG00000142136	2	1	8	4	3	2	8
ENSMUSG00000077668	0	1	0	0	0	4	3
ENSMUSG00000031098	12	1	11	5	7	45	5
ENSMUSG00000031097	2373	14786	664	6414	4509	1175	10134
ENSMUSG00000126702	18	25	58	34	18	48	64
ENSMUSG00000018819	1073	2861	3146	5723	4663	879	1919
ENSMUSG00000043795	113	516	79	225	235	77	375
ENSMUSG00000061723	2550	21889	1049	9493	5902	1599	12679
ENSMUSG00000037772	62	171	70	234	131	44	124
ENSMUSG00000087090	83	543	31	252	217	66	383
ENSMUSG00000130406	0	17	0	9	15	6	10
ENSMUSG00000110125	97	83	110	94	91	59	94
ENSMUSG00000000031	30	142	20	37	76	50	60
ENSMUSG00002076121	0	0	0	0	0	0	0
ENSMUSG00000076275	0	0	0	0	0	0	0
ENSMUSG00002075214	0	0	0	0	0	0	0
ENSMUSG00000130482	8	0	5	3	15	8	5
ENSMUSG00000048583	13	39	4	36	15	3	51
ENSMUSG00000115302	0	0	0	0	0	0	0
ENSMUSG00000070140	0	0	0	0	0	0	1
ENSMUSG00000086266	0	1	5	2	5	4	7
ENSMUSG00000000215	15	11	24	5	5	8	13
ENSMUSG00000078192	4	5	10	5	0	10	21
ENSMUSG00000073781	10	15	32	10	17	14	49
ENSMUSG00000108952	5	9	40	2	10	17	33
ENSMUSG00000142268	19	6	5	2	0	1	4
ENSMUSG00000000214	24	11	6	7	0	9	4
ENSMUSG00000009248	7	12	22	6	8	14	8
ENSMUSG00000052281	4	8	14	2	3	4	12
ENSMUSG00000000244	823	1103	1785	3333	2377	614	1217
ENSMUSG00000059277	34	85	83	59	58	24	48
ENSMUSG00000037706	1668	4436	3268	7752	5755	1078	3204
ENSMUSG00000009246	60	4	27	12	27	32	39
ENSMUSG00000045752	218	524	490	1024	720	269	415
ENSMUSG00000122365	0	0	1	0	0	0	5
ENSMUSG00000009545	12	56	69	60	24	21	35
ENSMUSG00000122470	3	2	2	0	3	0	9
ENSMUSG00000102980	0	0	0	0	0	0	0
ENSMUSG00000102333	0	0	0	0	0	0	0
ENSMUSG00000101062	14	1	8	2	9	4	12
ENSMUSG00000101609	1474	1988	2676	2605	2663	1941	2549
ENSMUSG00002074922	0	0	0	0	0	0	0
ENSMUSG00002076721	0	0	0	0	0	0	0
ENSMUSG00002076158	0	0	0	0	0	0	0
ENSMUSG00002075855	0	0	0	0	0	0	0
ENSMUSG00000104012	42	12	20	16	29	33	18
ENSMUSG00000101360	28	11	45	9	22	29	28
ENSMUSG00000103791	9	4	21	0	12	8	18
ENSMUSG00000104485	22	24	24	6	12	37	48
ENSMUSG00000122509	4	8	4	0	4	0	0
ENSMUSG00000122324	2	1	7	9	0	8	4
ENSMUSG00002075423	0	0	0	0	0	0	0
ENSMUSG00000037664	53	212	124	159	198	67	218
ENSMUSG00000108934	0	0	2	0	0	0	0
ENSMUSG00000122394	27	3	28	2	12	13	25
ENSMUSG00000000154	21	21	35	49	40	3	27
ENSMUSG00000010760	0	0	0	6	0	0	1
ENSMUSG00000059119	1026	2417	2501	4616	3477	618	2128
ENSMUSG00000065118	6	9	11	7	9	4	4
ENSMUSG00000010755	328	670	892	1516	1359	415	616
ENSMUSG00000098593	1	0	0	1	0	0	4
ENSMUSG00000082561	0	0	2	2	0	1	5
ENSMUSG00000086828	20	8	11	1	4	0	22
ENSMUSG00000135485	8	11	7	1	12	10	7
ENSMUSG00000045362	134	368	481	688	460	85	324
ENSMUSG00000109251	12	8	7	16	45	27	13
ENSMUSG00000010751	68	55	128	64	98	34	83
ENSMUSG00000037613	51	158	108	94	149	31	55
ENSMUSG00000037606	174	614	346	464	758	133	481
ENSMUSG00000127029	1	0	0	0	0	0	2
ENSMUSG00000050276	18	0	9	0	3	6	8
ENSMUSG00000109421	6	12	19	5	2	7	11
ENSMUSG00000137076	4	0	1	3	4	0	1
ENSMUSG00000048965	59	146	114	200	168	12	80
ENSMUSG00002075544	0	0	0	0	0	0	0
ENSMUSG00000031090	77	125	149	273	187	56	117
ENSMUSG00000058454	161	346	321	558	624	92	241
ENSMUSG00000031085	33	9	34	3	20	24	34
ENSMUSG00000099321	6	6	2	0	1	5	1
ENSMUSG00000130067	14	1	11	12	4	10	11
ENSMUSG00000037541	62	38	48	16	10	43	63
ENSMUSG00000093221	0	0	0	0	0	0	0
ENSMUSG00000109500	4	4	4	2	5	1	10
ENSMUSG00000126821	1	2	0	0	0	0	1
ENSMUSG00000085745	18	5	2	0	8	8	2
ENSMUSG00000140720	0	0	6	0	0	2	2
ENSMUSG00000031078	847	1705	1199	3163	2048	434	1173
ENSMUSG00000085228	4	2	0	4	0	0	2
ENSMUSG00000037519	605	1160	1101	2277	1755	379	1101
ENSMUSG00000123840	13	9	27	20	21	6	11
ENSMUSG00000073778	4	18	6	2	10	0	8
ENSMUSG00000031077	106	132	270	370	352	42	135
ENSMUSG00000132616	0	1	0	1	7	0	0
ENSMUSG00000031075	268	856	927	447	1332	309	486
ENSMUSG00000123922	0	4	0	1	1	3	0
ENSMUSG00000138444	9	7	2	2	7	5	15
ENSMUSG00000108851	18	11	15	17	7	10	12
ENSMUSG00000141072	1	2	0	2	0	3	0
ENSMUSG00000103394	5	0	20	4	0	1	5
ENSMUSG00000109442	3	5	0	0	0	2	4
ENSMUSG00000108874	0	0	0	1	0	1	0
ENSMUSG00000031074	34	2	22	29	29	14	19
ENSMUSG00000050917	16	14	22	0	2	26	21
ENSMUSG00000130578	2	0	3	0	0	0	0
ENSMUSG00000125710	4	2	1	0	0	3	3
ENSMUSG00000096999	6	0	12	4	0	7	10
ENSMUSG00000031073	3	5	1	0	0	9	0
ENSMUSG00000108977	7	1	8	4	7	12	12
ENSMUSG00000124395	16	8	7	34	3	17	10
ENSMUSG00000115783	1	0	7	0	0	5	0
ENSMUSG00000124554	7	0	2	3	4	0	0
ENSMUSG00000031072	178	322	392	523	438	142	331
ENSMUSG00000070348	135	791	220	589	309	83	233
ENSMUSG00000120825	0	0	0	0	0	1	0
ENSMUSG00000124518	0	0	0	0	1	0	0
ENSMUSG00000124367	3	0	9	3	0	1	9
ENSMUSG00000124278	4	5	4	2	1	6	3
ENSMUSG00000124321	0	3	6	3	1	11	5
ENSMUSG00000124437	0	0	0	0	0	1	3
ENSMUSG00000142533	6	6	4	0	0	2	0
ENSMUSG00000108967	4	5	5	1	1	8	8
ENSMUSG00000133115	9	6	2	0	0	2	1
ENSMUSG00000048677	157	309	259	587	441	101	231
ENSMUSG00000109305	13	17	1	2	10	10	14
ENSMUSG00000123410	2	0	7	0	0	0	3
ENSMUSG00000031070	3	86	18	30	48	7	41
ENSMUSG00000131999	6	0	2	4	0	0	1
ENSMUSG00000051207	10	6	13	1	6	12	10
ENSMUSG00000137759	3	1	1	0	1	3	5
ENSMUSG00000140546	32	12	27	3	27	15	23
ENSMUSG00000108612	0	0	0	0	0	0	0
ENSMUSG00000140583	0	0	0	0	0	3	5
ENSMUSG00000090795	0	0	0	0	2	0	0
ENSMUSG00002076432	0	0	1	0	0	0	1
ENSMUSG00000108971	7	6	22	0	11	9	23
ENSMUSG00000005534	466	1055	813	1097	1074	458	795
ENSMUSG00000109369	14	8	9	4	17	3	24
ENSMUSG00000132221	7	18	12	22	8	8	8
ENSMUSG00000086065	3	2	3	13	8	10	16
ENSMUSG00000004568	459	800	773	1065	1411	356	691
ENSMUSG00000133611	23	11	28	15	38	17	40
ENSMUSG00000069633	66	87	95	101	108	50	85
ENSMUSG00000108955	4	2	0	1	2	0	1
ENSMUSG00000040340	13	5	16	2	8	3	14
ENSMUSG00000137862	0	1	6	0	0	2	1
ENSMUSG00000047264	152	463	276	414	478	69	362
ENSMUSG00000004567	361	964	707	1245	1137	273	620
ENSMUSG00000129227	25	37	9	7	13	9	13
ENSMUSG00000004565	243	550	711	909	957	315	611
ENSMUSG00000131735	8	4	9	4	15	4	19
ENSMUSG00000065952	17	4	31	2	23	4	19
ENSMUSG00000135331	11	2	9	5	2	10	10
ENSMUSG00000066902	0	0	0	0	0	0	0
ENSMUSG00000044433	37	101	32	55	56	38	54
ENSMUSG00000019470	518	1118	1304	2371	1918	384	967
ENSMUSG00002076208	3	10	10	6	17	3	5
ENSMUSG00000087687	26	78	58	79	90	41	39
ENSMUSG00000004630	0	2	14	9	11	8	17
ENSMUSG00000004626	928	1813	2204	4995	2939	501	1559
ENSMUSG00000012705	17	92	20	40	36	10	43
ENSMUSG00000108859	3	2	6	0	6	1	11
ENSMUSG00000013974	483	699	1045	1687	1491	365	751
ENSMUSG00000121099	0	8	1	8	5	0	5
ENSMUSG00000089665	24	22	18	18	19	8	11
ENSMUSG00000109277	20	17	14	24	9	3	0
ENSMUSG00000108888	2	0	0	0	0	3	3
ENSMUSG00000040236	205	564	602	914	836	111	433
ENSMUSG00000005540	100	305	192	308	209	83	222
ENSMUSG00000074491	41	20	63	82	62	45	68
ENSMUSG00000089956	8	15	9	9	3	5	13
ENSMUSG00002076747	0	0	1	0	0	2	0
ENSMUSG00000031494	20	154	168	83	257	101	81
ENSMUSG00002075373	0	0	2	0	0	2	2
ENSMUSG00000088025	3	0	5	2	0	0	6
ENSMUSG00000074485	2	2	8	1	3	3	9
ENSMUSG00000040197	11	9	46	9	22	55	25
ENSMUSG00000031495	7	23	36	14	34	16	36
ENSMUSG00000065987	19	27	18	13	28	44	61
ENSMUSG00000040165	8	6	5	4	11	9	21
ENSMUSG00000138581	8	2	0	0	1	4	5
ENSMUSG00000129208	8	6	15	2	2	15	11
ENSMUSG00000097657	17	12	7	4	19	6	12
ENSMUSG00000109267	9	0	11	3	3	1	11
ENSMUSG00000109377	4	1	3	4	4	2	8
ENSMUSG00000109512	2	4	4	4	0	2	0
ENSMUSG00000109255	7	13	16	5	0	8	19
ENSMUSG00000129875	0	0	0	0	0	0	1
ENSMUSG00000074482	2	1	0	0	0	0	0
ENSMUSG00000051906	33	51	115	40	275	48	45
ENSMUSG00002076728	1	0	1	0	0	5	8
ENSMUSG00000079168	23	28	19	25	90	21	27
ENSMUSG00000086805	22	24	38	9	25	29	35
ENSMUSG00000011832	170	315	310	534	422	148	332
ENSMUSG00000064125	17	16	19	6	46	13	39
ENSMUSG00000140492	10	0	0	0	0	4	4
ENSMUSG00000046589	18	72	45	18	6	6	22
ENSMUSG00000002948	236	596	370	815	653	179	511
ENSMUSG00000109061	0	0	0	0	0	0	0
ENSMUSG00000124932	3	15	5	8	1	0	4
ENSMUSG00000089736	3	22	8	23	10	13	9
ENSMUSG00000011837	87	349	239	445	427	108	183
ENSMUSG00000048644	17	16	20	45	47	22	12
ENSMUSG00000002949	193	554	399	859	663	172	402
ENSMUSG00002076834	9	5	1	2	1	7	0
ENSMUSG00000040028	716	1711	2311	4099	3645	595	1527
ENSMUSG00000023235	113	192	228	230	264	142	210
ENSMUSG00000108818	3	3	2	0	0	5	2
ENSMUSG00000109356	3	4	3	0	0	8	7
ENSMUSG00000109241	3	3	5	5	1	0	10
ENSMUSG00000109397	3	12	2	0	0	19	12
ENSMUSG00000108860	0	0	0	0	2	6	0
ENSMUSG00000008206	155	423	290	387	336	115	330
ENSMUSG00000102201	0	0	0	0	0	0	0
ENSMUSG00000108829	0	2	4	8	0	14	1
ENSMUSG00000058748	62	167	147	208	196	81	166
ENSMUSG00000109489	5	14	13	1	23	12	23
ENSMUSG00000109448	8	9	22	8	5	0	20
ENSMUSG00000126800	13	11	14	15	11	25	23
ENSMUSG00000126873	0	0	0	0	0	0	0
ENSMUSG00000048484	0	0	0	0	0	0	0
ENSMUSG00000097308	11	10	23	4	21	16	13
ENSMUSG00000109055	6	3	12	7	1	16	15
ENSMUSG00000108962	5	2	1	0	9	5	8
ENSMUSG00000126841	6	1	12	4	2	14	9
ENSMUSG00000022322	221	418	780	1015	987	270	491
ENSMUSG00000109462	4	4	0	1	0	1	4
ENSMUSG00000123100	13	20	11	14	5	13	41
ENSMUSG00000109034	0	4	2	2	2	0	13
ENSMUSG00000095600	6	2	2	0	2	1	8
ENSMUSG00000109063	2	1	2	2	0	0	1
ENSMUSG00000062152	4	1	7	12	0	8	8
ENSMUSG00000119639	0	1	1	1	0	4	2
ENSMUSG00000109295	11	12	30	16	6	9	34
ENSMUSG00000023073	44	39	52	15	30	35	71
ENSMUSG00000128285	4	6	14	9	4	10	19
ENSMUSG00000109181	12	19	17	7	16	17	32
ENSMUSG00002075572	0	0	6	0	1	1	0
ENSMUSG00000109313	5	11	19	1	5	11	10
ENSMUSG00000136897	18	25	21	6	6	43	37
ENSMUSG00000109266	14	26	29	2	3	16	59
ENSMUSG00000043192	5	44	28	49	27	11	46
ENSMUSG00002076909	0	0	1	0	0	0	0
ENSMUSG00000131434	27	14	8	16	6	17	14
ENSMUSG00000109069	3	0	7	1	1	5	2
ENSMUSG00000130360	1	13	11	2	8	8	9
ENSMUSG00000109518	0	14	7	0	2	3	18
ENSMUSG00000133682	4	4	3	2	1	3	9
ENSMUSG00000109534	62	9	56	24	31	59	87
ENSMUSG00000088255	0	2	3	1	0	1	3
ENSMUSG00000109543	3	3	0	5	2	2	13
ENSMUSG00000127875	5	18	12	10	10	3	24
ENSMUSG00000109457	0	0	0	0	0	0	6
ENSMUSG00000123966	11	5	7	2	4	14	39
ENSMUSG00000129733	29	55	19	11	22	59	56
ENSMUSG00000109463	2	4	5	2	2	4	8
ENSMUSG00000108852	0	0	4	8	0	1	7
ENSMUSG00000109538	2	12	9	3	3	5	28
ENSMUSG00000108914	3	3	10	4	6	3	11
ENSMUSG00000092092	18	27	28	30	26	54	56
ENSMUSG00000109260	88	111	142	45	57	139	152
ENSMUSG00000119145	2	2	0	2	0	3	4
ENSMUSG00002076795	2	3	3	0	1	1	6
ENSMUSG00002075857	8	4	5	3	12	6	11
ENSMUSG00000077378	2	0	0	0	0	0	0
ENSMUSG00000099890	60	50	134	59	49	150	163
ENSMUSG00000109316	43	38	65	11	25	91	48
ENSMUSG00000109127	62	58	161	38	55	127	165
ENSMUSG00000133183	4	17	21	0	1	17	19
ENSMUSG00000109566	6	11	15	3	5	5	4
ENSMUSG00000109134	9	0	9	2	5	12	2
ENSMUSG00000109056	22	33	60	29	31	16	36
ENSMUSG00000109515	13	4	25	16	18	25	18
ENSMUSG00000108913	0	9	2	2	0	0	7
ENSMUSG00000139610	5	1	2	2	0	11	5
ENSMUSG00000108941	0	0	2	4	5	2	3
ENSMUSG00000108932	10	7	12	2	10	5	6
ENSMUSG00000127334	2	1	2	1	2	0	0
ENSMUSG00000109436	28	25	52	8	19	20	45
ENSMUSG00000001300	69	185	145	111	225	84	162
ENSMUSG00000108912	45	53	105	28	66	76	145
ENSMUSG00000109568	0	18	26	5	15	2	19
ENSMUSG00000109438	34	52	14	23	43	33	65
ENSMUSG00000040467	15	0	12	5	6	18	6
ENSMUSG00000040459	566	1587	999	1787	1430	546	941
ENSMUSG00000098917	0	0	0	0	0	0	0
ENSMUSG00000109190	44	19	52	6	53	38	102
ENSMUSG00000109117	1	6	10	0	0	2	2
ENSMUSG00000109062	29	12	49	25	29	41	81
ENSMUSG00000123102	7	4	15	15	3	13	19
ENSMUSG00000141820	2	0	3	12	9	5	8
ENSMUSG00000141684	14	13	15	5	10	8	25
ENSMUSG00000109346	4	5	18	7	1	2	23
ENSMUSG00000123282	0	4	11	1	3	0	4
ENSMUSG00000123361	4	4	0	8	3	3	8
ENSMUSG00000123319	2	0	12	7	12	8	12
ENSMUSG00000139983	11	0	13	0	0	3	1
ENSMUSG00000133638	9	0	21	4	5	5	11
ENSMUSG00000108848	39	60	141	21	26	80	105
ENSMUSG00000133680	3	4	4	1	3	14	19
ENSMUSG00000109215	22	17	27	7	23	26	4
ENSMUSG00000128752	10	19	5	2	5	33	13
ENSMUSG00000109124	10	23	61	5	6	29	21
ENSMUSG00000109064	11	8	18	1	5	14	15
ENSMUSG00000079157	79	82	180	45	54	61	122
ENSMUSG00000109040	34	28	60	17	14	36	54
ENSMUSG00000109286	45	55	66	14	26	36	84
ENSMUSG00000142438	20	9	25	4	10	27	15
ENSMUSG00000109385	23	24	44	14	19	32	54
ENSMUSG00000109551	8	4	18	0	10	2	18
ENSMUSG00002074996	1	0	0	0	0	1	3
ENSMUSG00000109359	26	34	27	19	2	20	33
ENSMUSG00000109418	14	4	13	6	5	11	35
ENSMUSG00000109529	7	10	11	8	10	24	29
ENSMUSG00000109139	22	4	34	8	2	7	34
ENSMUSG00000109095	8	6	41	2	6	21	43
ENSMUSG00000109162	30	44	53	8	25	24	60
ENSMUSG00000108918	8	12	8	8	0	14	16
ENSMUSG00002075361	0	0	0	0	0	0	0
ENSMUSG00000109183	10	24	32	17	6	7	31
ENSMUSG00000123394	6	2	0	2	8	6	5
ENSMUSG00000095279	28	30	88	21	27	26	76
ENSMUSG00000132865	6	5	21	11	8	20	17
ENSMUSG00000049717	90	146	155	144	248	129	166
ENSMUSG00000040396	236	530	465	756	929	155	438
ENSMUSG00000031497	107	187	237	302	242	148	172
ENSMUSG00000109054	51	38	78	74	34	37	123
ENSMUSG00000109545	5	1	14	3	5	14	13
ENSMUSG00000123591	2	3	9	2	1	11	8
ENSMUSG00000039057	60	40	119	31	78	50	81
ENSMUSG00000122163	6	4	7	5	4	8	11
ENSMUSG00000138125	9	5	4	1	0	2	6
ENSMUSG00000130444	5	3	15	7	1	3	9
ENSMUSG00000126593	3	1	5	5	0	0	11
ENSMUSG00000139508	2	0	4	1	0	0	5
ENSMUSG00000109258	3	0	6	1	0	4	12
ENSMUSG00000109503	16	15	27	7	17	20	39
ENSMUSG00000109432	15	13	25	4	8	6	20
ENSMUSG00000109067	4	0	5	1	7	1	5
ENSMUSG00000108997	5	0	1	0	0	7	0
ENSMUSG00000109271	16	2	23	3	9	4	26
ENSMUSG00000141999	1	3	0	0	0	12	4
ENSMUSG00000096258	2	2	12	0	2	2	4
ENSMUSG00000108961	47	14	78	29	21	69	84
ENSMUSG00000126941	4	0	1	0	0	6	3
ENSMUSG00000109291	105	30	84	34	21	79	96
ENSMUSG00000109089	29	20	59	72	50	53	48
ENSMUSG00000109084	43	12	37	11	16	4	12
ENSMUSG00000109480	1	0	4	0	0	0	2
ENSMUSG00000109508	5	10	21	2	2	1	2
ENSMUSG00000038894	374	744	388	1009	720	120	464
ENSMUSG00000096938	20	10	17	4	30	22	34
ENSMUSG00000128182	1	0	3	0	0	1	0
ENSMUSG00000128141	1	0	7	1	6	12	4
ENSMUSG00000108847	16	13	24	18	15	21	31
ENSMUSG00000109151	4	7	6	3	3	25	2
ENSMUSG00000109029	18	5	15	5	4	5	10
ENSMUSG00000085573	11	12	13	8	5	12	7
ENSMUSG00000031502	519	1444	1028	1133	2404	328	949
ENSMUSG00000139975	14	8	11	4	6	11	11
ENSMUSG00000109358	8	2	13	2	5	8	4
ENSMUSG00000031503	574	1680	950	980	1980	255	1036
ENSMUSG00000133408	0	0	1	0	0	0	2
ENSMUSG00000130571	28	12	33	32	14	17	54
ENSMUSG00000084783	10	0	0	4	1	2	0
ENSMUSG00000031504	74	133	92	309	151	31	145
ENSMUSG00000110245	0	1	9	12	6	3	9
ENSMUSG00000096957	21	30	13	28	5	10	27
ENSMUSG00000138706	9	2	6	2	12	6	11
ENSMUSG00000031505	218	532	537	750	645	173	360
ENSMUSG00000056228	128	336	275	546	342	169	364
ENSMUSG00000045969	254	541	571	840	617	173	415
ENSMUSG00000140737	0	0	0	0	0	0	0
ENSMUSG00000031508	409	751	1096	1791	1480	511	851
ENSMUSG00000139648	3	4	1	1	0	2	3
ENSMUSG00000104958	0	0	0	0	0	0	0
ENSMUSG00000109810	16	19	7	6	15	20	18
ENSMUSG00000031509	10	12	18	6	12	20	54
ENSMUSG00000109623	12	2	8	0	2	6	4
ENSMUSG00000109986	8	2	11	0	0	2	9
ENSMUSG00000109933	13	9	4	8	1	19	12
ENSMUSG00000110177	2	3	6	0	2	2	6
ENSMUSG00000093345	0	0	0	2	0	2	0
ENSMUSG00000126646	6	5	3	1	6	3	13
ENSMUSG00000031510	15	3	8	0	11	18	7
ENSMUSG00000110313	3	2	2	0	0	0	2
ENSMUSG00000031511	551	1134	813	1664	1588	311	894
ENSMUSG00000110394	2	0	19	1	15	1	4
ENSMUSG00000132704	6	20	19	20	18	19	27
ENSMUSG00000132784	4	6	10	6	12	13	8
ENSMUSG00000086500	5	0	4	4	0	0	2
ENSMUSG00000031512	7	2	4	0	0	3	6
ENSMUSG00000109772	11	2	13	6	4	14	16
ENSMUSG00000110002	0	0	3	0	15	0	6
ENSMUSG00000109995	15	10	35	8	14	19	25
ENSMUSG00000127735	0	0	2	0	0	0	4
ENSMUSG00000123767	16	15	10	4	2	9	13
ENSMUSG00000143127	18	5	15	5	9	16	38
ENSMUSG00000101899	1	0	0	0	0	2	0
ENSMUSG00000131664	5	2	2	1	0	2	2
ENSMUSG00000110412	3	6	0	2	0	0	2
ENSMUSG00000047935	51	7	29	19	29	27	65
ENSMUSG00000143137	0	5	3	2	2	0	5
ENSMUSG00002076452	0	0	2	0	0	0	0
ENSMUSG00000110160	2	4	7	0	8	29	5
ENSMUSG00000096014	40	0	20	0	0	0	6
ENSMUSG00002075906	0	0	0	0	0	0	0
ENSMUSG00000143098	15	0	9	1	0	0	0
ENSMUSG00000143180	0	0	1	0	0	1	0
ENSMUSG00000120658	8	6	3	3	8	6	10
ENSMUSG00000109921	58	68	110	131	105	52	64
ENSMUSG00000141490	0	0	0	0	0	0	0
ENSMUSG00000109582	12	2	9	2	1	2	9
ENSMUSG00000128219	11	2	21	6	1	3	2
ENSMUSG00000128333	4	3	13	2	14	3	8
ENSMUSG00000128296	4	6	28	15	6	22	20
ENSMUSG00000097421	7	12	9	13	2	15	35
ENSMUSG00000010435	12	9	28	1	7	17	14
ENSMUSG00000000759	411	746	1001	1806	1453	264	787
ENSMUSG00002076620	5	0	0	1	1	0	4
ENSMUSG00000054910	44	30	34	27	8	18	30
ENSMUSG00000074469	22	14	16	12	6	14	34
ENSMUSG00000128973	5	0	10	2	0	1	10
ENSMUSG00000129010	2	0	3	0	0	1	3
ENSMUSG00000031441	474	1194	663	1486	1370	359	817
ENSMUSG00000137173	23	19	31	29	38	4	12
ENSMUSG00000084780	42	23	25	32	75	12	49
ENSMUSG00000085465	17	19	12	14	9	13	8
ENSMUSG00000031442	273	690	315	988	686	143	462
ENSMUSG00000086770	8	3	4	0	3	4	7
ENSMUSG00000105030	0	0	0	0	0	0	0
ENSMUSG00000141082	6	3	1	2	2	3	3
ENSMUSG00000082682	2	0	0	2	0	1	11
ENSMUSG00000081951	0	2	6	9	1	0	7
ENSMUSG00000031443	20	44	19	38	2	6	5
ENSMUSG00000031444	280	372	322	1399	616	120	336
ENSMUSG00000144006	6	2	0	2	3	3	1
ENSMUSG00000138021	1	2	0	0	3	0	0
ENSMUSG00000031445	35	28	30	47	38	38	43
ENSMUSG00000091443	3	2	8	2	3	6	1
ENSMUSG00000038542	217	477	447	853	881	144	485
ENSMUSG00000091784	23	26	9	17	46	21	25
ENSMUSG00000031446	968	2462	3046	5384	4533	708	2310
ENSMUSG00000098532	0	0	0	0	0	0	0
ENSMUSG00000122352	2	2	3	5	4	3	1
ENSMUSG00000138614	7	3	14	5	8	6	8
ENSMUSG00000031447	3909	9969	8172	18608	12712	1997	6544
ENSMUSG00000038515	81	153	66	221	144	37	149
ENSMUSG00000088054	2	0	0	3	4	0	0
ENSMUSG00000099338	27	20	28	35	12	12	23
ENSMUSG00000120359	0	0	0	0	0	0	0
ENSMUSG00000125499	0	8	6	6	2	2	14
ENSMUSG00000031448	95	166	12	33	153	37	148
ENSMUSG00000038506	131	413	389	611	493	144	449
ENSMUSG00000107531	3	11	13	10	14	9	44
ENSMUSG00000089026	1	3	3	4	6	0	5
ENSMUSG00000107742	20	16	19	17	14	6	12
ENSMUSG00000038497	257	635	590	779	852	167	378
ENSMUSG00000143349	13	7	7	19	7	14	18
ENSMUSG00000038482	835	2304	2811	5592	4531	707	2017
ENSMUSG00000031449	9	0	12	4	3	2	11
ENSMUSG00000110311	9	0	5	1	1	0	1
ENSMUSG00000031450	42	15	46	2	14	45	35
ENSMUSG00000038457	33	96	26	29	35	16	33
ENSMUSG00000031451	1610	6685	3569	7123	5857	921	3674
ENSMUSG00000110278	13	13	38	12	4	32	31
ENSMUSG00000031452	19	3	9	15	13	1	35
ENSMUSG00000132090	1	0	7	2	1	5	4
ENSMUSG00000031453	1839	3475	4222	9566	6176	1081	3074
ENSMUSG00000090336	25	2	50	9	12	34	64
ENSMUSG00000109617	11	1	31	1	5	17	31
ENSMUSG00000038416	442	1007	1101	1738	1540	227	707
ENSMUSG00000130131	5	16	16	5	2	0	6
ENSMUSG00000038398	113	379	335	632	429	156	239
ENSMUSG00000130677	7	19	17	8	21	9	19
ENSMUSG00000057116	11	3	34	12	4	11	29
ENSMUSG00000047710	186	499	595	876	777	126	396
ENSMUSG00002075686	1	3	3	1	0	1	3
ENSMUSG00000065817	0	0	3	0	1	4	0
ENSMUSG00000031458	41	73	51	119	48	36	29
ENSMUSG00000134444	6	12	4	3	2	2	1
ENSMUSG00000134515	4	9	4	0	2	3	11
ENSMUSG00000068631	0	0	0	0	0	0	0
ENSMUSG00000038365	76	226	245	226	276	51	118
ENSMUSG00000127602	1	4	3	0	0	0	1
ENSMUSG00000050052	57	190	154	156	154	97	158
ENSMUSG00000110058	6	2	15	4	7	11	15
ENSMUSG00000141413	1	0	5	9	0	4	5
ENSMUSG00000051978	45	25	54	89	60	23	47
ENSMUSG00000109982	13	16	18	1	4	19	28
ENSMUSG00000130346	1	0	0	0	0	1	0
ENSMUSG00000074461	0	0	0	0	0	0	0
ENSMUSG00000138455	8	0	8	5	11	4	12
ENSMUSG00000138495	0	0	0	0	0	0	0
ENSMUSG00000047495	55	33	58	44	41	47	43
ENSMUSG00000085371	5	0	3	0	6	2	10
ENSMUSG00000088311	0	0	4	0	0	3	2
ENSMUSG00002076625	1	7	1	1	0	4	13
ENSMUSG00000143747	37	8	46	9	13	13	34
ENSMUSG00000084945	8	2	10	2	2	9	7
ENSMUSG00000136029	7	6	17	5	1	13	12
ENSMUSG00000026317	398	784	761	1874	1293	327	717
