Geneid	male_24m_2	male_24m_1	male_3m_5	male_24m_7	male_3m_6	male_3m_3	male_24m_4
ENSMUSG00000028293	120	303	368	504	556	138	330
ENSMUSG00002076527	10	2	12	7	8	10	22
ENSMUSG00000028294	11	17	28	13	23	31	36
ENSMUSG00000071015	6	7	20	5	8	7	8
ENSMUSG00000138509	1	0	5	0	0	0	4
ENSMUSG00000028295	48	100	110	145	119	42	80
ENSMUSG00000130893	9	4	19	1	3	14	25
ENSMUSG00000039967	327	528	642	1086	1025	314	627
ENSMUSG00000082367	15	0	17	5	18	3	32
ENSMUSG00000028298	5	12	10	4	7	9	17
ENSMUSG00000085824	8	6	16	7	3	8	23
ENSMUSG00000135411	1	4	7	0	0	4	1
ENSMUSG00000083956	1	2	6	1	0	4	1
ENSMUSG00000082709	0	4	5	2	4	2	8
ENSMUSG00000073910	97	183	164	243	364	76	174
ENSMUSG00000086792	2	1	9	6	7	3	13
ENSMUSG00000124743	5	2	12	4	6	6	4
ENSMUSG00000124782	7	3	6	5	1	2	3
ENSMUSG00000042993	4	3	5	1	10	0	6
ENSMUSG00000126109	4	0	0	2	1	0	10
ENSMUSG00000028300	170	357	366	682	369	177	317
ENSMUSG00000082762	20	40	50	71	42	44	39
ENSMUSG00000126143	15	5	3	14	0	0	6
ENSMUSG00000084828	15	18	59	3	23	37	37
ENSMUSG00000126301	0	1	2	1	8	1	1
ENSMUSG00000083934	4	1	2	2	1	2	14
ENSMUSG00000132275	2	2	3	2	1	4	7
ENSMUSG00000083851	3	2	0	2	3	0	4
ENSMUSG00000122002	6	0	8	7	3	2	7
ENSMUSG00000045083	132	98	164	74	53	217	194
ENSMUSG00000137284	17	2	8	3	21	7	20
ENSMUSG00000082169	2	0	5	2	0	1	5
ENSMUSG00000137323	1	9	13	2	1	11	14
ENSMUSG00000084352	20	15	17	1	5	5	19
ENSMUSG00000077851	0	0	0	0	0	0	0
ENSMUSG00000078057	0	0	0	0	0	0	0
ENSMUSG00000106425	0	0	0	0	0	0	0
ENSMUSG00002075100	2	0	0	1	0	0	0
ENSMUSG00000084898	56	94	72	32	40	49	103
ENSMUSG00000080969	9	12	7	6	0	27	8
ENSMUSG00000082732	0	4	3	0	6	0	8
ENSMUSG00000086026	95	87	104	43	84	205	161
ENSMUSG00000088718	3	4	11	0	0	2	0
ENSMUSG00000132406	11	12	11	3	5	18	4
ENSMUSG00000083983	1	15	23	7	11	8	32
ENSMUSG00000140833	10	23	21	15	11	23	35
ENSMUSG00000080057	2	0	26	1	0	1	7
ENSMUSG00000082899	0	1	0	0	0	1	2
ENSMUSG00000132100	4	0	1	1	0	0	1
ENSMUSG00000134943	8	10	15	7	10	8	20
ENSMUSG00000084148	9	6	5	10	0	4	8
ENSMUSG00000085632	43	83	75	49	69	70	91
ENSMUSG00000081427	22	2	22	4	0	15	14
ENSMUSG00000065344	0	0	0	2	0	1	2
ENSMUSG00000082238	8	3	5	4	0	11	11
ENSMUSG00000077738	0	6	4	0	0	0	10
ENSMUSG00000090839	19	27	51	10	19	42	82
ENSMUSG00000028287	6	2	10	3	3	3	12
ENSMUSG00000140120	5	8	15	7	7	24	29
ENSMUSG00000134188	13	6	10	0	1	5	15
ENSMUSG00000130055	24	19	30	6	4	24	36
ENSMUSG00000130096	23	4	28	9	20	23	25
ENSMUSG00000082302	8	2	16	4	9	12	9
ENSMUSG00000130136	7	9	2	0	0	4	5
ENSMUSG00000083271	6	30	6	0	8	11	36
ENSMUSG00000082022	15	12	28	13	16	5	27
ENSMUSG00000136952	3	0	2	6	5	11	7
ENSMUSG00000088339	0	1	2	3	2	4	1
ENSMUSG00000084220	8	4	3	1	8	5	8
ENSMUSG00000136706	0	21	5	1	4	12	12
ENSMUSG00000131048	3	7	11	9	3	5	17
ENSMUSG00000088526	0	1	0	0	0	2	0
ENSMUSG00000083202	36	16	49	14	10	37	43
ENSMUSG00000081352	1	0	13	1	2	2	10
ENSMUSG00000028405	348	818	625	1341	1004	189	584
ENSMUSG00000040296	249	439	569	1077	738	186	498
ENSMUSG00000036822	261	680	848	1474	1023	233	629
ENSMUSG00000028407	14	50	18	21	47	20	33
ENSMUSG00000071014	121	455	212	470	397	107	279
ENSMUSG00000137543	4	1	6	7	2	8	15
ENSMUSG00000139928	8	18	27	7	6	15	7
ENSMUSG00000087137	12	14	9	2	3	5	40
ENSMUSG00000127899	6	0	8	1	0	13	1
ENSMUSG00000089585	0	0	1	0	0	0	3
ENSMUSG00000046593	34	15	41	13	10	18	36
ENSMUSG00000086355	13	5	52	7	7	14	55
ENSMUSG00000130537	5	4	23	4	4	12	8
ENSMUSG00000141982	1	0	0	0	0	8	1
ENSMUSG00000126362	2	14	2	0	0	11	7
ENSMUSG00000081720	0	0	0	0	0	3	4
ENSMUSG00000028411	159	341	221	444	405	57	227
ENSMUSG00000131078	0	5	0	13	5	10	11
ENSMUSG00000082008	3	0	2	0	0	0	0
ENSMUSG00000120448	2	0	0	2	0	0	0
ENSMUSG00000120686	4	43	21	28	17	25	40
ENSMUSG00000028410	438	883	1249	1869	1765	435	834
ENSMUSG00000065452	0	0	0	5	3	3	0
ENSMUSG00000028409	452	1551	1480	2742	1991	342	1107
ENSMUSG00000131124	0	2	2	1	0	1	4
ENSMUSG00000056412	0	7	12	18	10	8	10
ENSMUSG00000028413	954	2044	2202	3981	3402	785	1444
ENSMUSG00000096377	1	2	11	1	5	1	2
ENSMUSG00002075456	3	9	7	2	5	4	2
ENSMUSG00002075913	2	3	11	4	3	0	1
ENSMUSG00000131243	13	28	25	9	9	20	30
ENSMUSG00000135050	1	3	8	0	0	3	4
ENSMUSG00000081309	1	0	3	0	0	0	1
ENSMUSG00000028415	4	0	4	2	0	2	12
ENSMUSG00000028416	431	1549	1001	2270	1844	387	967
ENSMUSG00000138766	1	1	2	4	9	3	4
ENSMUSG00000028419	221	663	524	990	866	210	460
ENSMUSG00000126330	4	0	2	2	0	0	0
ENSMUSG00000028423	559	1326	1568	2132	1888	500	1075
ENSMUSG00000092862	0	4	2	1	0	0	0
ENSMUSG00000140252	0	2	1	7	3	2	0
ENSMUSG00000028427	42	203	32	130	101	21	149
ENSMUSG00000128306	5	5	1	1	0	3	4
ENSMUSG00000088154	0	0	0	0	2	0	0
ENSMUSG00000128344	6	0	1	0	0	3	2
ENSMUSG00000124814	7	0	3	4	5	0	2
ENSMUSG00000124848	10	4	4	6	4	10	8
ENSMUSG00000028435	0	4	6	6	6	0	8
ENSMUSG00000028430	374	747	729	1638	1001	186	628
ENSMUSG00000081437	0	0	2	0	0	2	0
ENSMUSG00000036241	532	1629	1206	1929	1904	402	1159
ENSMUSG00000082186	9	62	47	20	49	13	33
ENSMUSG00002076291	7	0	5	6	10	3	12
ENSMUSG00000028433	483	1301	1153	2192	1847	304	1019
ENSMUSG00000089265	5	0	1	0	3	1	5
ENSMUSG00000089308	1	1	0	0	2	0	4
ENSMUSG00000093562	0	1	2	0	1	0	1
ENSMUSG00000081866	1	13	0	2	0	1	4
ENSMUSG00000139021	7	26	3	10	0	2	13
ENSMUSG00000028436	878	3310	4560	7727	6121	949	3173
ENSMUSG00002076082	0	2	3	1	3	0	0
ENSMUSG00000087938	33	55	114	136	137	48	62
ENSMUSG00000120740	15	14	43	47	17	45	22
ENSMUSG00000132219	0	0	0	0	0	0	0
ENSMUSG00000142813	8	10	14	13	4	0	14
ENSMUSG00000088528	2	2	0	6	1	4	5
ENSMUSG00000028437	582	1161	1220	2095	1738	371	1180
ENSMUSG00000028438	94	274	322	401	384	111	276
ENSMUSG00000028443	23	106	30	61	68	15	74
ENSMUSG00000120968	0	3	0	1	5	0	2
ENSMUSG00000046312	74	431	93	165	255	25	229
ENSMUSG00000028441	17	3	14	4	8	7	12
ENSMUSG00000036162	0	0	0	0	0	0	0
ENSMUSG00000028439	22	107	50	178	173	19	104
ENSMUSG00000087623	3	40	13	17	6	3	17
ENSMUSG00000061322	25	15	34	8	5	14	22
ENSMUSG00000028445	25	96	34	91	45	19	44
ENSMUSG00000084761	18	16	6	9	9	12	21
ENSMUSG00000028444	22	52	0	33	29	5	47
ENSMUSG00000129852	2	0	0	0	0	0	0
ENSMUSG00000073889	126	563	227	596	434	80	351
ENSMUSG00000036114	50	227	134	238	259	100	163
ENSMUSG00000028447	183	385	349	895	754	123	278
ENSMUSG00000066224	11	0	3	3	8	11	3
ENSMUSG00000036078	139	363	440	740	518	90	321
ENSMUSG00000036073	77	162	167	378	288	90	218
ENSMUSG00000073888	15	30	17	36	29	4	23
ENSMUSG00000142529	25	9	24	11	9	20	20
ENSMUSG00000085730	17	12	3	4	3	3	15
ENSMUSG00000095298	0	0	0	0	0	0	0
ENSMUSG00000082962	0	0	0	0	0	1	1
ENSMUSG00000142697	0	0	0	0	0	0	0
ENSMUSG00000084010	0	0	0	0	0	0	0
ENSMUSG00000094065	0	0	0	0	0	0	0
ENSMUSG00000142232	0	0	0	0	0	0	0
ENSMUSG00000082902	0	0	0	0	0	0	0
ENSMUSG00000078747	0	0	0	0	0	0	0
ENSMUSG00000078746	0	0	0	0	0	0	0
ENSMUSG00000142442	0	0	0	1	0	0	0
ENSMUSG00000082414	0	0	0	0	0	0	0
ENSMUSG00000096256	0	0	0	0	0	0	0
ENSMUSG00000142914	0	0	0	0	0	0	0
ENSMUSG00000103694	0	0	0	0	0	0	2
ENSMUSG00000095348	0	0	0	0	0	1	0
ENSMUSG00000087577	1	0	0	0	0	0	0
ENSMUSG00000118633	0	0	0	0	0	0	0
ENSMUSG00000094293	0	0	0	0	0	0	0
ENSMUSG00000073878	0	0	0	0	0	0	0
ENSMUSG00000094162	0	0	0	0	0	0	0
ENSMUSG00000073877	0	0	0	2	0	0	0
ENSMUSG00000073876	8	2	0	1	0	1	0
ENSMUSG00000142490	1	0	0	0	0	0	0
ENSMUSG00000142987	0	0	0	0	0	0	0
ENSMUSG00000104526	0	0	0	0	0	0	0
ENSMUSG00000091542	1	0	0	1	0	0	0
ENSMUSG00000118434	0	0	0	0	0	0	0
ENSMUSG00000096327	2	0	0	0	0	0	0
ENSMUSG00000083929	0	0	0	0	0	0	0
ENSMUSG00000096862	0	0	0	0	0	0	0
ENSMUSG00000073879	0	0	0	0	0	0	0
ENSMUSG00000090338	0	0	0	0	0	0	0
ENSMUSG00000118458	0	0	0	4	0	0	0
ENSMUSG00000118425	0	0	0	0	0	0	1
ENSMUSG00000095675	0	0	0	0	0	0	0
ENSMUSG00000144210	0	4	0	0	0	1	0
ENSMUSG00000118433	0	0	0	0	0	0	0
ENSMUSG00000094695	0	0	0	0	0	0	0
ENSMUSG00000142040	0	0	0	0	0	0	0
ENSMUSG00000093996	0	0	0	0	0	0	0
ENSMUSG00000095234	0	0	0	0	0	0	0
ENSMUSG00000142830	0	0	0	0	0	0	0
ENSMUSG00000093909	0	0	0	0	0	0	0
ENSMUSG00000142145	0	0	0	0	0	0	0
ENSMUSG00000095779	0	0	0	0	0	0	0
ENSMUSG00000094066	0	0	0	0	0	0	0
ENSMUSG00000121464	0	0	0	0	0	0	0
ENSMUSG00000142319	0	0	0	0	0	0	0
ENSMUSG00000095258	0	0	0	0	0	0	0
ENSMUSG00000118603	0	0	0	0	0	0	0
ENSMUSG00000096596	0	0	0	0	0	0	0
ENSMUSG00000144218	0	0	0	0	0	0	0
ENSMUSG00000091938	0	0	0	0	0	0	0
ENSMUSG00000144217	2	0	0	0	0	0	0
ENSMUSG00000096826	0	0	0	0	0	0	0
ENSMUSG00000078735	6	2	0	1	0	1	0
ENSMUSG00000054885	15	29	33	11	17	5	47
ENSMUSG00000142613	13	12	9	1	11	16	8
ENSMUSG00000102504	5	3	0	5	7	2	13
ENSMUSG00000085910	0	4	0	0	1	2	2
ENSMUSG00000071005	3	15	2	8	21	4	10
ENSMUSG00000094686	11	270	19	46	31	21	64
ENSMUSG00000078722	18	1	25	4	1	13	9
ENSMUSG00000078721	10	8	10	15	11	7	33
ENSMUSG00000142867	10	13	0	3	5	2	2
ENSMUSG00000050141	7	10	19	5	12	4	6
ENSMUSG00000142746	3	4	5	0	3	1	6
ENSMUSG00000142956	6	3	2	6	0	5	4
ENSMUSG00000120475	13	17	34	17	48	18	48
ENSMUSG00000142649	19	37	18	15	18	16	38
ENSMUSG00000036062	57	60	35	54	49	32	36
ENSMUSG00000123423	8	17	11	10	16	2	28
ENSMUSG00000136311	2	3	0	0	0	5	0
ENSMUSG00000036052	60	207	78	167	134	59	165
ENSMUSG00000028451	41	21	44	33	21	24	47
ENSMUSG00000028452	1500	3897	3448	7410	5682	912	3000
ENSMUSG00000028453	212	306	411	648	585	155	280
ENSMUSG00000028454	159	430	444	829	598	117	244
ENSMUSG00000028455	234	713	742	1521	1075	226	694
ENSMUSG00000036002	719	1331	1499	3259	1955	349	1274
ENSMUSG00000096974	17	15	3	6	8	0	11
ENSMUSG00000028456	227	248	406	165	331	277	291
ENSMUSG00000077552	3	1	3	0	1	0	6
ENSMUSG00000128224	6	4	22	6	2	3	29
ENSMUSG00000089028	0	0	2	0	0	0	0
ENSMUSG00000028457	40	47	117	32	23	52	94
ENSMUSG00000120824	32	33	31	12	27	13	55
ENSMUSG00000120990	23	35	63	29	33	53	47
ENSMUSG00000035969	178	680	211	562	480	126	415
ENSMUSG00000042788	4	2	8	7	0	2	5
ENSMUSG00000130931	0	0	0	0	0	0	0
ENSMUSG00000028458	106	254	54	115	147	20	115
ENSMUSG00000028459	273	431	531	513	730	268	215
ENSMUSG00000124861	10	2	5	2	2	5	24
ENSMUSG00000028460	25	40	38	36	22	16	33
ENSMUSG00000115420	2	3	0	1	1	0	3
ENSMUSG00000088088	0	0	0	0	0	0	0
ENSMUSG00000028461	99	152	112	237	248	39	176
ENSMUSG00000051517	157	316	565	741	720	303	287
ENSMUSG00000087142	36	39	85	96	137	12	33
ENSMUSG00000028463	24	35	54	71	87	10	61
ENSMUSG00000028464	2212	12251	845	7746	6747	1467	8851
ENSMUSG00000028465	6388	9379	9019	27455	17938	2572	9013
ENSMUSG00000028466	216	640	523	818	895	175	379
ENSMUSG00000028467	441	899	1119	1748	1845	253	884
ENSMUSG00000028468	322	614	634	1259	1148	207	617
ENSMUSG00000078719	0	0	0	0	0	0	0
ENSMUSG00000085351	16	13	37	9	6	23	69
ENSMUSG00000124293	6	10	7	18	7	7	12
ENSMUSG00000141653	2	0	2	1	0	3	2
ENSMUSG00000141614	5	23	7	3	12	0	8
ENSMUSG00002075231	3	3	0	2	5	0	1
ENSMUSG00000086043	12	14	2	7	16	4	8
ENSMUSG00000028469	98	436	215	235	462	138	341
ENSMUSG00000066196	10	10	8	6	5	0	10
ENSMUSG00000125697	9	3	10	5	4	5	7
ENSMUSG00000028470	65	156	53	236	212	40	82
ENSMUSG00000043633	29	44	38	43	46	19	59
ENSMUSG00000043770	0	0	0	0	0	0	0
ENSMUSG00000078716	51	131	46	89	57	45	107
ENSMUSG00002074925	0	0	0	0	0	0	0
ENSMUSG00000050215	20	7	16	1	0	9	29
ENSMUSG00000046450	11	0	11	1	12	9	21
ENSMUSG00000071001	30	72	16	30	60	4	45
ENSMUSG00000028475	48	54	48	56	46	29	84
ENSMUSG00000083417	0	7	2	1	8	5	1
ENSMUSG00000044801	9	8	13	1	11	3	5
ENSMUSG00000111338	1	1	6	4	0	4	9
ENSMUSG00000081329	5	0	4	0	0	0	2
ENSMUSG00000132997	2	0	7	0	0	5	1
ENSMUSG00000110970	16	0	16	8	1	6	23
ENSMUSG00000130397	5	1	6	6	0	9	10
ENSMUSG00000111611	41	39	93	26	29	40	101
ENSMUSG00000071000	42	13	44	6	18	24	23
ENSMUSG00000028476	226	534	608	607	850	168	339
ENSMUSG00002076534	5	5	6	0	0	1	2
ENSMUSG00000142322	7	15	26	19	13	6	6
ENSMUSG00000028480	423	989	1341	2155	1919	267	864
ENSMUSG00000070999	20	2	3	8	4	5	18
ENSMUSG00000028478	446	1258	893	2446	1796	421	964
ENSMUSG00000130845	4	5	6	0	2	1	15
ENSMUSG00000028479	320	903	894	1292	1153	219	612
ENSMUSG00002076893	0	0	2	2	0	1	0
ENSMUSG00000087326	37	59	48	47	72	51	46
ENSMUSG00000121767	10	17	22	20	14	24	28
ENSMUSG00000084274	0	0	0	0	0	0	0
ENSMUSG00000035696	514	1022	1057	2088	2108	346	1117
ENSMUSG00000141170	0	0	0	0	0	0	0
ENSMUSG00000092677	1	0	0	0	0	0	0
ENSMUSG00000135285	2	0	2	0	0	4	6
ENSMUSG00000035683	125	325	451	742	644	132	246
ENSMUSG00000081127	3	7	10	0	4	2	12
ENSMUSG00000129539	0	0	5	1	0	4	2
ENSMUSG00000083803	4	1	17	8	2	2	4
ENSMUSG00000077587	1	0	2	0	3	0	0
ENSMUSG00000014030	149	306	462	327	528	181	238
ENSMUSG00000130157	6	1	3	3	3	3	4
ENSMUSG00000092761	0	0	5	2	1	0	1
ENSMUSG00000086211	42	20	42	30	18	22	55
ENSMUSG00000102880	16	32	5	3	11	2	19
ENSMUSG00000103995	23	13	28	74	75	22	29
ENSMUSG00000127059	1	0	1	1	0	0	0
ENSMUSG00000120365	4	5	16	3	10	4	11
ENSMUSG00000140390	0	0	12	0	3	2	9
ENSMUSG00000080916	0	0	0	0	0	0	0
ENSMUSG00000035649	445	699	746	922	875	470	787
ENSMUSG00000140429	12	0	4	6	18	6	5
ENSMUSG00002076239	4	8	10	7	6	0	7
ENSMUSG00000084854	10	3	35	4	34	25	10
ENSMUSG00000132816	0	6	9	15	5	1	5
ENSMUSG00000086000	6	8	8	3	10	16	9
ENSMUSG00000086205	7	4	19	7	7	10	26
ENSMUSG00000035637	78	281	148	388	252	87	178
ENSMUSG00000049657	156	270	388	496	461	173	247
ENSMUSG00000070997	49	41	15	48	23	15	28
ENSMUSG00000028318	66	164	125	340	217	52	163
ENSMUSG00000048232	168	498	464	829	669	112	342
ENSMUSG00000078713	84	296	173	461	360	132	246
ENSMUSG00000082628	3	0	0	2	0	1	0
ENSMUSG00000035615	47	27	37	11	38	25	26
ENSMUSG00000086284	7	2	5	9	0	6	5
ENSMUSG00000035601	42	52	91	169	99	34	63
ENSMUSG00000028322	65	187	201	381	208	75	199
ENSMUSG00000129862	26	2	3	0	4	4	20
ENSMUSG00000083541	2	0	0	2	0	0	2
ENSMUSG00000035572	225	502	510	612	722	215	364
ENSMUSG00000045973	1214	3158	4006	6699	6109	1222	2644
ENSMUSG00002074999	0	0	0	0	0	0	0
ENSMUSG00000044813	46	86	95	172	139	25	102
ENSMUSG00000122201	2	4	9	5	7	2	2
ENSMUSG00002076578	0	0	0	0	0	0	3
ENSMUSG00000135566	8	2	9	2	3	6	10
ENSMUSG00000065322	1	0	1	0	1	3	0
ENSMUSG00000081559	0	4	6	7	1	4	7
ENSMUSG00000085980	12	2	16	3	9	8	20
ENSMUSG00000073860	9	1	10	5	4	12	5
ENSMUSG00000085305	0	0	0	4	3	2	0
ENSMUSG00000131573	14	12	15	7	7	12	17
ENSMUSG00000131607	4	0	29	0	0	12	15
ENSMUSG00000141846	1	0	1	1	1	0	0
ENSMUSG00000085876	3	0	8	6	4	0	12
ENSMUSG00000083685	0	2	5	1	4	0	4
ENSMUSG00000143498	5	0	13	0	0	1	9
ENSMUSG00000135413	2	3	5	3	4	3	3
ENSMUSG00000035561	49	90	154	344	266	51	137
ENSMUSG00000035551	14	11	5	0	0	10	29
ENSMUSG00000137873	4	0	0	0	0	0	7
ENSMUSG00000138343	10	5	23	0	0	7	11
ENSMUSG00000133888	1	0	0	0	0	0	2
ENSMUSG00000028327	41	18	70	21	19	64	74
ENSMUSG00000035539	34	35	34	44	18	25	25
ENSMUSG00000130637	0	4	0	0	0	0	0
ENSMUSG00000035517	302	462	725	1023	855	177	502
ENSMUSG00000137326	20	17	5	27	27	15	20
ENSMUSG00000028328	306	1040	695	1819	1298	209	969
ENSMUSG00000133313	16	17	23	13	19	11	22
ENSMUSG00000035495	194	319	392	860	638	123	373
ENSMUSG00002076882	0	0	4	0	0	4	4
ENSMUSG00000028330	409	944	1188	1871	1746	337	728
ENSMUSG00000028329	58	131	96	188	93	48	81
ENSMUSG00000126395	4	0	9	0	0	6	4
ENSMUSG00000082194	9	13	10	6	0	6	18
ENSMUSG00000081483	5	4	5	1	0	6	2
ENSMUSG00000087383	1	1	14	0	2	13	16
ENSMUSG00000080816	3	7	3	4	2	6	24
ENSMUSG00000070990	0	0	0	0	3	0	2
ENSMUSG00000028331	34	182	153	172	235	64	117
ENSMUSG00000137079	17	34	23	29	14	10	14
ENSMUSG00000028332	1314	2701	5197	8316	8455	1241	3560
ENSMUSG00000082242	1	0	4	0	0	0	2
ENSMUSG00000133345	4	9	6	16	9	9	6
ENSMUSG00000028333	831	2227	2740	5318	4600	1379	1843
ENSMUSG00000028334	189	446	345	857	568	97	228
ENSMUSG00000039853	122	208	202	610	316	69	173
ENSMUSG00000064410	0	0	0	0	0	0	0
ENSMUSG00000085990	11	19	8	19	5	20	20
ENSMUSG00000028337	127	257	348	916	405	71	268
ENSMUSG00000137801	16	11	11	95	12	14	17
ENSMUSG00000121136	0	0	5	0	0	0	0
ENSMUSG00000039813	106	306	312	884	520	130	288
ENSMUSG00000132417	5	10	39	73	61	14	40
ENSMUSG00000120662	0	0	4	2	6	3	0
ENSMUSG00000039809	31	41	18	14	21	22	37
ENSMUSG00000123891	0	1	4	0	0	3	9
ENSMUSG00000141136	2	0	0	0	0	2	0
ENSMUSG00000120168	24	46	88	95	119	33	51
ENSMUSG00000125050	27	1	14	3	2	2	16
ENSMUSG00000133953	1	0	1	3	0	2	6
ENSMUSG00000048824	15	12	14	23	22	12	19
ENSMUSG00000127599	8	4	5	3	1	2	3
ENSMUSG00000066191	88	102	87	86	81	33	117
ENSMUSG00000081561	0	0	0	1	1	0	1
ENSMUSG00000084199	0	0	0	0	0	0	0
ENSMUSG00000039774	43	141	108	228	157	16	64
ENSMUSG00000094286	0	0	5	3	0	2	1
ENSMUSG00000083491	0	0	2	0	0	0	2
ENSMUSG00000087500	26	10	22	8	4	5	33
ENSMUSG00000135998	3	2	4	2	2	0	0
ENSMUSG00000028339	102	259	278	172	509	89	213
ENSMUSG00000123645	5	0	0	3	1	0	0
ENSMUSG00000123603	0	3	1	1	2	1	2
ENSMUSG00000007613	565	695	479	869	1619	230	723
ENSMUSG00000123018	17	47	41	35	57	25	29
ENSMUSG00000123055	18	57	36	18	31	13	26
ENSMUSG00000081152	6	7	19	10	3	10	31
ENSMUSG00000039740	262	480	626	1104	640	171	431
ENSMUSG00000053317	191	534	369	729	921	123	340
ENSMUSG00000139416	6	0	2	0	0	2	5
ENSMUSG00000126040	2	4	11	0	0	0	5
ENSMUSG00000131173	10	27	32	19	18	14	26
ENSMUSG00000123812	9	0	12	2	4	5	14
ENSMUSG00002075920	1	0	0	1	0	0	0
ENSMUSG00000123897	5	1	0	2	0	4	2
ENSMUSG00000123851	8	13	16	8	10	4	30
ENSMUSG00002075519	0	2	0	0	0	0	2
ENSMUSG00000125312	12	6	3	1	0	1	5
ENSMUSG00000124451	4	2	23	5	12	3	5
ENSMUSG00000139363	3	12	15	4	5	14	8
ENSMUSG00000132842	19	7	43	5	6	17	24
ENSMUSG00000143954	11	3	13	2	18	16	2
ENSMUSG00000143993	7	2	7	0	6	8	13
ENSMUSG00000102450	17	20	21	0	20	23	32
ENSMUSG00000136037	1	0	1	5	3	6	13
ENSMUSG00000089349	0	0	0	1	0	0	2
ENSMUSG00000125018	16	13	24	10	0	24	31
ENSMUSG00000085660	30	8	25	12	16	44	55
ENSMUSG00000120048	35	64	63	70	18	28	46
ENSMUSG00000133367	4	0	0	0	0	0	2
ENSMUSG00000028341	16	31	19	32	16	12	37
ENSMUSG00000128603	0	1	0	0	1	0	0
ENSMUSG00000061455	310	606	663	1054	970	233	496
ENSMUSG00000028343	440	1083	984	2059	1562	310	804
ENSMUSG00000087844	1	0	3	1	0	2	8
ENSMUSG00000028344	165	332	412	359	375	171	376
ENSMUSG00000126473	2	6	7	1	2	0	14
ENSMUSG00000081953	8	11	13	15	24	11	13
ENSMUSG00000126407	4	9	15	0	1	2	11
ENSMUSG00000028345	149	455	491	768	722	252	422
ENSMUSG00000136367	2	0	6	1	3	7	2
ENSMUSG00000039693	46	134	115	188	254	56	70
ENSMUSG00000122790	0	0	2	5	1	7	13
ENSMUSG00000028347	33	27	66	32	58	9	48
ENSMUSG00000137266	5	2	6	0	1	6	0
ENSMUSG00000028348	38	159	25	85	91	25	119
ENSMUSG00000080850	0	2	1	1	0	3	2
ENSMUSG00000124608	11	5	17	14	4	11	26
ENSMUSG00000083091	2	4	8	1	0	0	0
ENSMUSG00002075470	5	2	3	2	2	3	8
ENSMUSG00000077417	0	0	8	0	0	0	0
ENSMUSG00000084787	42	17	45	16	21	49	35
ENSMUSG00000083869	0	4	3	0	0	1	2
ENSMUSG00000129972	5	1	0	0	2	5	1
ENSMUSG00000063446	37	50	66	29	65	100	73
ENSMUSG00000128409	1	2	0	2	0	0	0
ENSMUSG00000064782	0	0	3	0	4	2	0
ENSMUSG00000096476	10	0	2	0	6	4	0
ENSMUSG00000081770	17	8	9	2	1	13	18
ENSMUSG00000060317	6	30	23	2	9	26	45
ENSMUSG00000082725	5	0	10	5	2	5	11
ENSMUSG00000094082	2	0	5	0	3	2	1
ENSMUSG00000130702	5	0	3	0	0	2	2
ENSMUSG00000070985	17	17	42	11	16	43	45
ENSMUSG00000131594	5	1	0	2	0	5	3
ENSMUSG00000084479	1	0	1	3	0	10	6
ENSMUSG00000131555	10	11	15	8	4	12	21
ENSMUSG00000131634	1	9	0	4	2	9	9
ENSMUSG00000124115	5	4	9	11	9	6	21
ENSMUSG00000039653	9	8	15	6	9	14	22
ENSMUSG00000131612	10	9	14	9	11	4	3
ENSMUSG00000044018	87	378	275	621	487	71	291
ENSMUSG00000039634	62	67	154	184	143	54	130
ENSMUSG00000028307	67	195	83	263	139	52	164
ENSMUSG00000039611	129	250	199	401	329	85	288
ENSMUSG00000130767	29	29	19	13	17	16	27
ENSMUSG00000130799	5	8	5	2	3	6	9
ENSMUSG00000130838	1	1	0	0	0	1	3
ENSMUSG00000028309	443	922	983	1700	1431	455	802
ENSMUSG00000039579	92	118	243	54	126	147	200
ENSMUSG00000028310	16	13	38	10	28	56	46
ENSMUSG00000123504	18	8	30	5	0	16	16
ENSMUSG00000083153	5	1	0	4	0	0	8
ENSMUSG00000141607	0	2	0	0	6	0	2
ENSMUSG00000136209	3	6	3	1	1	11	11
ENSMUSG00000081120	4	7	1	2	0	2	11
ENSMUSG00000095394	6	2	0	0	0	1	3
ENSMUSG00000123644	60	50	71	36	47	93	95
ENSMUSG00000123601	2	5	10	0	0	5	9
ENSMUSG00000084116	1	6	6	0	0	3	11
ENSMUSG00000039555	9	17	9	27	11	22	29
ENSMUSG00000019836	10	13	8	17	2	4	12
ENSMUSG00000136730	12	8	37	8	3	10	31
ENSMUSG00002075333	3	0	3	3	2	3	2
ENSMUSG00000088515	2	0	3	0	2	0	3
ENSMUSG00000088954	6	5	5	2	8	4	21
ENSMUSG00000064923	0	0	0	0	0	0	0
ENSMUSG00000081050	10	11	5	5	2	0	17
ENSMUSG00000085515	27	9	35	29	14	28	29
ENSMUSG00000082963	3	2	2	6	0	2	8
ENSMUSG00000083539	4	2	6	1	0	17	12
ENSMUSG00000082267	0	0	1	0	2	1	1
ENSMUSG00000083338	5	6	10	2	10	27	13
ENSMUSG00000138189	3	5	9	8	0	4	16
ENSMUSG00000085763	28	31	16	19	28	30	39
ENSMUSG00000028312	522	979	1481	2304	2094	578	1112
ENSMUSG00000084380	1	5	2	1	0	2	1
ENSMUSG00000061619	0	0	4	0	4	2	5
ENSMUSG00000028314	9	11	11	15	8	25	19
ENSMUSG00000124260	27	16	42	15	15	28	27
