gene_id	SRR9126859	SRR9126934	SRR9127063	SRR9127293	SRR9127308	SRR9127357	SRR9127396
ENSMUSG00000031389.18	3.529643	5.504468	7.193428	7.163131	10.999434	2.232644	4.773301
ENSMUSG00000031390.9	0.217961	0.295326	0.301259	0.55251	0.308665	0.217007	0.129544
ENSMUSG00000031391.19	1.395025	0.952814	0.894208	1.988474	1.082525	0.484849	3.531854
ENSMUSG00000031392.19	14.239477	14.761378	14.25311	27.002092	16.545732	2.778927	17.505957
ENSMUSG00000031393.18	0.962036	1.21919	1.076662	1.983654	1.627668	0.551105	0.631403
ENSMUSG00000031394.12	0.377661	0	0	0	0.336966	0	0.723945
ENSMUSG00000031397.12	0.304935	0	0.392283	0	0	0	0
ENSMUSG00000031398.14	0.426431	0.615777	0.154087	0.448997	0.802838	0.134894	0.134114
ENSMUSG00000031399.16	1.189631	2.114569	2.458436	3.829507	0.999922	0.614274	1.161947
ENSMUSG00000031400.11	3.860879	2.825749	4.099638	5.155775	4.908061	1.169289	1.523473
ENSMUSG00000031402.13	15.6112	21.79199	34.534326	57.072677	50.121083	3.951026	25.314464
ENSMUSG00000031403.15	2.490083	4.483568	5.555336	14.698427	8.66309	0.446687	1.980844
ENSMUSG00000031409.2	0	0	0.056542	0	0	0.031021	0.072359
ENSMUSG00000031410.15	0.914018	0.178283	0.161779	0.236832	0	0	0.400283
ENSMUSG00000031411.13	0.229426	0.01805	0.317725	0.017886	0.019657	0.025485	0.36112
ENSMUSG00000031422.17	6.660146	5.967499	4.684215	4.722143	4.658623	0.302655	5.015552
ENSMUSG00000031424.17	0.046469	0.088183	0.34578	0.058365	0.064504	0	0.032406
ENSMUSG00000031425.16	0.712828	1.323466	0.415701	0.980754	0.427422	0.062802	0.613873
ENSMUSG00000031428.12	0.70515	0.679662	0.664326	2.515861	0.575715	0.197267	0.524333
ENSMUSG00000031429.15	0.933779	0.851795	0.837945	1.57801	1.743677	0.055393	1.752162
ENSMUSG00000031430.9	0.065572	0.249645	0.161011	0.014471	0.238235	0.114433	0.361314
ENSMUSG00000031431.14	2.150081	8.407354	3.683791	7.490325	5.499824	0.620166	4.996191
ENSMUSG00000031432.4	2.934444	5.87471	8.180612	14.076885	10.364807	1.280611	5.612151
ENSMUSG00000031433.16	0.873776	0.96636	1.297557	1.683137	2.781155	0.673723	1.801107
ENSMUSG00000031434.16	1.918552	1.558558	1.991515	0.993175	0.975499	0.703176	1.904802
ENSMUSG00000031438.12	0.536767	0.764167	0.585976	1.709447	0.657046	0.196376	1.103376
ENSMUSG00000031441.16	4.553683	3.691611	2.742617	6.004535	3.226295	0.801373	5.531259
ENSMUSG00000031442.22	2.960494	3.724207	3.852367	3.955155	3.821842	0.781088	2.626203
ENSMUSG00000031443.8	0.305111	0.531795	0.202722	0.435017	0	0.016099	0.135437
ENSMUSG00000031444.17	0	0	0.826298	4.699263	2.942324	0	0
ENSMUSG00000031445.6	0.353715	0.21387	0.159155	0.407539	0.37283	0.289902	0.645208
ENSMUSG00000031446.15	23.106324	17.110045	23.17938	11.746982	11.229678	14.442565	33.923242
ENSMUSG00000031447.8	60.276793	96.39484	87.653791	176.189806	134.175219	13.965955	75.207729
ENSMUSG00000031448.13	0.264437	0.213669	0.12196	0.132002	0.282669	0.131423	0.327406
ENSMUSG00000031449.11	0.287027	0	0.313807	0.102553	0	0.023351	0.241736
ENSMUSG00000031450.9	0.72765	0.298087	0.386361	0.215555	0.115245	0.253928	0.654334
ENSMUSG00000031451.7	19.412966	53.17013	31.143185	55.162926	50.517211	4.991705	34.369616
ENSMUSG00000031452.16	0	0	0	0	2.001624	0	0.468008
ENSMUSG00000031453.17	15.161671	18.027107	26.068157	44.96605	33.132526	6.249312	16.810377
ENSMUSG00000031458.9	1.549466	2.816052	1.868006	4.0737	2.062771	1.173211	2.086268
ENSMUSG00000031461.5	3.945979	18.074129	1.889879	8.106036	7.63217	1.077243	16.234623
ENSMUSG00000031465.7	1.038558	1.4278	3.226093	1.513208	2.636179	0.245517	2.384666
ENSMUSG00000031467.11	2.463717	4.466993	4.823225	8.654559	6.791718	0.960386	3.490967
ENSMUSG00000031471.4	0	0	2.510372	0	0	0	0
ENSMUSG00000031478.17	0.752905	0.984697	0.350526	0.376683	0	0.911687	1.263215
ENSMUSG00000031479.10	2.35739	3.208545	2.897024	4.91051	5.203796	1.049982	2.70677
ENSMUSG00000031480.16	0	0.795381	0.267384	0.115075	0	0	0.198668
ENSMUSG00000031481.9	0.093627	0.110293	0.081735	0.07347	0.051176	0.105572	0.349878
ENSMUSG00000031482.10	1.303298	1.72489	1.473312	2.521657	2.869906	0.260551	1.842622
ENSMUSG00000031483.9	3.879792	6.328229	5.34777	8.939418	5.871312	1.606161	4.776888
ENSMUSG00000031485.16	2.246392	3.925072	3.743988	7.656922	4.1539	1.404735	3.194291
ENSMUSG00000031486.16	0	0.01967	0.555784	0.474311	0	0	0.155648
ENSMUSG00000031487.6	0.963995	1.452498	1.613698	2.932477	2.348611	0.594147	2.296545
ENSMUSG00000031488.15	1.366917	1.503231	2.315594	2.647862	2.355757	0.405621	1.958177
ENSMUSG00000031489.16	0.089393	0.046087	0	0.285417	0.421078	0	0
ENSMUSG00000031490.7	14.021313	12.683509	13.988894	18.789851	18.418067	7.403661	20.850202
ENSMUSG00000031492.14	0.552058	0.293283	0.486803	0.114558	0.205041	0.176425	0.68753
ENSMUSG00000031493.11	0.12688	0.060137	0.049451	0.312095	0.032531	0.027135	0.140917
ENSMUSG00000031494.8	0.404102	2.391053	2.730838	1.328317	4.755962	1.106499	1.572235
ENSMUSG00000031495.9	0.602165	0.939099	1.367702	0.696427	1.271542	0.285411	1.246583
ENSMUSG00000031497.11	1.469237	2.168038	2.781281	5.305014	3.630659	1.183038	2.85468
ENSMUSG00000031502.12	1.686075	3.073517	3.210724	2.663139	3.643863	1.415153	2.784482
ENSMUSG00000031503.14	0	0	0	0	0.168409	0	0
ENSMUSG00000031504.7	1.946797	2.829538	2.074678	6.504213	3.503635	0.388384	3.248744
ENSMUSG00000031505.12	7.517828	5.995318	10.825112	13.521886	14.661176	2.700422	9.329747
ENSMUSG00000031506.12	3.13883	4.503921	7.420706	15.529066	14.655765	0.345444	3.726185
ENSMUSG00000031508.15	4.348664	5.79923	5.416754	8.141171	8.867353	2.183678	6.149669
ENSMUSG00000031509.11	0.25662	0	0	0	0	0	1.138575
ENSMUSG00000031510.7	0.422597	0.049081	0.071746	0	0.978762	0.420554	0.076672
ENSMUSG00000031511.17	7.225986	5.78986	4.976044	4.428687	5.763212	1.863731	8.664653
ENSMUSG00000031512.16	0.434958	0	0.453588	0	0	0.135048	0.072862
ENSMUSG00000031513.9	4.223033	4.689868	5.26231	9.897391	7.60828	1.329784	4.629784
ENSMUSG00000031516.12	5.435681	11.24363	8.083671	14.961531	17.259761	2.522061	8.93973
ENSMUSG00000031517.9	1.351651	2.217364	2.193642	3.387282	3.562046	0.446351	2.372098
ENSMUSG00000031518.7	0.283172	0	0.831193	0.25474	0.226962	0.200336	0.552927
ENSMUSG00000031519.5	1.949688	4.286324	0.708531	3.040358	2.159168	0.84692	6.149931
ENSMUSG00000031520.7	1.389572	2.20744	2.551952	3.658613	2.745566	0.863959	4.204333
ENSMUSG00000031521.6	4.026912	6.755906	5.051274	8.137058	10.490474	0.900801	5.782111
ENSMUSG00000031523.17	2.008424	2.516422	1.540434	1.387425	3.608054	0.815889	3.431596
ENSMUSG00000031527.8	4.210646	4.825807	6.598904	11.834538	9.398563	1.376753	5.676004
ENSMUSG00000031529.6	2.372517	3.887814	7.527964	5.086877	5.181787	1.39959	5.292754
ENSMUSG00000031530.7	0.517426	1.245229	0.49215	2.32545	0.610616	0.071832	0.916088
ENSMUSG00000031532.8	13.386057	25.203868	19.802553	36.588319	28.561336	5.186767	19.038163
ENSMUSG00000031533.5	1.339335	2.936484	3.010633	3.451216	3.562609	0.730542	1.717967
ENSMUSG00000031534.16	0	0	0	0	0	0	0
ENSMUSG00000031535.8	0.104873	0.073233	0.120308	0	0.404638	0.024816	0.300233
ENSMUSG00000031536.7	4.090467	8.627022	6.016243	8.796997	9.450154	1.859651	7.814088
ENSMUSG00000031537.16	5.300743	5.900192	5.897515	9.873631	10.329309	2.045139	7.255169
ENSMUSG00000031538.7	0.774357	2.110877	3.597507	0.64304	3.495152	0.966637	1.760517
ENSMUSG00000031539.7	0.595143	1.812132	1.024087	1.588984	1.350798	0.172828	1.169686
ENSMUSG00000031540.15	1.278801	1.563599	2.103101	2.909519	3.176787	0.58398	2.209252
ENSMUSG00000031543.19	3.407542	7.560173	5.067098	8.159828	9.449295	1.268795	10.105632
ENSMUSG00000031545.7	3.84681	5.986559	5.926852	11.054477	8.437982	1.646461	5.528875
ENSMUSG00000031546.7	4.411229	8.054714	9.866943	15.149548	15.51795	1.560217	5.793423
ENSMUSG00000031548.8	0.798314	1.086564	0.638081	1.873464	1.057817	0.159604	0.852102
ENSMUSG00000031549.17	0.289352	0.108842	0.345898	0.083296	0.065234	0.146427	0.743276
ENSMUSG00000031551.13	0.252455	0.187659	0.26438	0	0.058679	0.166748	0.282649
ENSMUSG00000031552.14	0.695505	0	2.331373	0.262507	0.082458	0.106624	0.574796
ENSMUSG00000031553.17	0.896088	0	0.622606	0.612681	0.257239	0.510012	1.229693
ENSMUSG00000031554.19	0.320107	0.205285	0.764327	0.137178	0.215643	0	0.514766
ENSMUSG00000031555.17	2.703953	6.049197	4.294008	7.849855	5.556584	0.574296	4.431907
ENSMUSG00000031556.7	7.620616	13.398065	12.041107	21.579777	21.622957	2.493361	11.434495
ENSMUSG00000031557.17	5.531645	8.336875	12.076258	13.574282	14.519909	1.322967	6.14879
ENSMUSG00000031558.16	10.642313	8.825947	10.911788	5.796765	7.714743	4.652185	12.101282
ENSMUSG00000031559.17	6.844965	6.714484	9.983858	2.260489	2.451002	4.886707	12.587565
ENSMUSG00000031561.17	1.717663	0.337748	1.623713	0.257762	1.013931	1.016223	1.732478
ENSMUSG00000031562.17	0.728604	0.294595	0.452583	0.409958	1.189902	0.279522	0.953877
ENSMUSG00000031563.9	1.383734	2.174914	1.36893	1.465795	1.928456	0.444312	1.714543
ENSMUSG00000031565.20	7.340181	12.632981	8.470911	5.188584	13.066091	1.753292	10.198226
ENSMUSG00000031568.17	0.912308	0.661863	0.272268	1.714295	1.226559	0.370003	1.032941
ENSMUSG00000031570.18	7.166308	5.637477	6.639382	7.614927	8.717838	2.999371	5.907202
ENSMUSG00000031574.9	0.97195	0.437901	0.742284	0.641816	0.437926	0.14016	0.524006
ENSMUSG00000031575.19	3.954833	5.787941	7.619002	16.27034	9.759887	6.3318	11.195281
ENSMUSG00000031576.17	0.365209	0	0.522703	0	0.201	0	0.709566
ENSMUSG00000031577.11	1.916044	1.991604	2.287805	3.596096	2.962755	0.608445	2.314964
ENSMUSG00000031578.6	2.145885	3.43241	3.029838	6.766623	4.921833	1.6954	4.070158
ENSMUSG00000031583.14	1.345582	0.819247	1.673521	2.362391	3.247962	0.944473	1.84212
ENSMUSG00000031584.17	24.831622	43.83602	50.945102	94.07509	67.337018	7.379156	33.506647
ENSMUSG00000031585.14	4.575693	7.358301	8.995356	17.061518	16.302191	2.191973	7.723111
ENSMUSG00000031586.18	1.625811	4.435455	2.098146	3.585928	1.594477	0.833948	1.919762
ENSMUSG00000031590.9	11.538261	12.553457	13.957993	14.395973	15.988067	6.137738	19.827052
ENSMUSG00000031591.15	1.270659	6.778465	2.770025	0.823575	5.355124	1.886826	0.919699
ENSMUSG00000031592.11	2.810156	3.143349	2.371443	4.372344	3.884827	1.615918	2.570939
ENSMUSG00000031594.10	0.261814	0.611723	0.494357	0.227277	0.713003	0.305018	1.151903
ENSMUSG00000031595.10	0.830213	0.685013	1.593868	0.217513	0.723463	0.773704	1.340006
ENSMUSG00000031596.16	0.385614	1.206325	0.623756	0.879038	0.402282	0.230684	0.651241
ENSMUSG00000031600.12	2.624402	4.388135	4.389097	5.382339	7.034329	1.313278	5.47397
ENSMUSG00000031601.17	1.194963	4.36963	6.844563	6.359318	8.686864	0.50232	4.143356
ENSMUSG00000031603.15	0.387054	0	0	0	0	0	0
ENSMUSG00000031604.11	1.48146	1.192051	2.320424	4.048132	2.981187	1.883063	2.982544
ENSMUSG00000031605.9	2.164039	2.880197	3.774526	5.02286	4.561786	1.446857	3.522289
ENSMUSG00000031608.14	0.921432	0.713202	1.773018	1.206068	2.226393	0.386744	2.128483
ENSMUSG00000031609.4	3.16208	6.911059	7.866333	12.942835	12.599883	1.609075	6.284692
ENSMUSG00000031610.4	1.436739	1.80798	2.492928	2.280799	3.19194	0.805197	2.007158
ENSMUSG00000031616.8	1.084782	1.298644	1.278373	1.06624	1.965296	0.427569	1.178177
ENSMUSG00000031617.17	0	0	0	0	0	0.158148	0
ENSMUSG00000031618.14	1.603408	0.61932	3.31436	2.390611	0.589293	0.322021	0.837719
ENSMUSG00000031620.17	0.6298	0.257043	0.37131	0.224701	0.221547	0.409326	0.081819
ENSMUSG00000031621.10	0	0	0	0	0	0	0
ENSMUSG00000031622.17	13.774891	24.949091	15.141101	41.125417	29.090061	4.101303	18.024256
ENSMUSG00000031626.19	11.37701	13.450466	11.146679	8.801135	14.612659	6.825494	18.869298
ENSMUSG00000031627.10	4.363421	6.023073	8.923101	12.377258	9.567397	3.761726	10.178806
ENSMUSG00000031628.10	4.560739	7.178074	9.472936	13.665366	14.213011	2.525874	7.407287
ENSMUSG00000031629.15	2.948506	0.655227	2.32712	2.174414	1.862564	0.28199	0.635036
ENSMUSG00000031631.16	0.861255	0.954185	0.833432	1.516278	0.984103	0.810916	1.699223
ENSMUSG00000031633.5	32.235989	123.219264	15.978574	65.672468	69.220425	10.032567	110.699105
ENSMUSG00000031634.14	5.4786	8.505556	8.832096	12.850825	12.393151	3.602897	9.383244
ENSMUSG00000031635.15	0.692006	0.485352	0.35995	0.081234	0.089926	0.375276	0.522198
ENSMUSG00000031636.8	10.566486	33.397061	2.746982	19.061856	13.17169	1.714012	30.753553
ENSMUSG00000031637.14	0.488476	0.386879	0.227379	0.279505	0.288797	0.106119	0.206719
ENSMUSG00000031639.13	0.212887	0.850319	0.734012	0.984761	0	0.137989	1.334319
ENSMUSG00000031640.12	0	0.171234	0.168811	0	0	0.047824	0
ENSMUSG00000031641.15	0.859833	0.905404	1.514369	1.476599	4.157967	0.212341	0.938597
ENSMUSG00000031642.10	0.995827	1.366876	1.490603	0.837747	1.403924	0.571081	1.413314
ENSMUSG00000031644.20	0.99854	0.825598	1.544902	2.010923	2.388223	0.582107	1.292609
ENSMUSG00000031645.5	0.081522	0.211113	0.060439	0	0.387633	0.064603	0.086125
ENSMUSG00000031647.11	1.391088	0.815346	0.875442	2.685048	2.03981	0.445683	1.201987
ENSMUSG00000031651.6	1.622948	0.85502	1.498191	0.946511	1.066789	0.796715	2.294657
ENSMUSG00000031652.12	1.304067	1.396471	1.871676	3.028578	2.848703	0.501953	1.809827
ENSMUSG00000031654.17	0.138693	0.215552	0.119661	0.350803	0	0.075399	0
ENSMUSG00000031657.17	3.515732	0.618853	3.929938	1.235076	2.091432	0.676198	3.050047
ENSMUSG00000031659.14	3.442421	4.628576	3.029616	7.951969	5.968758	1.200447	4.563926
ENSMUSG00000031660.15	4.211872	6.327532	5.372979	9.799482	7.789339	1.869996	5.071888
ENSMUSG00000031661.13	0.060045	0.182182	0.020646	0.04938	0.375806	0.072736	0
ENSMUSG00000031662.9	4.334346	3.872224	6.446885	9.374287	6.819618	1.367621	4.829879
ENSMUSG00000031665.8	0.189914	0.027963	0.115016	0.027433	0.060036	0.030193	0.131059
ENSMUSG00000031666.16	3.265491	5.877947	5.460619	8.355148	7.373109	1.603775	6.849611
ENSMUSG00000031667.17	4.895379	8.266475	6.386994	7.198256	9.912342	2.167567	7.227741
ENSMUSG00000031668.15	2.480244	0.052146	2.384777	0.487597	1.363068	0.695808	1.738303
ENSMUSG00000031669.11	1.21626	1.640954	2.815143	5.000177	2.029571	0.539494	2.519581
ENSMUSG00000031671.12	0.865178	3.693512	2.163296	6.239091	5.02085	1.028369	4.015689
ENSMUSG00000031672.9	9.457516	24.563231	14.418862	32.950222	24.544592	2.300094	21.364099
ENSMUSG00000031673.7	7.197876	13.751265	12.704074	10.849953	18.889581	2.309731	10.572767
ENSMUSG00000031681.17	1.021627	0.651285	1.274703	1.049917	0.842608	0.593915	3.072262
ENSMUSG00000031682.6	0.080621	0.728874	0	0.117886	0	0.152271	0.136659
ENSMUSG00000031683.17	9.822731	8.982349	7.836661	18.308233	18.241924	2.746566	12.227342
ENSMUSG00000031684.12	1.921347	1.741772	3.787072	1.459861	3.00486	4.312301	1.228697
ENSMUSG00000031688.5	0.162817	0.036294	0.159194	0.035711	0.013051	0.112012	0.396891
ENSMUSG00000031691.15	2.110908	0.837867	2.118523	4.292891	3.07781	0.26487	1.012118
ENSMUSG00000031696.10	5.494274	3.269117	4.729415	4.455755	4.948528	2.440858	7.561551
ENSMUSG00000031697.13	3.112676	3.544397	5.197342	10.661518	6.588582	2.133942	4.99692
ENSMUSG00000031698.15	1.247671	5.523097	6.481805	7.569129	7.828792	2.428225	7.322592
ENSMUSG00000031700.12	0.130435	0.166086	0.297037	0.03123	0.052719	0.113625	0.190233
ENSMUSG00000031701.7	6.9458	13.995865	11.553972	21.53418	17.724356	2.007101	11.462882
ENSMUSG00000031703.9	6.072204	8.073904	9.976465	13.521252	13.066195	2.252838	8.460097
ENSMUSG00000031706.8	1.509265	1.587382	1.633364	3.112082	2.860635	0.617723	2.283827
ENSMUSG00000031708.18	18.683933	41.137491	16.132951	35.256431	26.044349	3.612104	30.031386
ENSMUSG00000031709.16	0.378864	0.274067	0.27292	0.631323	0.279757	0.135274	0.397646
ENSMUSG00000031710.5	0.19823	0.054473	0.268594	0.081104	0.238564	0.018807	0.350972
ENSMUSG00000031711.8	9.566451	7.023052	7.537901	12.353037	14.308209	3.228831	5.294889
ENSMUSG00000031712.11	1.417323	3.497879	3.08635	6.426982	4.957955	1.112466	2.348908
ENSMUSG00000031714.11	0.334408	0.648635	3.225513	1.664561	2.426427	0.356275	0.916102
ENSMUSG00000031715.15	7.747346	11.045353	14.293467	21.089285	23.219625	2.081055	10.575152
ENSMUSG00000031722.11	64.819346	126.848876	154.144265	268.941578	202.667964	20.032826	100.294211
ENSMUSG00000031723.9	2.093604	3.17043	3.71179	5.907667	5.356247	0.94764	3.581599
ENSMUSG00000031725.9	3.034225	2.364122	2.102409	0.956707	1.816214	1.937398	3.865131
ENSMUSG00000031727.9	0.228743	0.127341	0.075551	0.077982	0.012211	0.048481	0.156404
ENSMUSG00000031728.11	1.992306	4.018245	2.862922	3.778092	4.388101	0.87159	3.285222
ENSMUSG00000031729.7	8.10236	13.26576	13.433812	24.287989	19.741693	3.025902	11.057476
ENSMUSG00000031730.19	5.033099	4.605499	5.21711	8.401925	4.87146	2.470578	5.098918
ENSMUSG00000031731.17	12.231081	8.825706	13.231837	11.660628	10.849058	4.136249	15.844141
ENSMUSG00000031732.13	0.758044	0.531887	0.894273	0.655721	1.055803	0.502645	0.781591
ENSMUSG00000031734.14	0.775902	1.95786	0.66453	0.924164	2.122024	0.23852	0.993074
ENSMUSG00000031736.14	10.847342	13.344048	6.423202	4.752023	8.651022	2.556905	7.318201
ENSMUSG00000031737.12	0.065225	0.228892	0.333885	0.034451	0.303609	0	0.072708
ENSMUSG00000031738.15	0.247904	0	0	0	0.414676	0	0
ENSMUSG00000031740.9	12.069465	36.491053	39.750325	15.371339	60.772459	8.571997	21.130786
ENSMUSG00000031748.17	2.98964	1.549383	1.303168	0.799603	0.639594	0.216069	3.242777
ENSMUSG00000031749.13	6.996464	6.912302	9.186687	15.495989	15.90404	2.047376	7.726857
ENSMUSG00000031750.16	0	0.129859	0.521239	1.283339	0.151474	0	1.172209
ENSMUSG00000031751.15	0	0	1.341517	0.874965	0	0.599447	2.128308
ENSMUSG00000031753.17	6.173858	4.639917	7.206768	8.45692	7.559871	2.64348	7.494014
ENSMUSG00000031754.11	4.740201	6.438046	8.95071	16.093525	11.716605	2.336833	5.110762
ENSMUSG00000031755.7	1.797725	1.839478	1.297125	1.4704	1.496244	0.108652	0.663998
ENSMUSG00000031756.6	1.945715	5.066785	8.654888	9.639457	10.094144	1.766473	4.626381
ENSMUSG00000031757.8	0	0	0.248272	0	0	0.44203	0
ENSMUSG00000031758.11	0.948161	2.036225	1.955599	2.374286	1.823832	0.617179	2.030761
ENSMUSG00000031760.10	0.248953	0.185737	0	0	0	0	0.882019
ENSMUSG00000031762.8	4.74892	18.924228	5.925326	17.219639	7.336917	1.33254	5.909231
ENSMUSG00000031765.9	29.512756	64.873366	20.540425	92.194194	43.891343	6.807138	25.421523
ENSMUSG00000031766.5	0.89033	0.87982	1.339559	0.498377	1.160787	0.32281	1.287205
ENSMUSG00000031767.14	1.263628	2.181385	2.619427	3.455621	3.611147	0.345925	2.766433
ENSMUSG00000031770.17	16.655196	27.159694	22.891657	47.66409	42.274372	7.28133	24.677393
ENSMUSG00000031772.18	0.692101	0.862305	0.633166	0.228515	0.749356	0.400578	0.746969
ENSMUSG00000031774.9	4.54791	4.882891	4.878707	8.754817	8.846468	2.514388	4.006008
ENSMUSG00000031775.6	0.032487	0.57062	0.25079	0.215503	0.234599	0.042764	0.077735
ENSMUSG00000031776.18	0.331553	1.15829	0.427986	1.159939	2.724609	0.22808	2.820232
ENSMUSG00000031778.14	1.147724	1.638501	0.918875	2.064866	1.142213	0.332519	1.200156
ENSMUSG00000031779.4	0.438073	0.279277	0.346966	0.055166	0.181924	0.0785	0.261757
ENSMUSG00000031780.3	0.787011	0.472475	0.503858	0	0.354687	0.407351	0.549092
ENSMUSG00000031781.15	2.07917	5.808817	6.096176	9.028501	8.112751	1.962209	6.513381
ENSMUSG00000031782.16	3.434008	4.697097	10.120828	6.213589	6.03538	0.988459	5.429989
ENSMUSG00000031783.11	8.449284	14.581184	14.348761	25.4313	21.045997	3.185189	13.210224
ENSMUSG00000031785.17	11.144845	11.681458	10.675207	27.406942	16.760996	1.861464	14.125874
ENSMUSG00000031786.8	0.179684	0	0.624176	0.137263	0.331336	0.250026	0.195929
ENSMUSG00000031787.9	1.521443	3.294059	1.953413	4.77476	3.175048	0.574494	2.328271
ENSMUSG00000031788.15	1.781939	1.465941	2.593611	1.32834	2.334674	1.137057	0.93522
ENSMUSG00000031789.18	1.425903	0.211597	0.591972	0.481338	0.699076	0.399381	0.675768
ENSMUSG00000031790.9	0.807449	0.721029	0.602712	0.599767	0.899531	0.17105	0.528044
ENSMUSG00000031791.9	12.541325	44.591222	3.668817	24.373865	21.163212	2.426211	42.142762
ENSMUSG00000031792.16	1.899771	0.371829	0.646057	3.229131	0.652973	0.209642	1.725241
ENSMUSG00000031796.8	4.346229	9.350616	7.499398	13.636994	10.137178	0.936978	6.721306
ENSMUSG00000031799.11	1.624733	2.366746	4.673496	4.231495	5.397419	3.524764	2.41431
ENSMUSG00000031802.10	1.235184	1.752726	2.785633	2.221973	1.364172	0.770597	2.611442
ENSMUSG00000031803.9	0.915906	1.858276	1.210724	2.178143	1.523864	0.308261	1.137328
ENSMUSG00000031805.18	1.263377	2.353223	2.039813	4.535175	2.217997	0.679882	1.685632
ENSMUSG00000031807.11	2.555727	3.354521	3.765452	4.823324	5.380459	1.025364	3.728102
ENSMUSG00000031808.8	3.453098	7.519432	3.724736	6.026445	6.143373	1.0509	5.363018
ENSMUSG00000031809.11	0	0	0	0.17933	0	0.259842	0.138557
ENSMUSG00000031812.17	9.221478	7.786983	3.010692	16.161091	10.785417	0.839287	2.800659
ENSMUSG00000031813.9	7.955405	12.643851	8.136371	20.699552	13.692829	3.394055	13.041249
ENSMUSG00000031816.16	2.866699	6.754312	6.994578	10.757732	5.765915	1.914589	5.838327
ENSMUSG00000031818.13	7.61744	6.019837	4.35776	2.761048	6.446812	1.743092	6.581408
ENSMUSG00000031819.14	4.843834	5.584582	5.240223	8.344357	14.551675	1.812803	4.204114
ENSMUSG00000031820.10	5.223059	4.001491	4.110586	7.64505	3.334843	1.032124	3.850026
ENSMUSG00000031821.12	2.094143	3.276329	3.585661	7.537204	5.612297	0.592585	3.561212
ENSMUSG00000031822.21	1.464029	2.392034	1.995318	4.700056	8.058009	0.350667	3.805801
ENSMUSG00000031823.15	4.529193	7.160806	6.269638	10.630408	11.729479	1.422727	5.209577
ENSMUSG00000031824.16	4.581254	5.12353	6.020977	10.349245	9.878572	0.698293	5.542915
ENSMUSG00000031825.17	1.387565	2.506712	2.513476	5.382705	4.119205	0.908103	1.73251
ENSMUSG00000031826.21	5.913901	9.403833	10.770949	15.986248	14.936793	1.888394	9.373795
ENSMUSG00000031827.15	0	0.774222	3.527286	3.787553	4.332062	0.643034	1.217424
ENSMUSG00000031828.10	0	0.669657	0	0.339683	0.928727	0	0
ENSMUSG00000031831.7	0.024985	0.146191	0.140469	0	0.14402	0.013049	0.143042
ENSMUSG00000031832.16	0.628698	1.762749	0.712426	2.656207	1.752197	0.360395	0.815813
ENSMUSG00000031833.11	4.848483	7.10247	6.011167	9.038464	9.059535	1.192182	4.068003
ENSMUSG00000031834.16	0.114397	1.382243	0.760449	1.504579	0.330703	0.524416	1.572417
ENSMUSG00000031835.17	5.976997	8.749174	9.759133	11.217051	14.073606	2.22416	5.86871
ENSMUSG00000031837.15	0	0	0.172839	0	0	0	0
ENSMUSG00000031838.11	29.314748	39.703777	26.472861	79.853515	37.153863	5.502637	26.350594
ENSMUSG00000031839.8	10.9817	23.356126	14.013043	31.663372	27.526496	4.650721	14.767063
ENSMUSG00000031840.15	0	1.836709	1.372516	2.583933	2.086032	0.765238	0.872677
ENSMUSG00000031841.20	2.095131	4.021405	2.453255	2.726924	3.273871	0.882895	4.974731
ENSMUSG00000031842.16	0.880954	0.737786	0.712596	0.079951	0.567977	0.267736	0.948092
ENSMUSG00000031843.3	2.035523	2.885965	4.151057	4.962043	4.544972	1.296191	3.932699
ENSMUSG00000031844.9	0.680665	0.504776	0.926039	0.102307	0.943227	0.263656	1.66303
ENSMUSG00000031845.17	0	0	0	0	0.078947	0	0
ENSMUSG00000031847.9	0.216081	0.131616	0.066527	0.038875	0.085282	0.063836	0.077104
ENSMUSG00000031848.16	0.798034	0.229852	1.52561	5.711168	1.250275	0.719897	3.851982
ENSMUSG00000031849.10	3.708922	17.001484	12.119872	7.734379	23.455461	6.174755	11.278713
ENSMUSG00000031851.15	0.319763	0.441004	1.764542	2.967751	2.121085	0.372171	2.260674
ENSMUSG00000031853.6	0.135945	0.006427	0.148049	0.088249	0.103439	0.041689	0.090372
ENSMUSG00000031858.18	3.816755	4.582799	4.687772	7.06148	8.382094	0.979687	2.662266
ENSMUSG00000031860.18	0.230867	3.288272	0.622766	0.09972	1.361038	1.023233	1.081507
ENSMUSG00000031861.17	0.535898	0.018901	0.110572	0.175027	0.369733	0.301313	0.469345
ENSMUSG00000031862.12	5.742606	9.671778	11.768752	19.393979	13.726902	2.283892	9.696528
ENSMUSG00000031864.17	3.366048	2.972507	6.444275	7.24694	6.714898	1.356282	6.806868
ENSMUSG00000031865.17	1.856233	1.763296	2.457743	4.280467	4.431584	0.798486	3.042808
ENSMUSG00000031870.17	0.357446	0.129383	0.41779	0.071666	0.083537	0.200537	0.258119
ENSMUSG00000031871.10	0	0.316304	0	0	0	0	1.434412
ENSMUSG00000031872.15	0	0.253048	0.107006	0.038586	0	0.084882	0.330461
ENSMUSG00000031875.8	6.221803	10.860444	9.53824	18.571525	13.890686	3.240731	7.27319
ENSMUSG00000031876.19	0	0	0	0.053037	0	0	0.251101
ENSMUSG00000031877.10	4.914174	7.910346	13.947558	19.504792	19.041614	2.599515	9.515966
