gene_id	SRR9126859	SRR9126934	SRR9127063	SRR9127293	SRR9127308	SRR9127357	SRR9127396
ENSMUSG00000100345.3	0.443211	0.421107	0.615224	0.107311	0.187037	0.593215	0.249472
ENSMUSG00000100346.3	0.241692	0	0	0	0	0.05903	0.318643
ENSMUSG00000100347.2	0.411283	0.282478	0.683447	0.324666	0.111236	0.250076	0.237166
ENSMUSG00000100349.2	2.582651	0	0	0	0.710652	0	4.045718
ENSMUSG00000100350.2	0	0.029974	0.508432	0	0	0	0.572459
ENSMUSG00000100351.2	0	0.578496	1.159533	0.567004	1.096042	0.092967	1.610715
ENSMUSG00000100352.2	1.072162	0	0.517886	0.813618	0.130036	0.654062	0.904714
ENSMUSG00000100353.2	0	0	0	0	0	0	0
ENSMUSG00000100354.2	0.469429	0.223865	0.405067	0.088063	0.277493	0.303506	0.327872
ENSMUSG00000100355.2	0	0	0	0	0	0	0
ENSMUSG00000100356.2	0.203691	0.086286	0.051891	0	0.095855	0	0.101063
ENSMUSG00000100357.3	2.803791	1.310077	3.353854	0.800357	3.199266	3.27824	5.838191
ENSMUSG00000100358.2	1.017032	0	0.916262	0	0.560946	0.811502	0
ENSMUSG00000100360.2	0.08275	0.08546	0.062424	0.223837	0	0.058863	0.300337
ENSMUSG00000100361.2	0	0.113762	0	0.114851	0	0	0.066606
ENSMUSG00000100362.2	0	0.693403	0.428863	0.399043	0	0.258587	1.970999
ENSMUSG00000100363.2	0	0	0	0	0	0	0
ENSMUSG00000100364.3	0.473975	1.462606	0.395799	0.370353	1.151597	0.217561	0.235086
ENSMUSG00000100366.2	12.850414	5.14272	2.480776	3.902764	0	2.110508	5.849716
ENSMUSG00000100367.3	0.516918	0.260032	0.417878	0.255245	1.485411	0.166014	1.059314
ENSMUSG00000100368.2	0	0	0	0	0	0	0
ENSMUSG00000100369.2	0	0.320965	0	0	0	0	0
ENSMUSG00000100372.3	0.303913	0	0.438546	0.080693	0.145699	0.244246	0.919327
ENSMUSG00000100373.7	6.427282	8.129812	5.163342	0.706912	8.15159	3.500639	12.635827
ENSMUSG00000100374.2	0.27583	0.12233	0.247841	0.022403	0.289241	0.105171	0.57391
ENSMUSG00000100375.2	0	0	0	0	0	0	0
ENSMUSG00000100376.2	0	0	0	0	0	0.441947	1.727043
ENSMUSG00000100377.2	1.184535	0	0	0	0	0.554167	1.874057
ENSMUSG00000100378.2	0.468248	0.194027	1.204996	0	0	0	0
ENSMUSG00000100379.8	0.474408	0	0	0	0	0.369021	0
ENSMUSG00000100380.2	0	0	0	0.189266	0.501996	0	0.424687
ENSMUSG00000100381.2	0.291914	0	1.281538	0	0	0	0.287825
ENSMUSG00000100382.2	1.245474	4.872437	6.7204	0.613814	5.495806	1.00484	6.51264
ENSMUSG00000100383.2	0	0.994408	0	0	0	0.826648	0
ENSMUSG00000100384.2	0	0	0	0	0	0	0
ENSMUSG00000100386.2	0	0	0	0	0	0	0.388035
ENSMUSG00000100388.2	0	0	0.792171	0	0	0	0.905307
ENSMUSG00000100389.2	0.214896	0.0593	0.097453	0	0	0.061124	0.347329
ENSMUSG00000100390.2	0	0	0	0	0	0	0
ENSMUSG00000100391.2	0	0	0.985531	0.625342	0.300814	0	0.526181
ENSMUSG00000100392.4	0.873267	0.833602	0.958306	0.40808	0.251118	0.405656	1.906226
ENSMUSG00000100393.2	0	0.808511	0.343477	0	0.368833	0	0
ENSMUSG00000100394.2	6.949936	4.22731	6.248178	4.300087	5.122719	4.563952	11.897586
ENSMUSG00000100395.2	0.255236	0.215315	0.441218	0	0.243193	0	0.245445
ENSMUSG00000100396.2	0.270521	0.649743	0.553353	0.036359	0	0.295275	0.338798
ENSMUSG00000100397.2	1.097383	0.557929	1.13151	0.180877	0	0.685585	2.267588
ENSMUSG00000100398.2	0	0	0	0	0	0	0
ENSMUSG00000100401.7	0	0	0	0	0.339931	0	0.662526
ENSMUSG00000100402.2	0.526142	0.099516	0.863976	0.20174	1.12281	0.129921	1.048303
ENSMUSG00000100403.2	0	0	0	0	0	0	0
ENSMUSG00000100404.2	0	0	0.596889	0.945698	0	0	0
ENSMUSG00000100405.2	0	0	0	0	0	0	0
ENSMUSG00000100407.2	0	0	1.02093	0	0	0.098748	0.484336
ENSMUSG00000100408.2	0	0.5053	1.091058	0	0	0	0
ENSMUSG00000100410.4	1.967455	1.35778	2.185307	0.973465	1.727758	1.147955	4.058435
ENSMUSG00000100411.2	0	0	0	0	0	0	0
ENSMUSG00000100416.2	0.377661	0	0.160617	0	0	0	0
ENSMUSG00000100417.5	3.547692	2.558034	1.945698	1.628145	1.540372	0.991169	6.141122
ENSMUSG00000100418.2	2.868909	0.996115	0.205419	0	0.449565	0.367579	2.961785
ENSMUSG00000100420.2	0.487695	0	0.209863	0	0	0	0
ENSMUSG00000100421.2	35.837787	34.943107	32.813916	26.165636	33.082684	28.129649	50.341228
ENSMUSG00000100422.2	0	0	0	0	0	0	0
ENSMUSG00000100423.2	0	0	1.893356	0	0	1.182052	0
ENSMUSG00000100424.2	0	0.284752	1.134721	0.285902	0	0	0
ENSMUSG00000100426.4	0.605622	0.562118	1.86914	0.675501	0.853685	0.331834	1.144563
ENSMUSG00000100428.2	0	0	0	0	0	0	0
ENSMUSG00000100429.3	0.109573	0.081536	0.531804	0.247882	0.552742	0.582612	0.095451
ENSMUSG00000100430.4	2.531542	2.036052	2.653126	1.178771	2.333119	1.761345	4.452893
ENSMUSG00000100432.2	0	0	0.121856	0.227949	0	0.147369	0.131546
ENSMUSG00000100434.2	0	0	0	0.152684	0	0	0
ENSMUSG00000100436.2	0	0	0	0	0	0	0
ENSMUSG00000100437.3	0.15878	0.075716	1.211895	0.425549	0.670715	0.39514	1.566556
ENSMUSG00000100438.2	0	0	0	0	0	0	0
ENSMUSG00000100439.2	0	1.181977	0	0	0	0	0.433595
ENSMUSG00000100440.2	0	0.063972	0.167212	0	0	0	0
ENSMUSG00000100441.2	0	1.664719	0.965653	0	0	1.433032	1.88866
ENSMUSG00000100443.2	0	0.682521	0.331637	2.07852	0.385383	0.195546	0.757698
ENSMUSG00000100444.2	0.910939	0.762897	1.398385	0.62977	0.470332	0.512547	2.215571
ENSMUSG00000100445.2	0	0	0	0	0	0	0
ENSMUSG00000100446.2	0	0	0.140633	0.065567	0	0.162146	0.608238
ENSMUSG00000100448.2	0	0	0	0	0	0	0.400477
ENSMUSG00000100449.2	0.362488	0	0	0	0	0.065811	0
ENSMUSG00000100450.2	0.103791	0	0.165702	0	0	0.048652	0.175377
ENSMUSG00000100451.2	1.707871	1.355856	1.291859	0.305369	0	0.491326	0.70193
ENSMUSG00000100453.2	0.794329	0.664698	1.922042	0	0	0.172478	2.45744
ENSMUSG00000100454.2	0	0	0	0	0	0	0
ENSMUSG00000100455.2	0.806192	0.322259	0.638845	0.919865	0.805009	0.15163	0.596831
ENSMUSG00000100456.3	0	0	0	0	0	0	0
ENSMUSG00000100457.9	5.526363	3.946348	6.666321	3.808443	5.625084	3.968118	11.232653
ENSMUSG00000100458.3	0.174475	0.065803	0.131712	0	0	0	0.22653
ENSMUSG00000100459.7	0.647319	0.11016	0.338065	0.109015	0.071999	0.451637	0.309735
ENSMUSG00000100460.2	31.67847	21.449912	32.132185	7.676976	20.878013	15.586764	58.706887
ENSMUSG00000100461.2	1.308586	0.166161	1.479013	0.073645	0.284101	0.388132	1.103798
ENSMUSG00000100462.2	0.661742	0	0.589159	0	0.668247	0	0
ENSMUSG00000100463.2	0	0	0	0	0	0	0
ENSMUSG00000100465.4	1.663507	0.84938	0.544311	1.019037	0.519836	0.270358	0.880302
ENSMUSG00000100466.2	0	0	0	0	0	0	0
ENSMUSG00000100467.3	0	0	0	0	0	0	0
ENSMUSG00000100468.2	1.501672	3.655383	2.284055	0.732195	0.81945	1.93367	8.355504
ENSMUSG00000100469.2	0	0.101047	0	0	0	0	0
ENSMUSG00000100470.2	0.233471	0	0.400027	0.58912	1.744932	0.478962	2.852106
ENSMUSG00000100471.2	0	0	0	0	0	5.28406	8.504314
ENSMUSG00000100472.2	0	0	0	0	0	0	0
ENSMUSG00000100473.2	0	0	0	0	0	0	0
ENSMUSG00000100474.2	0.357455	0	0	0	1.025376	0	0
ENSMUSG00000100475.3	0.215894	0	0.125132	0	0.042151	0.182537	0.044613
ENSMUSG00000100476.2	0	0	0.644192	0	0.506998	0.294081	0.699922
ENSMUSG00000100477.2	0.147334	1.502413	0.32189	0	0.551623	0.276859	0.720767
ENSMUSG00000100478.2	0	0.904541	0	0.448643	0	0.3133	1.095759
ENSMUSG00000100479.2	0.61232	0.270443	1.352253	0	0	0	0.913149
ENSMUSG00000100480.2	0.410705	0.496674	1.755663	0.503513	0.372797	0.424941	1.727411
ENSMUSG00000100481.2	0.144699	0.048734	0.270907	0	0	0.151755	0.315461
ENSMUSG00000100483.2	5.132254	3.53266	6.202245	2.648712	2.545933	2.876822	10.754868
ENSMUSG00000100484.2	0.182324	0.431907	0.20311	0.040755	0.179052	0.195874	0.249654
ENSMUSG00000100485.3	0.311866	0	0	0	0	0	0.094727
ENSMUSG00000100486.8	0.353069	0	0.296937	0.045523	0	0.078428	0.272233
ENSMUSG00000100487.3	1.428926	0	6.576659	0.512827	0.090373	1.40662	2.061862
ENSMUSG00000100488.2	0	0	0	0	0.55459	0	0
ENSMUSG00000100489.2	4.635982	7.010734	10.082637	3.910825	4.913819	3.695043	16.97865
ENSMUSG00000100490.2	0.161364	0.278053	0	0	0	0	0
ENSMUSG00000100491.2	0.305216	0.352545	0.376945	0.358195	0	0	0
ENSMUSG00000100492.2	0	0.120429	0	0	0	0	0.430698
ENSMUSG00000100495.2	0	0	0	0	0.496548	0	0.677022
ENSMUSG00000100496.2	0.86951	0.529358	2.42678	0.357862	0.595777	0.56558	2.246952
ENSMUSG00000100497.2	0.201666	0.097619	0.535031	0.212222	0.084861	0.191717	0.137241
ENSMUSG00000100499.7	0	0	0	0	0	0.364063	0
ENSMUSG00000100500.2	0	0	0	0	0	0	0
ENSMUSG00000100503.2	0	0	0	0	1.671564	0.268671	4.806459
ENSMUSG00000100504.2	0.131535	0.199033	0.863976	0	0.112281	0.129921	0.343936
ENSMUSG00000100505.2	0.137206	0	0.121657	0	0	0.052132	0
ENSMUSG00000100506.2	0	0	0	0	0	0	1.223535
ENSMUSG00000100507.2	0	0	0	0	0	0	0
ENSMUSG00000100508.7	0	0	0	0	1.457668	0	0
ENSMUSG00000100510.10	6.284406	5.017757	8.041716	4.877049	2.880597	3.079858	7.348642
ENSMUSG00000100511.3	0.378116	0.318508	0.099622	0.172538	0.121797	0.264458	0.683356
ENSMUSG00000100512.2	0	0.088742	0.096437	0	0	0.115472	0
ENSMUSG00000100513.2	0	0.281753	0	0.286098	0.423507	0	0
ENSMUSG00000100514.2	0.227852	0.080783	0.737629	0	0.559321	0.046846	0.715162
ENSMUSG00000100515.8	0.317057	0.127336	0.754178	0.425062	0.123324	0.170631	0.546865
ENSMUSG00000100516.2	0	0	0	0	0	0	0
ENSMUSG00000100517.2	2.284322	0.845259	0	1.144391	1.482273	0.235759	0
ENSMUSG00000100518.3	0.527686	0.367933	0.562728	0.442443	0.379951	0.793635	1.584682
ENSMUSG00000100520.2	0	0	0	0	0	0	0
ENSMUSG00000100522.2	1.589851	8.338744	0.657778	5.334609	0.852773	1.17851	5.467381
ENSMUSG00000100523.2	1.370593	1.314847	3.332577	0.381464	0.63526	0.588878	1.729387
ENSMUSG00000100524.2	1.818667	0	0.449904	0.223462	0.248441	0.401886	0.751516
ENSMUSG00000100525.2	0.468682	0	0.850958	1.388867	0	2.00523	1.979051
ENSMUSG00000100527.2	0.26035	0.254404	0.517428	0.543989	0	0.517522	0.979131
ENSMUSG00000100528.3	0.818638	2.881368	5.735134	1.06344	0.458179	0.358491	6.306224
ENSMUSG00000100529.3	0.405776	0.61587	0.667788	0.831977	0.463099	0.134082	0.797853
ENSMUSG00000100530.2	1.043533	0.173438	0.942139	0.351633	0	0.281881	1.522955
ENSMUSG00000100531.2	0.107205	0.202482	0	0	0	0.125823	0
ENSMUSG00000100532.2	0	0	0	0	0.180533	0	0
ENSMUSG00000100533.7	0	0	0	0	0	0	0
ENSMUSG00000100534.2	0.586223	0.428038	0.866347	0.146156	0.303213	0.499657	1.138005
ENSMUSG00000100537.2	0	0	0	0	0	0	0
ENSMUSG00000100538.3	5.697658	3.799444	8.427737	3.353276	4.176918	3.040728	10.750781
ENSMUSG00000100541.2	0.99488	0	0	0	0	0.311971	0
ENSMUSG00000100542.2	8.417741	6.367109	0	0	5.424029	0.646294	3.595895
ENSMUSG00000100543.2	0.584136	0	0	0	0.175603	0.302716	0.181297
ENSMUSG00000100544.2	0	0	0	0	0	0.071184	0.100397
ENSMUSG00000100546.4	0.891557	0.069014	0.450481	0.069149	0	0.099361	0.573666
ENSMUSG00000100547.2	0	0	0	0	0	0	0
ENSMUSG00000100548.2	0.632551	1.902886	1.189174	2.114774	0.562131	0	0.632114
ENSMUSG00000100549.2	1.187287	1.448248	0.427739	0.3999	0	0.34817	0.924033
ENSMUSG00000100550.4	5.385975	4.668795	9.731981	2.978854	4.39401	2.399929	10.25818
ENSMUSG00000100551.2	0	0	0	0	0	0	0
ENSMUSG00000100552.3	0	0	0	0.201587	0	0	0.157986
ENSMUSG00000100553.8	0.716227	0.482874	1.107103	0.076332	0.439876	0.860202	1.490052
ENSMUSG00000100554.2	0.241771	0.167948	0.331143	0.033464	0.074015	0.091604	0.708228
ENSMUSG00000100555.2	0.031487	0.02141	0.065072	0	0.080185	0.014962	0.451489
ENSMUSG00000100556.2	0	0	0	0	0	0	0.760608
ENSMUSG00000100557.3	2.05366	1.661809	4.768661	0.455499	3.103412	2.549194	7.651386
ENSMUSG00000100558.3	3.568998	2.868965	3.824986	2.46819	3.403918	2.159147	4.932972
ENSMUSG00000100559.3	0	0	0	0	0	0	0
ENSMUSG00000100560.2	0	0	0	0	0	0	0
ENSMUSG00000100561.2	0	0	1.258921	0	1.281615	0	2.740812
ENSMUSG00000100562.2	0.075506	0	0.178381	0.164397	0	0.177906	0.381828
ENSMUSG00000100563.2	0	0	0	0	0	0	0.978384
ENSMUSG00000100564.2	0	0	0	0	0	0	0
ENSMUSG00000100565.7	0	0	0	0	0	0	0
ENSMUSG00000100566.2	2.255118	1.446927	4.85043	0	0	3.09367	3.084663
ENSMUSG00000100567.2	0	0	0	0	0	0	0
ENSMUSG00000100568.2	0.486056	0.203151	0.209108	0.206439	0	0.2492	0
ENSMUSG00000100570.7	0	0	0	0	0	0	0
ENSMUSG00000100571.2	61.831857	68.374758	123.213912	30.923823	37.956285	50.50024	129.567813
ENSMUSG00000100572.3	3.188873	1.231666	4.003454	1.292616	2.382769	1.082404	5.008554
ENSMUSG00000100573.3	0.121618	0	0.274948	0	0.061093	0.329964	0.500254
ENSMUSG00000100574.2	0	0	1.815186	1.695777	0.828376	0.956379	3.053569
ENSMUSG00000100575.2	0	0	0.140933	0	0	0.091924	0.361348
ENSMUSG00000100576.2	0.779188	0.098149	0.319594	0	0	0.192078	0.114907
ENSMUSG00000100577.2	0	0	0	0	0	0	1.927959
ENSMUSG00000100578.2	0.757682	0	4.403155	0.828466	0	1.581727	4.047788
ENSMUSG00000100580.8	4.53212	4.783539	6.038329	3.567531	1.481273	3.630196	10.819609
ENSMUSG00000100581.2	0.94783	0	0	0	0	0	0
ENSMUSG00000100583.8	2.694455	2.70499	4.396745	0.993398	1.255778	1.2023	4.681572
ENSMUSG00000100584.7	0	0	0.104118	0	0.085454	0	0.77188
ENSMUSG00000100585.3	2.558476	0.895905	1.19241	1.54979	1.317105	0.747147	2.190573
ENSMUSG00000100586.3	1.015861	0.853181	1.286649	0.678812	0.571226	0.635108	2.06409
ENSMUSG00000100587.2	0	0	0.626067	0	0	2.491544	0
ENSMUSG00000100588.2	0	0	0.287624	0	0.091089	0	0.274898
ENSMUSG00000100589.2	0.495135	0.767021	0.553594	0	0.143935	0.252914	0.896736
ENSMUSG00000100590.2	0.341854	0	0.092467	0.258749	0.096125	0.110612	0
ENSMUSG00000100591.2	0	0	0	0	0	0	0
ENSMUSG00000100592.2	0.520361	0.94613	0.730902	0	0	0.178451	1.263889
ENSMUSG00000100593.3	0.964931	0.519458	0.293179	0.621607	0.50388	0.097555	0.650069
ENSMUSG00000100594.4	1.870111	2.216841	3.430492	1.071626	1.954575	0.314717	4.213112
ENSMUSG00000100595.2	0.248117	0.11997	0.786607	0.121251	0.541153	0.078211	0.843041
ENSMUSG00000100596.3	1.397207	1.35968	3.464074	1.711882	1.118278	1.034886	4.026267
ENSMUSG00000100597.2	0	0	0	0	0	0	0
ENSMUSG00000100598.2	2.020308	0	1.253957	0	0.413715	0	1.156313
ENSMUSG00000100599.5	4.45471	4.451031	7.693751	7.359803	8.258831	3.688833	9.348401
ENSMUSG00000100600.8	10.222252	6.239549	10.568999	3.777285	3.601826	4.535287	14.571423
ENSMUSG00000100602.2	0	0	0	0	0	0	0
ENSMUSG00000100603.8	1.046699	1.403727	0.941398	0.518281	0.744771	1.111844	2.660123
ENSMUSG00000100605.4	3.081011	2.777394	3.18817	1.88993	4.561429	1.403848	9.014017
ENSMUSG00000100606.2	0	0.228172	0.372354	0	0.165124	0	0.673861
ENSMUSG00000100608.3	0	0	0	0	0	0	0.177299
ENSMUSG00000100613.2	0.228432	0.751341	0.784136	0	0	0.235334	1.080867
ENSMUSG00000100615.2	0	0	0.10721	0.311742	0	0.204045	1.114673
ENSMUSG00000100616.3	1.666619	0.636706	2.267871	1.979921	1.063085	1.376492	2.446381
ENSMUSG00000100617.2	0.550774	0.459256	0.557207	0.14379	0.211218	0.277364	0.674957
ENSMUSG00000100619.2	0.174494	0.087921	0.144599	0.043319	0.063391	0.062288	0.240359
ENSMUSG00000100620.2	0.906012	0.06622	1.011654	0.73719	0.598184	0.473833	1.396157
ENSMUSG00000100621.3	0.282177	0.492881	0.371515	0.488426	0	0.201942	0.107988
ENSMUSG00000100622.2	0.963151	0.884751	1.215818	1.42829	1.029869	1.098967	1.774659
ENSMUSG00000100623.2	1.364828	0.233662	0.469209	0.237597	0	0	0
ENSMUSG00000100624.2	0	0	0	0	0.272106	0	0.420972
ENSMUSG00000100625.9	1.039561	1.174907	0.385866	0.092821	0.499957	0.145487	0.776044
ENSMUSG00000100626.2	0	0	1.395764	0	0	0	1.060316
ENSMUSG00000100627.9	7.696026	4.724841	9.350593	5.100173	4.221876	2.755344	13.029267
ENSMUSG00000100628.2	4.585344	2.464538	6.883429	1.875514	2.724174	3.859337	6.364112
ENSMUSG00000100629.2	0.867145	0.886159	1.051214	1.148679	1.369065	0.376348	1.037577
ENSMUSG00000100630.2	1.297891	0.551121	0.716058	0.446678	0.124261	0.36047	0.901998
ENSMUSG00000100632.2	0.177129	0.222094	0.306195	0.349918	0.221997	0.081062	0.325741
ENSMUSG00000100634.2	0.37601	0.778416	0.195952	0.08432	0.225135	0.04107	0.531964
ENSMUSG00000100635.2	1.227404	0.117963	1.800744	0.119466	0.13293	0.774345	0.551586
ENSMUSG00000100636.2	0.272276	0.620365	0	0	0	0	0
ENSMUSG00000100637.2	0.470788	1.375353	0.221436	0	0	0.306214	0.094846
ENSMUSG00000100639.2	0.836403	0.784233	4.077188	0	0	1.630419	0.874729
ENSMUSG00000100640.2	0	0	0	0	0.069164	0	0.491685
ENSMUSG00000100641.2	0.452383	0	2.053129	0.887614	0.493934	0.483586	2.380481
ENSMUSG00000100642.2	0.02234	0.014535	0	0.037941	0	0	0
ENSMUSG00000100644.2	0	0	0	0	0	0	0
ENSMUSG00000100646.2	0	0.164091	1.083838	0	0	1.047729	1.144772
ENSMUSG00000100647.7	1.27432	0.326433	0	0	0	0	0
ENSMUSG00000100648.2	0.224808	0	0.090983	0	0.189184	0	0.490194
ENSMUSG00000100649.2	0.254491	1.147805	0.727485	0.293165	0	0.062482	0.112108
ENSMUSG00000100650.3	3.284857	0.840349	2.12751	0.631575	0.828688	2.726288	3.254679
ENSMUSG00000100652.2	0.356471	0.558639	0.753226	0.707037	1.570918	0.459384	2.608623
ENSMUSG00000100653.2	27.976149	16.20249	31.041376	19.961994	19.879646	13.997352	48.790739
ENSMUSG00000100654.2	0.336326	0.393832	2.10368	0.165692	0.636191	0.819102	1.087493
ENSMUSG00000100655.2	0	0	0	0	0	0	0
ENSMUSG00000100656.2	1.035203	0.138028	0.449079	0.13979	0.311844	0.134613	0.323337
ENSMUSG00000100657.2	0	0	0	0	2.240663	0.553744	1.038217
ENSMUSG00000100658.4	1.28867	1.637346	1.46224	1.576764	1.386665	0.22759	1.532023
ENSMUSG00000100659.2	0	0	0	0	0	0	0
ENSMUSG00000100660.2	0.244566	0.420629	0.398872	0.252069	0.245815	0.270648	0.740196
ENSMUSG00000100661.2	0	0	0.235509	0	0	0.081381	0.47749
ENSMUSG00000100662.2	1.214176	0.270323	0.438541	0	1.368352	0.446127	0.473958
ENSMUSG00000100663.2	0	0	1.773178	0	0	1.106328	0
ENSMUSG00000100664.3	0	0	0.260966	0	0	0.064647	0.329683
ENSMUSG00000100665.2	0	0.534884	0.389694	0	0.117526	0.542548	0.638305
ENSMUSG00000100666.3	9.118718	4.663217	10.338066	4.932011	5.093087	4.399106	14.148025
ENSMUSG00000100668.3	1.296683	0.364143	0.569345	0	0.459967	0.310332	0.975022
ENSMUSG00000100669.2	0	0	0	0	0	0	0
ENSMUSG00000100670.2	0	0	0	0	0	0.570618	0.733169
ENSMUSG00000100671.2	0.271056	0.062503	0.10271	0.404205	0.13741	0.171254	0.256261
ENSMUSG00000100672.2	0.234784	0	0	0.791238	0.219743	0.481414	0.669382
ENSMUSG00000100673.2	0	0.167477	0	0	0	0.122595	0
ENSMUSG00000100674.3	1.520231	1.563569	2.000264	0.805139	0.862785	0.630831	1.893866
ENSMUSG00000100675.2	0	0	0	0	0	0	0
ENSMUSG00000100676.2	0	0	0	0	3.842961	0	4.927684
ENSMUSG00000100677.2	0	0	0	0	0	0	0
ENSMUSG00000100679.3	0	0.426896	0.549531	0.135938	0	0.026558	0.39397
ENSMUSG00000100680.4	2.287988	0.478066	0.090149	0.64326	1.825152	0.02765	0.403859
ENSMUSG00000100681.2	0	0	0	0	0	0	1.143071
ENSMUSG00000100682.2	6.643763	4.802441	3.934877	2.873356	0	0	8.329551
ENSMUSG00000100683.2	0	0	0	0	0	0	0
ENSMUSG00000100684.3	0.973697	0.733054	0.840069	0	0.290145	0.453957	1.110383
ENSMUSG00000100685.2	0	0	0	0	0	0	0
ENSMUSG00000100687.2	0.332759	0	0	0	0.145184	0	0
ENSMUSG00000100689.2	0.263121	0.877267	0.954687	0.228151	0.055164	0.236938	1.490305
ENSMUSG00000100690.2	0	0	0	0.672667	0	0	0
ENSMUSG00000100691.4	0.424675	0.899181	0.515683	0.900666	1.431777	0.028667	0.35106
ENSMUSG00000100693.2	0.330371	0.329462	0.410898	0.762053	0	0.432105	0.594453
ENSMUSG00000100695.2	0	0	0	0	0	0	0
ENSMUSG00000100696.2	0	0	0	0.468858	0	0.139695	0.262062
ENSMUSG00000100697.2	0	0	0	0	0	0	0
ENSMUSG00000100698.2	0	1.24134	0	0	0	0	0
ENSMUSG00000100699.2	0	0.595878	0.132618	0	0	0.061779	0.150843
ENSMUSG00000100700.2	0	0.129717	0.421275	0	0	0.256944	0.172913
ENSMUSG00000100701.2	0.550859	0.429154	1.492674	0.550375	0.643662	0.188657	0.834211
ENSMUSG00000100702.2	0.126647	0.567756	0.20609	0	0.106804	0	0.110644
ENSMUSG00000100703.8	0	0	0	0	0	0	0
ENSMUSG00000100704.2	1.157172	0	0	0.167254	0	0.529398	0
ENSMUSG00000100706.9	0.671814	0.955433	0.818996	0.353417	0.584615	0.596155	2.563002
ENSMUSG00000100707.2	0.230486	0.254891	0.031031	0.084387	0.504026	0.0211	0.074346
ENSMUSG00000100708.3	0	0	0	0	0	0	0
ENSMUSG00000100710.2	0.315414	0	0.886804	0	0	0	0.366924
ENSMUSG00000100711.3	0.24249	0.118707	1.854584	0.049954	0.164078	1.10897	2.023712
ENSMUSG00000100712.2	0	0	0	0	0	0	0
ENSMUSG00000100713.2	0	0	0.904028	0.2666	0.888797	0.435187	0.770027
ENSMUSG00000100714.8	0.955442	0	0.345973	0.090923	0.410885	0.32549	0.245577
ENSMUSG00000100715.7	0.852453	0.949111	1.610008	0	0.608345	0.574931	2.694275
ENSMUSG00000100717.8	0.753546	0.293392	2.322577	0.868397	0.455697	0.798735	3.814874
ENSMUSG00000100718.2	0	0.135662	0.534087	0	0	0	0.901365
ENSMUSG00000100719.2	0	0	0	0	0	0	0
ENSMUSG00000100720.2	0.370636	1.442141	1.511629	0	0	0.79243	2.510893
ENSMUSG00000100721.2	0.455533	0.146278	0.285704	0.116871	0.271813	0.147623	0.538991
ENSMUSG00000100722.2	0	0	0	0.206736	0	0	0
ENSMUSG00000100726.3	0	0	0	0	0	0	0
ENSMUSG00000100727.8	2.521895	0.843364	3.390659	0.933912	1.147602	0.916323	3.739016
ENSMUSG00000100728.3	1.731891	0.768013	2.286853	0.293274	1.264934	0.046313	3.334249
ENSMUSG00000100730.2	0	0	0.207187	0.476995	0	0.500524	0
ENSMUSG00000100731.2	0.644899	0	0	0.231203	0	0.406985	0
ENSMUSG00000100732.2	0.919862	0	0	0.650355	4.705458	1.050934	0.863521
ENSMUSG00000100733.4	3.950496	1.739125	6.044129	1.518896	3.10319	3.760359	8.417933
ENSMUSG00000100734.2	0.458401	0.375671	0.576177	0.190732	0	0.117776	1.94556
ENSMUSG00000100736.2	0.528203	0.417962	0.169932	0.079134	0.352867	0.152405	0.660215
ENSMUSG00000100738.3	0.446894	0	0.192093	0.105754	0.353138	0	0.421337
ENSMUSG00000100739.7	0	0	0	0	0	0.132211	0
ENSMUSG00000100741.2	0	0	0	0	0	0	0.223199
ENSMUSG00000100742.2	0	0	0	0	0	0	0
ENSMUSG00000100743.2	0	0	0	0	0	0	0.517771
ENSMUSG00000100744.2	0	0	0	0	0	0	0
ENSMUSG00000100745.2	1.335616	0.059298	0.188954	0	0.238401	0.177446	1.216034
ENSMUSG00000100746.2	0.378354	0	0.208923	0	0	0.241604	0
ENSMUSG00000100747.7	0.423785	0.189811	0.231179	0.29076	0.641908	0.117538	0.727072
ENSMUSG00000100749.2	0	0	0	0	0	0	0
ENSMUSG00000100750.2	9.195405	6.018153	9.055751	6.509172	6.567413	5.730378	12.455607
ENSMUSG00000100751.2	0	0.845259	0	0	0	0.234128	0
ENSMUSG00000100752.2	0.129777	0	0.310086	0	0.388248	0	0
ENSMUSG00000100753.2	0.129036	0.487312	0.42318	0.296397	0.109972	0.127129	0
ENSMUSG00000100754.2	1.017253	0	0	0	0	0.272095	0
ENSMUSG00000100755.2	74.159973	137.039366	62.088392	217.107833	162.634099	21.76369	79.547335
ENSMUSG00000100756.2	0	0	0	0	0	0	0
ENSMUSG00000100757.2	0	2.558143	0	0	0	0	0
ENSMUSG00000100758.2	0.50933	0.432001	0.741557	0.187184	0.417657	0.241197	1.011892
ENSMUSG00000100759.8	0.44027	0.182608	0.653787	0.363053	0.383444	0.118858	1.189014
ENSMUSG00000100760.3	0.762968	1.682109	0.28189	0.45066	0.596707	0.757029	0.697662
ENSMUSG00000100761.2	0	0	0.646731	0	0	0.768709	7.645286
ENSMUSG00000100762.2	0.906914	0.186483	0.816928	0.186189	0.082487	0.681553	0.698992
ENSMUSG00000100763.3	0.900138	0.886275	0	0.221669	0	0.096521	1.111815
ENSMUSG00000100764.2	2.223606	2.664291	1.990756	1.232608	0	0	7.246504
ENSMUSG00000100765.2	0.636905	1.185141	0	0	0	0	1.094973
ENSMUSG00000100767.2	0.105709	0.313503	0.255853	0	0	0.305513	0.550673
