Geneid	male_24m_2	male_24m_1	male_3m_5	male_24m_7	male_3m_6	male_3m_3	male_24m_4
ENSMUSG00000133182	6	0	9	4	3	1	4
ENSMUSG00000087618	13	12	31	17	6	29	49
ENSMUSG00000120393	0	0	0	0	6	12	12
ENSMUSG00000120392	0	0	3	0	0	2	0
ENSMUSG00000074749	93	310	290	398	424	115	292
ENSMUSG00000127403	5	16	23	22	16	4	12
ENSMUSG00000027433	534	1173	864	1963	1092	328	764
ENSMUSG00000054160	6	0	2	2	2	2	4
ENSMUSG00000130333	15	12	30	8	12	14	44
ENSMUSG00000082158	2	10	1	5	1	0	2
ENSMUSG00000027434	3	2	2	8	7	0	6
ENSMUSG00000086509	28	25	74	10	30	34	83
ENSMUSG00000143277	14	19	30	7	13	20	16
ENSMUSG00002075447	1	0	4	0	0	1	9
ENSMUSG00000081971	10	9	8	4	9	3	19
ENSMUSG00000084371	2	0	6	0	0	2	10
ENSMUSG00002075208	0	0	0	0	0	0	0
ENSMUSG00000084774	4	9	4	0	0	3	3
ENSMUSG00000124430	0	5	5	1	6	12	9
ENSMUSG00000087521	2	0	5	7	0	2	8
ENSMUSG00000037034	15	3	26	6	11	9	22
ENSMUSG00000083126	2	3	2	0	0	1	3
ENSMUSG00000127681	6	2	13	0	0	3	6
ENSMUSG00000127637	24	8	29	11	15	17	27
ENSMUSG00000080844	4	0	1	1	2	4	13
ENSMUSG00000081741	1	5	6	4	0	3	11
ENSMUSG00000142129	4	11	14	5	1	4	24
ENSMUSG00000051986	3	9	18	9	13	11	19
ENSMUSG00000124358	5	6	6	0	4	2	7
ENSMUSG00000119413	1	0	3	0	0	0	3
ENSMUSG00000130238	3	5	29	5	0	0	17
ENSMUSG00000130375	1	25	16	11	3	8	13
ENSMUSG00000086141	95	133	184	36	68	118	246
ENSMUSG00000134536	2	1	0	2	0	6	10
ENSMUSG00000037025	0	0	2	6	2	6	4
ENSMUSG00002076014	0	0	2	0	0	0	0
ENSMUSG00000083750	0	0	4	0	0	10	3
ENSMUSG00000139600	2	0	18	0	1	6	3
ENSMUSG00000134154	3	1	7	11	1	2	5
ENSMUSG00000089458	0	0	4	0	5	0	3
ENSMUSG00000129796	12	14	24	1	15	12	8
ENSMUSG00000037014	0	1	25	5	8	12	0
ENSMUSG00000074743	347	1029	1027	1435	1427	222	734
ENSMUSG00000082911	1	5	3	0	12	4	17
ENSMUSG00000027435	281	651	806	980	1095	201	567
ENSMUSG00000087678	5	0	11	1	6	12	16
ENSMUSG00000137341	11	22	46	7	41	28	43
ENSMUSG00000088870	1	0	3	0	0	0	0
ENSMUSG00000036992	38	93	148	225	187	31	132
ENSMUSG00000133896	16	4	18	19	19	11	13
ENSMUSG00000134436	1	0	6	0	4	3	1
ENSMUSG00000027439	147	495	362	647	634	203	352
ENSMUSG00000027438	95	192	174	113	151	132	285
ENSMUSG00000055177	4	5	24	2	8	8	18
ENSMUSG00000036958	7	7	1	1	0	1	6
ENSMUSG00000027444	1	2	3	3	3	4	17
ENSMUSG00000027443	11	3	12	1	3	3	5
ENSMUSG00000027442	20	16	34	9	12	23	29
ENSMUSG00000036924	5	6	6	3	2	4	13
ENSMUSG00000027445	3	1	7	2	2	1	8
ENSMUSG00000141383	15	4	7	3	6	5	16
ENSMUSG00000027446	12	5	27	2	4	12	17
ENSMUSG00000027447	3344	11637	4190	9861	10100	1679	5504
ENSMUSG00000103559	6	2	3	4	1	5	3
ENSMUSG00000081580	8	8	5	4	3	6	20
ENSMUSG00000063507	2	2	11	0	0	11	3
ENSMUSG00000074739	14	9	43	13	11	25	40
ENSMUSG00000138731	13	20	15	1	27	25	22
ENSMUSG00000086963	8	20	13	0	13	19	18
ENSMUSG00000081314	9	10	51	4	4	32	12
ENSMUSG00000081470	2	3	14	1	3	5	20
ENSMUSG00000033156	7	10	0	0	4	10	5
ENSMUSG00000129431	38	23	29	21	28	33	65
ENSMUSG00000129464	9	5	24	1	4	16	6
ENSMUSG00002076580	0	0	1	0	0	0	2
ENSMUSG00000087029	23	31	28	12	13	23	31
ENSMUSG00000081494	1	0	11	2	0	8	1
ENSMUSG00000074737	7	13	33	1	2	18	15
ENSMUSG00000074736	15	5	46	12	10	27	39
ENSMUSG00000128186	19	7	14	7	9	7	14
ENSMUSG00000131165	0	7	2	0	1	0	6
ENSMUSG00000083055	4	16	11	20	1	9	8
ENSMUSG00000068134	170	270	326	421	429	131	230
ENSMUSG00000137964	9	14	26	0	8	15	36
ENSMUSG00000074837	6	10	6	0	1	11	19
ENSMUSG00000079009	8	16	25	15	21	26	34
ENSMUSG00000060336	15	86	84	99	74	56	124
ENSMUSG00000079008	62	9	54	10	5	85	46
ENSMUSG00000138001	2	0	9	3	0	9	31
ENSMUSG00000121821	5	0	0	2	5	4	2
ENSMUSG00000084320	3	14	3	1	1	2	1
ENSMUSG00000063364	31	47	40	50	37	35	68
ENSMUSG00000095315	29	65	58	86	39	26	79
ENSMUSG00000083077	1	3	4	6	10	4	5
ENSMUSG00000083964	1	6	9	0	3	3	5
ENSMUSG00000068130	59	71	118	71	55	98	68
ENSMUSG00000082740	2	0	10	1	0	3	6
ENSMUSG00000074731	24	9	43	21	12	33	38
ENSMUSG00000083325	77	127	89	188	179	21	158
ENSMUSG00000081092	3	3	2	4	1	5	3
ENSMUSG00000068129	136	351	320	651	421	69	151
ENSMUSG00000033096	304	829	749	1455	1060	183	512
ENSMUSG00000086407	2	11	9	12	10	8	19
ENSMUSG00000027452	567	1617	1912	3126	2766	539	1416
ENSMUSG00000087406	5	15	11	15	8	5	0
ENSMUSG00000033080	13	0	10	7	14	13	14
ENSMUSG00000086563	7	11	1	0	1	5	3
ENSMUSG00000124981	57	32	50	48	33	33	71
ENSMUSG00000100630	15	5	6	8	1	7	9
ENSMUSG00000033068	129	324	321	622	374	143	264
ENSMUSG00000136281	7	0	4	4	8	3	20
ENSMUSG00000033059	474	876	757	1839	1385	198	691
ENSMUSG00000032046	693	1249	889	2775	1457	158	818
ENSMUSG00000141065	0	0	2	0	0	0	1
ENSMUSG00000087887	0	0	2	3	2	3	5
ENSMUSG00000143046	11	13	43	13	7	3	25
ENSMUSG00000027454	62	141	220	229	254	81	142
ENSMUSG00000082341	3	2	3	0	0	0	0
ENSMUSG00000068115	112	138	232	449	329	156	223
ENSMUSG00000084264	1	0	4	0	1	0	0
ENSMUSG00000082375	2	0	9	0	2	2	4
ENSMUSG00000053916	5	27	31	51	34	27	28
ENSMUSG00000122003	14	31	24	24	22	6	12
ENSMUSG00000088444	0	1	0	1	0	0	0
ENSMUSG00000119619	2	0	2	0	0	0	0
ENSMUSG00000131203	1	0	4	0	0	0	3
ENSMUSG00000079006	4	1	1	0	4	0	3
ENSMUSG00000079005	0	0	3	0	2	0	3
ENSMUSG00000085805	1	0	1	2	0	6	4
ENSMUSG00000119215	1	2	2	0	2	6	6
ENSMUSG00000067352	38	11	57	12	30	33	65
ENSMUSG00000132454	0	0	0	0	0	2	0
ENSMUSG00000087337	10	0	12	0	2	16	10
ENSMUSG00000089575	1	0	2	4	1	0	2
ENSMUSG00000087609	30	3	24	3	11	24	28
ENSMUSG00000135034	4	0	14	4	1	0	14
ENSMUSG00000119806	0	7	1	0	1	0	2
ENSMUSG00000119525	2	0	4	2	2	2	1
ENSMUSG00000083391	4	3	17	20	7	6	2
ENSMUSG00000087495	48	9	63	10	26	58	54
ENSMUSG00000119358	3	3	5	0	6	3	9
ENSMUSG00000082809	2	8	6	33	31	4	2
ENSMUSG00000086659	1	3	5	2	0	6	3
ENSMUSG00000061525	15	0	30	0	4	6	14
ENSMUSG00000027455	241	741	681	1143	865	253	510
ENSMUSG00000087433	15	42	23	8	7	16	22
ENSMUSG00000032966	534	1661	1292	2240	2242	687	1009
ENSMUSG00000123371	30	19	17	1	10	15	10
ENSMUSG00000027456	23	34	25	45	9	19	29
ENSMUSG00000027457	18	55	31	12	42	17	34
ENSMUSG00000131312	1	4	5	4	6	17	10
ENSMUSG00000074704	24	8	15	8	7	21	13
ENSMUSG00000128562	3	0	5	1	0	0	3
ENSMUSG00000087035	12	14	31	8	13	20	25
ENSMUSG00000081777	6	1	2	1	4	1	8
ENSMUSG00000044364	7	6	1	10	2	3	23
ENSMUSG00000032869	324	896	1135	2116	1597	315	791
ENSMUSG00000086800	5	3	18	0	14	3	10
ENSMUSG00000083088	2	0	6	3	0	5	5
ENSMUSG00000132854	5	0	4	0	2	0	4
ENSMUSG00000087033	2	0	6	3	1	2	10
ENSMUSG00000129663	11	5	20	3	7	8	12
ENSMUSG00000032852	8	4	11	2	9	2	8
ENSMUSG00000086620	8	2	0	0	8	0	8
ENSMUSG00000027460	260	1159	386	892	539	119	623
ENSMUSG00000087004	27	8	27	23	7	12	20
ENSMUSG00000088491	8	0	0	0	0	0	0
ENSMUSG00000027459	74	228	217	441	295	54	118
ENSMUSG00000137288	5	0	5	1	3	0	2
ENSMUSG00000027463	71	187	82	128	78	38	60
ENSMUSG00000137691	10	0	2	4	0	2	0
ENSMUSG00000137727	4	0	2	2	5	0	4
ENSMUSG00000139488	2	3	3	0	1	1	0
ENSMUSG00000085946	9	10	20	3	1	5	10
ENSMUSG00000132796	0	0	0	0	0	4	2
ENSMUSG00000132756	2	0	0	0	0	1	0
ENSMUSG00000060257	4	0	8	0	2	8	6
ENSMUSG00000130495	15	0	3	0	1	2	13
ENSMUSG00000133734	0	6	4	0	0	0	0
ENSMUSG00000032802	315	597	470	1166	720	201	429
ENSMUSG00000068079	2	129	33	7	10	6	76
ENSMUSG00000136848	5	0	0	0	2	0	0
ENSMUSG00000081087	8	8	6	12	10	4	14
ENSMUSG00000120026	13	16	32	62	36	8	17
ENSMUSG00000074698	297	820	768	1206	1198	410	776
ENSMUSG00000027465	676	1706	1605	3000	2609	429	1401
ENSMUSG00000027466	685	2091	1655	3405	2782	532	1313
ENSMUSG00000032715	36	41	26	95	39	13	22
ENSMUSG00000068062	10	6	15	5	26	10	13
ENSMUSG00000081434	12	8	4	1	2	4	16
ENSMUSG00000059361	2	0	1	0	0	0	3
ENSMUSG00000051817	26	96	58	84	94	32	33
ENSMUSG00000138200	14	22	14	5	6	24	19
ENSMUSG00000074682	23	155	116	156	138	35	115
ENSMUSG00000136911	0	0	0	0	0	0	0
ENSMUSG00000032680	24	1	11	4	4	14	21
ENSMUSG00000088139	0	5	0	0	0	0	1
ENSMUSG00000127410	0	2	4	0	7	7	5
ENSMUSG00000083230	1	0	1	0	0	2	0
ENSMUSG00000074681	7	0	1	1	1	2	5
ENSMUSG00000082689	0	3	0	0	0	0	9
ENSMUSG00000049560	8	16	15	1	6	5	7
ENSMUSG00000027468	1	3	7	0	0	10	15
ENSMUSG00000142969	6	1	9	0	1	7	16
ENSMUSG00000074680	4	8	5	0	7	2	7
ENSMUSG00000074679	5	4	6	0	0	5	3
ENSMUSG00000044249	0	0	4	1	0	0	3
ENSMUSG00000084935	18	14	40	11	7	26	20
ENSMUSG00000090485	1	18	6	0	0	4	7
ENSMUSG00000056544	3	0	6	0	0	0	0
ENSMUSG00000050645	2	10	0	8	0	0	1
ENSMUSG00000118649	0	0	0	0	0	3	0
ENSMUSG00000138940	2	0	12	0	0	6	15
ENSMUSG00000062124	6	4	12	0	0	4	5
ENSMUSG00000044863	0	0	0	0	0	0	0
ENSMUSG00000089684	2	0	8	1	1	0	0
ENSMUSG00000138896	13	7	9	0	0	11	15
ENSMUSG00000074678	2	5	5	6	2	4	2
ENSMUSG00000000359	9	66	10	90	42	27	19
ENSMUSG00000138985	3	0	3	0	2	1	0
ENSMUSG00000087148	20	22	15	15	33	21	35
ENSMUSG00000019188	612	1647	1354	3184	2432	493	1048
ENSMUSG00000142078	3	10	3	1	15	4	10
ENSMUSG00000042814	13	27	16	36	38	12	17
ENSMUSG00000142034	8	6	9	27	19	13	4
ENSMUSG00000131779	5	0	0	0	0	0	0
ENSMUSG00000042745	34	180	94	110	175	47	121
ENSMUSG00000082318	1	0	4	4	4	1	2
ENSMUSG00000009876	23	83	53	65	166	14	47
ENSMUSG00002074868	4	0	0	1	4	0	5
ENSMUSG00000133659	6	4	0	2	12	0	7
ENSMUSG00000007659	1260	3225	4573	9687	6262	1160	3170
ENSMUSG00000128466	4	13	7	20	15	0	3
ENSMUSG00000027469	477	1119	1486	2717	2455	357	893
ENSMUSG00000093746	0	5	1	0	3	0	3
ENSMUSG00000122160	0	0	2	0	1	1	0
ENSMUSG00000027470	410	2749	223	1880	1133	219	2530
ENSMUSG00000128731	4	5	9	0	3	3	7
ENSMUSG00000074676	9	46	19	16	39	19	36
ENSMUSG00000042662	16	22	6	6	15	12	13
ENSMUSG00000074673	19	11	35	4	5	21	30
ENSMUSG00000089898	5	7	5	8	7	6	3
ENSMUSG00000027472	261	524	399	902	729	229	429
ENSMUSG00000123343	24	14	8	15	9	14	23
ENSMUSG00000042631	12	0	3	0	2	2	0
ENSMUSG00000027474	41	182	82	133	103	22	65
ENSMUSG00000122304	14	9	12	7	11	8	4
ENSMUSG00000003283	599	1070	1453	3128	2088	342	946
ENSMUSG00000138212	6	4	1	1	2	2	1
ENSMUSG00000138170	12	12	19	16	13	8	13
ENSMUSG00002075309	0	0	3	0	0	0	1
ENSMUSG00000138252	5	0	0	0	4	8	1
ENSMUSG00000068040	316	908	855	1172	1388	254	646
ENSMUSG00000074671	106	178	246	394	344	94	148
ENSMUSG00000051413	312	566	754	1265	1232	285	649
ENSMUSG00000046020	209	348	337	392	407	205	351
ENSMUSG00000134889	6	3	7	5	8	0	14
ENSMUSG00000126172	1	9	2	0	0	3	3
ENSMUSG00000126098	19	23	32	41	24	24	30
ENSMUSG00000027475	141	278	252	676	481	177	287
ENSMUSG00000126212	0	0	0	1	0	3	0
ENSMUSG00000126133	4	0	0	8	1	0	1
ENSMUSG00000073236	39	101	173	156	247	74	92
ENSMUSG00000129004	4	7	2	3	2	3	6
ENSMUSG00000042548	466	833	722	1118	1411	270	716
ENSMUSG00000061411	154	174	131	531	299	91	265
ENSMUSG00000082283	0	0	4	5	3	0	0
ENSMUSG00000129681	0	0	0	0	2	0	0
ENSMUSG00000079001	14	9	13	10	4	8	7
ENSMUSG00000134500	2	0	0	3	0	0	3
ENSMUSG00000134460	3	1	0	2	0	0	2
ENSMUSG00000134581	4	0	0	2	0	2	0
ENSMUSG00000134423	0	1	1	0	0	0	1
ENSMUSG00000121925	1	0	2	1	2	2	0
ENSMUSG00000133795	4	2	11	2	12	8	6
ENSMUSG00000056941	268	553	455	1147	682	155	381
ENSMUSG00000079000	0	2	7	1	0	0	1
ENSMUSG00000027478	65	140	219	258	221	95	190
ENSMUSG00000132936	4	2	13	2	0	0	7
ENSMUSG00000082079	23	11	24	22	17	17	36
ENSMUSG00000126635	8	2	6	2	9	8	4
ENSMUSG00000027479	1416	2808	3207	5538	4491	998	2445
ENSMUSG00000139485	0	9	9	4	0	7	10
ENSMUSG00000044083	46	19	34	22	31	24	27
ENSMUSG00000083097	30	81	42	71	53	18	44
ENSMUSG00000027480	3	3	19	1	6	18	6
ENSMUSG00000027481	30	8	3	0	4	10	25
ENSMUSG00000068009	19	0	5	3	0	6	0
ENSMUSG00000068008	17	7	19	8	9	10	21
ENSMUSG00000074665	23	4	16	7	1	12	10
ENSMUSG00000078998	12	4	9	1	4	16	17
ENSMUSG00000042459	12	23	40	9	10	32	46
ENSMUSG00000118490	1	11	9	5	3	15	6
ENSMUSG00000096084	3	0	7	4	0	16	5
ENSMUSG00000133050	6	1	8	4	15	8	20
ENSMUSG00000133094	0	1	8	4	3	3	11
ENSMUSG00000081013	0	0	10	0	0	4	1
ENSMUSG00000133136	2	4	6	0	0	8	2
ENSMUSG00000027482	10	3	20	1	10	7	10
ENSMUSG00000027483	24	24	6	2	0	1	27
ENSMUSG00000027484	26	1	13	1	7	4	11
ENSMUSG00000027485	46	10	12	9	17	9	19
ENSMUSG00000122265	2	0	0	1	2	4	19
ENSMUSG00000038572	22	12	7	0	21	3	12
ENSMUSG00000067998	20	11	20	2	5	26	23
ENSMUSG00000083732	0	0	10	5	2	16	1
ENSMUSG00000122186	12	10	4	2	12	11	18
ENSMUSG00000067996	13	7	38	7	8	16	5
ENSMUSG00000027487	75	177	122	284	110	45	87
ENSMUSG00000122225	37	60	40	107	41	18	36
ENSMUSG00000027488	257	1061	313	731	627	190	776
ENSMUSG00000129354	19	5	25	3	7	13	22
ENSMUSG00000129388	35	16	32	6	13	34	47
ENSMUSG00000038533	327	770	790	1135	1255	210	757
ENSMUSG00000027489	16	10	17	53	57	12	74
ENSMUSG00000038523	5	26	2	17	10	7	7
ENSMUSG00000078129	4	0	0	0	9	13	5
ENSMUSG00000027490	224	694	739	1247	1157	254	493
ENSMUSG00000000876	91	433	190	412	412	48	195
ENSMUSG00000097602	16	3	18	0	2	10	10
ENSMUSG00000059842	26	60	89	124	108	26	52
ENSMUSG00000085483	25	100	139	159	214	78	84
ENSMUSG00000131149	1	0	0	0	2	1	1
ENSMUSG00000038467	54	265	147	256	248	51	151
ENSMUSG00000082064	1	0	12	6	25	8	7
ENSMUSG00000083975	0	0	0	0	0	0	0
ENSMUSG00000085691	10	0	9	0	7	3	3
ENSMUSG00000133088	20	14	41	7	20	36	51
ENSMUSG00000098640	4	4	24	0	10	0	6
ENSMUSG00000133128	1	0	4	0	2	0	8
ENSMUSG00000027593	121	315	309	502	483	72	327
ENSMUSG00000027596	3	12	5	6	2	7	7
ENSMUSG00000074656	191	425	270	666	422	223	387
ENSMUSG00000133691	0	0	4	0	1	11	11
ENSMUSG00000128134	3	5	5	0	3	7	7
ENSMUSG00000084897	12	4	20	2	21	4	9
ENSMUSG00000142814	10	3	0	1	0	7	5
ENSMUSG00000027597	254	573	663	1434	1008	115	480
ENSMUSG00000109877	40	17	24	12	12	10	29
ENSMUSG00000087254	0	0	4	0	0	0	8
ENSMUSG00000138802	0	1	4	0	2	2	5
ENSMUSG00000133348	1	0	0	0	3	0	0
ENSMUSG00000027598	604	1553	1122	2478	2598	510	1272
ENSMUSG00000082596	7	14	19	12	18	2	14
ENSMUSG00000047459	292	589	456	893	741	136	342
ENSMUSG00000139617	15	10	40	33	19	23	23
ENSMUSG00000027602	293	1437	431	973	802	204	849
ENSMUSG00000038383	183	418	448	639	483	186	390
ENSMUSG00000076216	0	6	0	2	0	1	3
ENSMUSG00000038375	703	3428	1893	2377	3245	674	2203
ENSMUSG00000038369	432	895	607	1054	981	242	710
ENSMUSG00000080237	10	20	16	9	14	7	26
ENSMUSG00000131510	5	4	3	2	6	0	3
ENSMUSG00000083341	0	0	0	0	4	3	0
ENSMUSG00000027603	28	86	31	40	35	15	45
ENSMUSG00000027605	292	591	459	812	607	238	445
ENSMUSG00000093624	13	4	4	16	4	7	3
ENSMUSG00000093687	0	7	0	6	0	4	4
ENSMUSG00000086529	2	5	11	3	1	5	9
ENSMUSG00000027610	151	268	278	604	463	117	236
ENSMUSG00000085317	4	1	8	0	6	0	6
ENSMUSG00000085010	1	0	0	0	3	6	2
ENSMUSG00000087616	4	6	3	2	9	1	3
ENSMUSG00000074652	23	46	9	14	16	15	13
ENSMUSG00000076312	0	0	0	0	0	0	0
ENSMUSG00000038324	845	2576	2266	4760	3549	578	1954
ENSMUSG00000088695	0	2	6	12	10	2	5
ENSMUSG00000141335	1	2	6	1	1	0	9
ENSMUSG00000141293	0	2	5	6	7	6	3
ENSMUSG00000038312	327	749	774	1832	1059	194	566
ENSMUSG00000133411	2	0	9	6	1	5	1
ENSMUSG00000027611	6	44	25	23	58	12	26
ENSMUSG00000027612	22	15	35	8	10	24	9
ENSMUSG00000143341	6	0	7	1	0	3	13
ENSMUSG00000074649	69	202	111	190	137	40	111
ENSMUSG00000027613	297	690	450	1312	910	151	573
ENSMUSG00000086754	6	0	4	1	15	3	5
ENSMUSG00000074647	11	0	12	2	1	0	5
ENSMUSG00000005882	216	606	439	702	641	217	630
ENSMUSG00000139205	9	5	4	8	0	0	16
ENSMUSG00000139283	4	5	3	1	2	4	6
ENSMUSG00000139244	2	2	7	3	0	9	2
ENSMUSG00000078972	0	0	2	0	0	0	1
ENSMUSG00000038259	9	7	5	9	10	1	0
ENSMUSG00000137883	4	0	4	0	1	1	0
ENSMUSG00000038241	265	578	596	1224	887	170	500
ENSMUSG00000074646	48	25	67	21	38	42	38
ENSMUSG00000005881	369	1322	798	1730	1544	263	720
ENSMUSG00000013338	43	12	16	13	10	19	22
ENSMUSG00000081002	0	2	0	0	0	0	2
ENSMUSG00000131574	0	1	1	0	5	1	0
ENSMUSG00000038180	35	46	15	15	25	34	35
ENSMUSG00000074643	9	11	16	27	25	10	12
ENSMUSG00000098950	0	0	0	0	3	0	0
ENSMUSG00000103285	26	48	51	83	75	95	62
ENSMUSG00000089824	155	429	418	694	682	159	330
ENSMUSG00000027618	268	835	657	1339	1063	205	554
ENSMUSG00000067847	136	308	128	244	329	89	142
ENSMUSG00000027620	1044	2918	2133	4584	3670	1461	2143
ENSMUSG00000131611	38	63	36	88	83	39	69
ENSMUSG00000133138	0	8	3	13	10	5	4
ENSMUSG00000038116	222	501	394	624	519	178	410
ENSMUSG00000133097	1	0	0	0	0	0	0
ENSMUSG00000046229	87	524	130	491	302	65	171
ENSMUSG00000038085	66	172	131	205	174	36	95
ENSMUSG00000081751	0	1	3	3	2	0	3
ENSMUSG00002076828	0	0	0	0	0	0	0
ENSMUSG00000085546	33	18	44	24	11	12	17
ENSMUSG00000082321	24	82	90	193	86	7	46
ENSMUSG00000087323	2	0	0	0	0	2	1
ENSMUSG00000139458	11	6	10	8	3	3	11
ENSMUSG00002076826	0	0	1	1	0	0	0
ENSMUSG00000084017	0	0	0	0	0	0	0
ENSMUSG00000102869	1660	4949	3128	6767	6254	882	3457
ENSMUSG00000139502	8	1	23	0	6	11	15
ENSMUSG00000061272	5	5	9	0	6	1	2
ENSMUSG00002075083	0	0	0	0	0	0	0
ENSMUSG00000027624	145	198	194	432	306	97	211
ENSMUSG00000139580	6	3	0	0	1	0	4
ENSMUSG00000086872	14	5	6	3	9	15	2
ENSMUSG00000085524	0	0	1	0	10	0	1
ENSMUSG00000139541	2	0	4	1	5	6	3
ENSMUSG00000137606	3	0	8	0	0	1	2
ENSMUSG00000027628	184	396	351	755	624	141	353
ENSMUSG00000055494	12	3	13	9	20	6	3
ENSMUSG00000087508	17	0	7	0	3	4	17
ENSMUSG00000061689	527	1244	773	1742	1427	319	943
ENSMUSG00000083498	8	1	18	8	4	20	14
ENSMUSG00000126391	1	0	2	2	1	3	1
ENSMUSG00000126434	2	0	2	1	4	0	1
ENSMUSG00000131302	0	0	0	0	0	0	0
ENSMUSG00000086638	8	6	16	17	11	14	22
ENSMUSG00000139190	15	15	6	5	21	16	14
ENSMUSG00000087179	89	90	164	146	92	100	206
ENSMUSG00000067818	1112	2227	1306	4608	2465	574	1518
ENSMUSG00000082196	0	0	0	0	0	0	0
ENSMUSG00000062175	8	1	10	15	11	3	4
ENSMUSG00000085741	53	159	51	104	81	49	42
ENSMUSG00000102323	15	6	13	33	10	19	26
ENSMUSG00000074629	53	118	50	156	125	45	82
ENSMUSG00002075925	0	1	0	0	1	0	6
ENSMUSG00000027637	187	602	600	1258	864	186	409
ENSMUSG00000027636	135	95	172	596	254	76	181
ENSMUSG00000080880	6	4	17	9	4	2	8
ENSMUSG00000083831	1	0	4	0	4	0	9
ENSMUSG00000130404	11	0	7	5	3	2	13
ENSMUSG00000081616	0	0	0	0	0	0	0
ENSMUSG00000027634	330	825	899	1301	1112	276	800
ENSMUSG00002074935	2	0	2	1	3	0	4
ENSMUSG00000134890	6	1	6	0	8	1	20
ENSMUSG00000082163	25	43	87	139	111	19	38
ENSMUSG00000027635	122	340	445	661	622	163	237
ENSMUSG00000055485	250	443	284	498	527	99	315
ENSMUSG00000074628	3	14	1	5	7	10	17
ENSMUSG00000027639	847	1625	1917	3905	3091	643	1506
ENSMUSG00000027641	426	1006	1026	2305	2234	235	919
ENSMUSG00000084113	7	17	8	7	14	4	10
ENSMUSG00000142757	8	16	37	24	29	21	21
ENSMUSG00000074627	35	32	98	27	41	56	74
ENSMUSG00000027642	1628	3916	3952	8501	6697	702	2719
ENSMUSG00000027643	5	4	2	0	0	2	0
ENSMUSG00000142939	9	2	4	12	4	9	13
ENSMUSG00000063019	145	313	215	525	305	87	235
ENSMUSG00000027646	397	756	400	1456	771	150	413
ENSMUSG00000137000	4	0	0	0	0	0	0
ENSMUSG00000124749	6	4	7	12	2	5	4
ENSMUSG00000136071	0	4	4	0	1	8	3
ENSMUSG00000136193	0	0	2	2	0	1	4
ENSMUSG00000081740	0	6	8	10	13	1	9
ENSMUSG00000082329	1	8	18	35	21	3	6
ENSMUSG00000136038	1	1	4	5	5	2	3
ENSMUSG00000087445	1	8	13	10	8	11	19
ENSMUSG00000067787	212	443	342	714	577	120	408
ENSMUSG00000067786	41	248	57	71	41	29	59
ENSMUSG00002075463	0	0	0	0	0	0	0
ENSMUSG00000120882	0	4	8	0	2	4	6
ENSMUSG00000137467	4	10	7	0	5	6	9
ENSMUSG00000087547	2	0	10	13	13	16	20
ENSMUSG00000136472	3	0	5	0	0	1	13
ENSMUSG00000129528	6	2	4	0	0	3	5
ENSMUSG00000127245	23	8	16	7	8	4	27
ENSMUSG00000135163	4	0	1	0	0	7	0
ENSMUSG00000077290	0	0	0	0	0	0	2
ENSMUSG00000084417	0	0	1	0	0	0	0
ENSMUSG00000027649	203	597	504	1185	907	208	326
ENSMUSG00000140009	7	0	5	0	1	2	3
ENSMUSG00000139977	6	0	1	0	0	1	3
ENSMUSG00000062846	0	2	7	4	6	2	4
ENSMUSG00000134327	0	0	0	0	0	0	0
ENSMUSG00000037843	1	0	1	0	1	1	1
ENSMUSG00000027650	215	569	642	1209	1043	230	541
ENSMUSG00000027651	322	851	850	1527	1457	266	734
ENSMUSG00000100860	5	12	3	2	6	1	9
ENSMUSG00000037820	732	2336	1709	3559	2032	345	1172
ENSMUSG00000092283	0	0	0	0	0	0	0
ENSMUSG00000128719	0	0	0	0	0	0	0
ENSMUSG00000125792	3	3	2	6	0	3	10
ENSMUSG00000132987	7	8	3	0	0	10	8
ENSMUSG00000037813	28	54	61	21	63	44	55
ENSMUSG00000078957	5	1	2	2	4	2	1
ENSMUSG00000098765	0	0	0	0	0	0	0
ENSMUSG00000143084	4	2	0	0	0	3	0
ENSMUSG00000052922	7	3	0	0	0	8	8
ENSMUSG00000016024	416	816	1040	1601	1529	198	608
ENSMUSG00000137421	1	0	2	0	0	0	0
ENSMUSG00000085385	102	232	99	244	189	76	179
ENSMUSG00000065362	0	0	0	0	0	0	0
ENSMUSG00000064995	0	0	0	0	0	0	0
ENSMUSG00000064405	0	0	0	0	0	0	0
ENSMUSG00000137006	15	0	4	0	0	4	0
ENSMUSG00000044349	82	162	65	153	60	51	182
ENSMUSG00000065840	0	0	0	0	0	0	0
ENSMUSG00000064585	0	0	1	0	0	0	5
ENSMUSG00000136710	18	20	29	12	2	30	32
ENSMUSG00000136670	31	16	26	19	21	37	43
ENSMUSG00000083168	0	0	0	0	0	0	0
ENSMUSG00000083715	0	1	2	1	0	2	5
ENSMUSG00000027652	315	554	653	894	808	327	532
ENSMUSG00000125910	7	18	25	18	17	16	39
ENSMUSG00000081800	4	4	9	1	1	0	3
ENSMUSG00000084644	4	2	12	4	0	1	0
ENSMUSG00000135970	3	3	1	8	3	9	7
ENSMUSG00000044405	4	8	2	24	2	2	15
ENSMUSG00000074625	28	0	11	2	16	7	17
ENSMUSG00000086496	19	21	54	20	21	49	38
ENSMUSG00000037771	4	6	4	13	0	4	0
ENSMUSG00000087563	0	0	0	0	0	0	0
ENSMUSG00000140651	4	0	0	0	0	8	2
ENSMUSG00000037761	136	282	244	455	337	78	240
