gene_names	male_24m_1	male_24m_2	male_24m_4	male_24m_7	male_3m_3	male_3m_5	male_3m_6
ENSMUSG00000102693	4933401J01Rik	1.59626637050753	2.97350557529337	3.18807981541503	0.361517970881899	1.99525103522548	2.39839839086655	0.731303939404253
ENSMUSG00000051951	Xkr4	1.39753372681269	1.90571222556294	1.81468723497605	-0.689407047641939	1.72675609812405	2.23192663552458	0.30647588498941
ENSMUSG00000103377	Gm37180	0.372848317911913	1.4518066702003	0.929320947328968	-0.412309488623958	0.477456200689033	2.14543278698132	0.127643331485604
ENSMUSG00000104017	Gm37363	0.144247695567579	1.39754946878933	2.40132696537414	-0.256169311739253	2.23069815182265	2.00233882439294	0.678875746786169
ENSMUSG00000103025	Gm37686	2.16934254260782	2.42014801651767	2.77286266630633	0.384377922711511	3.21542057455206	2.39221030758375	1.03593106487874
ENSMUSG00000103201	Gm37329	1.64893659810971	2.02403095501106	2.53632627878348	-0.0833270539807778	2.22118173120325	3.21777913726293	0.727593050646934
ENSMUSG00000103161	Gm38148	0.460073542491003	0.632956703438442	0.633124870092104	0.0248279119957679	0.914253167038602	1.80983143753616	0.110816519371934
ENSMUSG00000102331	Gm19938	1.46100873692127	1.15516681623188	2.54978484099369	0.781016526302665	1.61957711101226	2.27344167662576	0.746460528243158
ENSMUSG00000142494	ENSMUSG00000142494	1.48318879434343	3.35093355954048	2.8491130208969	-0.300558899112353	2.84326125614214	2.26578535992327	0.816771937166859
ENSMUSG00000102343	Gm37381	1.34046228344586	2.77228698371307	2.36152305984693	-0.459074908085476	1.4289664522338	1.30310803155225	0.70708387940217
ENSMUSG00000025900	Rp1	0.581683311126131	1.60912617621402	1.72324176705153	-0.137541976427197	1.65027487971656	1.669716304595	-0.491006091075494
ENSMUSG00000135717	ENSMUSG00000135717	0.474698583987131	1.14970586162408	1.79911479616725	-1.09113039773289	1.37188668666449	1.61822400633682	0.0563435293802605
ENSMUSG00000025902	Sox17	2.69706831044008	1.82386211201672	2.19153400812032	0.914164421328458	1.27713258602235	2.28791754204239	2.06059891854807
ENSMUSG00000104238	Gm37587	1.34084577151632	1.73129817898314	1.89535291086291	-0.23654922615502	0.779728506987855	1.25772543143395	0.882652091668088
ENSMUSG00000104328	Gm37323	-0.0343693040659687	0.997891071665208	1.25115900512012	-0.274852061176642	1.04449323635377	1.6201374169346	-0.730322745872346
ENSMUSG00000131850	ENSMUSG00000131850	-0.516388726640997	1.22224439604276	0.369343315752378	-0.873056663403425	0.523496457664294	1.35571002725684	-0.207065650170279
ENSMUSG00000098104	Gm6085	1.17978506750774	1.34343880148002	1.81010245535369	1.24961691508649	0.945982974387526	1.50966105883425	0.44290102622849
ENSMUSG00000102175	Gm6119	0.559111701013656	1.71016765862387	2.60554307745651	-1.255963850047	0.312450854532532	2.66563906765566	-0.60321418672131
ENSMUSG00000135930	ENSMUSG00000135930	-0.836903722821489	1.13059590672461	2.39996855492279	0.328398182308913	1.9250911941172	2.64806290837982	1.14634956990069
ENSMUSG00000103922	Gm6123	3.28088211318573	3.23835789375243	4.59233857889764	4.07751576785945	3.32443139881559	3.40884995378401	4.16330981615145
ENSMUSG00000033845	Mrpl15	3.04070485570549	2.56123863756172	3.29457806467234	3.2190243825319	2.39494798653682	3.56245206941033	3.2910124398552
ENSMUSG00000120403	A930006A01Rik	1.11430003727775	1.88874955980583	1.82819548066184	0.42420238630671	1.68477865077121	1.38182508702961	-0.350487535866819
ENSMUSG00000025903	Lypla1	4.79361532146067	4.65282430686015	4.96915088623873	5.14991375157136	3.53170731709079	5.20186066168979	4.92347154543672
ENSMUSG00000033813	Tcea1	5.07622793958097	4.36622472079539	4.738035728921	5.25722565612058	3.66694110002536	5.24953140000512	5.1705948249503
ENSMUSG00000062588	Gm6104	3.15210947926646	2.42410996834586	2.77996696640336	3.34113011117494	2.15289420776665	4.13882342459051	3.86214332687064
ENSMUSG00000002459	Rgs20	0.15893317650756	1.11531502545116	0.667996762697641	0.459108040116728	0.246852665728586	0.548947486902566	-0.207621519197566
ENSMUSG00000102653	Gm37079	1.22152156753263	0.967350818070425	2.69681668897142	0.583341009192321	1.62782795351573	1.81994357076494	-0.372798759185581
ENSMUSG00000085623	Gm16041	-0.188345374396089	0.746567938864892	1.76027890276526	-1.2745746371885	1.5276119912976	1.83999639776288	0.646733378112014
ENSMUSG00000091665	Gm17101	-0.946358205392993	-0.365432422681781	1.70852288597339	-0.457013358981495	1.22477326230227	2.09455066920389	1.56238174255835
ENSMUSG00000033793	Atp6v1h	4.03867832097012	3.8698057679126	3.89475305871057	4.16520297947562	2.67523560992581	4.13449040419119	4.01740084323425
ENSMUSG00000143188	ENSMUSG00000143188	2.85606895099433	2.70623751204111	3.19555298363227	1.70323631516877	2.4484469195894	3.60885698462731	1.32638743405979
ENSMUSG00000143351	ENSMUSG00000143351	0.0903603247076425	0.463627558919221	1.93359941977729	-1.7922419572969	1.08661520565813	1.42580503319039	-0.68602668450966
ENSMUSG00000102907	Gm38264	0.49679324813204	1.37546081913688	2.24934976262741	0.694168887011504	-0.131028135553677	1.54537051866081	0.306093436248315
ENSMUSG00000025905	Oprk1	-0.117958681717941	1.08216569403003	1.26366577979886	-0.734040815851081	0.897696007383058	0.985750093276518	-0.238762332655053
ENSMUSG00000033774	Npbwr1	-1.65253056031989	1.5013883953529	0.655983452410638	-1.77146724291393	0.21689682934462	1.31549652397713	-1.06471029210958
ENSMUSG00000090031	4732440D04Rik	1.99822767775946	2.34006510737708	2.67819959677588	1.0443917359985	1.55851628102157	2.88583403759491	2.21684503896343
ENSMUSG00000025907	Rb1cc1	3.90315449608419	3.89571879563567	4.28619213909292	4.14335494725947	3.40359838299717	4.475988279821	4.27528465123427
ENSMUSG00000103845	Gm19026	-0.388674298767398	0.68639233813068	1.00411306863621	-0.91507001489574	0.390842825640899	0.427495894164309	-0.733155522929625
ENSMUSG00000033740	St18	1.34676707115499	2.02421068299921	2.53961470755294	0.588981551082366	2.27044559776993	2.17213877263284	0.70560830479354
ENSMUSG00000120372	Gm57122	0.653739817682428	1.57114905822666	1.50299764009589	0.999108400163344	1.82436643882947	1.69762398008115	1.09234519619331
ENSMUSG00000051285	Pcmtd1	4.48931605733133	4.21053880280694	4.80142467776127	4.41239007024955	3.54391389352145	4.38386524592057	4.51027758555838
ENSMUSG00000103509	Gm38372	0.46942402190739	0.113999073047466	0.644133899955211	0.308910256495945	0.689666959592909	1.14311762091367	-1.03062451969912
ENSMUSG00000097797	Gm26901	0.688604648425319	1.43666034675992	1.42948275535249	-0.10462688578512	1.56802194213441	1.88583287284663	0.235146252018705
ENSMUSG00000103067	Gm30414	-0.0235541012911362	0.982666872214622	2.00162265018109	-1.46564379637643	1.53772285468953	1.56422251989483	0.0952141401948765
