Geneid	male_4m_1	male_4m_2	male_4m_3	male_4m_4	male_4m_5	female_4m_1	female_4m_2	female_4m_3	female_4m_4	female_4m_5	male_18m_1	male_18m_2	male_18m_3	male_18m_4	male_18m_5	female_18m_1	female_18m_2	female_18m_3	female_18m_4	female_18m_5
ENSMUSG000000550278	21	18	29	15	21	11	19	18	23	21	4	7	9	9	2	8	5	10	18	15
ENSMUSG00000054422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086199	1	2	1	2	0	1	1	1	3.129	3.104	5	3	1.938	2.001	0	0	2	2	3.052	1
ENSMUSG000000326485	1167.26	904	1462	985.237	765	814	686	851	943	1333.03	729	749	736	559	412	674	1132	609	802	800
ENSMUSG00000098121	0	2.426	0	0	0	0	0	0	0	0	1.749	0	0	0	0.804	0	0	0	0	0
ENSMUSG000000544746	110.999	98	158	71	64	113	73	80	91	125	98	102	96	71	56	82	91	82.999	116	107
ENSMUSG000000683960	0	0	1.927	0	0	1.927	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG000000788940	233.416	191.633	307.214	209.519	157.832	202.81	122.523	185.67	203.281	279.462	184.367	212.057	236.583	149.408	161.518	223.229	245.258	235.82	267.416	320.962
ENSMUSG00000107446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105229	1	1	1	0	0	0	0	2	2	0	1	1	0	0	0	0	0	1	2	0
ENSMUSG00000128233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000128196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039899	39	10	38	21	14	31	17	32	43	19	32	69	42	25	28	41	39	32	63	54
ENSMUSG00000103727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097977	2.207	1.323	5.843	2.166	1.158	0	0	1.038	2.53	3.284	1.041	0	3.48	0	0	0	0	0	1.318	1.277
ENSMUSG00000110849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095351	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	51.989
ENSMUSG00000120655	0	0	0	0	0	0	0	0	1.014	0	0	1.013	0	0	0	0	1	0	0	0
ENSMUSG00000095335	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000118552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000137683	1.007	0	0	0	1.047	0	0	1.119	1.242	0	0	1.001	0	0	0	1.007	0	0	1.137	0
ENSMUSG00000131806	0	0	1	1	0	0	3	0	3	1	1	3	4	2	1	0	1	2	0	0
ENSMUSG000000295106	12	12.094	37.001	20	12.001	16.392	11	19.234	17	20	21	11.622	17	9	9	6.232	13	11	19.616	16.687
ENSMUSG00000106315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000137710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0
ENSMUSG00000086699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.931	0	0
ENSMUSG00000105305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000140614	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000105687	1.077	0	0	0	0	0	0	0	0	1.094	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000143710	1	0	0	3.533	1	2	0	3	1	0	3	0	0	0	2	0	0	0	4.994	1
ENSMUSG00000144124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032902	1104	1055	1863	1195	925	1103	811	1069	1062	1340	959	1038	829	622	686	879	1107	694	967	940
ENSMUSG00000128567	6.21	1	0	2	4	1	6.686	1.998	5.117	0	4.362	4.94	2	2	0	2	0	2	5	0
ENSMUSG00000094797	0	0	0	1	0	0	0	0	0	0	0	3.002	2	2	0	0	1	0	0	0
ENSMUSG00000132650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG000000322201	408.001	295	581	318	235	353	189	332	371	428.999	256	277	309	251	205	276	394	250	281	290
ENSMUSG000000613131	1862.9	1562.72	2574.33	1634.78	1160	1834.9	1136.41	1478.74	1630.75	2287.39	1239.2	1284.48	1300.5	1020.04	907	1266	1773	1135.8	1657.49	1447.66
ENSMUSG00000076589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096594	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0
ENSMUSG00000105114	0	0	0	0	0	0	0	0	0	0	0	1.013	0	0	0	0	0	0	0	0
ENSMUSG00000036091	4.117	10.046	26.197	7.387	11.108	9.34	15.444	7.085	3.038	6.042	13.897	4.559	8.176	5.001	8.044	6.008	11.533	12.552	10.4	16.422
ENSMUSG00000076586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000139660	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	1
ENSMUSG00000105668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG000000227905	149	101	182	129.961	58	132	107.018	137	168	125.01	245	210	217	159.008	167	202	273	199	410.004	292
ENSMUSG00000130333	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0
ENSMUSG00000076583	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
ENSMUSG00000125105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094930	1	0	0	0	0	0	0	0	0	0	0	1	1.998	0	1	0	0	0	0	1
ENSMUSG000000415786	0	0	0	1	0	2	0	2	0	0	1.001	0	0	1.015	0	1	0	0	0	0
ENSMUSG00000090248	0	0	1.089	0	1.075	0	0	1.065	1.077	0	0	3.197	0	1.035	0	0	2.204	0	0	1.022
ENSMUSG00000076581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000139857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000133262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000123437	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0
ENSMUSG00000094615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.004
ENSMUSG000000752702	25	29	46	33	28	32	22	27	27	41	35	31	31	21	16	25	28	22	38	32
ENSMUSG000000784970	0	0	0	0	0	0	0	0	1.073	0	1.222	1.705	0	0	0	0	0	0	0	0
ENSMUSG00000106192	0	0	0	0	1.011	0	0	0	0	0	0	0	1.007	0	1.009	2.011	0	0	0	0
ENSMUSG00000087545	0	0	0	0	0	0	1.844	1	0	0	0	1	0	0	0	1	1	0	0	1
ENSMUSG000000380116	12.059	10	16	12	5.183	13	12	11	8	15	7	3	3	5	2	5	9	7	5	8
ENSMUSG00000105781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000132811	16.903	22.767	27.192	24.366	10.755	25.444	28.712	30.864	21.941	52.949	37.015	39.977	21.653	22.209	12.36	18.118	30.789	29.159	59.057	40.561
ENSMUSG00000087049	1	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095804	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000130468	0	0	3	0	0	0	1	2	0	1	0	0	0	1.368	2.896	0	0	2.019	1	1
ENSMUSG00000104769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000138230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112420	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
ENSMUSG000000388272	486	396	675	386	331	412	254.001	381.893	460	572.001	274	296	297	210	198	274.999	327	265	427.999	287.999
ENSMUSG00000076572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121588	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000129263	0	0	0	0	0	1	0	0	0	0	0	1.002	0	0	0	0	0	0	1	0
ENSMUSG00000092412	0	2.492	10.08	6.312	1.165	1.172	4.392	7.672	0	5.219	2.427	0	2.224	0	2.533	2.442	3.567	0	1.141	0
ENSMUSG000000399343	99	82.001	191	97	80.999	102	97.45	94.999	81.999	116	80	86.001	105	63	62.001	62	91	68	124	90
ENSMUSG00000076571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000143259	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000105451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076569	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000105915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG000000051241	76	141	241	136	74	99	122.001	55	113	97.97	124	98.954	144	40	78	43	139	66	41.946	97.001
ENSMUSG00000127842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076563	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
ENSMUSG00000086254	1	0	2	1	1	1	1.718	1	0	2	0	1	1	2	0	1	1	3	7.028	2.003
ENSMUSG00000108961	1	0	1	1	0	0	0	0	1.982	0	2	0	0	1	0	0	0	0	0	0
ENSMUSG00000105725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108351	16.109	10.16	21.429	14.091	9.028	13.06	5.039	7.086	8.106	16.261	6.098	6.182	10.229	7.167	10.245	14.334	15.344	5.172	7.136	6.224
ENSMUSG000000282266	553.024	455.011	677.009	468.056	322	534.006	277	440.035	517.04	771.014	448	524	476.999	421	347.001	454.001	609.001	465.999	543	475.999
ENSMUSG00000086029	3	5	10	8	2	4	4	8	3	0	10	2	8	5	4	5	4	6	4	5
ENSMUSG00000094993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087363	2	2	1	2	1	1	2	0	4	2	1	4	6	5	2	3	1	3	1	2
ENSMUSG00000137060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000128943	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
ENSMUSG00000106213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000128895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106016	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000129447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104527	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0
ENSMUSG00000115436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000140182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000125805	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107483	2	1	1	0	0	0	1	3	3	0	2	5	3	3	0	2	4	0	3	3
ENSMUSG00000126987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110740	4.149	2.052	7.174	6.246	2.093	2.057	1.12	3.286	6.588	5.22	3.093	4.149	5.236	3.141	2.062	4.234	2.086	5.21	3.182	4.226
ENSMUSG00000081144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000126409	12	13.001	17.999	5	8	12	9	13.999	11	15	9	10	13.999	4	7	6	9.999	9	15	9.999
ENSMUSG00000092746	8.947	7.706	16.125	18.778	4.835	13.969	12.288	11.373	13.561	17.577	10.138	9.567	13.171	5.989	13.638	8.386	1.113	7.083	20.599	9.563
ENSMUSG000000245482	144	134	180	118	107	131	122	105	141	206	170	144	159	101	86	147	121	123	175	142
ENSMUSG00000065916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076552	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	17.919	0	0	0
ENSMUSG00000106216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025986	4976	3613	5878	3419	2780	4504	2118	3685	4360	6262	3268	3358	3431	2713	2765	3412.01	4802	3051	4105	3356
ENSMUSG000000408137	1656	1404	2607	1423	1073	1608	1061	1454	1667	2324	1226	1357	1413	960	1087	1248	1792	1213	1788	1531
ENSMUSG00000076550	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1.025	0	0	0
ENSMUSG00000079076	0	5.059	0	0	0	0	0	2	1.464	0	0	0	0	0	0	0	1.834	0	2	0
ENSMUSG00000117010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000135096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000141291	3.001	4.001	3.014	2	0	3.001	4.001	1.005	4.001	3.032	4.232	2.004	6.002	0	3.001	3.001	2.001	4.001	4.523	5.012
ENSMUSG00000099851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000052488	1382.67	1135.99	2042.31	1197.44	955.289	1320.15	711.678	1171.34	1208.27	1737.49	716.325	827.456	741.819	601.324	553.343	695.842	985.673	690.274	988.558	816.716
ENSMUSG00000085248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000132122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000132966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000121083	64.498	58.564	88.697	53.294	30.728	46.692	38.57	43.505	63.415	75.698	36.279	61.13	39.768	27.342	25.957	46.012	60.244	37.481	70.786	59.994
ENSMUSG00000131312	8	1	5.046	7	0	3	2.804	1	3	3	6	6	3	3.686	1	5	2	4	5	5.001
ENSMUSG00000105968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.001	0	0	0
ENSMUSG00000035551	7	11	99.953	35	21	13	56	21	11.217	11	24	18	12	3	15	1	13	23	19	17
ENSMUSG00000104922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000123058	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000130274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG000000260781	434	326	563	387	262	356	289.999	321	410	425	480	597	473	345	361	432	636	420	668	599.001
ENSMUSG00000094315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG000000308692	1865.3	1554.41	2821.29	1775.76	1187.65	1747.03	1356.09	1719.9	2009.06	2384.74	2040.71	2237.69	2186.13	1567.53	1672.72	2197.22	2678.82	1916.5	2964.19	2528.4
ENSMUSG00000082576	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0
ENSMUSG00000076540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3.121	0	0	0
ENSMUSG00000054493	13.067	13.427	13.417	10.351	4.47	20.476	4.442	8.891	6.338	18.294	5.245	7.569	18.359	9.154	5.778	12.005	13.422	11.083	7.975	5.906
ENSMUSG00000126547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000131465	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000127430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000103443	2.05	3.005	2	0	1	3.017	3	3	3.002	2	3.991	3.002	1	3	3	1	4	2	4.002	6
ENSMUSG00002075908	0	1.486	0	0	1.995	0	0	0	2.746	1.233	0	2	1.159	0	0	0	0	0	2.223	0
ENSMUSG00000130772	0	0	0	0	0	1.011	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG000000365648	53841	44238	85590	48411	38378	55498	31256	44631	45965	71145	31321	39111	36493	23958	29530	31375	44449	31782	49334	40808
ENSMUSG00000076536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG000000032354	1382	1045	2016	984	662	1222	852	1086	1305	1622	1005	1122	1099	828	765	1107	1472	984	1512	1215
ENSMUSG00000123439	6	8	6.011	8	9.019	5.006	12.029	7.023	9.051	9.039	4	4.009	4.01	7	4	1	4.008	3	2.004	2
ENSMUSG00000133848	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000086998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000125382	0	0	1	0	2	1	1	3	0	1	0	1	1	1	0	0	0	0	1	0
ENSMUSG00000108161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.003	0	0
ENSMUSG000000504240	1.123	2.178	1.023	0	0	0	1.057	0	2.23	5.102	1.975	2.038	1	1.06	0	0	0	0	5.658	0
ENSMUSG00000106318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG000000273339	981.001	746	1375	764.998	528.999	801	480.001	616.001	854.999	1048	647.999	752.999	698	471.001	439	597	961.002	616.999	875	745.001
ENSMUSG00000094902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000128456	0	1	2	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	2	0
ENSMUSG00000106381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000142682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000004885	20	13	53	44	8	28	27	37	68	13	48	51	51	29	20	43	48	54	51	58
ENSMUSG00000101433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG000000365610	1842	1421	2646	1598	1159	1629	1081	1471	1664	2082	1465	1357	1348	991	811	1289	1708	1115	1573	1309
ENSMUSG00000141461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000076522	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG000000285659	1771	1499	2216	1505	1102	1364	1063	1424	1757	1810	2734.75	1926.01	1871.98	1629.01	1264	2015.82	2427	1618.04	2634.14	1830.66
ENSMUSG00000078255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG000000523721	117	85	153	136	68	88	105	115	120	160	231	207	196	143	101	193	187	186	284	182
ENSMUSG00000130363	15	7	25	11	10	9	3	7	20	17	13	6	16	20	7	18	23	8	6	14
ENSMUSG00000136145	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0
ENSMUSG00000105043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG000000316842	83.002	60	113.999	81	66	102.999	51	59	78.588	127	71	79	80	64.999	53.997	70	91	76.999	106.999	79
ENSMUSG00000105684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000134366	0	0	1	0	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	1
ENSMUSG00000135618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG000000637853	218.19	159.105	272.344	197.221	131.204	170.494	127.098	141.704	203.746	217.371	203.984	205.153	174.112	153.138	120.04	226.046	263.787	174.601	246.215	203.017
ENSMUSG00000105306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021650	771	548	995	609	449	604	444	606	661	895	552	679	663	467	518	624	852	601	836	776
ENSMUSG00000077358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113687	16	3	9	8	6	3	8	12	5.207	9	6	6	10	4	3	4	2	6	10	2
ENSMUSG00000104575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102246	6	3	0	8	1	6	4	3	5	4	5	4	2	5	2	2	7	2	6	2
ENSMUSG00000088245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG000000486470	20.092	14.096	23.13	16.989	18.02	22.149	22.015	15.086	32.56	16.15	23.979	17.359	24.898	6.029	19.039	13.528	19.021	14.042	31.617	20.126
ENSMUSG00000082036	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000122439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076508	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG000000188005	402	351.001	667.999	446	269	458.001	227.999	373	431.001	534.001	380.001	489.999	432	350	258.999	413	484	373	570	459
ENSMUSG00000136962	0	0	0	0	0	0	0	0	0	0	0	0	0	0.987	0	0	0	0	0	0
ENSMUSG00000131026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121189	4	1	1	7.063	0	2.012	3.03	2	5.019	2.004	7	0	2	1.003	2.003	4	2.022	1.003	7.072	3.013
ENSMUSG00000037525	130.176	112.089	201.256	141.242	87.081	130.116	108.198	145.141	125.235	178.194	129.121	135.125	129.04	83.059	103.002	139.131	151.168	105.048	197.124	162.061
ENSMUSG000000272245	0	1	3	2	2	5	2	4	2	1	1	3	0	0	2	1	0	2	2	4
ENSMUSG00000107021	2.001	4	5.002	4	0	3	4	4	5	2	4.007	1	6.005	0	1	2	5	1	5.004	3.002
ENSMUSG00000128714	0	2.001	7.003	1.001	2.001	4.003	4.01	3	2.002	5.003	4.002	3.003	1	1.001	2	1.001	5.006	2.001	6.004	2
ENSMUSG00000104742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084996	117.895	94.142	132.571	82.987	72.978	85.475	48.672	68.046	93.96	128.521	43.262	48.843	55.897	37.965	37.954	46.657	66.759	43.363	56.596	42.807
ENSMUSG00000133405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
