Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48
SRR9127063_2 - nextera_transposase_sequence	(1, 3.2951034334615314e-06)	(2, 6.590206866923063e-06)	(3, 1.6475517167307657e-05)	(4, 3.6246137768076845e-05)	(5, 4.942655150192297e-05)	(6, 4.942655150192297e-05)	(7, 5.27216549353845e-05)	(8, 6.590206866923063e-05)	(9, 0.00015486986137269198)	(10, 0.00033939565364653776)	(12, 0.0004959130667359605)	(14, 0.000703504583044037)	(16, 0.0011631715120119207)	(18, 0.0016706174407649964)	(20, 0.00247462267852961)	(22, 0.00387339408603403)	(24, 0.005298526321006143)	(26, 0.006932897624003062)	(28, 0.008677654892020943)	(30, 0.011120974087932669)	(32, 0.01598289920400516)	(34, 0.020370329425659188)	(36, 0.025461264230357255)	(38, 0.03260010581895166)	(40, 0.04233384136139703)	(42, 0.05165404142294297)	(44, 0.0607699450716143)	(46, 0.07075905113015293)	(48, 0.08233145438846982)	(50, 0.09458100140236307)	(52, 0.10707109096689901)	(54, 0.12040637456211782)	(56, 0.1352607008401624)	(58, 0.15128478883708585)	(60, 0.1708033340251952)	(62, 0.19024938693776844)	(64, 0.20834774254605593)	(66, 0.22924528852106896)	(68, 0.25754857946278675)	(70, 0.285065988235624)	(72, 0.3084694603717846)	(74, 0.3325055923671697)	(76, 0.36057987362026195)	(78, 0.38768374691219976)	(80, 0.4130049692466349)	(82, 0.43925376319758946)	(84, 0.46453379673910633)	(86, 0.48722387898192243)	(88, 0.5099156087764553)
SRR9127063_2 - polya	(1, 0.0006919717210269216)	(2, 0.0009621702025707672)	(3, 0.0011236302708103822)	(4, 0.0013279266836849972)	(5, 0.00195729143947615)	(6, 0.002355998954924995)	(7, 0.002573475781533456)	(8, 0.002952412676381532)	(9, 0.003347825088396916)	(10, 0.005629684216069027)	(12, 0.009578865681072673)	(14, 0.015605609860873813)	(16, 0.022924034586591875)	(18, 0.03025069707089359)	(20, 0.036755231248546655)	(22, 0.043875949768257025)	(24, 0.051859985387534314)	(26, 0.06028721241861218)	(28, 0.06784288459153948)	(30, 0.07530629386832985)	(32, 0.08354405245198367)	(34, 0.09340135437318384)	(36, 0.10093725592551037)	(38, 0.108570363029124)	(40, 0.11670762095805726)	(42, 0.12493384667969397)	(44, 0.13285527533373548)	(46, 0.14047355447189855)	(48, 0.14920228346713815)	(50, 0.1579441928761116)	(52, 0.16622478780440042)	(54, 0.1750161237648758)	(56, 0.18383546810453558)	(58, 0.19283439558131904)	(60, 0.20241985146925862)	(62, 0.21222607928724013)	(64, 0.2214902625904172)	(66, 0.23044964882599914)	(68, 0.23923439457960757)	(70, 0.24825803533214197)	(72, 0.2572207166711573)	(74, 0.26611420083807)	(76, 0.2748725857642108)	(78, 0.28387151324099424)	(80, 0.2930879175443861)	(82, 0.3022664281582932)	(84, 0.3115075457374361)	(86, 0.32035819355971373)	(88, 0.32903914355516817)
SRR9127063_2 - polyg	(1, 0.05221750411006489)	(2, 0.05234271804053643)	(3, 0.052757901073152584)	(4, 0.05317967431263566)	(5, 0.05415172982550681)	(6, 0.054982095890739116)	(7, 0.05558180471562912)	(8, 0.0560793653340818)	(9, 0.05663294271090334)	(10, 0.05772691705081257)	(12, 0.05924431218192161)	(14, 0.060409131245650255)	(16, 0.06157230275766218)	(18, 0.06254930092568352)	(20, 0.0636515130241764)	(22, 0.06459061750271294)	(24, 0.06552642687781601)	(26, 0.06652978587330505)	(28, 0.06753808752394427)	(30, 0.06852497100226601)	(32, 0.06956787123895658)	(34, 0.07064207495826505)	(36, 0.07179371360825984)	(38, 0.07297500818915581)	(40, 0.07415136011490157)	(42, 0.07529805610974619)	(44, 0.07645628496660792)	(46, 0.0776557026163879)	(48, 0.07884688250758426)	(50, 0.08006607077796501)	(52, 0.08137257928933252)	(54, 0.0825390459047779)	(56, 0.08372528314082406)	(58, 0.08477147848094808)	(60, 0.08601702757879656)	(62, 0.0872032648148427)	(64, 0.08855260967084519)	(66, 0.08976520773435903)	(68, 0.09097780579787287)	(70, 0.09223324020602172)	(72, 0.09345901868326942)	(74, 0.0947803551600875)	(76, 0.09621372515364326)	(78, 0.09756307000964576)	(80, 0.0988992344519144)	(82, 0.1003606128246546)	(84, 0.10186812264546324)	(86, 0.10335256674223767)	(88, 0.10496222476948364)
SRR9127293_1 - nextera_transposase_sequence	(1, 3.2459678911452984e-06)	(2, 6.491935782290597e-06)	(3, 1.6229839455726492e-05)	(4, 2.5967743129162387e-05)	(5, 2.5967743129162387e-05)	(6, 2.5967743129162387e-05)	(7, 3.895161469374358e-05)	(8, 4.2197582584888876e-05)	(9, 9.413306884321364e-05)	(10, 0.00015580645877497431)	(12, 0.00020125000925100847)	(14, 0.0002677923510194871)	(16, 0.0004106149382298802)	(18, 0.0005518145414947007)	(20, 0.0007676714062558631)	(22, 0.001087399243533675)	(24, 0.0014412097436685123)	(26, 0.0017641835488374697)	(28, 0.0023095061545498796)	(30, 0.003572187664205401)	(32, 0.0068214015232418435)	(34, 0.010142026675883485)	(36, 0.014436442195868714)	(38, 0.02117182556999521)	(40, 0.02977364048153025)	(42, 0.03852801588394912)	(44, 0.04735704854786433)	(46, 0.056750879624838824)	(48, 0.06695457969065406)	(50, 0.0773011023436797)	(52, 0.08838770567588647)	(54, 0.09966582111367081)	(56, 0.1116109829530855)	(58, 0.12398785852202251)	(60, 0.13700581274946075)	(62, 0.1500984242383953)	(64, 0.16322187242229574)	(66, 0.1771324678197989)	(68, 0.19180099671988454)	(70, 0.20725018089779057)	(72, 0.2222189618278071)	(74, 0.23718774275782367)	(76, 0.2534614027800806)	(78, 0.2693033490728153)	(80, 0.2859438034667716)	(82, 0.303119842562767)	(84, 0.31962234332134964)	(86, 0.3366003783759851)	(88, 0.35437854451578793)
SRR9127293_1 - polya	(1, 0.0009153629453029741)	(2, 0.0010581855325133673)	(3, 0.0012432057023086492)	(4, 0.0014996371657091277)	(5, 0.0020417138035303925)	(6, 0.0024247380146855376)	(7, 0.0026487097991745633)	(8, 0.003015504170873982)	(9, 0.003385544510464546)	(10, 0.005117268380390562)	(12, 0.008457369340379075)	(14, 0.01363793409464697)	(16, 0.020129869876937566)	(18, 0.026168993138413393)	(20, 0.03150374136751069)	(22, 0.03755097954871438)	(24, 0.04391956855114146)	(26, 0.050822119271661935)	(28, 0.057312432070006955)	(30, 0.0637784001091684)	(32, 0.0704959306598936)	(34, 0.07795191890585434)	(36, 0.08448605227072982)	(38, 0.09101693966771417)	(40, 0.0982538250810226)	(42, 0.10551992420535136)	(44, 0.11251985396260619)	(46, 0.11910916878163114)	(48, 0.12637364492201433)	(50, 0.13372576219545843)	(52, 0.14085877663625024)	(54, 0.14813623664819797)	(56, 0.1555467813436827)	(58, 0.16303847523644605)	(60, 0.17113878810879912)	(62, 0.17938030058441704)	(64, 0.18746113764942327)	(66, 0.19518004929456678)	(68, 0.2034085778986201)	(70, 0.21162412263110886)	(72, 0.2198461592993799)	(74, 0.22794160321989626)	(76, 0.23600945641333793)	(78, 0.2439555858108616)	(80, 0.2524113321672951)	(82, 0.2605457277025052)	(84, 0.2685583994417974)	(86, 0.2767528453829937)	(88, 0.2850771300398358)
SRR9127293_2 - nextera_transposase_sequence	(1, 3.2459678911452984e-06)	(2, 6.491935782290597e-06)	(3, 9.737903673435895e-06)	(4, 3.2459678911452984e-05)	(5, 3.895161469374358e-05)	(6, 3.895161469374358e-05)	(7, 3.895161469374358e-05)	(8, 4.544355047603417e-05)	(9, 9.413306884321364e-05)	(10, 0.0001622983945572649)	(12, 0.0002142338808155897)	(14, 0.0002807762225840683)	(16, 0.0004284677616311793)	(18, 0.0005940121240795896)	(20, 0.0008390826998610596)	(22, 0.0012545665899276579)	(24, 0.0017593145970007517)	(26, 0.0022413408288358286)	(28, 0.0029392239254320673)	(30, 0.004296038503930802)	(32, 0.007790322938748716)	(34, 0.0113397888277161)	(36, 0.015893881778992952)	(38, 0.0228694667770642)	(40, 0.031834830092407514)	(42, 0.040988459545437256)	(44, 0.05021999222785448)	(46, 0.060087734616936186)	(48, 0.07085785607975628)	(50, 0.08162635455863082)	(52, 0.09327775630389687)	(54, 0.10509632539555688)	(56, 0.11770853363660194)	(58, 0.1308189979489378)	(60, 0.1447166094748764)	(62, 0.15864668067972645)	(64, 0.17249235671940671)	(66, 0.18739621829160036)	(68, 0.20352056379086464)	(70, 0.22042881053584049)	(72, 0.23648174474149958)	(74, 0.2526921083898792)	(76, 0.27037289549294763)	(78, 0.2874710313595555)	(80, 0.30531087088929)	(82, 0.32366844229766223)	(84, 0.34151964271501584)	(86, 0.35952340362325325)	(88, 0.37848472505937847)
SRR9127293_2 - polya	(1, 0.0010841532756425297)	(2, 0.001317862963804991)	(3, 0.001535342812511726)	(4, 0.0018047581474767858)	(5, 0.0025188710835287514)	(6, 0.0031161291754994865)	(7, 0.0034017743499202726)	(8, 0.0037523388821639647)	(9, 0.004099657446516512)	(10, 0.005768084942565196)	(12, 0.008695947980378253)	(14, 0.013751542970837055)	(16, 0.019693287195578522)	(18, 0.02541268261977654)	(20, 0.030771775608057425)	(22, 0.03678493112640409)	(24, 0.043385606833048054)	(26, 0.04991324826214125)	(28, 0.056153621532868084)	(30, 0.06253032545502302)	(32, 0.06923000318234693)	(34, 0.07697975152245631)	(36, 0.08338080020379485)	(38, 0.09011456059397577)	(40, 0.09735144600728421)	(42, 0.10417122454658048)	(44, 0.11109162809050226)	(46, 0.11788219291877822)	(48, 0.1256270723070509)	(50, 0.1335001674270238)	(52, 0.14131808109284727)	(54, 0.14932426089635714)	(56, 0.1571194527869426)	(58, 0.16499903984269781)	(60, 0.1729273164168202)	(62, 0.1809789397708061)	(64, 0.18934704499417868)	(66, 0.1977833155432653)	(68, 0.206443557876841)	(70, 0.21501291310946455)	(72, 0.22353357882372096)	(74, 0.23208021228110653)	(76, 0.24050512194257417)	(78, 0.2490890840307079)	(80, 0.2579132477427864)	(82, 0.26625376223908426)	(84, 0.2749545791712992)	(86, 0.2837381682847384)	(88, 0.2922977856136886)
SRR9127308_1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 3.3514892443001723e-06)	(4, 1.0054467732900517e-05)	(5, 1.340595697720069e-05)	(6, 1.340595697720069e-05)	(7, 2.0108935465801035e-05)	(8, 2.3460424710101207e-05)	(9, 8.043574186320414e-05)	(10, 0.00015081701599350776)	(12, 0.0002178468008795112)	(14, 0.00031001275509776597)	(16, 0.0004759114726906245)	(18, 0.0006920825289479856)	(20, 0.0010171769856451023)	(22, 0.0013506501654529696)	(24, 0.0017628833425018908)	(26, 0.002227064602837465)	(28, 0.0027733573496583927)	(30, 0.003849185397078748)	(32, 0.006233769994398321)	(34, 0.008826146924864504)	(36, 0.012139094042855226)	(38, 0.016841233452608368)	(40, 0.023068300468518085)	(42, 0.02931882790913791)	(44, 0.035470486417050875)	(46, 0.042284064050713124)	(48, 0.049573553157066005)	(50, 0.057253490760379847)	(52, 0.06510603005977514)	(54, 0.07336745104697508)	(56, 0.08205451116820112)	(58, 0.09112531680789954)	(60, 0.10067370966491074)	(62, 0.11019864209721182)	(64, 0.11960292091671812)	(66, 0.1299506439584949)	(68, 0.14131051675205034)	(70, 0.15307759548878824)	(72, 0.16415761893044462)	(74, 0.17517731556570357)	(76, 0.18708348110607992)	(78, 0.19914213940707196)	(80, 0.21174541471026276)	(82, 0.22528878274647973)	(84, 0.23871149716990192)	(86, 0.25255985072735027)	(88, 0.266602590660968)
SRR9127308_1 - polya	(1, 0.0010188527302672525)	(2, 0.0011227488968405578)	(3, 0.0013439471869643692)	(4, 0.0014947642029578768)	(5, 0.0020444084390231054)	(6, 0.0025136169332251293)	(7, 0.002778384583524843)	(8, 0.003069964147778958)	(9, 0.003462088389362078)	(10, 0.005218268753375369)	(12, 0.008482619277323737)	(14, 0.014282371414585184)	(16, 0.020749069911462366)	(18, 0.026508604177792217)	(20, 0.0320452644093761)	(22, 0.038433202909012226)	(24, 0.04476081460225095)	(26, 0.05150903819564935)	(28, 0.05796735796941578)	(30, 0.06447427433722458)	(32, 0.0710700051700073)	(34, 0.07817516236792368)	(36, 0.08406205322553692)	(38, 0.09020868449958344)	(40, 0.09736411403616431)	(42, 0.1038207580653086)	(44, 0.11026399613747567)	(46, 0.11676756101604016)	(48, 0.12377552502587182)	(50, 0.13112031370475563)	(52, 0.13842656025733002)	(54, 0.14577470042545815)	(56, 0.1533239299482443)	(58, 0.16042238416767207)	(60, 0.16836373793204132)	(62, 0.1761224355325962)	(64, 0.18395654164114789)	(66, 0.1915862069057972)	(68, 0.19954431811638795)	(70, 0.20766832804457158)	(72, 0.21607553881389857)	(74, 0.22382250620209843)	(76, 0.23155606763332107)	(78, 0.23942704012356003)	(80, 0.2473851513341508)	(82, 0.2550550344697317)	(84, 0.26272156611606834)	(86, 0.27056237520310866)	(88, 0.27842329322561465)
SRR9127308_2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 1.340595697720069e-05)	(4, 2.681191395440138e-05)	(5, 3.0163403198701554e-05)	(6, 3.3514892443001726e-05)	(7, 4.021787093160207e-05)	(8, 5.362382790880276e-05)	(9, 0.0001240051020391064)	(10, 0.00021449531163521106)	(12, 0.0003016340319870155)	(14, 0.0004139089216710713)	(16, 0.0005932135962411305)	(18, 0.0008462510341857936)	(20, 0.001226645063413863)	(22, 0.001672393132905786)	(24, 0.0022689582183912167)	(26, 0.003002934362892955)	(28, 0.0038843760341438997)	(30, 0.00525681087968482)	(32, 0.008043574186320413)	(34, 0.01105488727232412)	(36, 0.014790122035096661)	(38, 0.020078772062602335)	(40, 0.026857159059199436)	(42, 0.03368581839446103)	(44, 0.040489341560390385)	(46, 0.04804192257242082)	(48, 0.05603690016469888)	(50, 0.06447259859260242)	(52, 0.07305073531338871)	(54, 0.08216175882401872)	(56, 0.09179058742289312)	(58, 0.10186516409125945)	(60, 0.1126133900977301)	(62, 0.1234169156767317)	(64, 0.13393221318072351)	(66, 0.14563058638795323)	(68, 0.15885388720133958)	(70, 0.17251455736110707)	(72, 0.185241837766337)	(74, 0.19778311051850822)	(76, 0.21153427088787186)	(78, 0.2253608397652322)	(80, 0.23953931501324408)	(82, 0.254790266819432)	(84, 0.26992056501282513)	(86, 0.2852737372409642)	(88, 0.30067550606314564)
SRR9127308_2 - polya	(1, 0.0010356101764887533)	(2, 0.0013271897407428684)	(3, 0.0015483880308666798)	(4, 0.0018500220628536953)	(5, 0.002506913954736529)	(6, 0.0029828254274271537)	(7, 0.0032174296745281655)	(8, 0.0036598262547757883)	(9, 0.003978217732984304)	(10, 0.005724343629264695)	(12, 0.00895015202690361)	(14, 0.014275668436096584)	(16, 0.02038375758383365)	(18, 0.026272324186069052)	(20, 0.03164476144468223)	(22, 0.03776458080477434)	(24, 0.044134086113566826)	(26, 0.050810252688212765)	(28, 0.0572819784189564)	(30, 0.06356602075201923)	(32, 0.07025056604977592)	(34, 0.07781320152953924)	(36, 0.08393302088963137)	(38, 0.09063935086747602)	(40, 0.09771937189606013)	(42, 0.10457651888989827)	(44, 0.11145042332995794)	(46, 0.11853714733703066)	(48, 0.12616010962319138)	(50, 0.13371101489059967)	(52, 0.14153674227604057)	(54, 0.1487407684066638)	(56, 0.15658325323832623)	(58, 0.16435368105123616)	(60, 0.17224476247694093)	(62, 0.18085306260092593)	(64, 0.18890669125497922)	(66, 0.19666538885553414)	(68, 0.20470561155261024)	(70, 0.21291340871190134)	(72, 0.22129548331189608)	(74, 0.22956528302220677)	(76, 0.23802946910868683)	(78, 0.2460847735073623)	(80, 0.25429927364514204)	(82, 0.26265118484193806)	(84, 0.2710718015682423)	(86, 0.27990632721621755)	(88, 0.28838224351505265)
SRR9127357_1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 6.35558594514284e-06)	(4, 9.533378917714261e-06)	(5, 2.8600136753142783e-05)	(6, 2.8600136753142783e-05)	(7, 2.8600136753142783e-05)	(8, 4.131130864342846e-05)	(9, 6.037806647885698e-05)	(10, 0.00017001192403257097)	(12, 0.00028917916050399923)	(14, 0.00044171322318742735)	(16, 0.0009390378233948547)	(18, 0.001528518419806853)	(20, 0.0024246560380719933)	(22, 0.004061219418946275)	(24, 0.005464215016336557)	(26, 0.0071738676355799814)	(28, 0.009007454180753691)	(30, 0.011171531195074826)	(32, 0.015339206678602245)	(34, 0.019494170990239378)	(36, 0.023828680604826794)	(38, 0.029847420494877062)	(40, 0.03856251772215419)	(42, 0.046711967800313586)	(44, 0.054462604860415285)	(46, 0.06328256925578726)	(48, 0.07347057352585123)	(50, 0.08401449060884321)	(52, 0.09549903441171631)	(54, 0.108699586419778)	(56, 0.12305844396634195)	(58, 0.13899030903432877)	(60, 0.15900881586504242)	(62, 0.17837587513637895)	(64, 0.19663547355677433)	(66, 0.21861626754805086)	(68, 0.24861622210561135)	(70, 0.27699232445418787)	(72, 0.30160591992323976)	(74, 0.3269090964673397)	(76, 0.3573173974218756)	(78, 0.3866087041465527)	(80, 0.41291924106295774)	(82, 0.4405437953735212)	(84, 0.46723566744663475)	(86, 0.49025559973994215)	(88, 0.5135631222972672)
SRR9127357_1 - polya	(1, 0.0007404257626091409)	(2, 0.0008357595517862835)	(3, 0.0009406267198811403)	(4, 0.0011630722279611398)	(5, 0.0015698297284502817)	(6, 0.0018685422678719951)	(7, 0.0020178985375828517)	(8, 0.002291188733223994)	(9, 0.0025072786553588505)	(10, 0.003875318530050847)	(12, 0.006514475593771411)	(14, 0.010831507347009686)	(16, 0.015879431483939388)	(18, 0.020606398530639374)	(20, 0.02541281040165365)	(22, 0.03062280198018449)	(24, 0.03611085044381533)	(26, 0.04189284475740904)	(28, 0.04732528184401988)	(30, 0.05243517294391472)	(32, 0.05823623401534385)	(34, 0.06476183188451926)	(36, 0.06992097877548896)	(38, 0.07524537090103237)	(40, 0.08085576439410722)	(42, 0.08648681354150378)	(44, 0.09193831738595004)	(46, 0.0974803883301146)	(48, 0.10352137277097287)	(50, 0.10951786811021513)	(52, 0.11529032904489112)	(54, 0.12127252431575682)	(56, 0.12745333164740824)	(58, 0.13367545028770306)	(60, 0.13998336933825734)	(62, 0.1468489910554979)	(64, 0.1535652565030276)	(66, 0.15973811935224758)	(68, 0.16585854861742014)	(70, 0.17213945642770756)	(72, 0.17820904100531898)	(74, 0.1845630380539755)	(76, 0.19118714750530064)	(78, 0.19751095552071776)	(80, 0.2041239426966389)	(82, 0.21016969382695602)	(84, 0.21680333665719886)	(86, 0.22303339977992512)	(88, 0.229044195187544)
SRR9127357_2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 3.17779297257142e-06)	(4, 1.58889648628571e-05)	(5, 2.224455080799994e-05)	(6, 2.224455080799994e-05)	(7, 2.224455080799994e-05)	(8, 3.495572269828562e-05)	(9, 6.991144539657124e-05)	(10, 0.00020178985375828517)	(12, 0.00031936819374342776)	(14, 0.0004957357037211415)	(16, 0.0010486716809485687)	(18, 0.001747786134914281)	(20, 0.0028393580209925637)	(22, 0.004901745660191416)	(24, 0.0070769449499165525)	(26, 0.009859102697402831)	(28, 0.012757249888387966)	(30, 0.01607168795877996)	(32, 0.02214762812233651)	(34, 0.027686521273528497)	(36, 0.03347010448360849)	(38, 0.04129224188559304)	(40, 0.05252097335417415)	(42, 0.06304264588635812)	(44, 0.07282865934539182)	(46, 0.08403673515965121)	(48, 0.09747721053714203)	(50, 0.111380054792142)	(52, 0.12683525091424308)	(54, 0.14461976928523906)	(56, 0.16457630915298757)	(58, 0.18648242500940865)	(60, 0.2153431407863023)	(62, 0.2437970990627068)	(64, 0.27019661418234386)	(66, 0.30231615665260947)	(68, 0.34783168539875)	(70, 0.39042523350661096)	(72, 0.42631681623531886)	(74, 0.4638243066905794)	(76, 0.5094447026048147)	(78, 0.5531234670128089)	(80, 0.5915223283968756)	(82, 0.6319120770782584)	(84, 0.6710720198792559)	(86, 0.7044817462963856)	(88, 0.7375260265216694)
SRR9127357_2 - polya	(1, 0.0008294039658411406)	(2, 0.0010931607825645686)	(3, 0.0012615838101108538)	(4, 0.0014331846306297105)	(5, 0.0018653644748994236)	(6, 0.0022657663894434226)	(7, 0.002472322932660565)	(8, 0.00279645781586285)	(9, 0.0031205926990651345)	(10, 0.0048350120077674166)	(12, 0.007722036923348551)	(14, 0.01220749170413311)	(16, 0.01771142913262681)	(18, 0.022568685691202225)	(20, 0.02733696404654564)	(22, 0.03238488818347535)	(24, 0.03810332663761761)	(26, 0.04425712272900217)	(28, 0.0496689041612913)	(30, 0.05514741924600443)	(32, 0.060983436040131844)	(34, 0.06769811259117525)	(36, 0.07296212665023981)	(38, 0.07834848573874836)	(40, 0.08392869019858379)	(42, 0.08972657347704033)	(44, 0.09489843153990032)	(46, 0.1006708924745763)	(48, 0.10664990995246944)	(50, 0.11290857321194885)	(52, 0.11896862441064254)	(54, 0.1249555863709671)	(56, 0.13130958341962365)	(58, 0.1374888018547888)	(60, 0.14427180095474246)	(62, 0.151248645426023)	(64, 0.15765030936926816)	(66, 0.16405515110548585)	(68, 0.17082543903354924)	(70, 0.17769582744024867)	(72, 0.18445658198939435)	(74, 0.19092180179209092)	(76, 0.1975538557258475)	(78, 0.2042891879312126)	(80, 0.2108163746968743)	(82, 0.2174754398708977)	(84, 0.22463977412755998)	(86, 0.23159119625505997)	(88, 0.23826138370448735)
SRR9127396_1 - nextera_transposase_sequence	(1, 6.074262659682115e-06)	(2, 6.074262659682115e-06)	(3, 9.111393989523172e-06)	(4, 3.9482707287933746e-05)	(5, 4.555696994761586e-05)	(6, 4.859410127745692e-05)	(7, 4.859410127745692e-05)	(8, 5.163123260729798e-05)	(9, 0.00013970804117268866)	(10, 0.0002217105870783972)	(12, 0.0003113059613087084)	(14, 0.0004130498608583838)	(16, 0.000580092083999642)	(18, 0.000818506893392165)	(20, 0.0011131086323867474)	(22, 0.0015899382511717936)	(24, 0.002088027789265727)	(26, 0.002721269671537588)	(28, 0.0033727343417884947)	(30, 0.004472175883190957)	(32, 0.0067166159359434985)	(34, 0.009002057261648894)	(36, 0.012125746834390421)	(38, 0.016758890678062955)	(40, 0.022603849922342073)	(42, 0.028160281690286285)	(44, 0.03409635487446063)	(46, 0.04038321672723162)	(48, 0.047248652098337326)	(50, 0.05422797989431208)	(52, 0.06199544327038059)	(54, 0.07009850965839654)	(56, 0.07847643643176308)	(58, 0.08764857304788308)	(60, 0.09771666340630619)	(62, 0.1079411660282161)	(64, 0.11796673654802144)	(66, 0.12909934143755383)	(68, 0.14185377445722136)	(70, 0.1554100101479669)	(72, 0.1677468376097813)	(74, 0.18043141660886247)	(76, 0.19451003888834068)	(78, 0.2084853987026043)	(80, 0.22225271502077382)	(82, 0.2363419672599065)	(84, 0.25057244610587676)	(86, 0.26453565739482104)	(88, 0.2789787354338802)
SRR9127396_1 - polya	(1, 0.0003735671535704501)	(2, 0.0005223865887326619)	(3, 0.0006803174178843968)	(4, 0.0009202507929418404)	(5, 0.001530714190239893)	(6, 0.0020804349609411243)	(7, 0.002390222356584912)	(8, 0.0027759380354747264)	(9, 0.003179876502343587)	(10, 0.00542735368642597)	(12, 0.009580630779983616)	(14, 0.016297246715927114)	(16, 0.024221122355482433)	(18, 0.03087395853349927)	(20, 0.03801729142128543)	(22, 0.04590927718187743)	(24, 0.0548657774735787)	(26, 0.06388150182621188)	(28, 0.07220172310431147)	(30, 0.08083173177805483)	(32, 0.08984897469635292)	(34, 0.10032252208730981)	(36, 0.10824487916120021)	(38, 0.11682325660233628)	(40, 0.125924020632205)	(42, 0.13495189351015757)	(44, 0.14306103416083316)	(46, 0.15111398788190672)	(48, 0.1602906801950215)	(50, 0.1694931881244399)	(52, 0.1784086871431883)	(54, 0.18792250103391545)	(56, 0.19780532638121823)	(58, 0.2070503541492544)	(60, 0.21689825248626404)	(62, 0.22728372306865552)	(64, 0.23721969821423056)	(66, 0.24684436739849686)	(68, 0.256567743350983)	(70, 0.26619848679790903)	(72, 0.27586415725512814)	(74, 0.28537493401452546)	(76, 0.2945819976409386)	(78, 0.3042218524818541)	(80, 0.3135746984120996)	(82, 0.3234742279817166)	(84, 0.33326745795478907)	(86, 0.34300753812958934)	(88, 0.35246668365637934)
SRR9127396_2 - nextera_transposase_sequence	(1, 0.0)	(2, 3.0371313298410577e-06)	(3, 1.214852531936423e-05)	(4, 3.0371313298410575e-05)	(5, 3.0371313298410575e-05)	(6, 5.163123260729798e-05)	(7, 5.466836393713904e-05)	(8, 6.074262659682115e-05)	(9, 0.00012452238452348335)	(10, 0.00022474771840823825)	(12, 0.0003052316986490263)	(14, 0.00041304986085838384)	(16, 0.0006028705689734499)	(18, 0.0008762123886591451)	(20, 0.001214852531936423)	(22, 0.0018480944142082836)	(24, 0.0025694131050455348)	(26, 0.0034744782413381695)	(28, 0.004432693175903024)	(30, 0.0058586263352634)	(32, 0.00850396772355496)	(34, 0.011162976202830806)	(36, 0.014669344323132306)	(38, 0.019783873482584646)	(40, 0.026254481780811023)	(42, 0.032436562602702494)	(44, 0.038966394961860766)	(46, 0.04591231431320726)	(48, 0.053722297527893544)	(50, 0.061482168075637444)	(52, 0.07015014089100383)	(54, 0.07943920706332269)	(56, 0.0891747315411282)	(58, 0.09978039414493317)	(60, 0.11180135994844409)	(62, 0.12393621817682403)	(64, 0.13563221092804195)	(66, 0.1488619550008296)	(68, 0.16475678181555276)	(70, 0.18138507584643254)	(72, 0.196166794028769)	(74, 0.21149215871914695)	(76, 0.2286109494597961)	(78, 0.24551714100735633)	(80, 0.26207254388631995)	(82, 0.2789969582218592)	(84, 0.2958758155874509)	(86, 0.311867830604729)	(88, 0.3282987110991691)
SRR9127396_2 - polya	(1, 0.0007440971758110591)	(2, 0.0009961790761878668)	(3, 0.0012270010572557873)	(4, 0.0015155285335906876)	(5, 0.00209562061759033)	(6, 0.0026149700749931505)	(7, 0.0029369059959563027)	(8, 0.0033985499580921432)	(9, 0.0038085626876206862)	(10, 0.006066669831357513)	(12, 0.009970902155868192)	(14, 0.016289653887602513)	(16, 0.02404193160702181)	(18, 0.031194375888797504)	(20, 0.03839541427185065)	(22, 0.04628891859810756)	(24, 0.05494322432248965)	(26, 0.06391642883650506)	(28, 0.07208175641678274)	(30, 0.08028352957301851)	(32, 0.08934936659259407)	(34, 0.09929749026348846)	(36, 0.10776045671409057)	(38, 0.11623709025567695)	(40, 0.12552919355932568)	(42, 0.13456465926560282)	(44, 0.14292132611966046)	(46, 0.15153463057108973)	(48, 0.1608312895717332)	(50, 0.170217543946607)	(52, 0.1796265768064546)	(54, 0.18908268520191474)	(56, 0.1992510008942226)	(58, 0.20877696331026907)	(60, 0.21905765286178103)	(62, 0.22965724120292633)	(64, 0.239294058912512)	(66, 0.24885342977318672)	(68, 0.2586405854835995)	(70, 0.26868893448837866)	(72, 0.27845786741081247)	(74, 0.2878441217856862)	(76, 0.2974050112120259)	(78, 0.3071784998314544)	(80, 0.31686391164231753)	(82, 0.32677710830291873)	(84, 0.3366371551652477)	(86, 0.3461281905710011)	(88, 0.3561446496968168)
