baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Gene_name
ENSMUSG00000038670	2520.27426018187	2.57763330653578	0.532528940093184	4.84036286569653	1.29602263925402e-06	0.00105588815880938	Mybpc2
ENSMUSG00000030546	106.095250189587	2.56475147530807	0.645375551603567	3.97404498657475	7.06622075915349e-05	0.0285808544868713	Plin1
ENSMUSG00000034472	43.4634115825282	4.02139215650263	0.688156288045411	5.84371926314109	5.10480300596774e-09	2.18345186572755e-05	Rasd2
ENSMUSG00000020067	132.986210453893	1.83203538994953	0.473102391055959	3.87238666424924	0.000107774795444331	0.0392323186224905	Mypn
ENSMUSG00000061780	722.332506200968	2.27014699644983	0.594169724285134	3.82070459611709	0.000133070962082884	0.0454198789005879	Cfd
ENSMUSG00000020216	135.82495693494	2.20110331861041	0.545503501471218	4.03499393253033	5.46037085872745e-05	0.0230520190346943	Jsrp1
ENSMUSG00000057003	11325.0784624389	2.2135047543513	0.548948237076361	4.03226498392669	5.52418481747891e-05	0.0230520190346943	Myh4
ENSMUSG00000009185	47.3280917992632	2.65223601910493	0.610649741463256	4.34330163269957	1.40357213360425e-05	0.00800457187794505	Ccl8
ENSMUSG00000035042	89.6431528406231	2.34675730941262	0.564775945362858	4.1552005333812	3.25002367960916e-05	0.0150282851714684	Ccl5
ENSMUSG00000039691	21.5647809172353	2.76247791479205	0.721197106609098	3.83040626408027	0.000127931861657705	0.0446691065530955	Tspan10
ENSMUSG00000021200	459.34713196384	1.71288407254287	0.422540701023585	4.05377297002039	5.03981293394913e-05	0.0221092716633168	Asb2
ENSMUSG00000076612	334.542366091928	4.11666325673546	0.425784732406145	9.66841444377737	4.10691366604777e-22	7.02651859124113e-18	Ighg2c
ENSMUSG00000076613	482.445469183343	2.08752695902992	0.398257762181665	5.24164789053803	1.59148846349168e-07	0.000320729482552503	Ighg2b
ENSMUSG00000076614	82.893991343168	2.01903437593023	0.530765226633905	3.8040065072365	0.000142374437237207	0.0454198789005879	Ighg1
ENSMUSG00000076617	16313.5665187345	2.40425817240226	0.482471411120956	4.98321375522809	6.25367998918844e-07	0.000668713818343907	Ighm
ENSMUSG00000096459	80.2325628025547	2.29938154452558	0.453415401521609	5.0712471098448	3.95217192895868e-07	0.000563480912771284	Ighv9-3
ENSMUSG00000076666	62.8700794865045	3.04459661683594	0.608586218922067	5.00273670709887	5.65221143455446e-07	0.000668713818343907	Ighv14-4
ENSMUSG00000076672	119.328049621674	3.07882404894063	0.613013024377668	5.02244475485045	5.1017874529242e-07	0.000668713818343907	Ighv3-6
ENSMUSG00000076680	61.1634729531947	3.2873971135077	0.707066880769888	4.64934393466178	3.32992536545675e-06	0.00237382054489998	Ighv6-6
ENSMUSG00000094546	60.4421872274348	2.43697425896155	0.566714796704011	4.30017757280185	1.70661305599263e-05	0.0085877772867582	Ighv1-26
ENSMUSG00000093894	383.400605765184	4.24723824610246	1.06979716406088	3.97013414204634	7.18321785572192e-05	0.0285808544868713	Ighv1-53
ENSMUSG00000095889	34.3137486753529	3.86001704170928	0.864466956475664	4.46519906029276	7.9994341082228e-06	0.00488793993419942	Ighv1-58
ENSMUSG00000093896	37.5394624191868	2.63756720253157	0.585859699669228	4.50204580383447	6.73024721174567e-06	0.00426473331650951	Ighv1-76
ENSMUSG00000094075	67.7166110159521	2.93074347311658	0.561302092140334	5.22133003627546	1.77642624176377e-07	0.000320729482552503	Ighv1-80
ENSMUSG00000021815	159.478327075602	2.49142429178395	0.511477309787825	4.87103580961875	1.11014715389635e-06	0.00104201691381032	Mss51
ENSMUSG00000091650	115.786999193872	2.39322851611007	0.607107088667878	3.94202037956981	8.07981092795667e-05	0.0307194411480913	Apol11a
ENSMUSG00000023019	242.041079163842	1.97700983634594	0.519950274038784	3.80230559547406	0.00014335574613547	0.0454198789005879	Gpd1
ENSMUSG00000069372	26.5533429861192	3.49469684424137	0.70055068442002	4.9884996502924	6.08500216858167e-07	0.000668713818343907	Ctxn3
ENSMUSG00000006457	4282.73420295875	2.34394017489208	0.543375626865903	4.31366454254035	1.60570531602396e-05	0.00855694151261162	Actn3
ENSMUSG00000037071	2496.16986964009	2.27962759006287	0.58466029169326	3.89906347746097	9.65654589806445e-05	0.0359160529934749	Scd1
