gene_id	SRR9126859_1	SRR9126934_1	SRR9127063_1	SRR9127293_1	SRR9127308_1	SRR9127357_1	SRR9127396_1
ENSMUSG00000079658.10	12.078677	11.376396	11.713093	14.305733	14.856274	3.975306	7.758613
ENSMUSG00000079659.6	3.638976	5.115096	4.031049	4.887669	6.425504	1.909297	3.263408
ENSMUSG00000079666.9	0.449777	1.092241	0.385109	1.72028	0.032467	0.151476	0.679469
ENSMUSG00000079669.5	0.410603	0.276614	1.246579	0.35454	0.255831	0.256443	0.575313
ENSMUSG00000079671.11	2.143765	1.236625	5.154538	0.943875	2.087185	0.953841	6.517284
ENSMUSG00000079677.3	0.701381	4.881772	3.090374	3.617709	3.543978	1.806686	2.019379
ENSMUSG00000079679.4	0.691365	0.232763	0.637316	0.141561	0.237818	0.935794	0.983702
ENSMUSG00000079681.4	0	0	0.569662	0	0	0	0.623549
ENSMUSG00000079685.11	1.200364	0.948031	1.649991	2.44335	1.880916	0.693642	1.445631
ENSMUSG00000079693.4	0.212858	0	0.139143	0.205674	0	0.099737	0.258315
ENSMUSG00000079694.4	0.450072	0.432894	0.671539	0.72796	0.259068	0.190616	0.763499
ENSMUSG00000079697.3	0.33383	0.182887	0.598958	0.163865	0.397338	0.404302	0.609371
ENSMUSG00000079698.8	0.479066	0.308416	0.569393	0.210888	0.189937	0.403701	0.857638
ENSMUSG00000079699.3	0	0	0	0	0	0	0
ENSMUSG00000079700.8	0.213335	0.196625	0.739894	0.20771	0.027146	0.12779	0
ENSMUSG00000079701.8	0	0	0	0	0	0	0
ENSMUSG00000079702.6	0	0	0	0	0	0	0
ENSMUSG00000079703.13	0	0	0	0	0	0	0
ENSMUSG00000079704.3	0	0	0	0	0	0	0
ENSMUSG00000079705.5	0	0	0	0	0.083117	0	0.197643
ENSMUSG00000079707.11	0	0	0.319154	0.529332	0	0.108677	1.01436
ENSMUSG00000079710.12	0.96786	0.64169	0.405133	0.363021	0.53734	0.274046	0.747971
ENSMUSG00000079711.6	0	0	0	0	0	0	0
ENSMUSG00000079722.3	0	0.023917	0.157234	0	0.024943	0	0.371149
ENSMUSG00000079737.7	0	0	0	0	0.30532	0	0
ENSMUSG00000079741.7	0.154814	0	0.11401	0.098273	0.014592	0.204237	0.233119
ENSMUSG00000079806.4	1.337731	0.943134	1.499215	0.344634	0.47036	0.461288	1.566533
ENSMUSG00000079842.2	0.185392	0	0.812422	0	0	0	0.506214
ENSMUSG00000079845.9	0	0	0.340127	0	2.534742	0	0.287646
ENSMUSG00000079852.5	0.242594	0.191633	0.271853	0.452069	0.15607	0.170572	0.252623
ENSMUSG00000079853.6	0.145908	0.154505	1.001342	0.478933	0.83069	0.489434	1.165987
ENSMUSG00000079871.5	0	1.516726	0	0	0	0	0
ENSMUSG00000079875.6	0.351057	0.306888	0.240824	0.050637	0	0.343774	0.382976
ENSMUSG00000079884.7	0	0	0	0	9.118463	0	13.359405
ENSMUSG00000079889.5	0.704389	0.133526	1.607544	0	0.310506	0	0.30329
ENSMUSG00000079890.3	0.036298	0.025089	0.249139	0.315655	0.027341	0	0.297334
ENSMUSG00000079892.3	0	0	0	0	0	0	0.888288
ENSMUSG00000079893.4	0	0	3.317192	0	0	1.188874	9.237422
ENSMUSG00000079906.3	0	0.679163	1.445202	0.356038	1.850323	1.381219	1.100272
ENSMUSG00000079915.3	0.645748	0.178535	0	0.093593	0.291842	0.181544	1.175479
ENSMUSG00000079941.3	2.060945	0	1.48479	0	0.715125	0.606622	1.503443
ENSMUSG00000079942.6	0	0	0.685523	0	0	0	0
ENSMUSG00000079962.3	0	0	0	0	0	0	0
ENSMUSG00000079963.3	0.070567	0	0	0	0	0	0.064183
ENSMUSG00000079965.3	0	0.876751	0.548552	0.114196	0	0.747163	0.809043
ENSMUSG00000079966.3	0	0.048944	0	0	0	0	0
ENSMUSG00000079988.3	0	0.679578	0	0.629606	0	0	1.789965
ENSMUSG00000079993.3	0.164204	0.113497	0	0	0	0.46164	0
ENSMUSG00000079998.3	0.405682	0	0.596677	0.587985	0.152788	0	0.184619
ENSMUSG00000080002.3	0	0	0	0	0	0	0
ENSMUSG00000080006.5	0	0	0	0	0	0	0.171639
ENSMUSG00000080021.6	0.493404	0.325326	1.129263	1.319439	2.404673	1.132455	1.723822
ENSMUSG00000080046.3	0	0	0	0	0	0	0
ENSMUSG00000080050.3	0	0	0	0	0	0.028956	0
ENSMUSG00000080051.3	0	0	0	0	0.030848	0	0.186336
ENSMUSG00000080054.4	0.481546	0.332558	0.446294	0.5692	0	0	0.130691
ENSMUSG00000080057.3	0.082179	0	0.431294	0	0	0	0.161789
ENSMUSG00000080058.3	0	0	3.767748	2.620841	3.885597	0	3.28333
ENSMUSG00000080059.5	0.90597	0.475697	1.836608	0.822757	0.613803	0.672002	1.228795
ENSMUSG00000080065.3	0.177747	0	0.27886	0.025762	0.026777	0.224871	0.355916
ENSMUSG00000080069.3	0	0	0.237592	0	0	0	0
ENSMUSG00000080071.3	0	0	0	0	0	0	0
ENSMUSG00000080072.4	0.160404	0	0	0	0	0.065141	0.253592
ENSMUSG00000080073.4	0	0	0.101239	0	0	0	0.359913
ENSMUSG00000080076.5	0	0	0	0	0	0	1.430717
ENSMUSG00000080078.3	0.014516	0	0.043428	0	0.170858	0	0.175856
ENSMUSG00000080115.4	0.20222	0.366653	0.370945	0.226389	0.339198	0.179937	0.475095
ENSMUSG00000080142.3	0	0	0	0	0	0	0.417888
ENSMUSG00000080152.6	0.200482	0	0	0.096858	0	0	0
ENSMUSG00000080155.3	30.901021	0	0	0	0	0	0
ENSMUSG00000080158.3	0.07626	0	0.054012	0	0.207879	0.193579	0
ENSMUSG00000080175.3	0	0	0.462334	0	0	0	0
ENSMUSG00000080180.4	0.53125	0.367196	0.142066	0.104997	0.036378	0.101832	0.483527
ENSMUSG00000080186.3	0	0	0	0	0	2.380586	0
ENSMUSG00000080193.3	0	0	0	0	1.911335	0	0
ENSMUSG00000080198.3	0.371458	0.193889	0.694841	0	0.124587	0	0
ENSMUSG00000080205.3	9.577448	0	0	0	0	20.316864	0
ENSMUSG00000080222.3	0	0	0.375356	0	0	0	0.963332
ENSMUSG00000080223.3	0	0	0	0	0	0	0
ENSMUSG00000080227.3	9.530589	0	0	0	0	0	0
ENSMUSG00000080237.3	0.396357	0.273958	0.233184	0.057447	0.238845	0.055715	1.010101
ENSMUSG00000080241.4	0.171557	0.118282	0	0	0	0	0.312291
ENSMUSG00000080242.6	0	0	0	0	0	0	0
ENSMUSG00000080250.3	0.134027	0.091788	0.086808	0	0.033343	0.062224	0.161157
ENSMUSG00000080254.5	0	0	0.065866	0	0	0	0.179601
ENSMUSG00000080266.3	0.522469	0.541691	0.256149	0.56794	0	0.367213	0.832186
ENSMUSG00000080268.5	3.020619	3.940108	6.096808	10.774163	6.868187	1.930113	3.41023
ENSMUSG00000080283.3	0.055618	0.051257	0.054535	0.02687	0.013964	0.065151	0.118405
ENSMUSG00000080298.3	0.141131	0.097549	0	0.068184	0.106305	0.132257	0
ENSMUSG00000080299.3	0	0	0	0	0	0	0
ENSMUSG00000080300.5	0.154542	0	0	0	0	0.363802	0.116142
ENSMUSG00000080303.3	0	0.20288	0.329982	0	0.239948	0.453415	0.673581
ENSMUSG00000080316.12	2.139144	2.282414	2.089999	1.216951	1.8947	2.022995	1.157708
ENSMUSG00000080317.4	0.113698	0.022453	0.143337	0.070625	0.073407	0.05708	0.118268
ENSMUSG00000080321.3	0.434294	0.060036	0	0	0.196201	0.183052	0.553393
ENSMUSG00000080331.3	0	0	0	0	0	0	0
ENSMUSG00000080352.3	0	0	0	0	0	0	0
ENSMUSG00000080356.3	0	0	0	0	0	0	0
ENSMUSG00000080358.3	0	0	0	0	13.062146	0	15.783493
ENSMUSG00000080364.3	0	0	0	0	0	17.191886	0
ENSMUSG00000080365.3	0	0	0	0	21.350771	0	6.449739
ENSMUSG00000080374.3	20.801215	0	0	0	0	0	0
ENSMUSG00000080378.4	0	0	15.989577	0	0	0	0
ENSMUSG00000080384.3	8.801376	0	0	0	0	18.557957	0
ENSMUSG00000080396.3	0	0	0	0	0	0	0
ENSMUSG00000080406.3	0	0	0	0	0	0	0
ENSMUSG00000080409.3	0	23.517976	0	0	0	0	0
ENSMUSG00000080411.3	0	0	0	0	0	11.914061	0
ENSMUSG00000080413.3	0	0	0	0	0	0	0
ENSMUSG00000080424.3	0	0	0	0	0	0	0
ENSMUSG00000080425.3	0	0	0	0	0	0	0
ENSMUSG00000080428.3	0	0	0	0	0	0	0
ENSMUSG00000080437.3	0	5.724402	40.603493	0	24.953052	11.641761	15.075866
ENSMUSG00000080440.3	0	0	0	0	0	0	0
ENSMUSG00000080441.3	0	0	0	0	0	0	0
ENSMUSG00000080452.5	0	0	0	0	0	0	0
ENSMUSG00000080454.6	0	0	14.625492	0	5.6176	0	6.787962
ENSMUSG00000080459.3	8.346332	0	16.300721	0	0	0	0
ENSMUSG00000080461.3	0	0	0	0	12.18669	0	0
ENSMUSG00000080463.3	0	0	0	0	0	0	0
ENSMUSG00000080465.3	0	0	7.312746	5.404662	0	0	0
ENSMUSG00000080468.4	0	0	0	0	0	0	0
ENSMUSG00000080469.3	0	0	0	0	0	0	0
ENSMUSG00000080478.3	0	0	0	6.713106	0	0	25.293889
ENSMUSG00000080480.3	0	0	0	0	0	0	22.263176
ENSMUSG00000080499.3	0	0	0	0	0	0	0
ENSMUSG00000080504.3	0	0	0	0	0	0	0
ENSMUSG00000080517.3	0	0	0	0	0	0	0
ENSMUSG00000080518.3	0	0	0	0	0	0	0
ENSMUSG00000080524.3	0	0	0	0	6.14154	0	0
ENSMUSG00000080526.3	0	0	0	0	0	0	0
ENSMUSG00000080533.3	0	0	0	0	0	0	23.729544
ENSMUSG00000080536.3	0	0	16.494368	6.095281	0	17.734634	15.310683
ENSMUSG00000080538.3	0	0	0	0	0	0	0
ENSMUSG00000080539.4	0	0	0	0	0	0	0
ENSMUSG00000080540.4	0	0	14.902496	0	0	0	0
ENSMUSG00000080542.3	0	0	0	0	0	0	0
ENSMUSG00000080545.3	0	0	7.744709	0	5.949431	0	0
ENSMUSG00000080566.3	0	0	0	0	0	0	0
ENSMUSG00000080573.3	8.540483	0	0	12.37837	0	0	0
ENSMUSG00000080574.3	0	5.858295	8.310641	0	0	11.914061	7.714245
ENSMUSG00000080575.4	0	0	19.884901	0	15.27544	0	0
ENSMUSG00000080577.3	0	0	0	0	0	0	0
ENSMUSG00000080580.3	0	0	0	0	0	0	0
ENSMUSG00000080582.3	0	0	7.869458	0	0	0	0
ENSMUSG00000080586.3	0	0	0	0	0	5.911545	15.310683
ENSMUSG00000080594.3	8.217629	5.679973	40.288357	0	12.379692	5.775703	0
ENSMUSG00000080595.4	0	0	0	0	0	0	0
ENSMUSG00000080607.3	0	0	0	0	0	0	0
ENSMUSG00000080610.3	0	0	0	0	0	0	0
ENSMUSG00000080615.3	0	0	0	0	0	0	0
ENSMUSG00000080616.3	0	0	0	0	0	0	0
ENSMUSG00000080622.3	0	0	0	0	0	16.788091	0
ENSMUSG00000080626.3	0	0	0	0	0	0	7.714245
ENSMUSG00000080645.3	0	11.716589	0	0	0	0	0
ENSMUSG00000080653.3	8.60549	23.792238	0	0	6.481998	0	39.162238
ENSMUSG00000080657.3	0	0	15.864101	0	0	0	0
ENSMUSG00000080662.2	8.410904	0	0	12.190561	6.335428	0	0
ENSMUSG00000080665.3	0	0	0	0	0	0	0
ENSMUSG00000080669.3	32.698779	0	0	0	0	0	0
ENSMUSG00000080673.3	0	0	0	0	0	0	0
ENSMUSG00000080683.3	0	0	0	0	0	0	0
ENSMUSG00000080687.3	0	0	0	0	0	0	0
ENSMUSG00000080689.3	0	0	0	0	0	0	0
ENSMUSG00000080694.2	0.203439	0.140616	0.09974	0	0.383096	0.285972	0.092582
ENSMUSG00000080695.2	0	0	0.186547	0	0	0	0
ENSMUSG00000080696.2	0.881353	0.380741	0.432099	0	0	0.232295	0.80218
ENSMUSG00000080697.2	0.224394	0	0.36141	0	0	0.083296	0.440486
ENSMUSG00000080698.2	13.561984	0	13.297997	0	0	0	0
ENSMUSG00000080700.3	0	0	0	0	0.39964	0.5222	0.643537
ENSMUSG00000080701.2	1.139071	0.112426	0.63796	0.471563	0.857762	0.114321	0.296175
ENSMUSG00000080703.3	0.44864	0.13275	0.125477	0.046362	0.054762	0.044966	0.589415
ENSMUSG00000080704.2	0	0.118579	0.210308	0	0.064612	0.301444	0.078073
ENSMUSG00000080705.2	0.253551	0	0.497231	0	0	0.53462	0
ENSMUSG00000080706.2	0	0	0	0	0	0	1.275824
ENSMUSG00000080707.2	0	0	0.355887	0.263027	0	0.255099	0.660696
ENSMUSG00000080708.2	0.224372	0	0	0	0	0	0
ENSMUSG00000080709.2	1.368797	0.989601	1.752874	0.690498	0.444434	0.580427	1.818433
ENSMUSG00000080710.2	0.117622	0.0271	0.172999	0.04262	0.044299	0.013778	0.017843
ENSMUSG00000080711.4	1.245975	0	0.415259	0.521207	1.267807	1.178709	2.646455
ENSMUSG00000080712.5	0	0.585498	0.230989	0.869782	0.222714	0	0
ENSMUSG00000080713.4	0.449968	0.688065	0.24439	0.226058	0.541093	0.522071	0.684911
ENSMUSG00000080714.2	0	1.059138	0.751253	0.277616	0	0	1.394681
ENSMUSG00000080715.2	0	0.06661	0.262733	0.048518	0	0.047035	0.286216
ENSMUSG00000080716.2	0	0	0.690091	0.168248	0	0	0.160143
ENSMUSG00000080717.12	6.250775	5.651025	8.813073	5.006498	5.450288	5.310305	10.925635
ENSMUSG00000080718.2	0	0.070744	0.100332	0.074153	0	0	0
ENSMUSG00000080719.2	0.217558	0.112781	0.426646	0.039415	0.040968	0.038227	0.099007
ENSMUSG00000080720.3	0.374373	0.41881	0.520446	0	0	0	0
ENSMUSG00000080722.4	0	0	0	0	0	0	0
ENSMUSG00000080723.2	0.484533	0	0	0	0	0	1.764027
ENSMUSG00000080725.10	0	0.158858	0.046219	0	0	0	0
ENSMUSG00000080726.3	0.099284	0.093093	0.179268	0.135222	0.385265	0.346476	0.571257
ENSMUSG00000080727.5	38.005699	23.43904	37.986997	14.465618	11.387303	20.521949	58.577291
ENSMUSG00000080728.2	0	0	0	0	0	0	0
ENSMUSG00000080729.2	0	0	0.067354	0	0.206964	0.144837	0
ENSMUSG00000080730.2	0.947352	0	0.743124	0	0	0.266331	1.207153
ENSMUSG00000080731.4	0.368303	0.465729	0	0	0.416821	0	0
ENSMUSG00000080732.2	22.671172	0	7.251636	0	0	0	6.731237
ENSMUSG00000080733.3	0.335873	0	0.713559	0.162269	0.126496	0.039344	0.662352
ENSMUSG00000080734.2	0	0	0.441983	0.163329	0.169764	0.158406	0.410265
ENSMUSG00000080735.2	0	0.324277	1.38007	0	0.53008	0.989228	1.921548
ENSMUSG00000080736.2	0.198558	0.18299	0.324492	0	0.199416	0	0.240998
ENSMUSG00000080737.2	0.052646	0	0.02581	0.057228	0	0.037002	0.167708
ENSMUSG00000080738.2	0	0	0	0	0	0	0
ENSMUSG00000080741.4	0	0	0	0	0	0	0
ENSMUSG00000080742.2	0.112597	0.05837	0.414021	0.081598	0.06361	0.039569	0.153724
ENSMUSG00000080743.3	0	0.064679	0.046254	0	0.035541	0.033179	0.386413
ENSMUSG00000080744.2	3.106926	6.442462	9.139347	6.754655	0	8.734724	2.827827
ENSMUSG00000080746.4	0	0	0.064767	0	0.043119	0	0
ENSMUSG00000080747.2	0	0	0.85962	0	0.220118	0	0.265977
ENSMUSG00000080748.2	0.112722	0.623259	0.220992	0	0.169764	0.079203	1.025725
ENSMUSG00000080749.2	0	0	0.375686	0	0	0	0.929931
ENSMUSG00000080750.3	5.577347	0.963757	4.101587	0	0	0.98	0
ENSMUSG00000080751.2	0	0.169038	0	0.070892	0.036842	0.275019	0.311627
ENSMUSG00000080752.3	0.241139	0.200009	0.283735	0.03495	0.036327	0.10169	0.614537
ENSMUSG00000080753.2	0.906343	0	0.44435	0.656816	1.02404	0	0.412462
ENSMUSG00000080754.2	0.527877	0.729731	1.035204	0.765093	0	0	1.441372
ENSMUSG00000080755.2	0	0.407425	0	0	0	0	0
ENSMUSG00000080756.2	0.189597	0.16381	0.580957	0.154573	0.071406	0.333142	0.603978
ENSMUSG00000080757.2	0	0	0	0	0	0	0
ENSMUSG00000080758.2	0.511821	0	0	0	0.04819	0	0.116462
ENSMUSG00000080759.2	0.484711	0	0.349804	0	0.716602	0.668624	1.513637
ENSMUSG00000080760.2	0	0.105618	0.14983	0.073824	0	0.035799	0.231797
ENSMUSG00000080762.2	0.52341	0.157028	0.074999	0	0	0.05362	0.731312
ENSMUSG00000080763.3	0.995625	0	0	0	0	0.098509	0.344486
ENSMUSG00000080764.2	0	0.079009	0.149444	0	0	0.187461	0.208079
ENSMUSG00000080765.2	0.133655	0.277144	0	0.096858	0.033558	0.187877	0
ENSMUSG00000080766.2	0.156031	0.053924	0.764971	0	0.058765	0.219331	0.852089
ENSMUSG00000080767.2	0.145498	0	0.475552	0	0.073063	0.136349	0.220712
ENSMUSG00000080768.2	0	0.370657	0	0	0.134604	0.376872	0.326507
ENSMUSG00000080770.2	0.092324	0.063814	0.633687	0.033453	0.069542	0.097334	0.252091
ENSMUSG00000080771.2	0.743911	0.250888	0.593188	0.087682	0.27341	0.426818	0.660799
ENSMUSG00000080772.2	1.063519	1.551979	0.48679	0	0.623531	0	0.23686
ENSMUSG00000080773.2	0	0	0	0	0.146953	0.102841	0.310745
ENSMUSG00000080774.2	0	0.144486	0	0.151599	0	0.165372	0.190559
ENSMUSG00000080775.2	0.018189	0.062823	0.053472	0.013173	0.041077	0.038353	0.248183
ENSMUSG00000080776.2	0	0.132454	0	0	0	0	0.694324
ENSMUSG00000080777.2	0	0	0	1.125966	0	0	0
ENSMUSG00000080778.2	0.027921	0.019299	0	0	0	0	0.07624
ENSMUSG00000080779.2	0	0	0	0	0	0	0
ENSMUSG00000080780.2	0.250239	0.449705	0.834251	0.217614	0.18849	0.422109	0.22776
ENSMUSG00000080781.4	0.293628	0.228323	0.431869	0.239387	0.138233	0.39985	0.41758
ENSMUSG00000080782.2	0.12015	0	0	0	0	0	0
ENSMUSG00000080783.2	0.466566	0.328099	1.10938	0.39137	0.172059	0.215499	0.073351
ENSMUSG00000080785.2	0.534028	0.310405	0.263868	0	0.172393	0	0.694365
ENSMUSG00000080788.2	0	0.069135	0	0	0	0.105451	0.424664
ENSMUSG00000080789.2	3.38697	0	6.642083	0	0	2.380508	0
ENSMUSG00000080790.2	0	0	0.094319	0	0	0.033805	0.08963
ENSMUSG00000080791.2	0.331591	0.120756	0.487669	0.371414	0.128557	0	0.15366
ENSMUSG00000080792.2	0.125591	0	0.543681	0	0.068037	0.078242	0
ENSMUSG00000080793.2	0	0.238344	0	0.083298	0	0	0
ENSMUSG00000080794.2	0.181537	0.213159	0.109589	0	0	0.197429	0.15956
ENSMUSG00000080795.2	0.171817	0.080325	0.283682	0	0.109417	0.081684	0.147187
ENSMUSG00000080796.2	0	0.377126	0.213998	0.237241	0.082196	0	0.198641
ENSMUSG00000080797.4	1.391274	0	0	0	0	0	2.249097
ENSMUSG00000080798.4	0	0	0.314041	0	0	0	0.097168
ENSMUSG00000080799.2	0	0	0.500914	0.185106	0	0	0.232484
ENSMUSG00000080800.2	0	0	4.429855	0	0	0	4.1119
ENSMUSG00000080801.3	0.180738	0.23624	0.126444	0.023249	0.098905	0.189887	0.157708
ENSMUSG00000080802.2	0	0	10.539523	0	0	0	0
ENSMUSG00000080803.2	0.208987	0	0.20492	0	0.314835	0.881312	0.190214
ENSMUSG00000080805.2	0	0	0	0	0	0	0
ENSMUSG00000080806.2	0.514671	0.142295	0.706514	0.14919	0	0.289386	0.093687
ENSMUSG00000080807.2	0.078193	0	0	0	0	0	0.142337
ENSMUSG00000080808.2	0.117689	0.016269	0.092319	0.06823	0.070919	0.066174	0.257081
ENSMUSG00000080809.4	0.124039	0.06966	0.296433	0.101106	0.058395	0.13077	0.211681
ENSMUSG00000080810.2	0.632714	0	1.085697	1.031671	0.238293	0.222349	0.575877
ENSMUSG00000080811.2	0	0	0	0	0	0	0
ENSMUSG00000080812.2	0	0	0	0	0	0	0
ENSMUSG00000080813.2	0.266719	0.158018	0.074722	0	0	0.05356	0.173399
ENSMUSG00000080814.2	0.957859	0.082758	1.29142	0.520612	0.631311	0.336612	0.544883
ENSMUSG00000080815.2	0	0	0.089772	0	0	0.128573	0
ENSMUSG00000080816.2	0.165148	0	0	0	1.293996	0.784236	0.323878
ENSMUSG00000080817.2	0.412147	0.094958	0	0.149339	0	0.096558	0.625205
ENSMUSG00000080818.5	0	0	0.367489	0	0	0.265137	0.328228
ENSMUSG00000080819.2	0	0	0	0	0	0	0
ENSMUSG00000080820.2	0	0	2.655326	1.962483	6.119407	0	2.464772
ENSMUSG00000080822.2	0	0	0	0	0	0	0
ENSMUSG00000080823.2	0	0	0	0.974514	0.404913	0	0.968706
ENSMUSG00000080824.2	1.420474	0	0	0	0	0	0
ENSMUSG00000080825.2	0	0	0	0	0	0	0
ENSMUSG00000080826.2	0.12228	0	0.359699	0	0	0	0.556477
ENSMUSG00000080827.2	2.581153	5.352229	5.06182	0	0	0	7.047853
ENSMUSG00000080828.2	3.512839	3.642078	0	3.818568	0	4.937949	0
ENSMUSG00000080829.2	0	0	0	0	0.141433	0.043986	0
ENSMUSG00000080831.2	2.476587	4.279503	0	4.486883	2.798197	3.481304	5.635281
ENSMUSG00000080832.5	0.067453	0.045573	0	0	0.104047	0.133304	0.272256
ENSMUSG00000080833.2	0.734123	0	2.879332	0	2.211882	0.515973	0
ENSMUSG00000080834.2	0.996771	0	0	2.251159	0	0	0
ENSMUSG00000080835.2	0	0	0	0	0.541091	0	1.961462
ENSMUSG00000080836.2	0.64864	0	0	0	0	0	0.437113
ENSMUSG00000080839.2	0	0	0	0	0	0	0
ENSMUSG00000080840.2	0.178278	0	0.245053	0	0	0.116046	0.103379
ENSMUSG00000080841.2	0.775573	2.144285	0	0	0	0	0
ENSMUSG00000080842.3	0.098242	0	0.866967	0	0.074	0	0.26825
ENSMUSG00000080843.2	0	0	0	0	0	0	0
ENSMUSG00000080844.2	0.861471	0	0.844704	0.312149	0.324447	0	2.352252
ENSMUSG00000080845.2	0.078156	0	0.115878	0	0	0.124188	0.03462
ENSMUSG00000080846.2	1.061985	0.494944	0	0.14063	0.51136	0.339477	0.349012
ENSMUSG00000080847.2	0	0.316386	0	0.110572	0	0	0
ENSMUSG00000080848.4	0	0	0	3.74288	0	0.39367	6.551615
ENSMUSG00000080849.2	0	0	0.184873	0	0	0	0
ENSMUSG00000080850.2	3.085181	0.460544	1.206812	1.940902	1.31285	2.308636	2.71228
ENSMUSG00000080851.2	0.312726	0.83308	0.305437	0.686117	0.353126	0.329924	0
ENSMUSG00000080852.2	1.238294	0.855901	1.21419	0	0	0.870326	1.127056
ENSMUSG00000080855.4	0.282647	0.390727	1.662871	0.614492	0.212901	0.397313	2.058051
ENSMUSG00000080857.2	0.194819	0	0	0	0	0	0
ENSMUSG00000080859.2	0	0	0	0	0	0	0
ENSMUSG00000080860.2	0	0	0	0	0	0.149605	0.581209
ENSMUSG00000080861.2	0	0	0	0	0	0	0
ENSMUSG00000080862.4	0	0	0.329335	0.392435	0	0	0.1019
ENSMUSG00000080863.2	0	0	0.245012	0	0	0.351248	0.22743
ENSMUSG00000080865.2	0.374771	0	0	1.086369	0	0.526811	0.68221
ENSMUSG00000080866.2	0	0.523659	0	0.192529	0	0.062189	0.160978
ENSMUSG00000080868.2	0	0	0	0	0	0	0
ENSMUSG00000080869.2	0	0.730025	0	0	0	1.484658	0
ENSMUSG00000080870.2	0.061878	0.067084	0.046337	0.034399	0.035847	0.037671	0.368857
ENSMUSG00000080871.2	0	0	0	0	0	0	1.335432
ENSMUSG00000080872.2	0.156741	0	0	0	0	0.771148	0.285321
ENSMUSG00000080873.4	0	0	0	0	0	0	0.334998
ENSMUSG00000080874.2	0	0	0	0	0	1.69807	0
ENSMUSG00000080875.5	0	1.980777	0	3.819889	0	3.373342	2.390916
ENSMUSG00000080876.5	0	0	0.725264	0	0	0	0.13593
ENSMUSG00000080877.2	0.265019	0	0	0	0	0	0
ENSMUSG00000080878.2	0	0	1.004308	0	0	0	0.310745
ENSMUSG00000080880.2	0.0556	0	0.057803	0.041611	0	0	0.092652
ENSMUSG00000080884.2	0	0	0	0	2.696197	0	6.515838
ENSMUSG00000080885.2	0	0	0	0	0	0	0
ENSMUSG00000080886.2	0	0.177207	0	0	0	0	0
ENSMUSG00000080887.2	0.216874	0	0	0	0	0.152428	0
ENSMUSG00000080888.4	0	0.200258	0.716838	0.202687	0	0.359506	0.433451
ENSMUSG00000080889.2	1.745934	0.640892	0.207312	0.79349	0.816724	0.613577	1.590144
ENSMUSG00000080890.2	0	0	0	0	0	0	0
ENSMUSG00000080891.6	0.543427	0.239027	0.242204	0.214808	0.111636	0.173611	0.539575
ENSMUSG00000080892.2	0	0	1.011462	0	0	0	0.804751
ENSMUSG00000080893.2	0	0	0	0	0	0.472747	0.185345
ENSMUSG00000080894.2	0	0	0.14895	0	0	0.106767	0.283639
ENSMUSG00000080895.2	0.346642	0.24036	1.102508	0	0.103218	0.066096	1.200772
ENSMUSG00000080896.6	0	0	0	0	11.891264	0	0
ENSMUSG00000080897.2	0	0	0	0	0	0	8.190201
ENSMUSG00000080898.2	0.156031	0	0.458983	0.113074	0.117529	0	0.142015
ENSMUSG00000080899.2	0.059711	0	0.409839	0.064907	0.022488	0.041967	0.244561
ENSMUSG00000080902.2	0	0	1.422727	0	0	0	0
ENSMUSG00000080903.2	0	0	0	0	0	0	2.199885
ENSMUSG00000080904.2	25.673268	45.687352	0	86.167542	20.958079	0	0
ENSMUSG00000080906.2	0.427338	0.252661	0.89607	0.176603	0.229452	0.08564	0.277339
ENSMUSG00000080907.2	0.442494	0.305849	0.493099	0.068715	0.071422	0.155502	0.315221
ENSMUSG00000080910.2	0.186394	0	0.182766	0	0	0.393018	0.16965
ENSMUSG00000080911.2	0	0	0	0	0	0	0
ENSMUSG00000080912.2	0.073839	0	0.289683	0	0.055619	0.259487	0.134412
ENSMUSG00000080913.2	4.140079	2.861596	2.029746	0	0	0	1.884085
ENSMUSG00000080914.2	0.046727	0.032869	0	0	0.148478	0.033035	0.042498
ENSMUSG00000080915.2	0.182128	0.083924	0	0.395958	0.045729	0.042669	0.276279
ENSMUSG00000080916.4	0	0	0	0	0	0	0
ENSMUSG00000080917.3	0	0.08842	0.129125	0.096516	0.09921	0.059308	0.135764
ENSMUSG00000080918.2	0.430268	0	0	0	0.046299	0.043202	0.223781
ENSMUSG00000080919.2	0	0	0.172509	0	0.13252	0	0
ENSMUSG00000080921.5	0	0	0	0	0	0	0
ENSMUSG00000080922.2	0	0.297827	0.846117	0	0.973341	0	0.762262
ENSMUSG00000080923.2	0	0	0	0	0.03748	0	0
ENSMUSG00000080924.2	0.451347	0	0.354049	0	0.067995	0.317226	0.821604
ENSMUSG00000080925.2	0	0.105462	0.074805	0	0	0.214479	0
ENSMUSG00000080927.2	0	0	0	0	0	0	0
ENSMUSG00000080928.2	0.353527	0.759202	0	0.365793	0.265787	0.455884	0.437327
ENSMUSG00000080929.2	0	4.375649	0	0	0	0	0
ENSMUSG00000080930.3	0.315778	0.742096	0.247705	0.091536	0.190285	0.266331	0.402376
ENSMUSG00000080932.4	0	0	0	0	0	0	0
ENSMUSG00000080933.5	0	0.127949	0	0	0	0.218988	0
ENSMUSG00000080934.2	0	0	1.368567	0	0	0	0
ENSMUSG00000080935.4	0	0	0.162801	0.228683	0.087998	0	0
ENSMUSG00000080936.4	0	0	0.16437	0	0	0	0.152356
