gene_id	SRR9126859_1	SRR9126934_1	SRR9127063_1	SRR9127293_1	SRR9127308_1	SRR9127357_1	SRR9127396_1
ENSMUSG00000104891.2	0.272325	0.117645	0.572408	0.518042	0.025641	0.119625	0.154925
ENSMUSG00000104892.2	0.090506	0.062557	0	0	0	0.127224	0
ENSMUSG00000104893.2	0.29026	0	0.683365	0.126209	0.087454	0.24481	0.264186
ENSMUSG00000104894.6	0.279107	0.081207	0.763559	0.102932	0.205456	0.483582	0.356176
ENSMUSG00000104895.2	0.122878	0	0.070582	0.044544	0	0.172806	0.653482
ENSMUSG00000104897.2	0.671746	0.309537	0.65867	0.892477	0.168662	0	0.509501
ENSMUSG00000104898.2	0	0	0	0.051738	0	0	0
ENSMUSG00000104899.2	0.536699	0.185482	0.131563	0.097235	0.303198	0	0.488487
ENSMUSG00000104900.3	1.066428	0.737108	1.468436	0.257609	0.535517	0.499688	0.679335
ENSMUSG00000104901.2	0.226949	0.027682	0.183261	0.038698	0.020111	0.084446	0.243014
ENSMUSG00000104902.2	0	0	0.259094	0.095745	0.099517	0.092859	0.2405
ENSMUSG00000104903.2	0.425722	0.089417	0.574628	0.093959	0.256468	0.156788	0.483282
ENSMUSG00000104904.3	0.224097	0.129009	0.387426	0	0.108225	0.101661	0.630854
ENSMUSG00000104905.2	0.042916	0.059326	0.252483	0.124403	0.064652	0.211142	0.449198
ENSMUSG00000104906.2	0.433203	0.479083	0.679633	0.188362	0.261044	0.304473	0.867433
ENSMUSG00000104908.3	2.841837	0	2.484629	1.085502	1.79272	1.402508	0.287937
ENSMUSG00000104909.3	0.708589	0.297155	0.922568	0.030775	0.20091	0.136158	0.535046
ENSMUSG00000104910.2	0.674396	0.924804	1.179965	0.743923	0.467115	0.597332	1.770979
ENSMUSG00000104912.2	0.297267	0.333887	0.564743	0.06732	0.097962	0.156699	0.304383
ENSMUSG00000104913.2	0.152891	0	0.130991	0.022554	0	0.035287	0.232374
ENSMUSG00000104914.3	0	0	0	0	0	0	0
ENSMUSG00000104916.2	0	0	0	0	0	0.382282	0.495048
ENSMUSG00000104917.2	0.112597	0.038913	0.441622	0.122397	0.127219	0.257199	0.461172
ENSMUSG00000104918.2	0.148426	0.087347	0.218453	0.078833	0	0.153694	0.145452
ENSMUSG00000104919.2	0.070445	0	0.103611	0	0.053062	0.074268	0.032059
ENSMUSG00000104920.2	0	0	1.658596	1.225826	0	4.755497	9.237422
ENSMUSG00000104921.3	0	0	0	0	0	0	0
ENSMUSG00000104922.2	0	0	0	0	0	0	1.850823
ENSMUSG00000104923.2	0	0	0	0	0	0	0.165877
ENSMUSG00000104924.2	0	0	0	0	0	0	0
ENSMUSG00000104925.2	0.631192	0.516383	0.976499	0.487557	0.50089	0.412903	1.539057
ENSMUSG00000104926.3	0	0	0	0	0	0	0
ENSMUSG00000104927.4	1.005052	0.807741	1.414605	0.964381	0.589895	1.322093	1.519585
ENSMUSG00000104928.2	0.10709	0	0	0.155213	0	0	0.09747
ENSMUSG00000104929.2	0.063739	0.176225	0.281244	0.069287	0	0.089597	0.493115
ENSMUSG00000104930.2	0	0	0	0	0	0	2.771976
ENSMUSG00000104931.2	0	0	0	0	0.533465	0	0.644606
ENSMUSG00000104932.3	0.150862	0.197705	0.594624	0	0	0.207442	0.362598
ENSMUSG00000104934.2	2.155053	0	0.704368	0	0.270545	1.009776	1.634552
ENSMUSG00000104935.2	0.234613	0.149139	0.07942	0.050992	0.06236	0.051028	0.078952
ENSMUSG00000104936.2	0.277948	0.21613	0.42584	0.088124	0.157021	0.256402	0.300413
ENSMUSG00000104937.3	27.243377	19.531209	35.377126	14.937416	13.981113	13.751203	40.285484
ENSMUSG00000104938.2	0.994176	0.688625	1.104908	0.202193	0.246903	0.616021	1.500016
ENSMUSG00000104939.3	0.840804	0.183118	0.757455	0.118818	0.695778	0.915135	2.106656
ENSMUSG00000104940.2	0.889882	0.653523	0.981631	0.927025	0.544615	0.742719	1.012429
ENSMUSG00000104941.2	0.134266	0.216896	0.517204	0.14948	0.106711	0.222265	0.789548
ENSMUSG00000104942.2	0.108488	0.16701	0.30651	0.078593	0.147891	0	0.190359
ENSMUSG00000104944.2	0.396256	0	0.388543	0.287162	0	0	0
ENSMUSG00000104945.2	0.401409	0.039636	0.243654	0.152374	0.316755	0.080608	0.173976
ENSMUSG00000104946.2	0.401899	0.444464	0.866967	0.233001	0.121091	0.112989	0.146318
ENSMUSG00000104947.2	0.133916	0	0.131117	0.061712	0.062952	0.046994	0.261467
ENSMUSG00000104949.2	1.162131	0.267753	0.759674	0	0	0	0
ENSMUSG00000104950.2	0.138857	0.072301	0.130462	0.18276	0.260816	0.04287	0.092527
ENSMUSG00000104951.2	0.628868	0.561448	1.002019	1.481133	1.618436	0.441996	1.478638
ENSMUSG00000104952.2	0	0.111525	0.135628	0	0.052116	0.016201	0
ENSMUSG00000104954.2	0	0	1.565346	0	0	0.448813	0.871807
ENSMUSG00000104955.3	0	0.050072	0	0	0	0	0
ENSMUSG00000104956.3	0.546219	1.784888	1.557127	0.232224	0.406334	0.556211	0.888711
ENSMUSG00000104957.2	0	0	0	0	0	0	0
ENSMUSG00000104958.3	0	0	0	0	0	0	0
ENSMUSG00000104959.2	0.519843	0	0.509724	0	0	0.121789	0.788575
ENSMUSG00000104960.4	14.353965	5.162658	4.31288	13.163274	8.151689	2.527947	3.810607
ENSMUSG00000104961.2	46.222208	17.130808	56.420687	152.030447	80.298565	37.239725	93.065825
ENSMUSG00000104962.2	0	0	0	0	0	0	0
ENSMUSG00000104963.2	0.410622	0.221549	0.884296	0.289072	0.250951	0.33304	1.076317
ENSMUSG00000104964.2	0.46951	0	0.255762	0.151222	0.353654	0	0.189926
ENSMUSG00000104965.2	0.156097	0.088754	0.359811	0.075533	0.201686	0.242986	0.589565
ENSMUSG00000104966.2	0.088267	0.040673	0.100974	0.085288	0.121891	0.072377	0.147286
ENSMUSG00000104967.2	0	0	0	9.916245	0	0	0
ENSMUSG00000104968.3	0.350181	0.147891	0.352544	0.252418	0.089959	0	0
ENSMUSG00000104969.2	0.318419	0.18125	0.385685	0.257902	0.352715	0.223799	0.409151
ENSMUSG00000104970.3	0.491438	0.47398	0.192157	1.216771	0.572954	0.297789	0.534855
ENSMUSG00000104971.2	0.411535	0.028544	0.080986	0	0	0.464404	0.300697
ENSMUSG00000104972.2	0.292228	0	0	0.211815	0	0.20539	0
ENSMUSG00000104973.3	3.503232	2.622694	5.439251	3.314993	4.68246	2.925687	9.410125
ENSMUSG00000104974.2	0.112757	0.010888	0.092677	0.022832	0.106791	0.099646	0.143377
ENSMUSG00000104975.2	0	0	0	0	0	0	0
ENSMUSG00000104976.2	0	0.566996	0.804347	0	0	0.576552	0
ENSMUSG00000104978.2	0	0	0	0	0	0	0
ENSMUSG00000104979.3	0	0	0	0	0	0	0
ENSMUSG00000104980.3	0.048499	0.080116	0.162186	0.044704	0.074638	0.084083	0.279931
ENSMUSG00000104981.2	0.118848	0.129088	0.449491	0.049216	0.063944	0.286394	0.231797
ENSMUSG00000104982.3	0.18283	0.473535	0.686397	0.207495	0.254057	0.148871	0.486787
ENSMUSG00000104983.2	0.337884	0.324366	0.901891	0.530531	0.466597	0.356219	0.461297
ENSMUSG00000104984.2	0	0	0.129052	0	0	0	0.718747
ENSMUSG00000104985.2	0.610221	0.070308	0.199479	0.14743	0.03831	0.214479	0.046291
ENSMUSG00000104986.2	0.045552	0.125941	0.178662	0.033011	0.068623	0.064032	0.331681
ENSMUSG00000104987.2	0	0.058561	0.249194	0	0	0	0
ENSMUSG00000104988.2	11.803097	4.37012	14.00467	3.645555	4.759596	6.131452	15.178956
ENSMUSG00000104990.2	0.673367	0.699489	1.624249	0.458372	0.767335	0.379565	1.239272
ENSMUSG00000104991.4	0	0	0	0	0	0	0
ENSMUSG00000104992.2	0	0	0.704411	0	0	0.12623	1.30772
ENSMUSG00000104993.2	0	0.586361	0	0	0	0	0
ENSMUSG00000104994.2	0.150947	0.150823	0.246681	0.060772	0.189501	0.129668	0.320578
ENSMUSG00000104995.2	0	0.611975	2.604464	0	0	0	2.41756
ENSMUSG00000104996.3	0	0	0	0	0	0	0
ENSMUSG00000104998.2	0.457738	0	0	0	0.114929	0	0.694365
ENSMUSG00000104999.2	0.3288	0.056816	0.1612	0	0.092875	0.028887	0.224448
ENSMUSG00000105003.2	0.318266	0.038257	0.230658	0.090251	0.052115	0.164358	0.201511
ENSMUSG00000105004.2	0.047172	0.083105	0.203518	0.109822	0.15634	0.033708	0.232576
ENSMUSG00000105005.2	0	0	1.288634	0	0	0.923687	0
ENSMUSG00000105006.2	0.07587	0.183543	0.074393	0.247419	0.171445	0.293286	0.034527
ENSMUSG00000105007.2	0.415904	0	0.120072	0	0.574009	0.723079	0.308941
ENSMUSG00000105008.2	0.162278	0.729045	0.159114	0.058801	0	0	0
ENSMUSG00000105009.2	4.601775	1.272287	2.70732	4.001821	0	3.234325	2.513035
ENSMUSG00000105010.3	0	0	0	0	0	0	0
ENSMUSG00000105011.2	0.134379	0.121151	0.114577	0.071979	0.096819	0.082128	0.23398
ENSMUSG00000105012.3	0	1.014842	1.439666	0.273856	0	0	0.085987
ENSMUSG00000105013.2	0	0	0.114229	0	0	0.081879	0.106034
ENSMUSG00000105015.2	0.383083	0	0.375634	0	0	0.269247	2.092097
ENSMUSG00000105016.2	0.310657	0.644173	1.066135	0.112565	0	0.109172	0.141375
ENSMUSG00000105017.2	0	0	0	0	0	0	0
ENSMUSG00000105018.2	0	0	0	0	0	0	0
ENSMUSG00000105019.2	1.792378	2.064801	1.171659	2.164858	1.800121	2.099601	4.8941
ENSMUSG00000105020.2	0.128548	0.044426	0.22058	0	0.024207	0.045174	0.409501
ENSMUSG00000105021.2	0.062997	0.111272	0.073953	0.203929	0.060641	0.056604	0.578274
ENSMUSG00000105023.3	0	0.187672	0	0.09087	0.136945	0.572506	0.055159
ENSMUSG00000105024.2	0	0.241124	0	0	0	0	0.62847
ENSMUSG00000105026.2	0.3558	0.204939	0.348874	0.107435	0	0.229232	0.350824
ENSMUSG00000105027.2	0.35672	0.575313	0.116592	0.430851	0.268696	0	0
ENSMUSG00000105028.2	0.086641	0.538969	0.764587	0.313937	0	0.426263	0
ENSMUSG00000105030.3	0	0	0	0	0	0	0
ENSMUSG00000105031.2	0	0	0	0	0	0	0
ENSMUSG00000105032.2	0	0	0	0	0.604045	0	0
ENSMUSG00000105033.2	1.057196	0.36548	0.767772	0.412806	0.541821	0.429208	0.865586
ENSMUSG00000105034.2	0.246307	0	0.120756	0	0	0.173115	1.008813
ENSMUSG00000105035.2	0.338068	0.467341	0.441983	0.081665	0.339528	0.079203	0.923097
ENSMUSG00000105036.2	0.553943	0	0.95053	0	0	0.77867	0.756272
ENSMUSG00000105037.3	0	0	0	0	4.680521	0	2.827827
ENSMUSG00000105038.2	0.801929	0	0	0	0	0	0
ENSMUSG00000105039.3	0.616865	0.136822	0.077639	0	0.345359	0.103573	0.180168
ENSMUSG00000105040.2	0.370784	0	0.181783	0	0.418934	0.260603	0
ENSMUSG00000105041.3	0.099089	0.039137	0.24984	0.133359	0.074638	0.22883	0.36075
ENSMUSG00000105042.2	0.129879	0.089772	0.063676	0.047061	0	0.273854	0.29553
ENSMUSG00000105043.2	1.393994	0	0	0	0	0	0.633276
ENSMUSG00000105044.2	0.261896	0.181021	1.198873	0.506114	0.263604	0.4295	0.556339
ENSMUSG00000105045.2	0	0.152785	0.216742	0.080094	0.749248	0.466079	0
ENSMUSG00000105047.2	0	0	6.120246	0	0	0	0
ENSMUSG00000105048.2	0.105045	0.099241	0.211177	0	0	0.218646	0.087121
ENSMUSG00000105049.2	0.19927	0.324077	0.417945	0.131279	0.200664	0.164769	0.358855
ENSMUSG00000105050.2	0.203199	0.266855	0.17932	0.220884	0.413256	0.042845	0.684299
ENSMUSG00000105051.2	0	0	0	0	0	0.365601	0.473446
ENSMUSG00000105052.5	0.22007	0.024858	0.448667	0.133904	0	0.031109	0.486674
ENSMUSG00000105053.2	0.149071	0	0.118826	0.31542	0.182257	0.080191	0.030994
ENSMUSG00000105054.2	0.142491	0	0.069859	0.258155	0	0.100149	0
ENSMUSG00000105055.2	0	0	0	0	0	0	0
ENSMUSG00000105056.2	0	0	0	0	0	0	0
ENSMUSG00000105057.3	0.45411	0.215047	0.101689	0.131523	0	0.091113	0.401165
ENSMUSG00000105058.2	0	0	0	0	0	0	0
ENSMUSG00000105059.2	0.0922	0	0.150676	0.022272	0	0.064802	0.195808
ENSMUSG00000105061.2	0	0	0	0	0	0	0
ENSMUSG00000105062.2	0.183463	0.142626	0.134887	0.049846	0.241779	0.161144	0.292187
ENSMUSG00000105063.2	0.092573	0.190337	0.540027	0.12601	0.115235	0.200905	0.250637
ENSMUSG00000105065.2	31.026163	24.708124	48.342437	15.7769	13.765586	33.363291	62.234053
ENSMUSG00000105066.2	0	0	0	0	0	0	0
ENSMUSG00000105067.2	0.872986	0	1.497988	0	0	0.153393	0.397282
ENSMUSG00000105068.3	1.355518	1.363915	3.08095	0.895927	1.024933	1.355571	2.996816
ENSMUSG00000105071.2	0.425929	0.251236	0.649152	0.291531	0.257082	0.271442	0.455789
ENSMUSG00000105073.2	0.056345	0.116835	0.331487	0.163329	0.042441	0	0.512832
ENSMUSG00000105074.2	0.798216	0	0.156536	0.115692	0.360749	0.112204	0.726511
ENSMUSG00000105075.2	0	0	1.039158	0	0	0	1.333944
ENSMUSG00000105076.2	0.175943	0	0.158098	0.064895	0.154133	0.144859	0.485703
ENSMUSG00000105077.2	0.454089	0.222277	0.189821	0.060574	0	0.093365	0.295153
ENSMUSG00000105078.3	0.474847	0.350631	0.19321	0.285593	0.067465	0.082017	0.538034
ENSMUSG00000105079.2	0.270718	0.295371	0.411367	0.091239	0.32665	0.255365	0.538128
ENSMUSG00000105080.2	2.327978	1.637477	0	0.572276	0	0	3.832884
ENSMUSG00000105081.2	0	0	0	0	0	0	0
ENSMUSG00000105082.4	0	0	0.283193	0.154494	0.040145	0.149837	0.048509
ENSMUSG00000105083.2	0.486005	0.103907	0.423917	0.264077	0.391549	0.347584	0.654192
ENSMUSG00000105084.2	0.057684	0	0.037545	0.042466	0.043116	0.080118	0.189056
ENSMUSG00000105085.3	0.340909	0.705133	1.726041	0.581148	0.61791	0.446705	0.95978
ENSMUSG00000105086.2	0.298057	0.126779	0.292256	0.083076	0.03454	0.112801	0.375622
ENSMUSG00000105087.2	0.162387	0.039284	0.175149	0.035304	0.055042	0.131253	0.31038
ENSMUSG00000105088.2	0.199323	0.045924	0.325739	0	0.25023	0.186791	0
ENSMUSG00000105089.3	1.708831	0	0	0	0	0	4.665974
ENSMUSG00000105090.2	0	0	24.946381	0	0	0	0
ENSMUSG00000105091.2	0	0	0	0	0	0	0
ENSMUSG00000105092.3	6.717372	5.161914	7.802149	2.762827	2.433925	3.904874	11.498783
ENSMUSG00000105093.2	0.106924	0.184763	0	0.232459	0.241618	0.037575	0.437934
ENSMUSG00000105094.2	0	0	1.462224	0.098441	0	0.194614	0.462285
ENSMUSG00000105095.2	0	0.083337	0.369288	0.226617	0.318939	0.213989	0.109739
ENSMUSG00000105096.2	0.324992	0.122346	0.179358	0.786668	0.165925	0.016242	0.326894
ENSMUSG00000105097.3	0.363311	0	0.101168	0.258288	0.066771	0.062626	0.162198
ENSMUSG00000105099.2	0.446381	0.462804	0.109423	0.323487	0.252174	0.313736	0.203141
ENSMUSG00000105102.3	0.634878	0.25743	1.632783	0.225396	0.432348	0.453589	1.329615
ENSMUSG00000105103.2	0	0	0	0	0	0	0.125995
ENSMUSG00000105104.2	0.276971	0.382882	0.40737	0	0	0.097334	0.630227
ENSMUSG00000105106.2	0.240632	0.179606	0.264228	0.146463	0.050744	0.060878	0.245266
ENSMUSG00000105107.2	0.165876	0.12289	0.167997	0.216792	0.093575	0.113333	0.345859
ENSMUSG00000105108.2	76.405395	72.871401	260.583268	36.737713	87.113214	65.940751	219.782524
ENSMUSG00000105110.2	0	0	0.345003	0	0	0.741889	1.280977
ENSMUSG00000105111.2	0.181489	0	0	0	0.045568	0	0.055062
ENSMUSG00000105112.2	0.341415	0.078661	0	0	0.257168	0	0.310745
ENSMUSG00000105113.2	0.468094	0.122479	0.611977	0.113074	0.470116	0.109666	0.142015
ENSMUSG00000105114.2	0	0	0.261308	0	0	0.350727	0.438219
ENSMUSG00000105117.2	2.804067	0	0.549897	0.406415	1.267281	1.182491	0
ENSMUSG00000105119.2	0.566921	0.444842	0.629043	0.364515	0.434688	0.211184	0.599129
ENSMUSG00000105120.3	0	0	0	0	0	0	0
ENSMUSG00000105121.2	1.23105	0	0	0.594751	0	0	0
ENSMUSG00000105123.2	0	0.953346	0	0.499772	0	0	0
ENSMUSG00000105124.3	0.161253	0.05413	0.037923	0.084057	0.120084	0.345294	0.302049
ENSMUSG00000105125.3	1.507686	0.183341	0	0	0	0	1.720633
ENSMUSG00000105126.2	0	0	4.357617	3.220602	0	0	8.089803
ENSMUSG00000105127.2	1.798001	7.806892	1.710989	0	0	3.708486	5.364489
ENSMUSG00000105128.2	0.535454	0.177884	0.693042	0.372512	0.322658	0.210754	0.341171
ENSMUSG00000105129.2	0.095786	0	1.127057	0	0	0.201967	0.697451
ENSMUSG00000105130.2	0.284983	0.049245	0.069859	0.051631	0.160995	0	0.518765
ENSMUSG00000105132.2	0	0	9.892957	0	0.844411	0	2.040669
ENSMUSG00000105134.2	19.998422	8.931073	28.54154	6.504402	9.390114	16.000183	29.241859
ENSMUSG00000105135.2	0.285657	0.394897	0.72025	0.354879	0.676244	0.028682	0.854274
ENSMUSG00000105136.2	0.052807	0.218999	1.08736	0.306148	0.159105	0.408265	1.009328
ENSMUSG00000105137.2	0.221163	0.127388	0.271072	0.227055	0.153254	0.259071	0.3953
ENSMUSG00000105138.3	0	0	0	0	0	0	0
ENSMUSG00000105139.3	0.196083	0.183832	0.701814	0.20416	0.425176	0.261391	0.535049
ENSMUSG00000105140.2	0.081488	0.031889	0.080182	0.010536	0	0.032421	0.069777
ENSMUSG00000105141.2	0.17729	0.061271	0.434598	0.12848	0	0	0.080682
ENSMUSG00000105142.3	0	0	0	0	0	0	0
ENSMUSG00000105143.2	0	0	0	0	0	0	0
ENSMUSG00000105144.2	0	0.849457	0	0.591775	0	0.125346	0
ENSMUSG00000105146.3	0.040473	0.027975	0.088978	0.853034	0	0.056892	0.358292
ENSMUSG00000105147.2	0	0.217417	0.038554	0.056988	0.059234	0.165811	0.035787
ENSMUSG00000105148.2	0.315345	0.272455	0.216444	0.102837	0.118765	0.099737	0.315719
ENSMUSG00000105149.2	0.244127	0.253109	1.256719	0.530748	0.367772	0.343166	0.444393
ENSMUSG00000105150.2	0.045283	0.062599	0.177606	0.065632	0.085272	0.095485	0.185468
ENSMUSG00000105151.3	0	0	0.588029	0	0	0	0
ENSMUSG00000105153.6	0.27992	0	0.196751	0.303939	0.499789	0.454373	0.971314
ENSMUSG00000105154.2	0	0	0.607396	0	0.311065	0	0
ENSMUSG00000105155.2	2.400061	2.187014	4.386465	1.61974	1.8961	2.215369	5.457949
ENSMUSG00000105156.2	0	0.671654	2.514026	0	0	0	0.846649
ENSMUSG00000105157.3	1.934445	1.876217	2.889121	0.860034	0.70472	1.446309	3.172367
ENSMUSG00000105158.2	0.173393	0.16859	0.242458	0.063238	0.142787	0.224952	0.211866
ENSMUSG00000105159.2	0	0	15.931954	0	0	0	7.394315
ENSMUSG00000105160.2	0.357104	0.494676	0.318991	0.674732	0.367556	0.137185	0.888266
ENSMUSG00000105161.2	0.412609	0.656257	0.359012	0.344114	0.421693	0.350061	0.296219
ENSMUSG00000105162.2	0.233914	0.178694	0.498258	0.05353	0.25038	0.254987	0.448215
ENSMUSG00000105163.2	0.108551	0.475187	0.603147	0.052444	0.10902	0.203451	0.329331
ENSMUSG00000105165.3	0	0	0	0	0	0	0
ENSMUSG00000105166.2	5.663207	4.275454	9.197154	2.286994	3.202279	4.802507	9.825429
ENSMUSG00000105167.4	0	0	18.296817	6.761352	0	0	16.983783
ENSMUSG00000105168.4	2.979616	1.815623	3.27949	1.364851	2.017052	1.476963	3.495192
ENSMUSG00000105170.2	0	0	0.124766	0	0.031948	0.059621	0.115813
ENSMUSG00000105171.2	0.315613	0.064324	0.156571	0.095044	0.036372	0.035366	0.24942
ENSMUSG00000105172.2	1.562487	0.90154	2.109409	0.701745	0.402998	0.706249	1.865668
ENSMUSG00000105173.2	0.227048	0.039234	0.1948	0.020567	0.064133	0.039895	0.232484
ENSMUSG00000105174.4	0.112038	0	0.031336	0	0	0	0
ENSMUSG00000105175.2	0	0	0	0	0	0	0
ENSMUSG00000105176.2	0.477795	0.510231	0.886282	0.599061	0.679809	0.432803	0.968487
ENSMUSG00000105177.2	7.954823	0	3.89999	0	0	8.386487	0
ENSMUSG00000105178.3	0	0	0	0	0	0	0
ENSMUSG00000105179.2	0.011291	0.096238	0.136926	0.06546	0.01701	0.102888	0.13551
ENSMUSG00000105180.2	0.030489	0.084295	0.029895	0	0	0.085716	0.08325
ENSMUSG00000105181.2	0	0	0.183761	0.271809	0	0	0.852918
ENSMUSG00000105183.2	0.207896	0.07179	0.238089	0	0	0	0.189077
ENSMUSG00000105184.2	0.26708	0.41023	0.480115	0.193549	0.301762	0.177286	0.742767
ENSMUSG00000105185.6	0.424405	0.063558	0.824463	0.124739	0.109595	0.149145	0.815307
ENSMUSG00000105186.2	26.696259	27.203426	81.901456	43.236262	23.091983	38.363344	112.369883
ENSMUSG00000105187.3	0	0	0	0	0	0	0
ENSMUSG00000105188.2	0	0.070936	0.20126	0.074373	0.154607	0.216394	0.280226
ENSMUSG00000105189.2	0	0	0	0	0	0.182753	0
ENSMUSG00000105190.3	0.603095	0.530828	1.656618	0.613711	0.094141	0.175877	0.583118
ENSMUSG00000105191.2	0	0	0.450823	0	0	0.80787	0.627706
ENSMUSG00000105192.2	0.329586	0.256284	0.040396	0.089568	0.093096	0.14478	0.449968
ENSMUSG00000105193.2	0.278088	0	1.0907	0	0	0.977261	0.506214
ENSMUSG00000105195.2	0.097562	0	0	0.070604	0	0	0
ENSMUSG00000105196.3	0	0	0	0	0	0	0
ENSMUSG00000105197.3	0.267829	0.077636	0.550679	0.054266	0.352692	0.131575	0.462663
ENSMUSG00000105198.2	0.493201	0.284081	0.3224	0.327632	0.309582	0.173321	0.411488
ENSMUSG00000105199.2	0.448516	0.319129	0.659678	0.697867	0.705489	0.491397	0.912503
ENSMUSG00000105200.3	0	0	0	0	0	0	0
ENSMUSG00000105201.2	0.232504	0.257669	0.624451	0.38272	0.397799	0.262012	0.678601
ENSMUSG00000105202.2	0.244485	0.105446	0.530562	0.167551	0.107813	0.15736	0.52327
ENSMUSG00000105203.2	0.041312	0	0.115784	0	0.228649	0.106161	0.199069
ENSMUSG00000105206.2	0.104909	0.04966	0.197085	0.078744	0	0	0.399689
ENSMUSG00000105207.2	19.291576	18.742803	40.916437	23.267974	11.263325	52.351468	39.900358
ENSMUSG00000105208.2	0	0.065121	0	0	0.141934	0	0.686017
ENSMUSG00000105209.2	0.161437	0	0.094977	0.023398	0.07296	0.181544	0.088161
ENSMUSG00000105210.3	0	0	0	0	0	0	0
ENSMUSG00000105212.2	0.303608	0.089941	0.350876	0.141449	0.122518	0.228651	0.23687
ENSMUSG00000105213.2	5.269259	0	0	0	0	3.703462	0
ENSMUSG00000105216.2	0	0	0	0	0	0	0
ENSMUSG00000105217.2	0.280345	0.113036	0.183261	0.067722	0.087988	0.131361	0.340237
ENSMUSG00000105218.6	0.251239	0.037622	0.29349	0.029732	0.161415	0.146042	0.43126
ENSMUSG00000105219.3	0.186394	0.385982	0.411224	0.213924	0.108451	0.131006	0.381713
ENSMUSG00000105220.3	0	0	0	0	0	0	0
ENSMUSG00000105221.2	0	0	0.422948	0	0	0.107596	0
ENSMUSG00000105222.3	0.12015	0	0	0	0.12901	0.084446	0.654599
ENSMUSG00000105223.2	0	0	0.878226	0.865433	0	0	0.407601
ENSMUSG00000105224.2	0.356597	0.024648	0.279725	0.129211	0.107441	0.150379	0.35702
ENSMUSG00000105225.2	0.171557	0.118579	0	0.062163	0	0.180866	0.234219
ENSMUSG00000105226.2	0.04019	0	0	0	0	0.060064	0.109739
ENSMUSG00000105227.3	0.356515	0.116329	0.23755	0.07166	0.047484	0.318477	0.593205
ENSMUSG00000105228.2	0.970264	0.163458	0.468465	0.347157	0.774241	1.120637	1.18793
ENSMUSG00000105229.2	0.559024	0.691441	0.894337	1.108743	1.152427	0.806491	1.205067
ENSMUSG00000105230.2	0.214857	0	0.196216	0	0.037824	0.140503	0.136561
ENSMUSG00000105231.2	0	0	0	0	0	0	0
ENSMUSG00000105233.2	0	0	10.343925	0	0	0	0
ENSMUSG00000105234.3	0.405682	0	0.709337	0	0.305576	0.677933	2.194775
ENSMUSG00000105235.2	0	0	1.056552	0.26029	0.270545	0	0.980731
ENSMUSG00000105237.2	0.137109	0	0	0.149042	0.051638	0.096366	0.436773
ENSMUSG00000105239.3	0.199323	0	0	0	0	0.132438	0.085752
ENSMUSG00000105240.2	0	0.361127	0.20492	0	0	0.073443	0
ENSMUSG00000105241.2	0	0	0.524213	0.361234	0.201348	0	0
ENSMUSG00000105242.2	0	0	0.957358	0.518831	0	0.19946	0
ENSMUSG00000105243.2	0	0	3.130913	3.333814	0	1.506619	2.104688
ENSMUSG00000105244.2	0.311152	0.151811	0.340989	0.185696	0.151652	0.347332	0.249883
ENSMUSG00000105245.2	0.217407	0.880836	0.63219	0.744281	1.016371	0	1.610255
ENSMUSG00000105246.2	0.081649	0.056435	0.240178	0.019723	0	0.191287	0.173399
ENSMUSG00000105247.2	67.08974	58.53334	95.072656	44.071285	31.559855	77.491055	140.135409
ENSMUSG00000105248.2	0.38284	0.207913	0.187694	0.059451	0.185381	0.249857	0.448006
ENSMUSG00000105250.2	0.762769	0	0.751372	0	0	0.359053	0.232484
ENSMUSG00000105251.2	0.195926	0.033856	0.048028	0.035496	0.036895	0.034426	0.356651
ENSMUSG00000105252.2	0.067746	0.093652	0.166069	0	0.025515	0.09523	0.246643
ENSMUSG00000105253.2	0	0	3.132926	0	0	0	0
ENSMUSG00000105254.3	0.429983	0	0.155936	0.241382	0	0.193238	0.184738
ENSMUSG00000105255.2	0	3.245608	0	4.506631	2.030121	0	0
ENSMUSG00000105257.2	0.361224	0	0.509692	0.272305	0.442109	0.618794	0
ENSMUSG00000105258.3	0.411913	0.572349	0.856689	0.074994	0.074076	0.103936	0.802061
ENSMUSG00000105259.2	0.59979	0.190104	0.543476	0.270997	0.12431	0.194354	0.696312
ENSMUSG00000105261.2	0.034277	0.011846	0.117635	0.02484	0	0.012046	0.046797
ENSMUSG00000105262.2	0.465986	0.143149	0.710757	0	0	0.181953	0.1885
ENSMUSG00000105263.2	8.135184	7.558885	11.852861	15.695362	12.813035	3.665693	8.622659
ENSMUSG00000105264.2	0.765888	0.766322	0.816158	0.523033	1.241325	0.031872	0.593192
ENSMUSG00000105265.8	5.178769	1.403188	4.905939	1.411272	1.745842	3.835847	3.879686
ENSMUSG00000105266.2	0	0.111899	0.238111	0	0	0	0
ENSMUSG00000105267.2	0	0	0	0	0	0	4.508225
ENSMUSG00000105269.2	0	0.044467	0	0	0.145376	0.180866	0.117109
ENSMUSG00000105270.2	24.614246	12.051705	27.574643	6.701672	11.355377	17.633752	31.669453
ENSMUSG00000105271.3	0.131447	0	0.176793	0.065332	0.033953	0.095043	0
ENSMUSG00000105272.2	0.503118	0.334377	0.531273	0.322534	0.451847	0.380814	0.352248
ENSMUSG00000105273.2	1.313636	0.529653	0.214678	1.031307	0.164914	1.00022	0.996358
ENSMUSG00000105274.3	0.347873	0.128965	0.394193	0.114455	0.105158	0.166915	0.280169
