Geneid	male_24m_2	male_24m_1	male_3m_5	male_24m_7	male_3m_6	male_3m_3	male_24m_4
ENSMUSG00000088672	0	0	0	0	0	0	2
ENSMUSG00000142790	14	2	10	6	6	3	10
ENSMUSG00000120892	2	0	0	0	2	6	2
ENSMUSG00000142880	20	40	23	76	15	10	30
ENSMUSG00000006731	267	680	649	1633	891	138	510
ENSMUSG00000040441	15	58	16	39	36	22	35
ENSMUSG00000120324	23	21	31	31	14	14	29
ENSMUSG00000019467	36	85	44	69	73	15	43
ENSMUSG00000040415	125	375	245	508	473	155	289
ENSMUSG00000025417	209	575	634	1086	945	130	497
ENSMUSG00000074657	29	36	13	28	12	18	33
ENSMUSG00000133502	3	3	0	0	7	0	9
ENSMUSG00000025410	407	1105	789	1598	1403	274	792
ENSMUSG00000025409	107	209	161	233	256	88	148
ENSMUSG00000092593	1	13	6	2	4	3	4
ENSMUSG00000092384	6	22	36	36	43	18	23
ENSMUSG00000125405	0	0	0	0	0	0	0
ENSMUSG00000025408	50	121	95	121	128	43	75
ENSMUSG00000116429	0	0	0	0	0	0	0
ENSMUSG00000040354	291	666	769	1420	1062	156	566
ENSMUSG00000098057	1	1	6	1	0	1	10
ENSMUSG00000143112	1	0	5	2	6	1	1
ENSMUSG00000040345	247	529	656	1372	788	207	397
ENSMUSG00000025407	15	14	4	9	26	12	24
ENSMUSG00000112426	1	0	0	0	0	0	0
ENSMUSG00000047492	10	2	15	2	2	3	7
ENSMUSG00000125715	1	1	3	0	0	0	0
ENSMUSG00000025405	3	3	5	6	0	3	6
ENSMUSG00000025404	149	382	218	467	373	85	318
ENSMUSG00000089369	2	0	0	0	0	0	2
ENSMUSG00000040287	42	163	23	107	98	16	132
ENSMUSG00000040280	18	56	28	12	103	21	43
ENSMUSG00000025403	193	471	602	1284	797	112	393
ENSMUSG00000040258	1	6	2	5	8	8	0
ENSMUSG00000040249	651	1685	873	1686	1659	344	841
ENSMUSG00000086499	3	2	0	0	1	1	0
ENSMUSG00000133449	0	4	9	13	10	10	3
ENSMUSG00000130662	1	0	0	0	0	0	1
ENSMUSG00000120065	2	2	0	0	1	7	3
ENSMUSG00000135016	3	3	1	3	5	3	2
ENSMUSG00000112696	2	0	7	0	1	3	10
ENSMUSG00000002147	554	986	1061	2008	1829	309	794
ENSMUSG00000025402	43	144	90	138	167	29	90
ENSMUSG00000085731	1	0	0	0	0	3	1
ENSMUSG00000040195	111	104	170	261	351	66	229
ENSMUSG00000087163	8	2	12	1	6	6	8
ENSMUSG00000025401	15	15	7	3	10	13	5
ENSMUSG00000128301	0	3	2	0	0	0	0
ENSMUSG00000025400	6	14	22	31	52	19	23
ENSMUSG00000044617	41	44	36	67	62	36	56
ENSMUSG00000058396	34	110	60	120	114	21	74
ENSMUSG00000089789	3	8	8	7	9	6	10
ENSMUSG00000099009	0	0	0	0	0	0	0
ENSMUSG00000056148	3	1	14	1	5	2	15
ENSMUSG00000069456	20	15	31	16	19	24	40
ENSMUSG00000054031	0	0	0	0	0	0	0
ENSMUSG00000121367	0	0	0	0	0	0	0
ENSMUSG00000140666	0	0	0	0	1	0	5
ENSMUSG00000054052	3	3	20	0	0	6	2
ENSMUSG00000074639	3	5	5	0	13	3	6
ENSMUSG00000137010	1	0	0	0	0	0	8
ENSMUSG00000040134	4	0	2	2	0	5	7
ENSMUSG00000139586	3	0	5	1	4	0	1
ENSMUSG00000040127	7	2	14	4	15	17	15
ENSMUSG00000142635	3	0	0	2	3	0	4
ENSMUSG00000128741	2	0	11	3	3	3	8
ENSMUSG00000085993	1	0	1	0	1	2	0
ENSMUSG00000128753	8	11	7	12	9	8	20
ENSMUSG00000128792	3	0	0	0	0	0	0
ENSMUSG00000090036	0	0	0	0	0	0	0
ENSMUSG00000088687	0	1	1	2	0	0	0
ENSMUSG00000123986	4	1	5	0	0	5	7
ENSMUSG00000112446	0	0	0	0	0	1	0
ENSMUSG00000025396	3	7	4	0	3	5	10
ENSMUSG00000112909	3	0	0	2	0	0	1
ENSMUSG00000025395	105	190	333	477	404	136	210
ENSMUSG00000127090	0	0	4	4	1	0	6
ENSMUSG00000127128	0	1	0	2	1	0	1
ENSMUSG00000061315	267	750	288	747	638	170	598
ENSMUSG00000111947	37	61	63	80	59	25	76
ENSMUSG00000071072	214	533	444	1006	869	178	344
ENSMUSG00000025393	2797	8764	5652	12371	10338	1568	6716
ENSMUSG00000064778	0	1	1	0	0	0	0
ENSMUSG00000104755	0	0	0	1	0	1	0
ENSMUSG00002075374	0	0	0	0	0	0	0
ENSMUSG00000040054	268	511	561	886	805	227	494
ENSMUSG00000040043	105	284	185	285	273	67	190
ENSMUSG00000112553	3	0	0	0	0	0	3
ENSMUSG00000044005	22	32	37	39	25	6	39
ENSMUSG00000118550	6	3	8	2	3	12	6
ENSMUSG00000051346	44	101	66	140	102	30	113
ENSMUSG00000025389	3	1	4	8	7	3	4
ENSMUSG00000039994	141	287	305	627	468	113	229
ENSMUSG00000051716	5	4	2	5	1	7	2
ENSMUSG00000135229	5	9	8	2	3	4	5
ENSMUSG00000047631	7	5	6	0	1	5	8
ENSMUSG00000040033	178	278	329	647	474	117	223
ENSMUSG00000025383	5	0	5	2	0	1	2
ENSMUSG00000064948	1	0	0	0	0	0	2
ENSMUSG00000005682	188	390	410	659	587	160	353
ENSMUSG00000025381	110	315	195	360	421	94	171
ENSMUSG00000120290	8	10	6	10	17	6	13
ENSMUSG00000005683	908	2895	1881	4139	3132	485	2484
ENSMUSG00000135892	10	6	13	21	18	6	17
ENSMUSG00000089313	3	4	2	1	0	0	3
ENSMUSG00000039914	135	695	125	380	360	72	460
ENSMUSG00000135809	3	0	1	0	4	0	2
ENSMUSG00000014498	178	298	281	420	344	81	266
ENSMUSG00002074905	1	0	0	0	0	0	0
ENSMUSG00000098701	0	0	0	0	0	0	3
ENSMUSG00000106600	0	0	0	0	3	0	0
ENSMUSG00000090761	2	9	1	5	4	2	2
ENSMUSG00000039878	5	2	2	0	1	0	6
ENSMUSG00000025374	111	236	196	370	316	75	138
ENSMUSG00002075171	2	0	0	2	2	0	0
ENSMUSG00000025373	84	317	245	412	413	97	213
ENSMUSG00000088151	1	2	0	0	1	0	1
ENSMUSG00000098957	0	0	0	0	0	0	0
ENSMUSG00000025369	471	1215	901	1697	1373	251	724
ENSMUSG00000090841	535	1090	728	1463	1419	346	622
ENSMUSG00000119994	54	78	56	81	81	32	64
ENSMUSG00000039824	1	1	1	2	7	0	5
ENSMUSG00000025366	571	1252	1084	2789	1915	238	974
ENSMUSG00000099292	6	0	0	0	0	4	0
ENSMUSG00000100548	9	11	12	20	7	0	15
ENSMUSG00000123730	2	4	5	5	1	6	2
ENSMUSG00000039810	49	90	74	145	132	46	104
ENSMUSG00000093674	401	700	326	900	792	178	383
ENSMUSG00000112850	2	0	2	0	0	0	1
ENSMUSG00000025364	369	896	903	1961	1337	248	765
ENSMUSG00002076354	0	0	0	2	5	0	9
ENSMUSG00000018166	27	50	58	80	54	21	55
ENSMUSG00000098592	0	0	0	0	0	0	0
ENSMUSG00000123773	2	0	0	0	0	4	0
ENSMUSG00000111936	15	4	12	5	6	9	19
ENSMUSG00000112068	2	1	1	4	0	0	1
ENSMUSG00000025362	266	478	199	627	499	90	226
ENSMUSG00000002578	17	30	10	9	21	24	18
ENSMUSG00000097372	8	2	7	3	4	12	16
ENSMUSG00000049858	46	149	84	109	193	25	74
ENSMUSG00000118400	0	9	2	2	0	2	5
ENSMUSG00000000711	374	779	749	1346	1155	163	608
ENSMUSG00000123613	1	0	3	0	0	0	1
ENSMUSG00000025358	220	542	696	1225	1021	168	506
ENSMUSG00000025359	10	13	17	20	25	8	16
ENSMUSG00000025357	217	417	309	659	505	110	339
ENSMUSG00000120252	14	29	12	12	14	8	12
ENSMUSG00000123815	0	0	0	0	0	0	0
ENSMUSG00000064030	43	124	71	155	102	60	61
ENSMUSG00000045055	3	2	5	0	5	1	2
ENSMUSG00000112429	2	2	10	5	7	8	9
ENSMUSG00000025355	39	38	38	65	55	28	40
ENSMUSG00000047090	34	66	33	68	87	13	32
ENSMUSG00000025354	258	520	599	950	941	194	473
ENSMUSG00000078427	51	125	133	193	144	48	81
ENSMUSG00000025353	40	86	130	164	190	41	61
ENSMUSG00000025352	65	151	70	72	75	29	101
ENSMUSG00000025351	731	2491	1450	2708	2810	629	1209
ENSMUSG00000130340	0	0	1	0	0	0	0
ENSMUSG00000025350	32	30	47	46	43	19	37
ENSMUSG00000090247	27	71	36	77	77	14	38
ENSMUSG00000025348	112	449	64	148	172	54	292
ENSMUSG00000141174	4	3	3	0	0	1	4
ENSMUSG00000088768	0	0	0	0	4	0	0
ENSMUSG00000141208	0	1	3	1	0	3	2
ENSMUSG00000025347	4	0	1	3	0	6	1
ENSMUSG00000097691	9	6	7	4	4	2	16
ENSMUSG00000069430	3	5	9	3	1	5	8
ENSMUSG00000063374	2	2	3	0	0	14	9
ENSMUSG00000107648	9	1	7	2	3	6	9
ENSMUSG00000056853	7	3	8	3	0	9	5
ENSMUSG00000107748	9	20	14	1	5	12	11
ENSMUSG00000059762	8	10	36	4	4	16	14
ENSMUSG00000050198	16	31	41	44	15	32	66
ENSMUSG00000042801	21	17	36	12	9	11	22
ENSMUSG00000047868	19	10	33	13	3	9	11
ENSMUSG00000061367	13	9	11	3	13	12	32
ENSMUSG00002075507	0	0	0	0	0	0	0
ENSMUSG00000107662	6	3	22	9	3	28	10
ENSMUSG00000096000	2	1	0	9	0	1	3
ENSMUSG00000096229	2	1	6	5	0	5	9
ENSMUSG00000096220	7	3	10	8	6	6	16
ENSMUSG00000095483	23	14	19	13	10	26	24
ENSMUSG00000062914	30	15	33	14	18	53	53
ENSMUSG00000107803	1	0	1	4	0	0	1
ENSMUSG00000077280	1	0	0	0	0	1	2
ENSMUSG00000044537	4	0	3	2	4	3	10
ENSMUSG00000049573	27	35	40	8	11	40	34
ENSMUSG00000095138	4	1	0	4	4	10	2
ENSMUSG00000095075	10	7	6	4	7	18	15
ENSMUSG00000107790	2	0	2	0	1	0	1
ENSMUSG00000094347	20	8	22	9	1	12	17
ENSMUSG00000111732	14	19	17	14	6	16	21
ENSMUSG00000095696	18	19	16	2	12	28	13
ENSMUSG00000096497	42	49	41	55	43	57	59
ENSMUSG00000049217	15	30	29	9	15	28	36
ENSMUSG00000111273	21	22	25	12	10	20	36
ENSMUSG00000044025	23	6	22	4	19	28	18
ENSMUSG00000047626	24	19	15	11	13	16	43
ENSMUSG00000094496	9	3	17	3	6	8	9
ENSMUSG00000107615	7	3	6	0	1	4	13
ENSMUSG00000044293	17	15	39	10	9	28	14
ENSMUSG00000107555	4	5	12	2	4	10	26
ENSMUSG00002076168	0	0	2	0	0	3	0
ENSMUSG00000052012	17	15	28	9	8	23	16
ENSMUSG00000107400	3	0	0	3	0	12	1
ENSMUSG00000095002	41	21	43	20	6	56	44
ENSMUSG00000094734	10	4	6	2	7	15	5
ENSMUSG00000108114	12	4	8	4	12	7	19
ENSMUSG00000058513	21	37	41	10	21	28	32
ENSMUSG00000093866	23	9	33	24	14	26	19
ENSMUSG00000046041	14	11	9	9	12	24	15
ENSMUSG00000088147	0	0	0	0	3	0	0
ENSMUSG00000095401	19	25	30	11	22	47	54
ENSMUSG00000127327	9	9	9	0	0	7	10
ENSMUSG00000096858	16	15	24	2	15	14	22
ENSMUSG00002075880	0	0	0	0	0	0	0
ENSMUSG00000071065	14	11	22	8	12	25	34
ENSMUSG00000050478	4	3	16	2	0	10	12
ENSMUSG00000049894	30	20	24	12	9	43	38
ENSMUSG00000050251	23	10	18	6	0	19	25
ENSMUSG00000069421	29	23	43	26	12	34	52
ENSMUSG00000063173	21	14	16	11	5	39	26
ENSMUSG00000049052	7	8	14	7	6	12	18
ENSMUSG00000052818	10	7	13	6	3	5	15
ENSMUSG00000059134	16	0	6	1	9	16	29
ENSMUSG00000061961	22	16	10	14	15	29	17
ENSMUSG00000063715	25	10	18	14	13	12	31
ENSMUSG00000107399	4	5	4	1	5	4	9
ENSMUSG00000058071	2	3	1	5	3	9	11
ENSMUSG00000094295	17	24	39	6	17	19	39
ENSMUSG00000095608	0	0	0	0	0	0	0
ENSMUSG00000094632	0	0	0	0	0	0	0
ENSMUSG00000107423	2	0	1	0	0	0	6
ENSMUSG00000048745	19	6	19	11	11	27	17
ENSMUSG00000044897	5	5	12	3	1	16	9
ENSMUSG00000058251	32	3	32	21	20	11	30
ENSMUSG00000108253	11	5	10	3	6	17	7
ENSMUSG00000096747	3	0	4	3	2	11	2
ENSMUSG00000098216	3	0	13	0	0	2	22
ENSMUSG00000095804	23	13	36	18	10	25	41
ENSMUSG00000108134	4	9	8	2	9	4	10
ENSMUSG00000058084	17	16	22	5	5	11	24
ENSMUSG00000112688	5	4	2	3	4	10	3
ENSMUSG00000059862	10	12	28	12	14	25	20
ENSMUSG00000045559	40	14	46	22	25	56	33
ENSMUSG00000048015	16	5	18	14	2	8	15
ENSMUSG00000034833	75	122	143	156	90	79	154
ENSMUSG00000070601	45	47	45	34	24	62	82
ENSMUSG00000040540	3	3	1	1	4	0	1
ENSMUSG00000092048	18	16	31	9	7	28	23
ENSMUSG00000092162	29	40	64	9	22	46	66
ENSMUSG00000112712	0	1	5	4	1	12	8
ENSMUSG00000091511	3	9	20	2	5	13	13
ENSMUSG00000129753	8	26	28	13	9	17	27
ENSMUSG00000112195	4	2	0	1	0	3	2
ENSMUSG00000112742	42	44	47	42	30	33	51
ENSMUSG00000096766	2	1	3	0	0	0	1
ENSMUSG00002075122	1	0	0	1	1	0	3
ENSMUSG00000096755	1	0	0	0	0	0	0
ENSMUSG00000121500	68	102	122	136	98	41	101
ENSMUSG00000082286	2	0	0	2	2	0	0
ENSMUSG00000023764	289	292	384	328	289	306	470
ENSMUSG00000142993	14	7	9	4	11	13	11
ENSMUSG00000087111	9	0	2	2	2	1	10
ENSMUSG00000143030	1	2	1	3	3	0	13
ENSMUSG00000081208	10	12	15	8	33	3	18
ENSMUSG00000143075	0	1	0	0	0	0	0
ENSMUSG00000020457	262	559	675	1218	957	209	472
ENSMUSG00000086049	207	77	186	56	37	198	195
ENSMUSG00000082658	100	51	109	21	34	120	177
ENSMUSG00000020454	223	481	459	856	702	173	366
ENSMUSG00000137219	9	0	5	0	2	3	2
ENSMUSG00000020453	155	412	337	700	552	137	306
ENSMUSG00000053263	20	39	37	33	48	12	19
ENSMUSG00000084941	7	14	19	13	17	5	7
ENSMUSG00000034614	119	326	202	320	350	85	112
ENSMUSG00000140750	1	3	3	0	2	2	7
ENSMUSG00000020451	112	305	311	535	471	106	208
ENSMUSG00000087055	0	1	0	3	0	0	0
ENSMUSG00000140706	7	0	0	0	1	2	0
ENSMUSG00000140627	6	8	8	14	12	5	14
ENSMUSG00000020448	106	249	197	355	348	50	135
ENSMUSG00000034587	21	37	35	52	28	26	35
ENSMUSG00000140664	1	0	1	0	0	0	3
ENSMUSG00000081059	0	0	11	0	0	0	1
ENSMUSG00002075829	0	0	3	0	0	0	0
ENSMUSG00000034579	9	0	10	12	15	3	13
ENSMUSG00000034570	26	17	43	86	107	10	36
ENSMUSG00000075702	67	235	73	191	245	53	127
ENSMUSG00000020439	230	719	440	1080	824	172	481
ENSMUSG00000087291	20	19	28	16	22	14	12
ENSMUSG00000084962	0	0	0	0	0	0	0
ENSMUSG00000133791	7	8	3	12	11	7	11
ENSMUSG00000122412	2	2	10	4	3	7	10
ENSMUSG00000142427	8	1	2	2	8	4	0
ENSMUSG00000122899	6	1	3	7	1	8	10
ENSMUSG00000125734	5	1	6	0	7	0	3
ENSMUSG00000084211	2	3	2	4	0	2	6
ENSMUSG00000084310	1	0	0	0	0	0	0
ENSMUSG00000079889	1	1	9	0	3	0	9
ENSMUSG00000056579	498	910	691	1708	1818	245	880
ENSMUSG00002075304	0	0	0	0	0	0	0
ENSMUSG00002076556	0	0	0	0	0	0	0
ENSMUSG00002076847	0	0	0	0	0	0	0
ENSMUSG00002075685	0	0	0	0	0	0	0
ENSMUSG00000034543	155	265	225	402	427	103	306
ENSMUSG00002076258	3	1	3	3	0	0	2
ENSMUSG00000083015	0	0	1	0	0	0	1
ENSMUSG00000123529	1	0	3	0	0	0	1
ENSMUSG00000020435	24	19	12	6	7	16	19
ENSMUSG00000088352	0	0	0	0	0	1	0
ENSMUSG00000123446	1	0	0	0	0	0	1
ENSMUSG00000123485	1	5	1	2	0	4	2
ENSMUSG00000135101	1	2	7	1	0	0	5
ENSMUSG00000139478	3	0	6	1	1	6	5
ENSMUSG00000084077	0	0	4	0	0	6	4
ENSMUSG00000020434	3	3	3	4	7	8	6
ENSMUSG00000047205	39	69	52	39	75	27	74
ENSMUSG00000048807	46	182	95	224	168	36	144
ENSMUSG00000020432	373	978	1016	2020	1397	158	625
ENSMUSG00000034493	0	6	3	6	0	0	1
ENSMUSG00000082816	2	9	10	2	1	3	11
ENSMUSG00000020430	137	371	391	756	569	123	270
ENSMUSG00000049721	12	25	12	5	15	3	4
ENSMUSG00000084170	1	1	0	0	0	0	5
ENSMUSG00000019368	16	0	5	12	3	4	4
ENSMUSG00000142264	0	4	3	0	0	1	3
ENSMUSG00000054986	12	2	17	4	3	12	16
ENSMUSG00000004748	35	97	65	178	123	35	100
ENSMUSG00000130352	0	0	0	0	0	0	0
ENSMUSG00000003585	32	36	43	95	67	30	31
ENSMUSG00000082364	2	0	2	0	4	0	0
ENSMUSG00000130315	4	0	6	1	5	2	4
ENSMUSG00000130271	2	3	4	2	1	3	1
ENSMUSG00000083838	2	0	6	4	2	5	1
ENSMUSG00000003581	70	188	116	243	212	40	137
ENSMUSG00000093080	1	3	0	2	2	1	0
ENSMUSG00000051427	52	115	77	86	136	44	58
ENSMUSG00000002129	238	530	548	1046	903	112	435
ENSMUSG00000141298	3	11	12	4	15	1	4
ENSMUSG00000034412	54	225	112	209	263	53	138
ENSMUSG00000020424	6	73	21	56	35	18	26
ENSMUSG00000135417	13	6	18	1	7	13	13
ENSMUSG00000084012	3	7	0	9	6	2	7
ENSMUSG00000058755	22	74	104	129	86	25	55
ENSMUSG00000120066	4	1	7	3	5	5	9
ENSMUSG00000034394	29	68	24	54	32	15	27
ENSMUSG00000085559	0	0	0	0	1	4	0
ENSMUSG00000085512	8	13	8	0	8	22	13
ENSMUSG00000126372	0	0	0	0	0	0	1
ENSMUSG00000119807	0	0	0	0	0	1	4
ENSMUSG00000020419	10	19	27	11	8	15	44
ENSMUSG00000123691	3	1	9	2	0	4	16
ENSMUSG00000034354	797	1593	1485	3406	2929	335	1377
ENSMUSG00000126736	10	20	23	23	24	9	13
ENSMUSG00000121829	10	9	10	29	19	21	12
ENSMUSG00000081974	0	0	0	0	0	0	0
ENSMUSG00000133938	4	4	1	6	1	0	0
ENSMUSG00000056288	11	4	8	6	8	5	12
ENSMUSG00000020412	117	244	223	495	329	83	217
ENSMUSG00000138116	1	8	4	9	2	1	3
ENSMUSG00000059534	111	268	101	223	211	32	178
ENSMUSG00000009076	21	73	43	120	74	19	42
ENSMUSG00000009075	1	5	0	5	1	2	1
ENSMUSG00000138153	0	0	0	0	0	2	0
ENSMUSG00000009073	183	596	397	708	578	124	400
ENSMUSG00000138079	0	0	1	1	0	1	3
ENSMUSG00000134965	0	0	2	0	1	0	0
ENSMUSG00000135003	5	2	9	1	0	1	2
ENSMUSG00000034285	26	42	44	105	40	20	51
ENSMUSG00000098296	0	0	7	0	0	0	0
ENSMUSG00000122903	4	2	0	1	1	0	1
ENSMUSG00000034274	71	166	150	349	221	59	130
ENSMUSG00000084381	3	1	2	5	11	2	14
ENSMUSG00000020396	20	6	24	78	30	9	40
ENSMUSG00000122069	1	0	2	2	0	0	0
ENSMUSG00000122109	8	11	5	0	5	6	4
ENSMUSG00000122308	5	4	0	2	2	0	7
ENSMUSG00000130437	2	3	1	2	0	0	6
ENSMUSG00000009090	550	1243	1470	2834	2076	334	1089
ENSMUSG00002076930	0	0	0	0	0	0	0
ENSMUSG00000088634	0	0	0	0	0	0	0
ENSMUSG00000034201	490	708	663	2388	1214	216	582
ENSMUSG00000034209	12	22	14	40	21	16	9
ENSMUSG00000135262	1	13	13	10	11	3	7
ENSMUSG00000009079	939	2040	2390	5052	3976	664	1933
ENSMUSG00000034175	68	181	90	288	176	52	127
ENSMUSG00000034164	60	108	176	129	218	62	102
ENSMUSG00000135307	0	0	0	0	0	0	2
ENSMUSG00000135348	3	0	1	5	1	0	1
ENSMUSG00000136719	1	0	0	0	5	0	2
ENSMUSG00000020393	139	389	223	299	439	82	232
ENSMUSG00000064632	0	0	2	0	0	0	5
ENSMUSG00000122750	0	0	5	3	0	1	2
ENSMUSG00000118486	6	2	11	1	2	1	1
ENSMUSG00000041961	68	133	68	128	128	53	99
ENSMUSG00000128901	0	0	0	4	2	3	0
ENSMUSG00000129861	1	5	0	0	1	1	1
ENSMUSG00000127314	3	0	3	1	1	1	5
ENSMUSG00000120142	25	28	32	18	11	20	29
ENSMUSG00000085232	0	0	0	0	0	0	0
ENSMUSG00000130237	0	0	0	2	0	0	1
ENSMUSG00000020484	739	1531	1504	3093	2204	438	1020
ENSMUSG00000020482	94	210	276	438	522	78	282
ENSMUSG00000143033	0	1	7	4	3	4	5
ENSMUSG00000140105	1	10	0	9	3	1	2
ENSMUSG00000077304	0	0	1	0	1	3	1
ENSMUSG00000020481	17	10	28	17	17	28	40
ENSMUSG00000130228	2	10	2	0	0	10	13
ENSMUSG00000135039	1	4	5	0	0	0	3
ENSMUSG00000081021	0	0	0	0	0	1	0
ENSMUSG00000081691	2	0	0	0	0	1	2
ENSMUSG00000020477	82	263	164	313	272	32	182
ENSMUSG00000049680	159	516	270	650	511	78	338
ENSMUSG00000139756	1	1	1	2	5	2	2
ENSMUSG00000121496	94	133	123	167	145	49	110
ENSMUSG00000083844	0	0	0	0	0	0	0
ENSMUSG00000139720	3	0	1	1	1	4	9
ENSMUSG00000121109	2	7	10	7	4	6	5
ENSMUSG00000020476	470	899	1037	2103	1452	246	698
ENSMUSG00000020475	282	1698	132	785	867	268	1488
ENSMUSG00000080904	0	0	0	1	1	0	1
ENSMUSG00000020474	70	193	96	191	187	37	76
ENSMUSG00000020473	185	737	345	509	803	119	352
ENSMUSG00000020471	85	316	287	635	443	44	260
ENSMUSG00000020469	3	1	6	3	0	0	0
ENSMUSG00000041798	5	15	5	1	13	19	16
ENSMUSG00000084819	24	2	12	0	3	3	8
ENSMUSG00000002741	215	406	337	456	585	96	286
ENSMUSG00000057897	98	410	78	193	186	66	365
ENSMUSG00000141158	38	334	313	537	467	104	44
ENSMUSG00000141119	2	1	1	0	7	2	0
ENSMUSG00000053838	268	584	434	1007	730	127	519
ENSMUSG00000083022	1	9	2	6	10	3	9
ENSMUSG00000083209	11	7	10	3	5	2	3
ENSMUSG00000020447	14	10	16	5	6	12	16
ENSMUSG00000081153	0	2	0	0	0	0	0
ENSMUSG00000004393	100	298	235	546	391	63	220
ENSMUSG00000004394	144	346	321	662	432	84	311
ENSMUSG00002076960	0	4	4	2	2	5	1
ENSMUSG00000125843	6	2	6	10	3	0	15
ENSMUSG00000020456	1197	3880	2525	5509	4406	790	3165
ENSMUSG00000041164	244	436	257	599	440	142	322
ENSMUSG00000098516	2	0	0	4	3	0	0
ENSMUSG00000122248	0	2	0	2	2	0	0
ENSMUSG00000122294	1	4	1	0	0	0	0
ENSMUSG00000071866	474	1303	852	2109	1856	294	764
ENSMUSG00000041126	192	454	339	655	636	178	317
ENSMUSG00000079988	1	6	0	1	0	2	4
ENSMUSG00000083693	1	0	2	0	0	2	1
ENSMUSG00000084280	1	5	1	0	0	0	3
ENSMUSG00000094483	210	515	446	641	624	224	435
ENSMUSG00000086839	10	0	3	2	6	6	15
ENSMUSG00000092885	0	0	0	0	0	0	0
ENSMUSG00000020437	430	755	962	2139	1237	243	668
ENSMUSG00000085156	57	85	61	119	74	43	57
ENSMUSG00000064513	0	0	0	0	0	0	0
ENSMUSG00000131525	3	0	3	4	1	0	18
ENSMUSG00000088688	3	0	2	0	1	0	0
ENSMUSG00000000378	238	590	524	1032	987	174	461
ENSMUSG00000142023	0	10	2	4	8	2	0
ENSMUSG00000084231	0	8	3	4	0	0	0
ENSMUSG00000142064	0	5	6	7	2	2	7
ENSMUSG00000041073	22	34	15	19	40	17	11
ENSMUSG00000000384	139	333	238	718	459	146	274
ENSMUSG00000064495	0	0	7	0	3	1	1
ENSMUSG00000065686	0	0	0	0	0	0	0
ENSMUSG00000121251	3	7	4	15	9	13	2
ENSMUSG00000000381	3	0	2	0	3	0	4
ENSMUSG00000121755	2	5	10	0	6	4	3
ENSMUSG00000086373	0	0	0	0	0	0	0
ENSMUSG00000041046	10	23	19	1	48	3	11
ENSMUSG00000083075	3	1	7	0	0	4	1
ENSMUSG00000140896	4	2	1	0	0	0	7
ENSMUSG00000086808	3	14	9	2	6	10	6
ENSMUSG00000080833	1	3	9	0	4	5	3
ENSMUSG00000129593	7	2	6	2	0	5	1
ENSMUSG00000083819	9	6	10	4	7	13	12
ENSMUSG00000082579	4	4	9	3	0	7	6
ENSMUSG00000082897	2	0	4	2	0	1	1
ENSMUSG00000099102	7	8	13	0	2	11	14
ENSMUSG00000082333	0	3	2	1	1	1	2
ENSMUSG00000129643	6	4	2	2	1	7	9
ENSMUSG00000129612	1	0	4	0	1	2	2
ENSMUSG00000143040	0	0	1	0	0	3	0
ENSMUSG00000123332	5	1	6	5	1	18	2
ENSMUSG00000020431	71	21	51	3	33	39	40
ENSMUSG00000121249	3	0	0	1	0	1	1
ENSMUSG00000087512	2	3	7	0	1	3	3
ENSMUSG00000020429	5	6	5	0	0	2	1
ENSMUSG00000137187	2	0	2	3	1	0	2
ENSMUSG00000020427	53	353	460	327	506	74	181
ENSMUSG00000137148	2	4	3	0	0	1	11
ENSMUSG00000087637	10	6	4	2	5	8	13
ENSMUSG00000129034	0	0	4	0	0	0	0
ENSMUSG00000133951	16	4	14	8	7	15	12
ENSMUSG00000133997	1	0	3	2	0	2	0
ENSMUSG00000124583	5	7	13	3	5	13	10
ENSMUSG00000129561	7	4	4	1	5	6	9
ENSMUSG00000098853	0	0	3	2	0	0	0
ENSMUSG00000125707	2	0	12	0	4	6	4
ENSMUSG00000084318	1	0	2	1	1	4	4
ENSMUSG00002076646	0	0	0	0	0	0	1
ENSMUSG00000082459	8	2	14	2	5	10	27
ENSMUSG00000125649	0	0	4	0	4	5	3
ENSMUSG00000083553	2	2	6	3	0	0	4
ENSMUSG00000020422	737	1359	717	1468	1363	285	926
ENSMUSG00000139041	9	10	10	1	3	9	3
ENSMUSG00000134897	5	3	11	7	12	6	11
ENSMUSG00000141639	12	0	10	0	0	3	7
ENSMUSG00000126257	1	1	25	0	5	3	13
ENSMUSG00000081539	1	0	8	7	0	5	3
ENSMUSG00000046634	38	36	56	13	16	38	61
ENSMUSG00000082095	5	2	1	1	2	5	5
ENSMUSG00000020413	71	239	176	341	265	70	147
ENSMUSG00000132810	4	2	2	0	0	0	2
ENSMUSG00000040985	7	8	11	4	6	12	19
ENSMUSG00000040978	4	4	7	9	6	5	26
ENSMUSG00000020407	29	36	47	70	68	24	34
ENSMUSG00000101841	0	0	4	1	0	1	1
ENSMUSG00000004668	360	505	763	984	840	346	553
ENSMUSG00000139102	8	6	9	7	6	10	16
ENSMUSG00000104137	0	0	0	0	0	0	2
ENSMUSG00000081629	0	0	0	0	0	0	0
ENSMUSG00000139059	3	8	2	1	1	6	12
ENSMUSG00000139140	8	5	7	3	2	18	10
ENSMUSG00000141635	0	0	0	0	0	0	0
ENSMUSG00000082312	6	7	16	4	12	3	12
ENSMUSG00000084045	1	8	1	0	0	0	4
ENSMUSG00000136886	0	0	9	3	0	0	10
ENSMUSG00000138298	1	0	0	0	0	3	3
