Geneid	male_24m_2	male_24m_1	male_3m_5	male_24m_7	male_3m_6	male_3m_3	male_24m_4
ENSMUSG00000124677	5	4	11	2	2	9	13
ENSMUSG00000135334	1	1	0	0	2	0	3
ENSMUSG00000026443	8	3	3	4	5	1	8
ENSMUSG00000122455	0	0	1	3	1	2	3
ENSMUSG00000122495	0	1	1	0	0	0	0
ENSMUSG00002075842	1	0	0	0	0	5	0
ENSMUSG00000102709	9	0	4	0	4	4	0
ENSMUSG00000054387	401	696	851	1090	1134	505	702
ENSMUSG00000141319	5	8	3	3	0	3	3
ENSMUSG00000144022	1	0	0	0	1	0	0
ENSMUSG00000100228	0	0	0	0	0	0	0
ENSMUSG00000140516	2	0	1	2	0	0	0
ENSMUSG00000026447	96	108	131	184	214	58	150
ENSMUSG00000101102	46	75	68	143	83	58	69
ENSMUSG00000102425	28	53	52	90	97	27	43
ENSMUSG00000046062	519	862	841	2061	2340	273	985
ENSMUSG00000041757	69	184	62	59	38	27	81
ENSMUSG00000132352	5	0	0	0	0	0	2
ENSMUSG00000138774	4	1	3	2	0	1	0
ENSMUSG00000137360	1	1	3	3	0	5	0
ENSMUSG00000101693	16	16	11	8	0	9	11
ENSMUSG00000103421	2	0	3	0	0	0	1
ENSMUSG00000115958	0	0	0	0	2	0	0
ENSMUSG00000098306	0	0	1	0	0	0	0
ENSMUSG00000116158	0	0	0	0	0	0	0
ENSMUSG00000070645	9	5	7	1	2	2	1
ENSMUSG00000070644	10	10	14	6	14	9	14
ENSMUSG00000070643	34	187	59	100	131	10	66
ENSMUSG00000136932	0	1	8	0	0	1	3
ENSMUSG00000136900	2	0	3	1	0	1	0
ENSMUSG00000132769	3	0	0	0	0	0	0
ENSMUSG00000101004	3	0	2	3	0	0	1
ENSMUSG00000140659	7	1	2	0	3	2	7
ENSMUSG00000143557	4	0	4	3	0	0	1
ENSMUSG00000064814	0	1	0	0	0	0	1
ENSMUSG00000090553	115	181	125	346	297	90	122
ENSMUSG00000128372	6	15	10	4	0	11	12
ENSMUSG00000102976	34	128	97	153	144	55	91
ENSMUSG00000094410	80	171	162	206	185	84	161
ENSMUSG00000126272	0	3	1	2	0	3	0
ENSMUSG00000120455	17	11	10	13	11	27	23
ENSMUSG00000051998	36	70	63	154	52	16	75
ENSMUSG00000137885	0	0	0	0	0	0	1
ENSMUSG00000026463	169	330	271	526	438	173	248
ENSMUSG00000098606	0	0	0	1	0	0	0
ENSMUSG00000102509	14	9	25	21	33	13	29
ENSMUSG00000103166	4	2	1	0	0	11	2
ENSMUSG00000128131	7	0	1	0	0	1	3
ENSMUSG00000100830	4	5	9	4	2	1	6
ENSMUSG00000128168	1	0	0	0	0	1	0
ENSMUSG00000010311	6	3	7	3	6	6	4
ENSMUSG00000090208	0	0	0	3	1	0	2
ENSMUSG00000041577	118	570	316	616	682	107	383
ENSMUSG00000140356	1	2	3	1	2	6	1
ENSMUSG00000140315	4	14	7	6	0	14	11
ENSMUSG00000120798	47	74	85	40	72	30	61
ENSMUSG00000142259	6	0	0	0	0	0	10
ENSMUSG00000099507	4	0	0	0	0	1	1
ENSMUSG00000041559	245	1872	1231	524	2596	487	787
ENSMUSG00000120043	3	11	3	7	1	8	0
ENSMUSG00000120884	0	0	0	0	2	0	0
ENSMUSG00000020423	433	1100	1863	2269	2616	557	1037
ENSMUSG00000121237	15	17	33	26	19	8	36
ENSMUSG00000133364	0	3	0	0	5	4	1
ENSMUSG00000133244	4	0	4	7	4	0	0
ENSMUSG00000102380	7	2	14	1	7	3	2
ENSMUSG00000133284	0	0	1	2	3	0	4
ENSMUSG00000133325	4	0	0	0	2	4	0
ENSMUSG00000130322	2	6	0	4	0	1	1
ENSMUSG00000073559	0	0	2	0	2	1	0
ENSMUSG00000134944	0	0	0	0	0	0	3
ENSMUSG00000026450	9	14	15	38	38	10	22
ENSMUSG00000138936	0	1	1	0	0	0	5
ENSMUSG00000132617	2	0	4	0	0	1	2
ENSMUSG00000136414	4	8	13	15	6	7	13
ENSMUSG00000064246	274	557	1116	1361	1385	225	454
ENSMUSG00000042451	11	48	12	23	6	3	63
ENSMUSG00000042429	22	20	8	4	6	13	11
ENSMUSG00000134086	3	0	0	0	0	2	1
ENSMUSG00000123444	1	2	10	1	5	2	5
ENSMUSG00000123358	7	1	12	5	6	2	4
ENSMUSG00000119277	2	0	1	0	1	0	0
ENSMUSG00000026459	3	21	0	1	4	0	4
ENSMUSG00000026458	87	132	145	322	282	39	124
ENSMUSG00000120099	0	0	0	0	0	4	2
ENSMUSG00000042305	166	393	460	847	633	183	320
ENSMUSG00000130377	9	3	3	0	11	3	5
ENSMUSG00000050526	2	6	6	3	5	4	8
ENSMUSG00000026456	229	507	318	649	574	150	371
ENSMUSG00000026457	1127	3867	3256	7164	5118	979	2846
ENSMUSG00000101061	6	15	12	12	1	9	17
ENSMUSG00000102722	0	0	2	7	4	3	5
ENSMUSG00000026455	277	579	862	1160	1153	255	714
ENSMUSG00000042229	147	389	375	659	580	100	233
ENSMUSG00000077202	4	0	0	0	9	5	0
ENSMUSG00000133784	2	4	4	2	3	0	4
ENSMUSG00000133744	20	6	21	12	11	5	12
ENSMUSG00000096712	0	0	0	0	0	0	0
ENSMUSG00000101955	21	2	13	0	6	5	15
ENSMUSG00000046367	9	3	13	11	1	10	20
ENSMUSG00000120829	6	1	1	1	8	2	7
ENSMUSG00000042207	309	570	545	720	845	238	537
ENSMUSG00000097435	2	0	11	0	2	0	9
ENSMUSG00000026452	39	15	22	3	17	16	24
ENSMUSG00000073557	239	592	258	354	555	164	478
ENSMUSG00000138665	1	2	2	6	4	6	3
ENSMUSG00000103614	20	96	47	81	93	37	79
ENSMUSG00002075458	1	0	2	0	0	0	1
ENSMUSG00000103976	29	55	73	49	52	43	69
ENSMUSG00000101168	16	22	29	10	25	21	62
ENSMUSG00000144134	0	3	7	1	2	1	11
ENSMUSG00000026429	40	56	181	194	182	55	83
ENSMUSG00000042793	58	104	72	26	140	28	104
ENSMUSG00000140882	2	0	1	0	6	0	3
ENSMUSG00000129087	0	0	4	0	0	0	0
ENSMUSG00000097988	6	0	0	2	7	4	6
ENSMUSG00000097993	56	93	66	77	90	25	65
ENSMUSG00000120719	1	0	1	0	5	0	5
ENSMUSG00000031506	295	518	873	1473	1200	220	501
ENSMUSG00000026426	264	659	374	922	611	83	434
ENSMUSG00002075149	0	4	0	1	0	3	2
ENSMUSG00000085311	5	9	3	12	8	4	4
ENSMUSG00000026424	10	29	0	11	13	9	13
ENSMUSG00000137967	0	0	1	0	5	1	0
ENSMUSG00000137934	0	2	1	4	0	3	7
ENSMUSG00000079139	5	8	8	38	23	5	8
ENSMUSG00000097680	4	12	14	15	5	10	15
ENSMUSG00000003051	5	10	5	1	2	1	14
ENSMUSG00000041926	325	594	738	1607	1121	185	487
ENSMUSG00000141093	3	0	1	7	4	1	2
ENSMUSG00000062580	102	360	213	387	338	73	302
ENSMUSG00000048096	13	44	15	39	23	11	43
ENSMUSG00002075633	0	0	0	1	0	3	0
ENSMUSG00000135221	2	2	0	0	3	7	3
ENSMUSG00000041889	80	474	83	240	358	80	295
ENSMUSG00000041879	269	543	564	982	873	161	460
ENSMUSG00000100620	10	1	8	11	7	7	16
ENSMUSG00000009418	238	390	435	612	598	215	480
ENSMUSG00000093515	1	0	0	0	0	0	0
ENSMUSG00000102474	8	6	5	4	9	10	20
ENSMUSG00000122414	4	3	2	12	3	3	3
ENSMUSG00000104524	13	16	20	21	9	15	18
ENSMUSG00000054412	7	8	4	2	4	13	3
ENSMUSG00000135252	4	8	7	3	6	2	4
ENSMUSG00000135126	35	38	16	27	30	18	18
ENSMUSG00000120094	15	17	28	23	25	21	32
ENSMUSG00000135298	0	0	0	0	0	0	0
ENSMUSG00000026421	447	1041	639	1772	1256	149	647
ENSMUSG00000135211	5	1	1	1	0	1	2
ENSMUSG00000135407	3	2	8	0	3	3	7
ENSMUSG00000041801	154	859	115	403	433	68	544
ENSMUSG00000026418	92	35	11	12	125	25	16
ENSMUSG00000041782	3	25	24	0	10	0	7
ENSMUSG00000141723	2	0	0	0	0	0	2
ENSMUSG00000026414	25	13	9	11	9	20	25
ENSMUSG00000101482	1	0	3	2	0	0	4
ENSMUSG00000026413	13	1	25	10	8	3	21
ENSMUSG00000102414	2	0	8	0	3	12	18
ENSMUSG00000140443	1	0	1	0	5	0	0
ENSMUSG00000051985	59	48	42	31	15	16	63
ENSMUSG00000128518	1	0	0	1	3	0	0
ENSMUSG00000026411	99	323	295	543	542	108	275
ENSMUSG00000139066	0	0	4	0	0	0	6
ENSMUSG00000120377	1	0	1	0	2	0	2
ENSMUSG00000097918	0	0	0	0	0	0	0
ENSMUSG00000026407	167	716	32	402	308	46	716
ENSMUSG00000102838	8	4	28	7	11	16	15
ENSMUSG00000124906	4	2	1	1	0	0	3
ENSMUSG00000102717	10	9	4	13	7	7	7
ENSMUSG00000086264	16	10	9	5	2	12	6
ENSMUSG00000041642	194	279	329	574	549	114	336
ENSMUSG00000123258	1	5	4	4	3	0	2
ENSMUSG00000087230	10	0	29	9	4	7	20
ENSMUSG00000041605	4	0	7	4	7	7	4
ENSMUSG00000097315	0	0	0	0	0	0	0
ENSMUSG00000143353	0	0	1	0	2	0	0
ENSMUSG00000103594	4	2	5	1	0	1	5
ENSMUSG00000102941	10	5	10	4	0	11	5
ENSMUSG00000097433	2	4	11	6	10	8	10
ENSMUSG00000052759	1	0	5	0	0	0	1
ENSMUSG00000041570	146	248	341	415	520	169	363
ENSMUSG00000131435	0	1	0	4	2	3	0
ENSMUSG00000125895	2	0	1	0	2	6	2
ENSMUSG00000125858	1	0	2	2	0	1	2
ENSMUSG00000143464	4	3	2	1	0	4	5
ENSMUSG00000097403	11	18	40	18	24	14	34
ENSMUSG00000026404	48	81	98	175	89	47	72
ENSMUSG00000041498	95	175	246	372	376	138	211
ENSMUSG00000126380	11	3	10	20	12	5	7
ENSMUSG00000099337	2	5	18	6	12	2	2
ENSMUSG00000101413	1	2	0	0	1	4	0
ENSMUSG00000104414	11	3	10	1	1	0	3
ENSMUSG00000120728	7	12	12	4	1	6	12
ENSMUSG00000134900	0	0	0	0	0	0	0
ENSMUSG00000104366	17	14	12	2	3	8	27
ENSMUSG00000104509	7	1	7	3	4	1	11
ENSMUSG00000097229	22	15	14	2	5	17	18
ENSMUSG00000041483	160	301	315	559	430	92	210
ENSMUSG00000097113	39	29	37	27	27	35	52
ENSMUSG00000134664	3	2	0	1	0	1	3
ENSMUSG00000134744	0	0	4	0	0	2	2
ENSMUSG00000134704	3	9	8	1	4	2	8
ENSMUSG00000097448	32	30	34	32	29	31	57
ENSMUSG00000092912	0	0	0	0	0	0	0
ENSMUSG00000134822	2	0	4	2	8	2	2
ENSMUSG00002076813	0	0	0	0	0	0	0
ENSMUSG00000104360	0	0	9	0	0	0	5
ENSMUSG00000103953	0	0	0	0	0	0	0
ENSMUSG00000104261	4	0	0	0	3	2	3
ENSMUSG00000026398	12	14	16	13	18	26	34
ENSMUSG00000134873	6	1	0	0	0	0	0
ENSMUSG00000088970	1	0	0	0	0	0	0
ENSMUSG00000136467	7	2	4	0	1	2	2
ENSMUSG00000128368	3	0	4	3	3	2	5
ENSMUSG00000077207	0	0	0	0	0	0	0
ENSMUSG00000142455	0	0	2	1	3	0	2
ENSMUSG00000102751	15	12	10	1	4	9	20
ENSMUSG00000138035	22	11	17	5	7	7	18
ENSMUSG00000138117	0	0	4	0	0	3	12
ENSMUSG00000102738	0	0	0	0	0	0	0
ENSMUSG00000088164	0	0	1	0	0	0	0
ENSMUSG00000138081	2	8	14	3	7	8	11
ENSMUSG00000131329	6	6	7	0	5	5	2
ENSMUSG00000131260	5	0	18	3	5	3	1
ENSMUSG00000103070	2	1	4	3	0	0	2
ENSMUSG00000131291	8	0	8	3	1	9	12
ENSMUSG00000137462	5	3	10	2	9	4	12
ENSMUSG00000088715	1	1	0	0	0	0	2
ENSMUSG00000103728	8	14	11	9	5	7	10
ENSMUSG00000137501	4	1	21	1	2	7	14
ENSMUSG00000139574	15	0	10	2	3	7	17
ENSMUSG00000143475	8	5	12	2	2	7	8
ENSMUSG00000104112	0	1	1	0	0	3	1
ENSMUSG00000098206	185	322	332	227	445	309	309
ENSMUSG00000098145	7	12	6	7	12	14	10
ENSMUSG00000103038	39	41	57	17	61	34	42
ENSMUSG00000102277	11	24	34	15	40	18	11
ENSMUSG00000129847	0	0	0	0	0	0	0
ENSMUSG00000104145	24	10	34	29	45	27	19
ENSMUSG00000103427	59	89	70	39	83	54	75
ENSMUSG00000065565	0	4	2	1	0	4	0
ENSMUSG00000065458	0	0	0	0	0	0	0
ENSMUSG00000104197	20	54	60	44	73	19	45
ENSMUSG00002075181	2	1	3	1	3	0	3
ENSMUSG00000026395	1607	2244	2688	5440	3765	860	2085
ENSMUSG00000104291	141	211	207	258	278	148	177
ENSMUSG00000099656	4	2	2	0	0	8	8
ENSMUSG00000099459	2	0	0	2	0	5	7
ENSMUSG00000143780	4	6	2	2	0	3	4
ENSMUSG00000128461	2	0	3	0	0	5	4
ENSMUSG00000102822	0	0	0	0	0	0	0
ENSMUSG00000026394	9	12	11	1	3	5	8
ENSMUSG00000143369	0	1	5	0	1	7	6
ENSMUSG00000122145	2	4	3	2	0	3	3
ENSMUSG00000122185	3	0	2	0	2	1	4
ENSMUSG00000129134	0	0	4	0	1	2	2
ENSMUSG00000141391	3	11	0	0	2	1	5
ENSMUSG00000101793	0	0	0	0	0	0	0
ENSMUSG00000026393	430	1054	762	1334	1163	193	797
ENSMUSG00000134465	3	7	11	21	8	9	14
ENSMUSG00000099510	5	4	12	1	3	2	7
ENSMUSG00000102651	9	5	19	26	20	10	36
ENSMUSG00000102448	16	40	52	42	44	12	56
ENSMUSG00000100459	14	4	9	6	3	6	12
ENSMUSG00000103152	2	0	0	1	0	0	0
ENSMUSG00000127376	0	0	3	0	0	0	0
ENSMUSG00000019230	33	36	62	15	18	45	59
ENSMUSG00000079283	23	49	10	39	36	15	38
ENSMUSG00000099808	2	0	7	0	1	2	2
ENSMUSG00002076567	1	0	0	0	0	3	6
ENSMUSG00000134774	1	0	4	3	3	8	1
ENSMUSG00000103850	0	0	3	0	0	2	4
ENSMUSG00000124614	5	2	3	5	0	3	4
ENSMUSG00000102365	4	2	8	3	10	15	5
ENSMUSG00000056268	226	346	371	438	462	201	408
ENSMUSG00000104436	30	82	73	88	69	29	69
ENSMUSG00000141789	10	6	5	6	13	3	6
ENSMUSG00000104900	5	9	6	1	3	5	8
ENSMUSG00000102626	12	0	6	4	12	8	3
ENSMUSG00000085361	2	3	0	4	0	4	4
ENSMUSG00000102157	23	32	28	14	22	9	20
ENSMUSG00000105936	26	28	31	41	35	19	69
ENSMUSG00000102451	41	14	21	15	41	34	60
ENSMUSG00000085481	0	0	0	0	0	0	0
ENSMUSG00000102243	8	32	26	21	46	13	34
ENSMUSG00000063681	67	58	100	31	42	76	113
ENSMUSG00000103844	10	11	13	7	12	12	18
ENSMUSG00000102661	7	1	8	0	3	3	13
ENSMUSG00000140053	8	6	11	8	12	19	25
ENSMUSG00000033964	97	184	164	223	236	67	132
ENSMUSG00000135323	1	4	3	8	5	5	10
ENSMUSG00000033952	216	321	545	717	652	218	330
ENSMUSG00000026368	18	17	26	19	12	36	51
ENSMUSG00000057037	17	10	13	6	7	28	15
ENSMUSG00000135477	23	28	28	21	16	41	45
ENSMUSG00000090623	1	3	4	2	0	9	6
ENSMUSG00000135523	3	0	4	0	0	1	9
ENSMUSG00000119797	0	0	0	0	0	4	8
ENSMUSG00000070594	36	20	36	13	28	52	56
ENSMUSG00000119360	0	1	0	0	0	0	0
ENSMUSG00000033898	18	13	11	7	7	28	15
ENSMUSG00000089991	23	23	23	16	21	32	40
ENSMUSG00000104496	5	1	7	7	1	2	3
ENSMUSG00000085867	3	19	12	4	18	4	10
ENSMUSG00000134785	0	12	11	0	4	7	4
ENSMUSG00000102905	6	13	12	6	4	4	10
ENSMUSG00000087930	1	1	0	0	2	0	0
ENSMUSG00000103691	2	1	2	2	0	3	3
ENSMUSG00000026365	1863	5301	4798	4645	7648	1252	3642
ENSMUSG00000052726	55	91	72	34	59	108	94
ENSMUSG00000102698	32	34	34	18	20	33	50
ENSMUSG00000102368	7	12	3	2	5	1	20
ENSMUSG00000102500	0	0	0	0	0	0	0
ENSMUSG00000142530	11	15	22	1	9	9	23
ENSMUSG00000123868	7	0	0	0	6	5	2
ENSMUSG00000095238	1	1	6	0	0	7	8
ENSMUSG00000118759	0	2	0	0	2	2	0
ENSMUSG00002075391	1	0	0	5	0	6	6
ENSMUSG00000102740	2	1	4	2	1	0	10
ENSMUSG00000104147	48	49	50	28	24	88	86
ENSMUSG00000103858	6	5	4	4	4	5	6
ENSMUSG00000099671	0	1	1	0	0	1	0
ENSMUSG00000103890	1	5	9	3	0	3	2
ENSMUSG00000101909	3	0	1	1	2	9	3
ENSMUSG00000102818	1	0	4	0	2	7	4
ENSMUSG00000101795	6	7	19	11	6	13	10
ENSMUSG00000138534	8	7	7	6	3	7	15
ENSMUSG00000127016	11	21	27	8	17	33	33
ENSMUSG00000026361	275	451	418	479	483	214	406
ENSMUSG00000033849	107	126	131	86	110	111	96
ENSMUSG00000089640	0	1	0	2	3	4	4
ENSMUSG00000122058	1	2	5	5	1	4	1
ENSMUSG00000018196	84	243	176	246	204	110	209
ENSMUSG00000143900	2	2	4	0	3	2	9
ENSMUSG00000018199	197	337	251	571	423	161	280
ENSMUSG00000018189	165	384	371	733	554	105	298
ENSMUSG00000100455	46	26	63	81	61	16	52
ENSMUSG00000088323	0	0	0	0	0	0	0
ENSMUSG00000136021	2	0	3	2	4	4	1
ENSMUSG00000135981	16	17	48	23	29	13	28
ENSMUSG00000026360	153	276	351	468	449	144	260
ENSMUSG00000138139	0	1	4	0	0	0	14
ENSMUSG00000126531	10	11	23	7	8	15	31
ENSMUSG00000051079	24	5	7	11	8	10	15
ENSMUSG00000126534	5	1	16	1	0	8	11
ENSMUSG00000100389	8	0	5	0	0	2	13
ENSMUSG00000026358	57	54	89	126	41	31	89
ENSMUSG00000100441	0	3	1	0	0	3	4
ENSMUSG00000098509	34	14	23	7	12	23	29
ENSMUSG00002075314	6	1	1	0	1	2	3
ENSMUSG00000127877	7	7	9	4	2	6	13
ENSMUSG00000026357	434	592	661	2204	1044	279	549
ENSMUSG00000101049	6	16	13	4	7	8	21
ENSMUSG00000065787	1	0	0	0	3	0	0
ENSMUSG00002076236	0	3	0	0	0	0	3
ENSMUSG00000099617	9	4	2	8	4	7	13
ENSMUSG00000097130	9	6	10	2	5	8	7
ENSMUSG00000088579	1	0	1	0	0	3	3
ENSMUSG00000101661	0	0	0	0	0	2	0
ENSMUSG00000103055	4	10	17	8	10	23	16
ENSMUSG00000139643	0	3	2	0	1	0	0
ENSMUSG00000131476	4	0	4	1	2	1	1
ENSMUSG00000099964	23	31	52	18	12	32	40
ENSMUSG00000090323	0	0	0	0	0	0	0
ENSMUSG00000102403	42	43	76	43	36	47	74
ENSMUSG00000124359	5	8	6	7	2	4	10
ENSMUSG00000035131	38	21	41	28	30	45	57
ENSMUSG00000080078	0	0	2	0	0	0	1
ENSMUSG00000132309	0	5	1	1	1	2	0
ENSMUSG00000087627	19	36	31	14	19	35	18
ENSMUSG00000085822	5	20	21	6	8	13	8
ENSMUSG00000104269	16	16	7	3	5	16	31
ENSMUSG00000102134	1	9	6	0	1	10	11
ENSMUSG00000100380	0	0	0	0	0	0	0
ENSMUSG00000104331	25	39	41	16	12	24	59
ENSMUSG00000139367	2	3	0	0	0	0	1
ENSMUSG00000101973	3	1	0	0	0	2	1
ENSMUSG00000129655	9	1	1	2	2	9	3
ENSMUSG00000099629	36	20	28	21	27	47	43
ENSMUSG00000088582	0	0	1	0	0	6	0
ENSMUSG00000101208	3	0	0	1	0	3	2
ENSMUSG00000101735	5	5	2	4	1	7	5
ENSMUSG00000131588	8	13	10	3	7	11	3
ENSMUSG00000127907	15	7	10	7	1	0	24
ENSMUSG00000123823	2	4	11	0	2	3	8
ENSMUSG00000099842	0	5	1	3	4	3	5
ENSMUSG00000101074	2	3	1	0	0	6	3
ENSMUSG00000101564	12	21	31	7	8	9	24
ENSMUSG00000082588	0	0	0	0	0	1	0
ENSMUSG00000100917	7	10	22	8	5	15	27
ENSMUSG00000137629	1	1	2	0	2	5	1
ENSMUSG00000102074	3	2	0	2	6	0	1
ENSMUSG00000101457	5	2	12	4	4	14	14
ENSMUSG00000102314	6	8	20	5	3	12	7
ENSMUSG00000102309	24	22	25	10	21	45	37
ENSMUSG00000101011	11	9	8	9	7	15	13
ENSMUSG00000103724	6	5	8	4	7	6	8
ENSMUSG00000104036	28	22	20	10	8	9	41
ENSMUSG00000088167	0	0	3	0	0	0	1
ENSMUSG00002075595	0	0	1	0	0	0	2
ENSMUSG00000056220	153	292	333	814	417	114	290
ENSMUSG00002076362	2	1	1	0	0	5	0
ENSMUSG00000099701	6	11	18	5	16	11	50
ENSMUSG00000097028	39	33	42	13	11	49	49
ENSMUSG00002076752	0	0	0	5	0	0	1
ENSMUSG00000032487	22	20	45	24	29	20	80
ENSMUSG00000101199	3	0	5	1	0	5	1
ENSMUSG00000138541	0	1	3	0	0	1	1
ENSMUSG00000097754	17	6	16	12	25	12	18
ENSMUSG00000136357	4	3	9	1	3	2	2
ENSMUSG00000135923	5	7	4	5	1	0	14
ENSMUSG00000099875	1	7	0	2	0	3	1
ENSMUSG00000100690	0	1	0	2	1	1	1
ENSMUSG00000006007	17	5	15	5	13	24	21
ENSMUSG00000099447	1	1	6	0	1	5	6
ENSMUSG00000102990	7	0	3	5	12	7	16
ENSMUSG00000006010	115	191	170	285	262	101	210
ENSMUSG00000006005	403	865	790	1413	1175	362	730
ENSMUSG00000006014	61	88	131	58	372	99	89
ENSMUSG00000133582	2	7	12	9	0	7	15
ENSMUSG00000143582	0	3	6	2	0	2	3
ENSMUSG00000101519	1	2	4	2	3	1	2
ENSMUSG00000066842	159	138	220	90	134	172	307
ENSMUSG00000093650	23	30	56	21	28	32	83
ENSMUSG00000099622	12	4	32	3	7	20	31
ENSMUSG00000139438	11	11	18	6	10	17	13
ENSMUSG00000119402	0	0	0	0	0	0	0
ENSMUSG00000139399	18	24	30	9	13	15	36
ENSMUSG00000102628	10	4	11	4	6	12	10
ENSMUSG00000100595	4	2	11	2	7	2	10
ENSMUSG00000102095	37	9	51	13	16	23	61
ENSMUSG00000097426	0	0	0	0	0	0	0
ENSMUSG00000139486	1	8	11	1	5	1	11
ENSMUSG00000139563	2	0	6	1	4	6	2
ENSMUSG00000114212	2	4	4	6	10	2	11
ENSMUSG00000114943	10	1	4	1	7	1	3
ENSMUSG00000114694	3	4	5	5	5	0	0
ENSMUSG00000114582	0	0	1	0	0	0	1
ENSMUSG00000114591	2	0	4	2	1	2	0
ENSMUSG00000126610	15	27	13	24	16	7	15
ENSMUSG00000132650	3	0	4	0	0	1	8
ENSMUSG00002076687	2	10	2	0	0	3	4
ENSMUSG00000100954	27	21	53	22	29	25	38
ENSMUSG00000138197	7	2	2	4	1	3	6
ENSMUSG00000023150	685	1855	1646	2735	2380	683	1362
ENSMUSG00000052748	134	283	259	349	299	177	310
ENSMUSG00000053286	145	276	374	515	497	143	345
ENSMUSG00000106406	5	3	4	3	5	0	11
ENSMUSG00000103928	23	22	43	29	23	25	59
ENSMUSG00000026484	160	260	375	643	559	93	276
ENSMUSG00000103238	29	19	51	30	58	28	58
ENSMUSG00000100981	0	0	4	0	0	0	2
ENSMUSG00000134615	4	0	0	0	0	0	0
ENSMUSG00000100357	19	4	21	7	6	19	20
ENSMUSG00000100551	0	0	0	0	0	0	0
ENSMUSG00000124100	2	0	1	0	0	2	0
ENSMUSG00000137879	0	0	3	1	0	3	0
ENSMUSG00000026483	304	589	479	936	1295	112	512
ENSMUSG00000134986	5	1	6	7	0	7	2
ENSMUSG00000100594	12	21	45	20	24	5	52
ENSMUSG00000125935	3	0	4	5	0	0	1
ENSMUSG00000043019	107	151	147	200	384	100	143
ENSMUSG00000032666	83	261	93	154	206	108	200
ENSMUSG00000084557	0	0	0	0	0	1	2
ENSMUSG00000100685	0	1	0	0	0	0	0
ENSMUSG00000142856	4	11	9	1	1	6	8
ENSMUSG00000142815	13	8	6	1	3	2	13
ENSMUSG00000142900	3	0	0	0	1	1	1
ENSMUSG00000142945	3	3	12	1	9	12	9
ENSMUSG00000102090	1	5	11	4	7	9	9
ENSMUSG00000139734	0	1	1	0	7	3	4
ENSMUSG00000122215	2	5	14	1	0	2	2
ENSMUSG00000120556	9	8	24	16	9	18	14
ENSMUSG00000103744	1	1	1	2	7	0	1
ENSMUSG00000014980	49	86	118	147	166	52	93
ENSMUSG00000032649	19	30	76	12	52	34	28
ENSMUSG00000080878	0	0	8	0	0	0	4
ENSMUSG00000140078	0	0	6	3	4	0	10
ENSMUSG00000026482	237	493	445	987	719	101	358
ENSMUSG00000142104	5	3	5	7	4	7	4
ENSMUSG00000142021	0	1	0	0	0	1	0
ENSMUSG00000142141	0	0	2	1	0	6	2
ENSMUSG00000142063	9	4	6	4	1	9	7
ENSMUSG00000086145	1	8	8	0	5	6	6
ENSMUSG00000080950	2	8	9	3	1	3	7
ENSMUSG00000099868	9	2	3	1	1	3	4
ENSMUSG00000055547	2	5	10	3	13	10	9
ENSMUSG00000008475	929	2255	2478	4924	3603	705	1621
ENSMUSG00000026480	286	670	800	1532	1233	179	582
ENSMUSG00000042772	146	411	292	605	522	123	362
ENSMUSG00000100394	40	54	52	35	55	70	77
ENSMUSG00000139117	2	2	4	0	3	7	9
ENSMUSG00000139614	4	0	1	0	1	4	2
ENSMUSG00000103840	0	0	0	0	0	0	0
ENSMUSG00000100702	0	4	2	0	1	0	1
ENSMUSG00000042751	17	85	46	27	63	36	34
ENSMUSG00000136827	2	1	0	2	5	0	1
ENSMUSG00000099969	0	1	2	0	0	0	0
ENSMUSG00000026479	36	28	71	14	34	46	64
ENSMUSG00000133830	0	0	1	3	0	0	0
ENSMUSG00000026478	166	462	207	370	642	87	308
ENSMUSG00000103818	21	16	21	8	10	12	26
ENSMUSG00000079138	1	0	10	4	2	2	5
ENSMUSG00000143190	2	0	0	0	3	0	4
ENSMUSG00000073538	61	21	48	103	89	32	54
ENSMUSG00000143231	6	8	20	0	3	10	18
ENSMUSG00000042708	10	11	41	6	14	16	32
ENSMUSG00000064435	0	3	0	0	2	1	6
ENSMUSG00000103543	5	1	9	0	0	1	1
ENSMUSG00000042699	144	220	266	363	347	103	284
ENSMUSG00000042684	26	60	63	238	85	16	56
ENSMUSG00000099858	12	3	5	19	19	3	3
ENSMUSG00000042671	19	9	15	17	18	3	16
ENSMUSG00000100945	2	2	8	0	2	4	0
ENSMUSG00000102404	1	3	13	2	13	6	20
ENSMUSG00000099568	13	10	14	7	8	14	17
ENSMUSG00000026475	11	22	11	42	25	7	11
ENSMUSG00000066800	160	346	428	835	521	117	342
ENSMUSG00000100183	12	18	22	49	32	5	20
ENSMUSG00000042641	22	22	31	9	19	30	40
ENSMUSG00000129684	4	0	5	2	2	2	8
ENSMUSG00000045968	10	24	20	19	38	7	24
ENSMUSG00000043282	8	0	18	7	8	12	21
ENSMUSG00000102459	9	2	10	4	18	5	25
ENSMUSG00000047053	5	4	6	0	4	0	6
ENSMUSG00000099227	0	0	0	0	0	0	0
ENSMUSG00000026473	238	553	584	1169	821	127	392
ENSMUSG00000100014	2	0	13	2	0	2	7
ENSMUSG00000100627	47	40	76	43	44	49	73
ENSMUSG00000126204	27	14	25	9	15	26	44
ENSMUSG00000126367	5	7	6	0	4	7	1
ENSMUSG00000088669	0	0	0	0	0	0	0
ENSMUSG00000126412	0	0	0	0	0	0	2
