"Category","Term","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact","User Ids"
"GOTERM_CC_DIRECT","extracellular region","6","7","1759","19699","3.14e-5","5.96e-4","9.60","5.96e-4","5.96e-4","3.25e-6","ENSMUSG00000008874,ENSMUSG00000039084,ENSMUSG00000030607,ENSMUSG00000039462,ENSMUSG00000022025,ENSMUSG00000058914"
"GOTERM_CC_DIRECT","collagen trimer","3","7","80","19699","2.42e-4","2.30e-3","105.53","4.58e-3","2.30e-3","2.23e-6","ENSMUSG00000027570,ENSMUSG00000039462,ENSMUSG00000058914"
"GOTERM_CC_DIRECT","extracellular matrix","3","7","420","19699","6.43e-3","4.07e-2","20.10","1.15e-1","4.07e-2","3.16e-4","ENSMUSG00000027570,ENSMUSG00000030607,ENSMUSG00000039462"
"GOTERM_CC_DIRECT","basement membrane","2","7","116","19699","3.48e-2","1.65e-1","48.52","4.90e-1","1.65e-1","7.08e-4","ENSMUSG00000027570,ENSMUSG00000030607"
"GOTERM_CC_DIRECT","extracellular space","3","7","1342","19699","5.79e-2","2.20e-1","6.29","6.78e-1","2.20e-1","8.97e-3","ENSMUSG00000008874,ENSMUSG00000030607,ENSMUSG00000058914"

